"Convolvulus_arvensis_E2__P_1"	"Convolvulus_arvensis_E2__P_2"	"Convolvulus_arvensis_E2__P_3"	"Convolvulus_arvensis_E2__P_4"	"Convolvulus_arvensis_E2__P_5"	"Convolvulus_arvensis_E2__P_6"	"Convolvulus_arvensis_E2__P_7"	"Convolvulus_arvensis_E2__P_8"	"Convolvulus_arvensis_E2__P_9"	"Helminthia_echioides_E2__P_1"	"Helminthia_echioides_E2__P_2"	"Helminthia_echioides_E2__P_3"	"Helminthia_echioides_E2__P_4"	"Helminthia_echioides_E2__P_5"	"Centaurea_nigra_E2__P_1"	"Centaurea_nigra_E2__P_2"	"Centaurea_nigra_E2__P_3"	"Centaurea_nigra_E2__P_4"	"Rubus_caesius_E2__P_1"	"Rubus_caesius_E2__P_2"	"Rubus_caesius_E2__P_3"	"Scabiosa_columbaria_E2__P_1"	"Scabiosa_columbaria_E2__P_2"	"Scabiosa_columbaria_E2__P_3"	"Scabiosa_columbaria_E2__P_4"	"Oenothera_rosea_E2__P_1"	"Oenothera_rosea_E2__P_2"	"Oenothera_rosea_E2__P_3"	"Colchicum_autumnale_E2__P_1"	"Colchicum_autumnale_E2__P_2"	"Colchicum_autumnale_E2__P_3"	"Colchicum_autumnale_E2__P_4"	"Convolvulus_sepium_E2__P_1"	"Convolvulus_sepium_E2__P_2"	"Reynoutria_japonica_E2__P_1"	"Reynoutria_japonica_E2__P_2"	"Reynoutria_japonica_E2__P_3"	"Reynoutria_japonica_E2__P_4"	"Reynoutria_japonica_E2__P_5"	"Reynoutria_japonica_E2__P_6"	"Reynoutria_japonica_E2__P_7"	"Reynoutria_japonica_E2__P_8"
25.8	24.86	8.58	24.81	12.23	11.79	29.35	22.56	46.69	24.37	21.74	75.21	68.24	56.04	8.72	13.58	21.44	21.35	25.45	30	10.04	15.27	11.21	31.11	6.03	47.78	34.32	17.12	38.73	36.15	29.97	33.37	75.78	41.1	14.8	18.8	14.37	24.39	19.98	11.45	19.39	18.9
26.01	25.38	8.98	25.48	13	12.21	30.01	22.94	46.52	24.44	21.99	75	67.46	56.12	9.1	13.66	22.03	22.04	26.25	29.81	10.42	15.65	11.62	31.58	6.34	47.5	34.28	17.82	39.73	36.41	30.33	33.42	75.67	40.7	15.03	19.08	14.47	24.72	20.05	11.79	19.8	19.06
25.64	24.71	8.38	24.66	12.8	11.73	29.25	22.34	46.15	23.54	21.81	74.45	66.63	55.71	8.56	13.56	21.33	21.39	25.34	29.28	9.66	15.31	11.23	31	5.76	46.46	34.07	17.31	38.75	35.78	29.21	33.24	74.59	40.59	14.69	18.59	14.06	23.82	19.79	11.58	19.24	18.67
24.47	24.13	8.22	23.9	12.11	11.27	28.77	21.73	45.44	23.42	21.2	73.63	65.94	54.87	8.37	13.31	20.87	20.69	24.88	28.9	9.54	14.87	11.07	30.77	5.47	46.27	33.56	16.87	38.1	34.99	28.74	32.74	74.17	39.31	14.3	18.07	13.66	23.36	19.12	11.16	18.65	17.91
24.41	23.71	7.84	23.68	11.61	10.78	28.71	21.45	44.86	22.74	20.45	72.51	65.45	54.23	8.02	13.04	20.37	20.61	24.55	28.35	8.86	14.47	10.45	29.81	5.5	45.72	32.98	16.23	37.33	34.87	28.14	32.08	73.15	39.6	13.84	17.38	13.27	23.61	18.64	10.73	18.2	17.84
25.43	25	8.55	24.91	12.66	11.36	29.69	23.17	46.56	24.29	21.44	76.25	68.61	56.09	8.78	13.73	21.32	21.89	25.71	29.5	9.54	15.29	11.45	31.95	6.22	48.41	34.66	17.27	39.68	36.55	29.89	34	75.88	41.58	14.91	18.41	14.17	24.7	19.65	11.28	19.55	19.09
25.53	25.09	8.6	25.03	12.37	12.04	29.79	23.18	46.2	24.2	21.22	75.55	68.41	55.71	9.04	14.18	21.59	22.07	25.37	29.76	9.72	15.43	11.59	32.27	5.96	47.89	35.07	17.27	39.62	36.8	29.94	33.7	75.94	41.32	15.07	18.75	14.35	24.34	20.05	11.36	19.24	19.04
26.67	26.04	8.91	25.73	13.13	12.54	30.93	23.64	48.13	24.89	22.24	77.86	69.92	57.48	9.56	14.78	22.38	22.65	26.9	30.82	10.58	16.27	12.04	33.27	6.56	49.72	35.77	18.23	41.39	37.87	30.69	35.32	78.08	42.72	15.73	19.79	14.82	25.7	20.52	12.23	19.98	19.84
25.11	25.15	8.6	24.9	12.58	11.84	29.91	22.65	46.12	23.92	21.88	74.52	68.14	55.28	9.1	14.13	21.92	21.76	25.98	29.52	10.08	15.53	11.56	31.82	5.96	48.01	34.7	17.5	39.68	36.91	29.93	33.73	75.86	41.02	15.01	18.82	14.07	24.77	19.7	11.53	19.48	18.87
26.22	25.65	8.78	25.38	13.07	12.47	30.6	22.95	46.25	24.79	22.05	76.07	68.36	56.74	9.63	15.08	22.53	22.53	26.21	30.51	10.38	15.62	12.11	32.67	6.55	48.47	35.61	18	40.51	37.98	30.72	34.96	76.65	41.97	15.27	19.18	14.87	24.97	20.3	12.02	20	19.76
26.55	26.15	9.06	26.22	13.21	12.57	30.82	23.52	47.89	25.15	21.91	76.91	68.55	57.63	9.62	15.06	22.81	22.46	26.7	30.46	10.27	16.26	12.37	33.43	6.65	49.03	36	18.58	40.99	38.52	31.1	35.48	77.81	42.94	16.02	19.89	14.97	25.22	20.62	12.15	20.23	19.65
26.1	25.79	8.42	25.39	13.06	11.72	30.44	23.07	47.35	24.56	22.09	76.49	68.54	56.64	9.14	14.39	21.86	22.19	25.73	30.12	9.63	15.8	11.51	32.8	5.87	48.48	35.94	17.84	41.04	37.97	30.38	35.36	77.43	42.04	15.05	18.89	14.57	24.76	20.11	11.51	19.79	19.45
27.07	26.85	9.85	26.81	14.06	12.91	31.67	23.89	48.53	25.65	22.87	78.25	69.33	58.48	9.96	15.47	23.31	23.09	26.9	31.2	10.9	16.88	12.65	33.87	7.02	50.61	37.19	19.1	42.28	39.63	31.64	37.03	79.36	43.19	15.8	20.18	15.28	25.98	21.1	12.47	20.91	20.18
25.8	25.44	8.12	25.52	12.3	11.42	30.34	22.19	46.01	23.45	21.81	75.4	67.03	56.84	8.51	13.96	21.95	21.5	25	29.12	8.8	14.98	11.36	31.97	5.82	47.74	34.76	17.5	41.1	37.66	30.36	34.78	76.55	41.84	14.09	18.52	13.68	23.81	19.71	11.11	18.8	18.06
26.68	26.4	8.92	26.27	12.65	12.29	30.98	22.88	47.29	24.61	22.48	76.28	68.08	57.07	9.33	14.83	22.23	22.19	26.19	30.05	9.97	15.95	12.08	32.51	6.15	48.8	35.66	18.15	42.17	38.37	31.06	36.02	77.33	41.88	15.17	18.63	14.6	24.61	20.48	11.48	19.74	18.66
26.27	25.56	8.42	25.31	12.51	12	30.21	22.66	45.87	24.1	22.01	74.22	66.88	55.83	9.25	14.67	21.83	21.98	25.42	29.58	9.82	15.47	11.67	32.06	6.24	46.97	34.49	17.57	40.26	37.17	29.71	34.66	74.11	40.33	14.78	18.29	14.4	23.49	19.8	11.52	19.05	18.46
26.05	25.87	8.42	25.25	12.87	12.25	30.44	22.57	47.11	24.21	21.68	74.58	66.8	56.67	9.35	14.52	22.02	22.39	25.63	29.88	9.69	15.23	11.94	32.43	6.16	46.88	34.88	17.8	40.2	37.11	29.7	35.16	75.09	40.44	14.78	18.46	14.55	23.74	19.76	11.28	19.03	18.37
25.65	24.64	7.89	24.73	12.45	11.32	30.15	22.18	45.87	23.61	21.15	74.48	66.48	55.32	8.89	14.18	21.5	21.62	25.07	29.22	9.23	14.78	11.35	32.18	5.7	46.79	34.26	17.21	39.57	37.08	29.06	34.47	73.99	39.75	14.21	17.79	13.91	23.43	18.89	11.03	18.61	17.97
25.78	25.85	8.36	25.54	13.04	11.58	30.68	22.72	47.19	24.39	21.19	75.74	67.62	56.32	9.24	14.79	22.12	22.18	25.87	29.83	9.53	15.67	12.08	32.66	5.7	47.75	35.13	17.34	40.47	36.93	30.01	34.59	75.26	40.96	14.41	18.54	14.03	23.96	19.6	11.36	19.14	18.41
25.96	25.22	8.72	24.9	12.63	11.74	30.08	22.75	46.44	23.74	21.34	73.83	66.76	55.55	9.8	14.73	21.75	22.39	25.88	29.55	10.3	15.54	12.12	32.71	6.36	47.05	34.92	17.42	40.09	36.9	29.86	34.45	73.89	40.3	14.65	18.14	13.72	23.81	19.65	11.55	19.09	18.46
25.56	25.11	8.21	25.07	12.88	11.94	30.3	22.53	46.18	23.99	21.63	74.22	66.85	55.85	9.94	15.02	22.01	22.1	25.77	29.08	9.67	15.54	12.13	32.87	5.83	47.96	34.63	17.8	40.38	37.28	29.96	35	75.03	40.97	14.09	18.94	14.26	24.22	19.79	11.32	19.01	18.78
25.99	26.04	8.93	25.36	13.56	12.56	31.01	22.93	46.65	24.12	22.17	75.45	67.85	56.58	9.77	15.48	22.77	22.42	25.79	30.13	10.08	15.93	12.69	33.76	6.67	48.4	35.66	17.89	40.81	38.31	29.8	35.58	75.52	41.38	14.9	18.98	14.36	24.3	20.27	11.82	19.14	18.84
26.56	25.89	8.63	25.39	12.72	12.41	30.5	22.42	46.93	24.02	21.94	75.36	67.34	56.55	9.59	15.63	22.23	22.55	25.68	29.71	9.31	15.64	12.62	33.24	6.31	48.03	35.49	18.17	40.89	38.05	30.13	35.46	75.8	40.91	14.62	18.51	14.36	24.4	19.85	11.71	19.06	18.82
25.78	25.8	8.19	25.4	12.92	11.99	31	22.83	46.92	24.42	21.75	74.69	67.73	57.11	9.77	15.18	22.44	22.54	25.46	29.51	9.65	15.42	11.82	33.59	6.35	48.34	35.72	18.15	41.24	37.92	30.45	35.52	76.12	41.54	14.74	18.46	14.2	24.26	19.81	11.62	18.67	18.28
26.25	25.88	8.62	25.74	13.27	12.08	31.33	23.15	47.17	24.66	21.81	76.28	68.51	56.7	9.88	15.55	22.54	22.47	26.47	30.01	9.76	15.64	12.21	33.95	6.09	49.12	35.35	18.06	41.11	38.31	29.96	35.93	77.08	41.78	14.4	18.75	14.18	24.43	20.06	11.35	19.14	18.48
25.73	26.24	8.31	25.98	12.77	11.77	30.96	22.76	46.84	24.08	21.84	76.91	69.03	56.92	9.48	15.07	22.15	22.73	26.08	30.2	9.53	15.41	12.08	34.13	5.7	49.41	36.06	18	41.47	38.1	30.34	36.16	76.23	41.6	14.44	18.58	13.97	24.3	19.9	11.5	18.68	18.11
25.68	25.72	8.17	25.42	12.87	11.89	30.5	23.08	45.73	24.06	21.35	75.88	68.09	56.01	9.86	15.3	22.26	22.6	25.47	29.17	9.08	15.41	12.17	33.57	5.74	48.31	35.64	17.76	41.04	38.61	30.01	36.08	75.54	41.65	14.08	18.37	13.69	24.35	19.22	11.02	18.73	18
26.65	26.3	9.41	26.28	13.9	12.82	31.77	23.59	48.02	25.15	22.45	77.06	69.23	57.42	10.51	16.4	23.25	23.87	26.72	30.83	10.72	16.79	13.39	34.66	7.4	49.81	37.1	18.75	42.08	39.15	31.12	36.78	77.55	42.68	15.27	19.48	15.23	25.26	20.7	12.37	20.27	19.6
26.31	26.17	8.72	25.84	13.4	12.44	31.17	23.09	46.8	24.5	22.13	76.45	69.01	57.06	10.25	15.67	23.28	23.08	26.44	30.72	9.28	16.2	12.75	34.01	6.76	49.43	36.06	18.17	41.9	38.38	31.04	36.38	77.05	41.76	14.35	18.47	14.45	24.6	19.85	12.01	18.65	19.07
25.82	25.6	8.61	24.92	13.05	12.38	30.76	22.7	46.61	24.47	21.92	76.05	67.81	56.3	9.96	15.75	22.72	22.74	25.67	29.99	9.38	15.52	12.23	34.16	6.27	48.68	35.74	17.91	41.21	37.64	29.96	36.07	75.17	41.42	14.25	18.56	13.63	23.86	19.6	11.37	18.63	18.07
25.79	26.11	8.59	25.59	13.3	12.53	30.86	23.11	46.19	23.73	21.59	74.53	67.69	56.05	10.09	15.92	23.13	23.16	25.59	30.08	9.62	15.79	12.77	34.08	6.32	49.02	36.19	17.64	40.7	38.44	30.26	36.01	75.31	41.35	14.34	18.33	14.12	24.38	19.85	11.52	19.08	18.39
26.83	26.23	8.25	26.07	12.77	11.59	31.47	22.99	47.88	24	22.16	77.87	70.38	57.68	9.84	15.81	23.4	23.05	25.87	30.47	9.46	15.93	12.56	35.38	6.02	50.11	36.58	18.23	42.3	38.92	30.9	36.66	78	42.66	14.36	18.71	13.99	25.1	20.2	11.41	19.23	18.17
25.9	26.79	8.39	26.72	13.16	12.1	31.85	22.99	47.34	24.82	22.05	76.9	69.69	57.52	10.4	16.32	23.28	23.06	26.15	30.63	9.79	15.87	12.87	35.07	6.51	49.07	37.33	18.51	42.45	38.52	31.43	36.81	76.46	42.46	14.7	18.62	13.99	24.57	20.25	11.66	18.63	18.26
25.69	26.16	8.42	26.44	13.3	11.83	30.97	23.22	47.08	24.27	22.04	77.63	69.31	57.32	10.16	15.85	22.63	23.48	25.82	30.51	9.38	15.76	12.41	34.95	6.25	49.6	37.13	18.79	41.86	39.1	30.51	36.83	77.51	42.76	14.4	18.74	14.07	24.68	19.88	11.48	18.96	18.18
26.64	27.24	8.87	26.34	13.99	13.11	31.87	23.88	48.1	25.18	22.39	78.07	69.62	57.52	10.72	17	23.76	24.32	26.4	31.26	9.9	16.17	13.13	35.76	6.78	50.65	37.12	19.49	42.53	39.72	31.56	37.66	77.77	43.23	14.74	19.01	14.48	25.3	20.32	11.89	19.77	19.14
26.2	26.01	8.44	25.2	12.74	12.21	31.16	23.2	46.89	24.39	21.9	77.03	69.44	56.76	10.71	16.34	22.93	23.03	25.68	29.96	9.3	15.92	12.46	34.54	6.24	49.86	36.6	18.17	41.69	38.95	30.67	37.07	76.41	41.96	14.36	18.45	14.12	24.3	19.79	11.79	18.85	17.96
26.12	25.94	8.25	25.84	13.05	11.95	31.46	22.8	48.2	24.7	22.08	77.74	69.91	57.93	10.1	16.06	23.43	23.43	26.23	29.94	9.05	15.62	12.5	35.28	5.83	50.3	36.71	18.3	42.18	39.1	30.94	37.42	78.5	42.16	13.83	18.54	13.33	24.57	19.54	10.97	19.1	17.92
25.12	26.02	8.25	25.13	12.69	11.58	30.81	22.48	46.26	23.46	21.01	75.5	68.58	56.83	9.89	15.88	22.75	22.93	25.37	29.47	8.51	15.12	12.25	34.41	6.08	49.05	36	18.03	41.35	38.54	30.18	36.54	76.17	41.65	13.54	17.51	13.3	23.71	19.26	10.86	18.46	17.64
26.18	26.34	8.46	25.36	12.92	11.99	31.1	22.47	47.56	24.09	21.7	77.38	70.11	57.44	9.94	15.93	23.24	23.26	26.15	29.99	8.91	16.17	12.53	34.88	5.76	50.04	36.51	18.37	42.31	38.93	30.5	37.23	77.22	42.15	13.65	18.18	14.02	24.62	19.26	10.82	18.45	17.66
26.36	26.76	9.05	26.44	13.33	12.83	31.86	23.12	47.61	25.04	21.92	77.92	69.36	57.38	10.83	16.67	23.39	23.68	26.39	30.68	9.29	16.33	12.95	35.93	6.77	50.3	37.51	18.61	43.17	39.91	31.35	38.34	78.39	42.42	14.79	18.92	13.69	24.55	20.34	11.99	18.93	18.52
25.88	25.58	7.68	25.24	12.56	11.52	30.82	22.83	47.06	23.71	21.21	76.85	69.28	56.69	9.86	16.03	22.9	23.07	25.41	30.07	8.58	14.92	12.03	35.16	5.78	49.68	37.1	18.24	42.08	39.41	30.15	37.38	77.18	41.99	13.72	17.48	13.46	23.74	19.14	10.89	18.38	17.56
27.02	27.37	9.15	26.33	14.08	13.16	32.28	23.82	47.6	25.4	22.82	77.93	70.3	58.27	11.45	17.54	24.19	24.11	26.85	30.75	9.55	16.85	13.54	36.1	6.88	51.11	37.3	19.55	43.36	40.25	31.43	38.61	78.69	43.22	15.02	19.28	14.65	25.11	20.16	12.05	19.52	18.69
26.51	27.02	9.54	26.92	13.79	13.39	32.15	23.87	48.03	25.48	23.06	77.96	70.27	58.19	11.59	17.32	23.98	24.46	26.83	31.54	9.52	16.54	13.72	36.53	7.16	50.9	37.68	18.84	43.62	40.68	31.92	38.52	78.41	42.95	14.92	18.78	14.37	25.74	20.54	11.99	19.23	18.75
26.21	26.18	7.8	26.25	12.43	12.21	31.98	23.12	48.4	23.9	21.66	79.49	70.78	58.94	9.96	16.39	23.42	23.39	25.85	31.1	8.12	15.85	12.72	36.37	5.89	51.09	37.85	18.55	43.53	40.61	31.31	37.46	79.45	42.91	13.28	17.39	13.63	24.44	19.14	10.62	18.5	17.71
25.47	25.99	7.47	25.66	12.06	11.35	31.1	22.63	46.78	23.87	21.27	77.36	70.69	57.11	9.84	16.17	22.94	22.98	25.31	30.08	7.67	14.79	11.94	35.58	5.06	50.02	36.92	18.02	41.89	39.1	30.57	37.52	78.21	42.44	12.8	16.75	12.74	23.38	18.59	10.38	17.84	16.44
26.12	26.04	8.55	25.63	13.34	12.31	31	22.91	46.78	24.16	21.63	75.49	67.95	55.66	10.98	16.46	23.67	22.99	26.11	30	9.01	15.78	12.88	35.1	6.27	49.24	36.77	18.41	42.36	39.08	30.35	37.2	75.68	41.7	13.92	18.04	13.77	23.89	19.47	11.23	18.41	17.68
26.78	27.14	8.82	26.68	13.76	13.15	31.97	23.33	48.31	25.2	22.05	78.45	70.69	57.97	11.38	17.62	24.66	24.76	27.27	31.05	9.62	16.57	13.08	36.69	7.14	51.35	38.05	19.66	43.66	40.32	31.22	39.22	79.24	43.07	14.33	18.75	13.91	24.97	20.06	12.03	19.05	18.37
26.44	26.6	7.48	26.2	13.02	11.8	31.63	22.66	48.53	24.23	21.84	79.45	71.02	58.98	9.93	16.34	23.44	24.18	26.07	30.13	8.19	15.24	12.62	36.28	5.61	51.84	37.36	18.86	43.61	40.71	31.38	39.17	79.88	42.81	13.42	17.17	13.22	24.64	19.37	10.45	18.22	17.75
26.89	27.35	8.6	26.59	13.51	13.01	32.13	23.52	48.13	24.8	22.17	77.93	71.43	57.38	11.25	17.44	23.99	24.48	27.06	30.6	8.71	16.78	13.15	36.32	6.51	51.41	38.27	19.1	43.74	40.56	31.48	38.25	79.42	43.27	13.75	18.25	13.73	25.05	20.02	11.13	18.97	17.56
27.02	26.49	8.78	26.26	13.46	12.78	32	23.06	47.51	25.08	22.37	77.07	69.62	58.04	11	17.37	23.91	24.27	26.89	30.54	8.9	16.38	12.9	36.33	6.58	50.92	37.4	19.34	42.74	40.29	31.29	38.6	78.4	42.41	14.26	18.07	14.1	24.9	19.89	11.65	18.49	17.97
25.89	26.37	7.78	25.78	12.88	12.22	31.79	23.59	47.74	24.77	21.92	77.7	71.99	57.39	10.61	16.99	23.92	23.72	25.75	30.13	8.1	15.8	12.45	36.63	6.26	51.28	38.57	18.33	43.58	40.07	30.93	38.96	79.32	42.43	13.41	17.75	13.21	24.88	19.21	10.34	18.09	17.25
26.39	26.15	8.51	26.18	13.37	12.18	32.09	22.92	47.36	24.46	22.12	77.21	70	57.8	10.75	17.01	23.81	23.78	26.56	30.22	8.95	16.09	13.46	36.33	6.9	50.63	37.29	19.21	43.08	40.43	30.96	38.15	77.59	42.31	13.56	17.94	13.64	24.46	19.43	11.16	18.35	17.57
27.43	27.24	8.76	26.53	13.84	12.94	33.21	24.03	48.7	25.31	22.65	79.61	72.2	58.44	11.53	18	24.93	24.72	26.91	31.48	9.22	16.41	14.12	37.05	6.8	52.18	38.52	19.95	44.92	41.38	32.02	39.81	80.29	43.42	13.84	18.61	14.16	25.2	19.72	11.79	18.95	18.49
27.62	27.75	9.9	26.61	14.09	13.45	33.76	24.72	49.63	25.77	23.25	80.03	72.31	59.56	12.6	18.3	25.18	25.17	27.49	32.11	9.85	16.65	13.97	37.92	7.2	52.96	39.48	20.18	44.96	41.81	32.53	39.86	80.71	44.59	14.66	18.1	14.69	25.67	20.32	12.25	19.32	18.43
26.87	27.16	8.56	26.05	13.32	12.22	31.8	23.26	48.57	24.42	22.2	78.51	70.28	58.03	11.26	17.26	23.79	24.41	26.58	30.73	8.37	15.73	12.88	37.45	6.47	52.15	37.95	19.13	43.91	41.21	31.87	39.35	78.7	44.11	13.29	17.43	12.72	25.11	19.32	11.13	18.11	17.54
25.54	26.5	7.8	25.32	12.73	11.34	31.19	22.98	47.51	24.37	21.24	77.25	69.52	57.38	10.67	16.88	23.77	23.61	26.25	30.21	7.87	15.34	13	36.3	5.71	50.94	37.64	18.78	43.01	39.69	30.59	38.63	78.05	42.24	12.94	17.05	12.67	23.77	18.76	10.17	17.94	16.68
27.49	27.33	9.4	27.04	13.94	12.79	32.01	23.36	48.19	24.94	22.51	78.46	70.66	57.95	11.38	18.08	24.33	24.77	27.1	31.36	8.32	16.76	13.72	36.78	6.99	51.39	38.64	20.02	43.74	40.66	31.83	39.27	78.8	43.4	13.46	18.19	13.62	24.8	20.08	11.57	18.67	17.65
26.55	26.49	7.46	26.02	12.57	12.18	30.97	23	47.71	24.42	21.38	78.26	71.27	57.32	10.22	17.12	22.93	23.32	26.06	30.58	7.43	15.5	12.66	36.4	5.33	51.09	38.01	18.45	43.7	40.7	30.76	38.89	78.96	42.8	12.5	16.8	12.44	24.05	18.63	10.21	17.66	16.73
27.3	27.52	9.44	26.95	13.91	13.32	32.46	23.65	47.94	25.3	22.91	78.37	70.09	58.15	11.78	18.15	24.98	24.38	26.84	31.13	8.94	16.59	14.47	37.06	7.02	51.62	38.21	19.43	43.94	40.43	32.01	39.2	79.25	43.01	14.21	18.07	13.75	24.57	19.78	11.7	18.45	18.22
26.99	27.42	8.94	26.85	13.47	12.8	32.14	23.6	47.29	24.95	22.68	76.39	69.52	56.77	11.46	18.06	24.59	24.44	26.69	30.81	8.81	16.49	13.64	36.66	7.31	50.69	37.79	19.55	43.18	40.42	31.36	38.64	77.26	42.31	13.81	17.43	13.8	24.87	19.23	11.8	18.79	17.46
26.94	27.4	9.39	26.94	14.28	13.03	32.49	23.83	48.77	25.12	23	78.93	70.92	57.86	11.98	18	24.43	24.64	26.97	30.91	9.06	16.91	13.53	37.73	6.99	51.88	38.87	19.79	44.36	41.08	31.81	40.36	79.11	43.42	13.5	17.87	14.04	24.9	19.67	11.33	18.76	17.64
27.51	27.62	9.82	26.95	14.66	13.49	33.63	23.64	48.21	25.47	23.38	77.92	70.88	57.32	12.45	18.32	25.01	24.99	27.13	31.14	9.74	17.42	14.48	37.84	7.71	51.67	39.26	20.52	44.47	41.33	32.45	39.45	78.82	43.64	14.45	18.02	13.87	24.61	20.32	12.2	18.88	17.83
26.87	27.43	8.9	26.82	13.58	12.82	32.79	24.28	47.78	24.8	22.13	78.11	70.93	58.31	11.48	17.77	24.02	24.18	26.85	31.26	8.12	16.61	13.42	37.6	7	51.63	38.36	19.84	44.4	41.39	31.33	39.42	79.21	43.11	13.52	16.9	12.97	24.24	19.4	11.03	18.24	17.04
25.29	26.01	7.71	25.62	12.6	11.65	30.89	22.02	46.77	23.34	20.75	76.22	69.77	57.29	10.09	16.49	22.96	23.11	25.28	30.02	7.15	14.84	12.68	36.06	5.31	50.54	37.47	18.3	42.89	40.03	30.53	38.37	78.23	42.3	11.99	16.25	12.15	23.41	17.98	9.9	16.98	16.03
27.08	27.51	8.49	26.14	13.19	12.48	32.18	23.27	48.05	24.59	21.87	76.7	69.01	57.15	11.29	17.79	24.15	24.12	26.45	30.95	8.12	16.05	13.47	36.65	6.07	50.93	37.95	19.45	44.18	40.67	31.29	39.22	77.84	41.85	13.08	16.82	12.41	23.56	19.39	10.57	17.69	17
26.43	26.95	8.47	26.58	13.62	12.89	31.54	23.23	47.4	24.22	22.31	77.03	69.15	57.28	11.33	17.88	23.78	24.12	26.17	29.84	8.31	16.32	13.82	36.52	6.58	50.75	37.67	19.44	43.3	40.76	31.23	39.13	76.98	42.14	13.11	16.6	13.12	23.81	19.3	11.19	17.78	16.84
27.16	27.78	9.22	26.93	14.13	13.14	32.75	23.68	48.52	25.15	22.26	78.55	70.92	58.49	11.25	18.03	24.92	24.14	26.77	31.49	8.45	17.17	13.75	36.88	6.79	50.97	38.06	19.46	44.63	41.76	31.95	39.7	79.03	42.71	13.52	17.2	12.73	23.9	19.13	11.36	17.95	17.23
26.35	26.5	8.89	26.14	13.23	12.64	30.77	22.69	46.39	24.11	21.48	74.53	68.22	55.62	11.65	17.23	23.17	23.25	25.75	29.88	7.93	16.04	13.73	35.75	6.4	48.64	36.45	18.83	42.44	38.93	30.4	37.99	74.93	40.63	12.86	16.17	12.62	22.76	18.35	10.55	17.07	16.38
27.91	28.02	10.07	28.19	14.93	13.97	33.23	24.2	48.14	25.52	22.98	77.79	69.73	58.37	12.67	18.68	25.09	24.54	27.36	31.13	9.12	17.79	14.74	37.04	7.74	50.67	38.44	20.17	44.33	42.19	32.39	39.89	78.33	43	14.15	17.36	13.61	24.66	20.27	12.28	18.59	17.84
27.48	28.47	8.98	27.6	14.4	13.37	33.28	23.44	49.1	25.71	23.52	80.39	71.57	59.94	11.8	18.59	24.8	25.12	27.32	31.51	8.28	17.07	14.36	37.95	6.3	51.19	38.68	19.92	45.28	41.9	32.67	40.6	80.13	44.39	13.46	17.72	13.27	24.51	19.69	11.07	18.15	16.52
26.47	26.94	8.33	26.36	13.53	12.91	31.69	22.75	47.04	24.04	21.85	76.49	69.01	57.08	11.02	17.48	23.56	24.14	26.5	30.77	8.05	16.03	13.89	36.01	6.59	49.82	36.92	18.78	43.32	40.08	29.76	39.05	76.65	41.56	12.81	16.19	12.93	23.18	18.54	10.88	17.4	16.36
26.79	27.51	9.52	27.29	14.72	13.86	32.24	23.82	47.18	25.08	22.62	75.75	68.39	57.23	12.29	17.85	24.43	24.36	26.91	30.99	9.11	17.21	13.97	36.56	7.76	49.55	37.62	19.96	44.14	40.67	31.8	38.84	76.39	42.29	13.74	17.32	14.08	24.19	19.06	11.86	18.66	17.49
26.07	26.81	7.38	26.1	12.35	11.47	31.93	22.69	47.41	23.76	21.36	78.33	69.64	57.26	10.88	16.82	23.36	23.22	26	29.99	6.88	15.55	12.65	36.52	5.71	50.13	37.05	18.1	43.42	40.08	30.88	38.63	77.9	42.17	12.66	15.55	12.24	22.65	18.19	10.09	16.44	15.67
26.15	26.95	8.41	25.98	13.34	12.74	31.84	22.95	46.06	24.16	21.22	75.45	67.43	56.25	11.11	17.9	23.2	24.02	26.51	30.25	8.07	16.16	13.33	36.67	6.9	49.44	36.97	18.5	42.07	39.35	30.22	38.24	75.32	40.93	12.89	16.74	12.87	23.35	18.93	10.89	17.22	16.15
27.71	28.08	9.38	27.72	14.64	13.9	32.71	24.25	48.29	25.66	22.86	77.67	69.92	58.15	12.7	18.65	25.19	24.96	27.17	31.63	9.71	17.39	14.74	37.75	7.53	51.25	38.36	20.11	44	40.96	32.25	40.4	77.77	43.36	13.93	17.43	14.07	24.69	19.7	11.92	18.61	17.47
25.95	26.91	7.7	26.01	13.18	12.27	31.56	22.9	46.99	24.72	21.37	77.93	69.65	57.07	11.34	17.28	23.9	23.71	26.08	30.35	7.45	16.06	13.3	36.59	6.28	51.14	37.42	18.81	44.34	41.06	30.36	39.41	77.74	41.32	12.21	16.39	12.7	23.41	18.74	10.55	16.58	16.14
26.36	27.08	9.07	26.29	13.22	12.69	31.36	22.8	47.03	24.93	22.33	76.77	69.9	56.61	11.42	17.98	24.04	23.87	26.19	30.52	7.68	15.82	13.37	36.84	6.43	50.76	37.31	19	43.78	40.59	30.52	39.04	77.93	41.43	12.78	16.52	13.3	23.46	18.66	10.86	17.7	16.34
26.7	27.01	8.97	26.77	13.88	12.57	31.74	23.09	47.64	24.11	21.82	77.15	68.99	56.99	11.52	17.64	23.86	24.19	25.9	30.63	8.05	16.24	13.37	36.1	6.4	50.53	37.63	19.1	43.68	41.19	31.13	38.92	76.77	42.07	13.14	16.58	13	23.25	19.2	10.94	17.34	16.46
