"Colchicum_autumnale_M2__P_1"	"Colchicum_autumnale_M2__P_2"	"Colchicum_autumnale_M2__P_3"	"Colchicum_autumnale_M2__P_4"	"Colchicum_autumnale_M2__P_5"	"Colchicum_autumnale_M2__P_6"	"Colchicum_autumnale_M2__P_7"	"Colchicum_autumnale_M2__P_8"	"Colchicum_autumnale_M2__P_9"	"Colchicum_autumnale_M2__P_10"	"Colchicum_autumnale_M2__P_11"	"Colchicum_autumnale_M2__P_12"	"Colchicum_autumnale_M2__P_13"	"Colchicum_autumnale_M2__P_14"	"Colchicum_autumnale_M2__P_15"	"Colchicum_autumnale_M2__P_16"	"Filipendula_ulmaria_M2__P_1"	"Filipendula_ulmaria_M2__P_2"	"Filipendula_ulmaria_M2__P_3"	"Trifolium_pratense_M2__P_1"	"Trifolium_pratense_M2__P_2"	"Trifolium_pratense_M2__P_3"	"Trifolium_pratense_M2__P_4"	"Trifolium_pratense_M2__P_5"	"Trifolium_pratense_M2__P_6"	"Malva_alcea_M2__P_1"	"Malva_alcea_M2__P_2"	"Malva_alcea_M2__P_3"	"Malva_alcea_M2__P_4"	"Malva_alcea_M2__P_5"	"Malva_alcea_M2__P_6"	"Malva_alcea_M2__P_7"
34.68	30.94	38.13	55.04	44.62	32.72	28.06	23.67	54.3	30.3	22.21	55.24	25.12	42.93	53.01	49.5	64.89	27.08	53.58	8.14	8.67	22.35	30.28	21.32	14.96	31.59	33.33	26.67	29.41	34.71	25.25	27.73
34.99	30.63	38.61	55.4	44.66	33.14	28.29	24.51	53.4	30.41	22.55	55.56	25	42.76	52.97	49.49	65.2	26.29	53.64	8.36	8.8	22.9	30.2	21.21	15.23	31.51	33.15	26.7	29.57	34.64	25.59	27.77
33.89	30.24	37.76	54.73	44.38	32.83	27.79	23.5	53.74	29.92	22.28	54.84	24.81	42.6	52	48.76	64.1	25.97	52.22	7.87	8.7	22.43	29.57	20.54	14.72	30.96	32.59	26.57	29.56	34.01	25.03	27.63
34.4	30.88	37.92	55.52	44.4	33.61	28	24.62	54	30.43	22.7	56.02	25.22	43.36	52.97	49.64	65.71	26.47	53.2	7.84	9	22.33	30.01	20.68	15.02	31.59	33.78	27.01	29.62	34.85	25.63	27.89
34.93	30.8	38.03	56.4	45.05	33.63	28.92	24.5	53.99	30.5	22.94	55.52	25.33	43.44	53.19	50.1	66.36	27.01	54.18	8.54	9.08	22.56	30.46	21.21	15.38	32.4	33.75	27	30.45	35.4	25.55	28.33
35.19	31.67	38.88	57.09	45.77	33.77	29.49	25.22	54.7	30.74	22.94	57.14	25.43	43.98	54.02	51.37	66.88	27.52	55.43	8.18	8.94	22.35	30.89	21.66	15.21	32.92	34.33	27.87	30.57	35.5	26	28.65
35.42	31.79	38.91	57.94	46	34.25	30.23	26.08	56.18	31.22	23.1	57.48	26.11	44.62	55.25	52.33	68.56	28.03	56.61	8.59	9.28	23.25	32.03	22.52	15.95	32.74	35.13	28.44	30.69	36.17	26.73	29.48
35.66	31.46	39.3	57.41	46.19	33.64	30.06	25.49	55.68	30.84	23.09	57.71	25.58	44.23	55.41	51.92	67.9	27.48	57.05	8.49	8.75	22.72	31.52	22.11	15.67	32.96	34.72	28.1	31.08	36.35	26.11	28.9
35.17	31.81	38.89	58.04	45.84	34.07	29.89	25.11	55.8	30.74	22.94	57.12	25.24	44.44	55.5	51.89	68.79	27.67	55.76	8.28	8.54	22.64	31.69	21.86	15.83	33.89	34.97	28.46	30.86	35.83	26.07	29
35.22	31.43	39.1	57.09	45.53	33.84	29.66	25.79	55.74	30.8	22.53	57.92	25.62	44.12	54.56	51.63	68.42	27.56	55.87	8.15	9.07	22.69	31.55	21.41	15.7	32.83	34.78	28.2	31.14	36.33	26.23	28.85
35.11	31.72	39.05	56.17	45.81	34.09	29.69	25.52	55.34	30.45	22.8	56.7	25.83	43.77	54.77	51.75	67.31	27.45	55.94	8.97	9.34	22.86	31.06	21.45	15.86	33.16	34.84	28.34	31.41	36.08	26.01	29.01
34.73	31.54	38.96	56.46	45.04	33.11	29.73	25.6	54.5	30.18	22.56	56.73	25.63	43.54	54.32	51.19	66.96	27.26	55.75	8.33	9.04	22.41	31.21	21.12	15.74	32.71	34.78	28.03	31.1	36.15	25.76	28.81
34.97	31.39	38.18	56.51	45.6	34.04	30	25.74	55.36	30.72	22.53	56.97	25.43	43.71	53.88	50.64	67.49	27.61	54.94	8.6	8.88	22.75	30.76	21.09	15.93	33.06	34.91	28.67	31.27	36.32	26.84	29.41
35.07	31.96	38.85	56.22	44.95	33.94	29.71	25.6	54.96	30.72	23.01	56.36	25.15	43.86	54.17	51.2	67.2	27.54	54.92	9.06	9.45	23.13	31.37	20.76	16.04	33.45	35.14	28.93	31.53	36.16	26.34	29.11
34.94	31	38.25	56.2	45.55	33.67	29.49	25.36	54.65	30.81	22.6	55.84	25.13	43.87	54.11	51.05	66.9	27.06	55.54	8.49	9.3	22.65	30.98	21.22	15.96	33.03	35.02	28.5	31.58	36.53	26.75	29.26
34.49	31.02	38.3	56.06	44.58	33.62	29.94	25.44	54.64	30.33	22.4	55.43	25.21	42.9	53.86	50.41	66.72	27.17	54.87	8.36	8.91	22.75	30.11	20.52	15.58	32.96	34.77	27.92	31.06	36.77	26.73	29
34.16	30.48	38.27	55.22	44.36	32.61	28.85	24.85	53.56	29.8	22.66	55.47	24.57	42.58	53.2	49.8	65.69	26.53	53.81	8.46	8.55	22.45	30.37	20.02	15.53	32.9	34.51	28.33	31.25	36.59	26.48	29.06
33.58	30.39	38.11	54.6	44.06	32.8	29.13	24.7	53.02	29.57	22.11	54.89	24.12	42.51	52.33	49.05	65.17	26.64	52.63	8.29	9.11	22.45	29.8	19.93	15.5	32.3	34.24	27.33	30.8	35.83	26.34	28.55
33.9	30.24	37.8	54.03	43.4	32.42	28.6	24.26	52.76	30.1	22.09	54.19	24.36	42.01	51.6	48.69	64.17	25.9	51.98	8.41	8.89	22.4	29.71	19.4	15	32.35	34.11	27.62	31	35.92	25.97	28.84
33.78	30.02	37.72	54.04	43.8	32.62	28.44	24.77	52.49	29.84	22.21	54.22	24.17	41.98	51.58	48.23	63.87	25.37	51.59	8.21	8.94	22.62	29.36	19.16	15.03	32.23	34.14	27.65	31.18	36.16	26.49	28.94
34.45	30.72	38.04	55.17	44.18	33.1	28.92	25.28	53.43	29.88	22.58	55.08	24.64	42.51	52.14	48.75	64.76	26.16	52.33	8.57	8.8	22.84	30.19	19.56	15.4	32.82	35.03	27.85	31.3	36.52	26.64	28.96
34.54	30.64	37.8	55.08	44.09	33.06	29.08	25.43	54.25	30.2	22.52	55.12	24.96	42.91	53.01	49.48	65.5	26.28	53.18	8.3	8.71	22.37	30.69	19.43	15.7	33.44	35.3	28.51	31.55	36.96	26.76	29.47
34.66	31.12	38.66	55.92	45.68	33.49	30.62	25.86	54.42	30.67	22.81	55.96	25.32	44.07	53.93	50.71	65.9	27.81	54.24	8.9	9.5	23.32	30.86	20.34	15.91	34.16	36.22	29.43	32.81	38.06	27.43	29.83
35.13	31.4	38.58	56.33	45.72	33.77	30.59	26.23	55.39	30.59	23.17	56.34	25.38	44.08	53.52	51.17	67.35	27.23	55.26	8.69	9.25	22.97	30.91	20.59	15.99	34.16	36.28	29.75	32.37	37.65	27.47	30.3
34.57	31.22	38.15	56.49	45.07	33.21	30.3	25.96	54.56	30.51	22.77	56.09	25.17	43.5	54.14	50.97	66.34	27.8	54.73	8.68	9.13	22.94	30.79	20.12	16.03	33.93	35.93	29.59	32.26	38.13	27.29	30.21
34.44	31.2	38.1	56.15	44.91	33.52	29.96	25.89	54.02	30.41	23.06	55.63	25.33	43.19	53.51	50.72	66.18	27.33	54.23	8.83	9.23	22.64	31.02	20.39	16.23	34	35.88	29.47	32.33	37.67	27.74	30.18
34.75	30.9	38.36	55.65	45.07	33.28	30.14	25.82	54.41	30.08	23.05	55.59	25.17	43.08	53.63	50.95	65.52	26.86	53.79	8.75	9.17	22.71	31.02	19.96	15.82	34.35	35.96	29.33	32.35	38.12	27.31	29.95
34.29	30.53	37.93	54.95	44.23	32.78	29.37	25.4	53.19	29.98	22.28	54.32	24.52	42.65	52.16	48.81	64.53	26.17	52.58	8.38	8.99	22.78	30.48	19.19	15.25	33.8	35.57	29.15	31.88	36.91	27.45	29.6
34.41	30.72	38.35	55.45	44.93	33.23	29.81	25.43	54	30.25	22.84	55.48	24.72	43.02	52.78	50	64.79	26.49	52.94	8.72	9.3	23.19	30.05	19.38	16.04	33.96	36.19	29.84	32.88	38.37	27.74	30.25
34.68	30.62	38.61	55.51	45.02	33.35	30.12	26.02	54.1	30.39	22.7	55.43	25.06	42.93	53.05	50.04	66	26.97	53.18	8.83	9.4	23.21	30.79	19.39	16.17	34.75	36.63	29.68	32.87	38.5	28.19	30.74
34.69	31.18	38.95	55.94	45.28	34.08	30.7	26.31	54.61	30.92	22.93	56.04	25.78	43.83	53.87	50.7	65.98	27.51	53.89	9.09	9.65	23.41	31.48	19.96	16.61	35.1	36.78	30.64	33.19	39.15	28.91	30.99
35.48	31.41	38.93	57.28	45.88	33.82	30.99	26.28	55.17	30.96	23.34	56.8	25.39	44.5	54.8	51.73	67.02	27.99	54.54	9.09	9.26	23.95	31.96	20.01	16.8	35.55	37.21	30.77	33.85	40.03	29.02	31.41
35.09	31.62	38.9	56.96	46.07	34.34	31.08	27.08	55.41	30.88	23.06	56.82	25.72	44.41	54.85	51.73	67.05	27.54	54.69	9.63	9.71	23.72	31.8	20.36	16.54	35.69	37.68	31.11	33.54	40.08	29.3	31.31
35.01	31.84	39.08	57.22	46.05	33.81	30.67	26.74	55.34	30.51	22.8	56.94	25.16	44.1	54.99	51.82	67.53	27.15	54.47	9.12	9.44	23.59	31.59	20.3	16.7	35.82	37.79	30.76	34.02	40.16	29.4	31.99
35.14	31.73	38.74	57.63	45.56	33.99	31.45	26.54	55.7	30.41	23.13	56.83	25.56	44.58	55.18	51.81	67.53	27.79	54.77	9.15	9.63	23.98	31.79	20.07	16.76	35.82	38.03	31.66	34.35	40.47	29.46	31.56
35.39	32.27	39.44	58.12	45.53	34.06	31.17	26.66	55.93	30.48	22.89	57.75	25.52	44.75	55.5	52.19	67.49	28.05	55.44	8.98	9.84	23.99	31.83	20.31	16.92	35.99	38.08	31.43	34.53	40.91	29.3	31.32
36.01	32.06	39.82	58.12	46.1	34.39	31.65	27.19	57.01	31.02	22.96	57.93	26.08	44.64	55.55	52.17	68.18	28.13	55.21	9.57	9.6	24.21	32.6	20.35	17.48	36.09	38.52	32.62	34.69	41.32	29.92	32.56
35.25	32.38	40.3	58.84	46.87	34.57	31.89	27.37	56.92	30.91	23.72	58.32	26	45.21	55.9	53.97	69.05	28.39	56.05	9.15	9.59	24	32.77	20.67	17.14	36.9	39.67	32.19	35.29	41.65	30.45	32.64
35.01	32.21	39.72	58.69	46.42	34.88	31.13	27.37	56.84	31.3	23.22	57.88	25.78	45.04	55.65	52.97	67.82	27.94	55.36	8.98	9.7	23.56	32.36	20.76	17.39	37.54	38.86	32.48	35.46	41.63	29.96	32.43
35.64	32.14	40.12	59.16	46.94	34.32	31.73	26.92	57.55	31.4	22.95	58.26	25.93	45.33	56.51	53.65	68.7	27.86	56.52	9.37	9.5	24.2	31.85	20.36	17.53	37.59	39.28	32.21	35.31	41.66	30.56	32.72
36.15	31.7	39.88	59.16	46.69	35.85	31.91	27.6	56.44	31.49	23.44	58.4	26.38	45.7	57.1	53.6	68.28	28.95	56	9.51	9.7	24.76	33.3	20.49	17.57	37.88	39.62	33.24	36.13	42.44	30.91	33.16
35.6	32.45	39.84	58.95	46.91	34.61	31.69	27.37	56.71	31.81	23.4	58.31	26.59	45.77	56.51	53.44	67.91	28.67	55.71	9.65	9.87	24.37	32.92	20.39	17.66	37.75	39.77	33.54	36.11	42.4	30.91	32.99
36.11	32.05	40.24	59.75	47.35	34.12	31.93	27.69	57.05	31.11	23.78	58.7	26.06	46.31	57	54.48	68.17	28.47	56	9.65	10.04	24.65	33.4	20.17	18.08	37.45	40.13	33.5	36.64	42.98	30.95	33.77
36.34	32.38	39.82	58.98	47.19	35.15	32	27.89	57.68	31.53	23.78	59.05	25.91	45.97	57.04	54.14	68.66	28.71	55.55	9.97	10.74	24.93	33.81	20.63	17.8	38.27	40.62	33.85	36.3	42.87	31.43	33.12
36.77	32.29	39.8	59.68	47.11	35.61	31.66	27.68	56.75	31.68	23.65	58.91	26.1	45.49	56.95	53.62	68.41	28.15	54.99	10.22	9.91	25.1	33.91	20.49	17.61	38.22	40.51	33.63	37.1	43.86	31.32	33.73
36.43	32.44	40.5	60.01	47.11	34.6	32.51	27.66	57.13	31.02	23.5	59.02	25.89	45.51	56.5	53.64	67.78	28.18	55.01	10.03	10.14	24.53	33.38	20.65	17.96	37.93	40.51	34.27	36.74	43.13	31.34	33.31
36.45	32.49	40.44	59.89	47.56	35.2	31.97	28.28	56.96	31.13	24.36	59.11	26.25	46.11	57.35	53.98	69.37	28.93	56.12	10.06	10.43	25.65	33.47	20.5	18.29	38.46	41.13	34.41	37.74	43.97	32.35	34.13
36.09	32.42	40.69	59.35	47.84	34.8	32.17	27.72	57.25	31.92	23.52	59.46	26.18	45.27	57.22	54.22	69.03	27.9	54.65	9.78	9.37	24.91	33.52	20.64	18.11	38.54	39.85	33.82	37.11	43.46	32.18	34.24
37.08	33.52	41.53	60.2	48.24	35.29	32.52	27.89	57.55	32.22	23.74	59.59	26.28	46.52	57.78	54.97	69.4	28.81	55.48	10.79	10.68	25.32	33.93	20.95	18.33	39.23	41.68	34.84	38.37	44.56	32.23	35.41
36.22	32.7	40.61	59.72	47.66	35.26	32.22	28.16	57.99	31.5	23.57	59.52	26.35	45.57	57.58	54.02	68.33	28.36	55.12	10.13	10.67	24.6	33.36	19.88	17.94	39.03	41.43	33.59	38.07	44.48	32.05	34.36
37.62	33.25	41.51	60.35	47.99	35.72	32.6	28.19	57.71	32.01	23.97	59.9	26.78	46.59	57.99	55.3	69.25	28.58	55.83	10.12	9.98	25.45	33.93	20.4	19.29	39.8	42.03	34.58	38.04	45.05	33.24	35.56
36.89	32.25	40.67	59.79	47.81	35.71	32.43	27.91	57.59	32.08	24.32	59.15	27.1	45.91	57.26	54.65	68.62	28.25	55.25	10.57	10.55	25.1	33.85	20.49	19.07	39.69	41.92	34.74	38.71	45.12	32.76	34.87
37.07	32.67	41.56	60.97	48.52	35.99	32.98	28.11	58.83	31.8	23.78	60.48	26.83	47.08	58.67	56.01	68.98	28.71	55.63	10.61	10.16	25.79	34.01	20.75	18.83	39.55	42.2	35.69	39	45.26	33.98	35.26
37.83	33.3	41.69	61.39	48.66	35.57	32.45	28.64	58.63	32.37	23.6	59.81	26.61	47.1	58.35	55.12	69.05	27.93	55.56	9.98	10.48	25.2	34.49	20.3	18.82	40.42	42.2	35.36	38.79	45.77	33.52	35.58
37.84	33.53	41.75	61.46	48.98	36.2	32.87	27.89	58.49	32.77	24.33	60.51	27.06	46.51	58.05	55.6	67.72	28.63	55.56	10.3	10.87	25.68	34.93	20.75	19.52	40.15	42.93	35.67	39.26	45.68	33.49	35.67
37.12	33.37	41.01	60.81	48.5	36.15	33.03	28.55	59.33	32.16	23.88	60.69	27.43	47.09	59.04	54.78	68.25	28.84	56.32	10.76	11.06	25.91	33.9	20.46	19.21	40.62	42.26	35.94	39.88	46.64	33.53	35.67
37.23	33.15	41.67	61.2	48.7	36.01	33.17	28.1	59.69	32.64	23.43	60.54	27.16	47.38	58.44	56.26	68.41	28.45	55.7	10.9	11.18	25.74	34.79	20.94	19.2	40.93	43.04	36.47	39.69	46.63	33.9	36.72
37.58	33.27	42.47	61.3	48.89	35.85	32.04	28.53	59.42	33.09	24.19	61.06	27.16	47.45	59.37	56.2	68.67	28.86	55.5	10.93	10.59	26.04	34.92	20.51	19.24	40.33	43.18	37.05	40.53	47.17	34.96	36.19
37.62	32.48	41.81	61.32	49.25	36.26	32.75	28.65	58.64	32.21	23.92	59.87	27.46	47.35	58.68	56.19	68.08	28.32	54.98	11.09	11.41	26	33.9	20.01	19.3	41.15	42.99	36.61	40.58	46.82	34.58	36.46
37.2	33.83	41.89	61.48	49.56	36.05	32.11	28.17	60.19	32.15	24.14	60.94	27.31	46.99	58.97	55.92	68.62	28.69	55.43	11.02	10.86	25.56	34.04	20.24	19.62	40.96	43.37	37.04	41.02	47.04	34.63	36.86
37.6	33.51	41.99	61.84	49.32	35.71	32.54	28.35	59.78	32.22	23.95	60.36	27.56	47.47	58.81	55.97	68.77	28.92	55.07	11.46	10.6	26.69	34.39	20.17	19.89	41	43.15	36.68	40.69	47.72	35.31	36.37
36.76	32.95	41.76	60.39	48.89	35.39	31.84	27.48	58.48	31.98	23.12	59.14	26.62	46.58	57.72	55.4	66.65	27.76	54.54	11.12	10.77	25.76	34.36	20.24	19.15	40.78	42.94	35.55	39.69	46.34	34.31	36.02
38.7	34.05	42.22	62.91	49.82	36.62	32.95	28.52	60.85	33.04	24.15	61.59	27.63	48.42	59.69	56.86	69.08	29	55.6	11.5	11.32	26.84	34.92	20.67	20.31	42.26	44.66	37.1	42.24	48.62	34.97	37.36
37.57	34.22	42.08	62.88	50.29	37.14	32.83	28.6	60.51	33.12	24.55	61.68	28.18	48.04	60.07	57.16	67.93	28.88	55.07	11.6	11.93	26.62	35.11	20.82	20.57	42.42	44.96	37.47	41.77	49.33	35.96	37.53
37.89	33.99	42.34	62.19	49.34	36.38	32.29	28.26	59.99	32.81	24.6	61.2	27.45	48.08	58.84	56.96	67.96	28.45	54.88	11.24	11.37	27.25	35.24	20.93	20.34	42.27	44.6	36.97	42.1	48	35.17	37.84
38.01	33.95	42.11	63.01	49.79	36.95	32.58	28.44	60.06	32.77	23.82	61.25	27.79	47.94	59.95	57.25	67.61	28.29	54.78	11.37	11.28	26.95	34.79	19.82	20.82	41.83	44.39	37.88	41.64	48.55	35.89	38.03
38.63	34.71	42.8	63	50.65	37.09	33	28.67	60.57	33.22	24.49	62.04	27.82	48.36	60.1	56.77	66.68	28.45	54.91	12.43	11.8	27.39	35.73	20.47	20.26	42.66	45.43	38.08	42.71	49.65	36.52	38.46
38.26	34	42.72	62.74	49.78	36.88	32.71	28.64	60.14	33.22	24.43	62.59	27.75	47.68	60.08	57.51	67.58	28.14	55.11	11.88	11.81	27.02	35.35	20.72	20.81	42.52	45.35	37.88	42.25	49.9	36.67	38.24
38.11	33.92	42.46	63.08	50.07	36.64	32.12	28.23	60.24	33.46	24.93	62.01	28.39	48.21	60.24	57.46	67.8	28.28	53.85	11.85	12.04	27.2	35	20.48	21	42.32	45.49	37.97	42.76	49.9	36.82	38.64
38.07	33.61	41.97	63.11	50.19	36.93	32.24	27.88	60.54	33.08	24.26	61.43	27.41	48.08	59.69	57.08	66.33	28.1	53.59	11.66	11.33	27.96	34.57	19.97	20.17	42.59	45.39	38.33	42.37	49.26	37.11	38.53
38.22	33.73	42.02	62.47	50.14	36.98	31.83	27.56	59.65	32.58	24.25	61.51	27.75	47.73	60.07	56.2	66.56	27.46	53.47	12.03	11.84	26.96	35.38	19.47	20.41	43.01	46.02	38.37	42.26	49.7	35.91	38.38
38.52	33.69	42.68	62.56	49.75	37.12	32.41	27.74	60.49	33.43	24.88	61.26	27.55	47.17	60.36	57.49	66.73	27.83	53.95	12.06	11.21	27.13	34.72	19.5	20.61	42.73	45.78	38.3	42.2	50.16	37.01	39.04
39.3	34.33	43.58	63.9	51.13	38.01	32.13	28.44	61.45	33.49	24.93	62.03	28.39	49.12	60.36	57.58	66.96	27.71	53.81	12.27	11.78	28.28	35.4	19.95	21.69	43.81	46.72	38.6	43.34	50.3	36.95	39.43
39.47	34.73	43.81	63.42	50.88	37.51	32.08	27.88	61.79	33.45	24.66	62.81	28.23	48.47	60.29	58.66	65.84	28.39	53.58	12.39	12.01	27.87	35.32	19.94	21.52	44.24	46.82	39.49	44.3	51.23	37.24	39.12
39.08	34.3	43.46	64.33	51.21	37.11	32.6	28.58	61.5	32.63	25.1	62.5	27.99	49.28	60.54	57.95	66.66	28.13	53.97	12.24	11.8	27.96	35.36	20.45	21.54	43.92	46.37	39.81	43.12	51.4	38.22	40.06
38.38	34.61	43.51	64.19	51.19	37.56	32.41	28.35	62.16	33.93	24.46	63.03	28.11	48.95	61.32	58.84	66.88	28.42	54.47	12.17	12.08	27.92	35.77	20.34	21.33	44.33	46.56	39.64	44.06	51.14	37.8	40.27
39.26	35.24	44.38	64.51	51.75	37.68	32.79	28.08	63.28	34.5	24.78	63.6	28.99	49.81	61.94	59.37	66.69	28.37	54.36	12.87	12.71	28.08	36.37	20.66	22.36	44.61	47.31	40.54	45.14	52.71	38.55	40.68
39.42	34.95	43.86	65.36	51.77	38.14	32.31	28.75	63.47	34.28	24.86	63.44	28.57	49.63	62.79	59.52	68.15	28.04	54.73	12.85	11.99	28.37	35.51	20.97	22.01	45.01	48.15	41.02	44.95	52.35	39.14	40.51
39.85	35.35	44.07	65.45	51.61	38.18	33.15	28.27	63.17	34.26	24.87	63.75	29.02	49.64	61.99	59.88	68.03	28.34	54.7	13.29	11.81	28.88	36.49	19.69	21.97	44.74	48.03	40.58	44.89	51.88	39.15	40.61
39.76	35.25	44.58	65.36	52.49	38.38	33.08	28.66	63.68	33.92	24.79	63.11	28.22	50.05	62.79	60.55	67.7	28.16	55.21	13.13	12.29	29.11	36.16	20.65	21.86	45.47	48.43	41.61	45.76	53.18	38.9	40.93
40.14	35.27	44.77	65.69	52.54	38.42	33.82	28.85	64.36	34.29	24.54	63.41	29.63	49.96	62.78	60.49	67.2	28.91	54.72	13.31	12.81	28.74	36.85	21.02	22.55	45.59	49	41.93	45.77	53.72	39.62	41.26
39.74	34.79	44.51	64.96	51.91	39.21	32.59	28.66	63.67	34.19	24.79	64	29.24	49.91	62.88	60.28	66.62	28.61	54.25	13.19	12.62	29.08	36.59	20.24	23.02	46.28	48.84	42.33	45.78	53.69	39.83	41.97
38.85	35.14	43.94	64.51	52	38.03	32.56	28.38	63	33.71	24.64	63.94	29.27	49.9	62.52	59.66	65.31	27.74	53.54	12.9	12.28	29.09	35.75	19.8	22.26	46.02	48.36	41.38	46.29	53.2	39.73	41.41
39.96	34.79	44.33	66.26	52.7	38.85	32.62	28.54	63.6	34.98	25.35	63.96	29	49.76	62.43	60.19	65.81	28.09	53.38	13.39	12.88	29.05	36.25	19.77	22.89	46.23	49.63	42.14	45.97	54.44	40.33	41.01
39.53	34.37	43.9	65.32	51.65	37.79	31.99	27.24	63.33	34.19	24.47	63.65	28	49.15	62	59.25	65.13	27.37	52.8	12.87	12.33	28.93	35.56	19.47	22.36	45.05	48.44	41.12	45.61	53.83	39.78	41.52
40.56	35.54	45.02	66.15	53.56	38.74	32.32	28.02	64.02	34.89	24.71	64.43	28.8	50.58	62.7	60.63	65.97	28.07	52.85	13.64	12.85	29.36	36.54	20.09	23.2	46.33	49.52	41.96	47.26	54.71	40.65	42.37
40.19	36.16	44.84	67.04	53.84	39.06	32.93	28.21	64.48	35.14	24.81	64.7	29.56	50.96	63.03	61.81	65.91	27.79	53.27	13.95	13.95	30.62	36.65	19.96	23.54	46.83	50.4	43.07	47.69	55.63	41.29	42.77
41.25	36.1	45.11	66.47	52.89	39.61	32.67	27.87	65.48	34.85	25.33	65	29.44	50.7	62.65	61.39	66.11	28.08	53.4	14.38	13.1	30.3	36.48	20.47	23.59	47.23	50.66	42.75	47.39	55.17	41.11	43.12
39.78	35.76	44.24	65.77	53.12	38.58	32.25	27.63	64.12	34.42	24.5	64.07	28.73	50.5	62.59	60.66	64.52	27.49	53.07	13.82	13.32	29.68	36.09	19.49	23.64	45.79	49.28	41.92	46.56	54.7	41.04	42.47
40.4	35.61	44.91	66.39	53.55	38.98	32.23	27.49	64.25	34.71	24.38	64.04	30.06	50.55	62.8	61.44	64.69	26.49	51.35	14.05	13.16	30	36.57	19.76	23.28	46.03	50.17	42.52	46.72	55.21	41.26	42.69
40.55	34.74	44.64	65.85	52.57	38.62	31.99	27.55	64.3	34.66	24.84	64.15	28.74	49.9	62	59.84	64	27.32	51.75	13.86	13.32	30.42	35.86	19.37	23.58	46.13	49.47	42.33	47.27	54.77	40.93	42.55
39.78	34.69	43.89	64.51	52.21	38.32	30.9	26.47	63.68	34.3	24.35	62.58	28.55	49.33	60.51	58.25	62.55	26.6	49.78	13.75	13.24	29.76	34.96	18.82	23.12	45.84	48.78	42.02	46.42	54.16	40.69	42.61
39.66	34.5	43.36	64.07	51.95	38.8	30.77	26.39	62.64	33.95	24.41	61.98	28.41	48.75	59.42	57.48	60.75	26.08	49.14	13.68	13.81	29.64	35.08	18.01	22.75	45.58	48.7	40.88	46.36	54.8	40.86	42.1
40.14	35.79	44.71	65.32	53.22	39.24	30.66	26.73	63.96	34.75	24.13	63.45	29.46	49.76	62.04	59.27	61.85	26.14	49.64	14.13	13.52	29.92	35.08	18.83	23.9	46.67	50.74	41.88	47.41	55.73	41.65	42.93
40.49	35.64	44.99	66.16	52.74	38.98	31.52	27.16	64.88	34.72	25	64.23	29.35	50.71	62.89	60.07	63.12	26.12	51.57	14.46	13.69	30.05	35.43	18.9	24.16	47.52	51.05	43.17	47.93	55.84	42.87	43.56
41.15	36.48	46.08	68	55.01	40.3	32.63	27.71	66.1	35.19	25.54	65.5	29.76	52.27	63.94	62.22	64.43	27.44	52.5	14.88	13.92	30.83	36.78	20.27	24.56	48.31	52.13	44.31	49.68	57.99	43.46	44.54
42.41	37.85	46.28	69.99	56.22	40.62	33.34	29.07	68.63	36.5	26.02	67.44	30.7	53.42	65.49	63.51	65.74	27.69	53.62	15.48	14.45	31.33	37.78	20.82	26.02	49.55	53.14	45.83	50.27	58.81	44.47	45.49
42.65	38.03	46.96	70.85	56.28	40.76	33.47	29.09	69.09	37.15	26.11	66.96	30.77	53.35	67.06	64.87	67.11	28.42	55.15	15.55	14.71	31.56	38.39	21.63	25.75	50.3	54.41	47.04	51.14	60.17	44.68	46.59
42.72	38.23	46.92	71.16	56.41	41.16	33.6	29.06	69.13	36.65	26.07	68.81	31.5	53.53	66.48	64.65	67.31	28.77	54.37	15.56	14.77	31.75	39.03	20.97	26.02	49.92	54.36	47.01	51.47	60.2	45.06	46.45
43.24	38.27	47.3	71.59	57.63	40.82	34.1	29.18	69.58	37.19	25.97	68.44	31.38	54.48	67.89	66.31	67.87	29.09	55.69	15.87	15.48	31.91	39.28	22.45	26.46	50.85	55.65	47.6	52.53	60.47	45.18	46.36
42.2	37.47	47.27	71.29	56.5	41.31	33.55	28.92	69.86	36.95	26.36	68.18	31.5	54.22	68.23	66.23	67.06	28.08	54.11	16.21	14.8	32.62	39.73	21.14	27.02	50.4	55.04	47.57	52.6	61.24	45.43	47.44
43.83	38.34	47.65	72.25	58.11	41.85	33.87	29.29	70.1	37.46	25.91	69.87	32.1	54.85	68.36	66.22	67.88	29.09	55.11	16.26	15.43	33.24	39.39	21.63	27.07	51.39	55.93	48.58	53.27	61.72	46.53	48.68
43.9	38.59	46.79	71.75	58.1	42.69	33.19	28.99	69.9	36.83	26.17	69.19	31.88	54.65	67.69	66.57	67.2	28.51	54.76	16.22	15.47	34	39.62	21.63	26.95	51.29	55.09	48.09	53.3	61.46	46.12	48.21
43.78	37.69	47.73	71.69	58.41	42.16	33.77	29.04	70.39	37.6	26.55	69.37	31.57	55.2	67.89	66.7	66.12	28.41	53.83	16.74	16.09	33.7	39.42	21.93	27.75	51.8	54.82	48.86	53.33	62.53	46.81	48.68
43.94	37.71	47.36	71.51	57.94	41.84	33.07	28.65	70.24	37.32	26.26	68.8	31.44	55.22	67.86	66.29	65.97	28.07	54.11	16.34	15.97	33.58	39.06	21.16	27.46	51.77	55.9	48.58	53.52	61.81	46.83	48.36
