"Colchicum_autumnale_M2__P_1"	"Colchicum_autumnale_M2__P_2"	"Colchicum_autumnale_M2__P_3"	"Colchicum_autumnale_M2__P_4"	"Colchicum_autumnale_M2__P_5"	"Colchicum_autumnale_M2__P_6"	"Colchicum_autumnale_M2__P_7"	"Colchicum_autumnale_M2__P_8"	"Colchicum_autumnale_M2__P_9"	"Colchicum_autumnale_M2__P_10"	"Colchicum_autumnale_M2__P_11"	"Colchicum_autumnale_M2__P_12"	"Colchicum_autumnale_M2__P_13"	"Colchicum_autumnale_M2__P_14"	"Colchicum_autumnale_M2__P_15"	"Colchicum_autumnale_M2__P_16"	"Filipendula_ulmaria_M2__P_1"	"Filipendula_ulmaria_M2__P_2"	"Filipendula_ulmaria_M2__P_3"	"Trifolium_pratense_M2__P_1"	"Trifolium_pratense_M2__P_2"	"Trifolium_pratense_M2__P_3"	"Trifolium_pratense_M2__P_4"	"Trifolium_pratense_M2__P_5"	"Trifolium_pratense_M2__P_6"	"Malva_alcea_M2__P_1"	"Malva_alcea_M2__P_2"	"Malva_alcea_M2__P_3"	"Malva_alcea_M2__P_4"	"Malva_alcea_M2__P_5"	"Malva_alcea_M2__P_6"	"Malva_alcea_M2__P_7"
37.55	33.27	41.15	59.92	48.11	36.16	16	12.88	58.85	33.14	23.75	60.09	27.02	45.9	55.96	53.11	60.43	25.59	50.06	9.22	9.53	25.06	31.42	19.77	17.19	27.95	30.48	23.88	26.12	30.22	22.79	25.73
37.78	34	41.34	60.79	48.57	36.13	16.81	13.44	59.95	33.42	23.94	61.3	27.35	46.39	57.26	54.56	61.8	26.38	51.71	9.63	9.66	25.23	32.37	20.98	17.31	28.49	31.01	24.64	26.59	30.64	22.98	26.04
37.47	34.03	40.64	60.81	48.76	36.15	17.05	13.73	60.19	33.37	23.84	61.2	27	46.51	57.54	55.11	62.7	26.58	52.59	9.56	9.48	25.17	32.42	21.35	17.42	28.53	30.94	24.85	26.47	30.29	22.56	25.99
37.51	34.17	40.83	61.16	48.78	36.42	17.49	14.03	60.11	33.22	23.85	61.46	27.34	46.88	58.38	55.27	63.3	26.78	53.37	9.61	9.63	25.17	32.87	21.73	17.55	28.46	31.26	25.16	26.57	30.65	22.7	26.16
37.56	34	40.63	61.14	48.81	36.15	17.88	14.13	60.16	32.99	23.75	61.53	27.3	46.93	57.98	55.07	63.18	26.85	53.74	9.72	9.51	25.13	32.53	22.17	17.63	28.55	31.09	24.99	26.77	30.55	22.96	26.39
37.31	33.83	40.4	60.69	48.53	35.93	17.79	14.32	59.81	33.06	23.62	61.18	27	46.51	57.82	54.88	64.28	26.75	53.31	9.51	9.55	25.3	32.51	22.14	17.56	28.33	31.15	24.86	26.67	30.72	22.93	26.19
36.83	33.42	40.25	60.1	48.05	35.49	17.52	14.3	58.95	32.67	23.43	60.26	26.58	45.82	56.6	53.97	62.69	26.37	52.63	9.53	9.33	24.83	31.92	21.63	17.3	27.94	30.59	24.59	26.13	30.28	22.59	25.61
36.69	32.55	40.11	58.93	47.48	35.16	17.93	14.32	57.96	32.51	23.12	59.19	26.23	45.42	55.83	52.66	61.66	26.04	51.8	9.21	9.42	24.65	32.03	21.41	17.24	27.74	30.25	24.13	26.37	30.06	22.61	25.11
36.04	32	39.46	57.75	46.38	34.85	17.43	14.12	56.78	31.77	22.56	58.15	26.11	44.51	54.58	51.52	60.82	25.29	50.62	9.15	9.41	24.34	31.03	20.71	16.67	27.19	29.53	23.62	25.49	29.09	22.12	24.84
34.96	30.98	38.92	56.14	45.18	34.4	16.92	14.12	54.75	31.24	22.13	56.7	25.43	43.2	52.86	49.94	59.55	24.86	49.11	8.77	9.1	23.97	30.09	19.92	16.33	26.56	28.82	22.53	25.05	28.42	21.34	24.22
34.71	30.23	38.13	54.7	44.09	33.84	16.62	13.64	53.62	30.5	21.72	55	24.79	42.09	50.94	48.28	57.55	23.85	47.31	8.52	8.8	23.57	29	19.03	15.6	25.92	28.01	21.79	24.35	27.72	20.88	23.7
34.74	30.69	38.37	54.78	44.38	33.75	16.73	13.75	54.18	30.78	21.94	55.21	25.04	42.23	51.31	48.23	58.16	23.78	47.33	8.43	9	23.66	29.19	18.97	15.91	26.04	28.04	21.87	24.5	27.99	21.23	23.98
35.41	31.27	38.84	55.56	44.93	34.04	17.33	14.19	55.01	31.56	22.49	56.27	25.48	42.85	52.16	49.06	58.85	24.32	48.6	8.5	8.94	23.91	29.74	19.38	16.04	26.42	28.65	22.24	24.83	28.51	21.61	24.22
36.05	32.11	39.7	57.13	46.07	34.99	18	14.85	56.47	31.85	23.14	58.11	25.98	44.21	53.87	50.83	61.55	25.46	50.52	9.06	9.41	24.2	30.82	20.53	16.68	27.3	29.64	23.38	25.66	29.2	22.1	24.95
36.13	32.74	39.78	58.56	46.87	35.05	19.02	15.33	57.22	32.15	23.67	59.07	26.47	44.85	55.11	52.47	63.39	26.27	52.07	9.24	9.68	24.65	31.67	21.62	16.81	27.83	30.45	24.24	25.92	29.97	22.31	25.44
36.64	32.97	40.25	59.72	47.14	35.19	19.65	15.88	58.37	32.44	23.61	59.5	26.73	45.85	56.35	53.55	64.76	27.23	53.67	9.42	9.61	24.57	32.52	22.55	17.15	28.24	30.6	24.7	26.21	30.45	22.69	25.8
36.42	32.95	39.79	59.05	47.64	35.15	19.97	16.09	57.71	32.1	23.5	59.81	26.73	45.55	56.43	53.65	65.3	27.12	54.31	9.35	9.52	24.68	32.76	22.83	17.04	28.47	30.87	24.72	26.43	30.27	22.43	25.64
36.05	32.52	39.26	58.83	46.96	35.03	19.73	15.99	57.52	31.84	23.33	59.44	26.61	45.32	55.75	53.44	64.87	27.01	54.7	9.22	9.44	24.03	32.44	22.37	16.95	28.26	30.6	24.55	26.01	30.06	22.07	25.5
35.77	32.47	39.17	58.16	46.33	34.62	19.74	16.11	56.91	31.81	23	58.08	26.23	44.65	55.12	52.33	64.27	26.58	53.34	8.95	9.31	24.48	32.05	22.45	16.57	27.79	30.28	24.07	25.86	29.67	22.06	25.43
35.3	31.34	38.53	56.75	45.35	34.59	19.31	15.85	55.23	31.15	22.29	57.21	25.61	43.87	53.61	50.5	62.16	25.96	51.8	8.9	9.15	23.96	31.09	21.71	16.39	27.51	29.38	23.36	25.3	29.19	21.71	24.61
34.62	30.66	38.07	55.26	44.58	33.51	18.97	15.52	54.21	30.57	22.09	55.87	24.98	42.89	52.13	48.55	60.91	25.02	50.05	8.55	8.82	23.75	29.76	20.71	15.75	26.51	28.89	22.63	24.86	28.31	21.28	24.21
34.4	30.44	38.19	54.84	44.13	33.54	18.83	15.63	54.1	30.72	22.35	55.86	24.98	42.45	51.83	48.6	60.32	24.67	49.84	8.4	8.81	23.62	29.7	20.44	15.49	26.57	28.72	22.48	24.99	28.49	21.42	24.28
35.19	31.57	39.12	55.82	45.5	34.23	19.46	15.9	55.25	31.21	22.77	56.92	25.42	43.27	53	50	62.23	25.43	51.04	8.91	9.06	23.61	30.85	20.94	16.1	27.01	29.25	23.2	25.26	29.23	21.68	24.74
35.45	31.75	38.59	56.55	45.84	34.08	20.03	16.49	55.84	31.37	23.09	57.44	25.65	44.21	54.1	50.97	63.06	25.92	52.57	8.74	9.12	24.15	31.12	21.94	16.46	27.87	29.95	23.74	25.78	29.76	22.29	24.98
36.18	32.16	39.47	57.88	46	34.81	20.55	17.06	56.6	31.75	22.98	58.85	26.07	44.76	54.49	51.63	64.91	26.65	53.87	9.09	9.16	24.19	32.06	22.6	16.7	28.27	30.41	24.12	26.16	30.3	22.57	25.46
36	32.49	39.48	58.42	46.52	35.11	21.53	17.47	57.13	31.89	23.71	58.89	26.45	45.12	55.73	51.97	65.95	27.18	54.83	9.15	9.43	24.27	32.13	23.03	17.06	28.7	30.89	24.55	26.65	30.06	22.31	25.81
36.54	32.57	39.43	58.37	46.4	34.76	21.08	17.88	57.04	32.31	23.43	59.33	26.12	45	55.77	52.5	66.36	27.39	55.67	9.28	9.42	24.4	32.99	23.46	16.83	28.65	31.04	24.59	26.25	30.51	22.46	25.77
36.06	32.24	39.46	58.3	46.2	34.81	21.43	17.9	56.12	31.83	23.06	58.36	26.2	45.18	55.05	52.12	65.84	27.13	54.81	9.2	9.33	24.53	32.4	22.87	16.72	28.64	30.63	25.01	26.58	29.96	22.39	25.42
35.73	32.02	38.83	57.69	46.07	34.34	21.28	17.86	56.09	31.43	23.1	58.55	26.21	44.57	54.59	51.91	65.44	27.08	54.35	9.16	9.28	24.24	31.96	22.96	16.36	28.26	31.05	24.26	26.41	29.68	22.27	25.49
35.62	31.59	39.2	56.95	46	34.51	21.5	17.74	55.64	31.2	22.87	57.5	26.1	44.83	54.4	51.13	64.89	26.62	54.05	9.03	9.22	24.02	31.95	22.79	16.12	28.2	30.39	24.12	26.21	30.05	22.25	25.46
34.64	31.36	38.48	56.13	44.99	33.92	20.99	17.59	54.5	31.26	22.69	56.54	25.09	43.72	53.11	50.15	64.07	26.01	53	8.63	9	23.67	31.06	22.09	15.89	27.44	29.83	23.66	26.15	29.4	21.82	25.04
34.39	30.44	37.42	54.61	44.13	33.08	20.82	17.05	53.48	30.48	22.13	55.49	24.75	42.44	51.34	48.69	62.05	25.28	51.02	8.37	8.93	23.27	30.31	21.35	15.38	26.73	29	22.7	25.03	28.74	21.27	24.16
33.48	29.52	36.8	52.76	42.75	32.3	20.13	16.61	51.76	29.86	21.65	53.21	24.23	41.02	49.66	47.01	59.93	24.4	49.33	8.02	8.6	22.86	28.82	20.04	15	25.97	28.09	21.88	24.51	28.04	20.88	23.57
32.61	28.86	36.2	51.61	41.79	31.6	19.35	16.14	50.53	29.06	21.14	52.04	23.56	39.89	48.24	45.36	58.23	23.33	47.5	7.64	8.43	22.16	28.03	19.21	14.58	25.52	27.3	21.22	23.76	27.2	20.45	23.14
33.02	29.13	36.55	51.66	41.93	31.96	19.62	16.15	50.58	29.39	21.17	52.29	23.61	39.83	48.19	44.86	58.01	23.54	47.28	7.8	8.44	22.4	28.14	18.58	14.62	25.37	27.62	21.08	23.8	27.47	20.75	23
33.41	29.57	37.08	52.49	42.72	32.48	19.96	16.55	51.6	29.76	21.74	53.32	23.98	40.66	49.2	45.92	59.29	23.9	48.32	7.87	8.54	22.56	28.36	19.09	14.73	25.92	27.97	21.61	24.23	28.06	21.19	23.57
34.15	30.62	37.91	53.96	43.66	33.05	20.78	17.4	53.23	30.52	22.34	54.7	24.86	41.67	50.71	47.58	61.46	24.89	50.35	8.23	8.83	23.11	29.75	20.14	15.31	26.82	28.92	22.57	25.07	28.79	21.64	24.37
34.72	31.27	38.38	55.72	44.47	33.57	21.71	18.14	54.2	30.64	22.63	55.88	25.16	42.75	52.38	49.12	63.59	25.97	52.46	8.63	8.93	23.32	30.63	21.25	15.68	27.49	29.92	23.42	25.48	29.67	21.99	24.85
34.87	31.7	38.21	56.06	44.66	33.63	22.57	18.79	54.66	31.13	23.06	56.45	25.24	43.31	52.77	50.08	64.5	26.29	53.47	8.55	8.96	23.34	31.07	22.27	15.86	27.88	30.25	23.83	25.78	30.12	22.17	25.11
34.57	31.19	38.11	55.49	44.84	33.3	22.51	18.6	54.76	30.76	22.45	56.1	25.02	43.02	53.16	49.83	64.35	25.95	53.51	8.64	8.68	23.15	30.82	22.2	15.74	27.68	30.03	23.54	25.43	29.67	21.83	24.97
34.4	31.11	37.89	55.41	44.82	33.11	22.51	18.58	54.25	30.55	22.47	55.92	25.06	42.78	52.54	49.47	63.79	26.02	53.11	8.42	8.73	23.28	30.8	21.91	15.59	27.9	29.64	23.75	25.71	29.61	21.97	24.72
35.04	31.54	38.42	56.41	44.92	34.05	23	18.84	55.03	31.06	22.56	56.48	25.45	43.42	53.68	50.18	65.47	26.63	53.84	8.58	8.96	23.46	31.19	22.39	15.92	27.84	30.16	24.03	26.11	30.21	22.26	25.14
35.59	31.77	38.85	57.05	45.58	34.22	23.64	19.41	55.64	31.3	22.91	57.51	25.58	43.85	53.64	50.7	66.48	27	55.41	8.77	9.08	23.79	31.96	22.89	16.13	28.3	30.94	24.31	26.66	30.62	22.58	25.8
35.51	31.99	38.46	56.89	45.41	34.07	23.41	19.53	55.46	31.23	23.16	57.36	25.56	44.17	54.07	51.38	66.8	27	55.1	8.59	8.9	23.58	31.95	23.14	16.02	28.7	30.81	24.38	26.58	30.36	22.53	25.72
35.41	31.71	38.73	57.19	45.72	34.09	24.05	19.92	55.61	31.02	22.89	57.47	25.53	43.94	54.37	51.66	66.73	27.22	55.46	8.72	9.16	23.64	31.69	23.15	16.08	28.74	30.65	24.63	26.6	30.71	22.66	25.46
34.87	31.61	38.18	56.9	45.72	33.88	23.73	19.92	54.94	30.9	22.95	57.27	25.75	43.75	53.94	50.57	65.75	26.92	54.98	8.56	8.97	23.51	31.66	22.96	15.5	28.93	30.59	24.42	26.37	30.39	22.58	25.53
35.13	31.41	38.26	56.44	44.74	33.51	23.68	19.92	54.81	30.53	22.58	56.2	25.32	43.63	52.98	49.91	65.41	26.8	54.1	8.41	8.63	23.29	31.39	22.59	15.83	28.17	30.71	24.02	26.45	30.64	22.47	24.94
34.28	30.63	37.92	55.6	44.48	33.43	23.26	19.36	53.69	30.38	22.28	55.44	25.11	42.42	52.32	49.46	64	26.35	52.65	8.43	9.01	22.94	30.62	21.9	15.54	27.82	30.23	23.76	25.99	30.05	22.22	24.9
34.51	30.95	37.72	55.35	44.32	33.48	23.4	19.28	54.08	30.62	22.2	56.29	24.86	42.84	52.44	49.28	64.74	26.06	53.41	8.36	8.82	23.11	30.46	21.83	15.51	28.05	29.82	23.6	25.79	30.09	22.14	25.2
34.39	30.67	37.58	54.98	44.05	33.06	23.16	19.51	53.43	30.42	22.29	55.42	24.85	42.37	52.07	48.6	64.02	25.94	52.46	8.31	8.77	22.81	30.26	21.83	14.98	27.64	29.5	23.67	25.87	29.96	22.21	24.71
34.36	30.6	38.07	54.95	43.96	32.97	22.88	19.28	53.32	30.59	22.34	55.5	24.83	42.07	52	48.54	63.56	25.72	52.43	8.07	8.5	22.95	30.1	21.54	15.48	27.38	29.84	23.52	25.75	29.78	22.2	24.7
34.56	30.94	38.12	54.88	44.26	32.95	23.61	19.68	53.85	30.44	22.49	56.04	24.98	42.28	51.69	48.52	64.15	26.01	52.49	8.33	8.86	23.07	30.34	21.89	15.19	28.01	29.91	23.3	25.97	29.95	22.32	25.01
35.02	31.37	38.32	55.98	44.76	33.63	23.9	20.21	54.63	30.9	22.82	56.2	25.23	43.22	53.13	50	65.58	26.45	53.75	8.54	8.96	23.38	30.79	22.46	15.76	28.54	30.56	24.37	26.48	30.54	22.93	25.58
35.99	32.65	39.41	57.61	45.55	34.43	25.15	21.13	55.6	31.81	23.65	58.13	26.05	44.61	54.12	51.42	67.16	27.19	55.91	8.76	9.28	23.42	32	23.44	15.93	29.75	31.4	24.94	27.11	31.6	23.17	26.25
35.72	32.08	39.02	57.58	46.01	34.31	25.3	21.13	55.91	31.36	23.47	57.85	25.91	45.07	54.7	51.95	67.68	27.59	56.32	8.73	9.25	23.23	32.25	23.92	15.83	29.41	31.36	25.01	27.29	31.69	23.19	26.47
35.69	31.95	38.69	58.29	46.29	34.26	25.22	21.51	56.08	31.49	23.56	58.49	25.98	44.86	55.37	52.61	68.51	27.55	56.93	8.8	9.18	23.43	32.5	24.35	16.01	29.95	31.73	25.42	27.59	31.98	23.35	26.21
35.86	32.36	38.84	58.37	46.41	34.4	25.83	21.51	56.43	31.32	23.59	59.02	25.48	44.75	55.46	52.42	68.98	27.78	57.07	8.79	9.1	23.51	32.46	24.42	16.02	29.58	31.44	25.73	27.65	31.78	23.33	26.62
35.82	32.71	39.32	58.96	46.62	34.65	25.93	21.9	56.71	31.6	23.58	58.82	26.33	44.83	56.23	52.66	69.02	27.95	57.49	8.95	9.07	23.5	32.42	24.97	16.35	30.14	32.1	25.83	28.07	32.13	23.76	26.74
35.99	32.36	39.35	58.31	45.9	34.01	25.74	21.75	56.31	31.18	23.46	58.73	26.23	44.84	55.94	52.07	68.72	27.99	57.32	8.72	8.84	23.59	32.61	24.33	15.88	29.93	31.61	25.74	27.85	31.93	23.31	26.61
35.88	31.94	39.35	58.16	46.61	33.92	25.69	21.72	56.34	31.56	23.54	58.52	26.06	45.02	56.12	52.46	69.01	28.04	57.43	8.4	8.82	23.5	32.19	24.54	16.2	30.37	32.06	25.94	27.68	32.52	23.56	26.28
35.4	31.91	39.18	58.34	46.3	34.33	25.96	21.64	56.03	31.22	23.13	58.38	25.76	44.67	55.39	52.7	68.96	27.65	57.15	8.51	8.66	23.35	32.39	24.17	15.94	29.9	31.56	25.66	27.58	31.92	23.21	26.26
35.32	31.78	39.79	58.2	46.08	34.55	26.1	21.7	56.14	30.99	23.46	58.99	26.17	44.9	55.82	52.42	68.71	27.86	57.08	9.04	8.72	23.36	32.28	24.2	16.35	30.02	31.56	25.12	27.67	32.17	23.64	26.83
35.9	31.84	39.47	58	46.41	34.3	26.01	21.65	56.18	31.12	23.1	58.32	25.93	44.43	56.15	51.9	68	27.22	56.96	8.54	8.66	23.24	32.15	24.05	15.54	30.04	31.62	25.38	28.11	31.83	23.51	26
35.47	32.06	39.53	58.12	46.35	33.91	25.84	22.02	55.84	31.31	22.99	57.77	26.01	44.26	55.36	51.9	67.81	27.5	56.26	8.5	9.1	23.38	32.08	23.55	16.03	30.36	31.85	25.47	28.21	32.54	23.52	26.6
35.2	31.79	38.55	57.17	46.02	34.23	25.72	21.66	55.69	31.01	22.7	57.89	26.1	44.08	54.83	51.15	67.7	27.29	55.94	8.39	8.75	23.14	31.97	23.96	15.78	29.54	31.09	25.7	27.88	31.76	23.58	26.41
34.94	31.18	38.71	57.04	45.87	33.51	25.69	21.93	55	30.98	22.72	57.99	25.53	44.11	54.27	50.62	67.51	27.19	55.58	8.5	8.96	23	31.38	23.63	15.94	29.72	31.5	25.36	27.85	31.85	23.56	26.11
34.61	31.01	38.36	55.94	44.9	33.65	25.15	21.37	54.17	30.78	22.7	56.46	25.25	43.52	53.44	50.27	66.03	26.67	54.35	8.38	9.03	22.84	30.85	22.93	15.69	29.64	30.79	25.23	27.28	31.45	23.24	25.64
34.34	31.13	38.54	55.86	44.71	33.42	25.28	21.2	54.53	30.48	22.48	56.17	25.13	43.1	52.65	49.75	65.43	26.18	53.91	8.48	8.79	22.77	30.51	22.49	15.08	29.1	30.96	24.6	26.93	31.54	23.11	25.83
34.79	31.21	38.61	56.05	44.91	33.63	25.19	21.29	54.66	30.96	22.72	56.58	25.38	42.99	53.03	50.07	65.77	26.35	54.46	8.14	8.71	23.07	30.82	22.62	15.24	29.06	31.19	24.84	27.59	31.59	23.35	25.79
35.23	31.64	39.29	56.47	45.53	33.93	25.78	21.72	55.06	30.91	23.04	57.05	25.75	43.79	53.61	50.4	66.3	26.67	54.52	8.45	8.91	22.82	30.9	22.94	15.33	29.34	31.57	25.17	27.72	32.24	24.04	26.51
35.62	32.04	39.25	57.47	45.65	33.83	26.06	22.29	56.15	31.66	23.25	57.96	25.89	44.53	54.73	51.43	67.44	27.55	56.11	8.72	8.67	23.16	31.97	23.49	15.78	30.07	31.7	25.92	28.2	32.33	24.09	26.32
35.58	32.43	39.4	58.12	46.11	33.89	26.55	22.18	55.45	31.09	23.33	57.68	25.69	44.65	54.93	51.83	67.63	27.48	56.15	8.55	9.13	23.09	31.69	23.76	15.96	30.25	32.05	26.24	28.41	32.82	23.73	27.12
35.59	32.25	39.5	57.92	46.46	34.42	26.34	23.16	56.11	31.29	23.06	58.63	26.01	45	55.39	52.67	68.89	27.49	57.07	8.44	8.58	23.24	32.11	24.03	15.88	30.44	32.02	26.06	28.64	32.69	24.37	27.21
36.14	32.74	39.75	59.12	46.78	34.37	27.52	22.99	56.86	31.31	23.64	58.48	25.79	44.64	56.15	52.68	69.33	27.87	57.96	8.6	9.06	23.73	32.09	24.1	16.13	31.05	32.5	27.1	29.03	33.13	23.97	27.06
35.39	32.58	39.1	58.1	46.48	34.26	27.38	22.62	56.27	31.18	23.4	58.05	25.66	44.69	55.66	52.37	68.66	27.87	56.99	8.41	8.62	23.32	31.8	24.22	16.03	30.41	32.94	26.46	28.71	32.92	24.3	26.7
36.05	31.99	39.41	58.59	46.8	33.99	26.96	23.08	56.73	31.23	23.76	58.79	26.19	44.91	55.62	53.02	68.31	27.77	57.28	8.52	8.91	23.36	31.97	24.08	15.94	30.5	32.55	26.74	28.77	32.92	24.18	27.33
35.91	32.26	39.35	59.01	46.9	34.3	27.17	23.2	56.77	31.81	23.14	58.41	26.26	45.28	55.82	52.72	68.84	28.23	57.82	8.56	9.01	23.7	32.17	23.98	15.84	30.78	33.22	26.49	29.24	33.35	24.08	27.02
36.2	32.57	39.89	59.07	46.9	34.35	27.65	23.38	56.82	31.96	23.37	58.77	26.92	44.87	56.88	53.21	69.08	28.38	57.99	8.89	9.18	23.7	32.67	24.37	16.2	31.03	33.23	26.58	29.47	33.44	24.37	27.61
35.99	32.09	39.06	58.22	46.62	34.2	26.85	22.93	56.1	31.41	23.07	58.67	26.13	44.51	55.49	52.58	68.48	27.42	57.38	8.61	9.07	23.54	31.77	24.29	16.09	31.02	32.53	26.51	28.62	33.17	24.07	26.88
35.64	31.93	39.29	58.31	46.34	34.01	27.17	22.85	56.73	31.34	23.32	58.33	25.9	44.89	55.42	51.77	68.22	27.43	57.02	8.27	8.9	23.01	32.03	23.64	15.76	30.93	32.64	26.54	28.86	33.22	24.72	27.5
35.54	32.28	39.63	58.63	46.57	34.35	27.2	23.45	56.42	31.08	23.27	58.73	25.88	44.45	55.81	52.43	68.46	27.78	57.67	8.33	8.8	22.85	31.77	23.63	15.81	31.46	32.76	26.41	29.17	33.14	24.74	27.45
36.29	32.53	39.55	58.78	46.04	34.63	27.59	23.72	55.67	31.17	23.43	58.31	26.31	44.62	56.03	52.45	68.86	27.95	57.5	8.42	8.86	23	32.11	23.92	16.03	31.43	32.96	26.76	29.36	33.65	24.85	27.73
35.8	32	40.35	58.85	46.56	34.56	27.8	23.6	56.87	31.76	23.37	58.85	26.43	45.34	56.23	53.1	69.3	27.95	58.55	8.79	8.97	23.67	32.29	24.42	15.81	31.3	33.48	26.92	29.95	33.76	25.26	28.02
35.96	32.37	39.87	59.32	46.87	35.03	27.7	23.74	56.81	32.24	23.5	59.14	26.49	45.19	56.15	52.79	69.36	28	57.43	8.33	9.21	23.55	32.35	23.87	16	31.33	33.49	27.09	29.77	34.44	25.21	28.38
36.13	32.54	40.44	59.11	47.16	34.93	27.94	24.1	57.04	31.7	23.59	59.39	26.08	45.29	57.2	52.69	70.42	28.46	58.58	8.33	8.96	23.25	32.38	24.25	15.93	31.93	33.65	27.33	29.37	34.41	25.29	27.81
35.92	32	39.88	58.61	46.85	34.24	27.96	23.96	56.77	31.43	23.57	59.14	25.91	44.98	55.88	52.96	69.1	27.68	57.6	8.32	9.39	23.17	32.29	23.81	15.76	31.81	33.51	27.04	30.07	34.67	24.41	27.73
35.8	31.45	39.38	58.83	46.76	34.43	27.96	24.05	55.67	31.46	23.28	58.17	25.95	44.77	55.78	52.13	68.2	27.46	57.16	8.78	8.51	23.15	31.72	23.78	15.51	31.14	33.15	27.12	29.13	33.73	24.8	27.95
36.08	32.18	39.64	58.45	46.74	34.42	28.2	23.91	56.43	31.42	23.27	58.75	26.45	44.5	55.22	53.03	69.04	28.29	57.63	8.16	8.77	22.69	31.67	23.96	15.39	31.5	33.45	27.17	29.07	34.49	24.83	27.81
35.97	31.92	39.45	58.55	46.04	34.78	28.34	24.2	56.98	31.67	23.71	58.66	26.24	45.03	56.08	52.4	68.88	28.07	57.47	8.41	9.1	22.83	32.11	23.67	15.55	31.47	34.01	27.28	29.4	34	25.28	28.07
36.1	32.28	39.56	58.29	46.17	34.59	28.09	24.14	56.72	31.73	23.13	58.8	26.24	44.84	56.03	51.96	68.63	27.86	58.11	8.66	9.22	23.48	32.18	23.88	15.78	31.92	33.66	27.2	29.93	34.62	25.13	28.05
36.11	31.91	39.85	58.37	46.4	34.34	28.17	24.28	56.34	31.76	23.54	58.2	25.9	44.52	55.58	52.73	68.25	27.49	56.29	8.58	9.25	23.14	31.38	23.72	15.81	31.76	33.64	27.33	29.84	34.7	25.18	28.17
35.52	31.49	39.23	57.73	46.02	34.47	28.06	23.77	56.04	31.06	23.37	57.46	25.62	44.27	55.26	51.77	67.98	27.49	56.36	7.96	8.62	22.7	31.28	23.14	15.59	30.84	32.76	26.37	29.66	33.94	25.29	27.97
35.46	31.42	38.82	57.23	45.58	33.96	27.91	24.03	55.64	30.95	23.2	57.34	25.57	44.05	54.82	51.53	67.16	27.64	55.59	8.42	9.15	23.01	30.97	23.23	15.59	31.06	33.38	26.44	29.35	33.98	24.82	27.62
34.89	31.33	39.09	56.54	45.64	33.79	27.48	24.06	55.3	30.78	22.55	57.25	25.77	43.89	54.07	51.37	67.13	27.14	55.17	8.36	8.58	22.65	30.77	22.46	15.4	31.46	33.12	26.49	29.26	33.87	24.96	27.21
35.76	31.87	39.32	57.55	46.17	34.3	27.93	23.94	55.96	31.1	22.75	57.75	25.97	44.44	55.44	52.13	68.16	27.54	56.1	8.44	8.99	22.92	31.25	22.57	15.49	31.78	33.48	27.08	29.67	34.9	24.86	27.79
35.77	31.94	39.9	58.03	46.59	34.51	29	24.54	56.38	31.44	23.61	58.07	25.89	44.66	55.64	52.24	67.79	27.62	56.72	8.47	9.15	23.2	31.74	23.38	15.71	31.71	33.66	27.64	30.18	34.87	24.88	28.03
35.58	31.77	39.62	58.06	46.5	34.24	28.27	24.36	56.04	31.22	23.29	58.14	26.21	45.4	55.92	52.76	68.12	27.86	56.91	8.5	9.07	23.26	31.79	23.12	15.86	32.39	33.39	27.55	30.55	34.82	25.65	28.29
36.26	32.15	39.98	58.95	47.32	34.21	28.97	24.61	57.5	31.89	23.61	58.75	26.17	45.33	56.48	52.84	69	28.23	57.56	8.4	8.94	23.04	32.38	23.32	15.9	32.86	34.34	28.13	30.66	35.4	25.8	28.54
35.78	32.17	39.79	58.94	46.33	34.47	28.57	24.88	56.86	31.61	23.43	58.56	25.93	44.92	56.22	52.57	69.19	27.94	57.81	8.63	8.99	23.13	32.2	22.93	15.92	32.4	34.13	27.58	29.83	35.04	25.25	28.29
35.06	32.23	39.02	58.16	46.05	34.31	29.04	24.67	55.62	31.02	23.09	57.77	25.82	44.45	54.9	52.15	67.94	27.64	56.68	8.48	9.01	22.91	31.34	22.93	15.37	31.76	33.77	27.66	30.33	34.9	25.28	29.04
35.58	32.03	39.37	57.93	46.04	34.83	29.15	25.29	56.26	31.61	23.82	58.58	26.19	45.1	56.12	53.37	68.53	28.18	56.75	8.64	9.24	22.89	31.98	23.2	15.96	32.58	34.28	28.42	30.74	35.79	25.71	28.51
35.12	31.6	39.27	57.76	45.9	34.27	28.62	24.86	55.87	30.84	22.94	57.39	25.93	44.22	55.22	51.15	68.04	27.28	56.42	8.39	8.68	22.87	31.37	22.2	15.21	32.35	33.71	27.66	30.2	35.08	25.59	27.94
34.95	31.38	38.6	57.71	45.82	34.06	28.33	24.15	55.2	30.52	22.62	57.44	25.66	43.79	54.32	51.89	67.8	27.6	56.13	8.31	8.99	22.56	30.49	22.29	15.28	31.8	33.47	27.43	30.01	34.29	25.46	27.68
34.52	31.24	38.73	56.88	45.34	33.19	28.75	24.38	54.97	30.53	22.88	56.67	25.29	44.02	53.98	50.57	66.84	26.93	55.25	8.21	8.87	22.76	31	22.37	15.66	32.03	33.37	27.38	29.73	34.72	25.72	27.79
34.93	31.25	38.75	56.4	44.52	33.68	28.39	24.16	54.87	30.68	22.88	56.75	25.69	43.19	53.57	50.64	66.72	27.11	54.77	8.43	9.06	22.72	30.65	22.11	15.66	32.03	33.44	26.77	29.92	34.57	25.24	27.69
