"Sinapis_arvensis_D2__P_1"	"Sinapis_arvensis_D2__P_2"	"Sinapis_arvensis_D2__P_3"	"Sinapis_arvensis_D2__P_4"	"Sinapis_arvensis_D2__P_5"	"Sinapis_arvensis_D2__P_6"	"Sinapis_arvensis_D2__P_7"	"Sinapis_arvensis_D2__P_8"	"Buddleja_davidii_D2__P_1"	"Buddleja_davidii_D2__P_2"	"Buddleja_davidii_D2__P_3"	"Buddleja_davidii_D2__P_4"	"Buddleja_davidii_D2__P_5"	"Buddleja_davidii_D2__P_6"	"Buddleja_davidii_D2__P_7"	"Buddleja_davidii_D2__P_8"	"Buddleja_davidii_D2__P_9"	"Buddleja_davidii_D2__P_10"	"Buddleja_davidii_D2__P_11"	"Buddleja_davidii_D2__P_12"	"Buddleja_davidii_D2__P_13"	"Buddleja_davidii_D2__P_14"
32.74	36.37	32.55	29.03	25.15	29.35	17.44	23.46	16.8	13.82	16.11	4.69	5.62	11.81	6.47	6.4	4.6	4.19	13.61	15.53	15.17	10.77
33.09	36.26	32.31	29.27	25.97	30.16	18.12	23.36	17.12	14.24	16.37	4.6	5.76	11.61	6.39	6.43	4.64	4.07	14.06	15.46	15.26	10.56
33.46	36.57	32.47	29.55	26.66	30.54	18.76	23.54	17.56	14.36	16.45	4.68	5.98	11.6	6.53	6.57	4.83	4.15	14.54	15.53	15.23	10.86
33.58	36.66	32.53	29.89	26.94	30.75	18.78	23.54	17.23	14.21	16.62	4.72	5.85	11.46	6.53	6.54	4.93	4.22	14.57	15.6	15.28	10.88
33.63	37.12	32.62	30.07	26.86	30.46	18.6	23.59	17.16	14.35	16.65	4.7	5.81	11.68	6.56	6.37	4.85	4.06	14.25	15.57	15.49	10.81
33.38	36.44	32.61	29.65	26.96	30.2	18.57	23.61	17.35	14.2	16.61	4.8	5.93	11.82	6.57	6.61	5.06	4.22	14.37	15.68	15.15	10.83
33.68	36.34	32.16	29.67	27.33	30.48	18.75	23.54	17.49	14.17	16.43	4.6	5.68	11.54	6.49	6.45	4.87	4.06	14.24	15.27	15.02	10.68
33.82	36.69	32.29	30.06	27.74	30.83	18.85	23.81	17.57	14.47	16.82	4.59	5.93	11.52	6.73	6.45	4.92	4.26	14.66	15.56	15.18	10.88
33.89	36.71	32.43	29.99	27.73	30.8	18.75	23.63	17.46	14.57	16.79	4.74	5.92	11.85	6.75	6.49	5.28	4.26	14.75	15.3	15.25	10.8
34.19	37.05	32.45	30.01	27.99	30.9	19.01	24.29	17.76	14.61	17.11	4.74	5.88	11.72	6.86	6.62	5.27	4.32	14.66	15.63	15.29	10.9
33.81	36.83	32.14	29.68	27.37	30.68	18.49	23.74	17.35	14.24	16.49	4.66	5.6	11.71	6.58	6.34	5.18	4.1	14.46	15.51	15.02	10.83
33.59	36.85	32.22	29.67	27.16	30.33	18.54	23.97	17.02	14.22	16.73	4.74	5.57	11.61	6.57	6.35	4.92	3.96	14.15	15.51	14.85	10.59
33.7	36.64	32.58	29.57	27.18	30.3	18.44	24.03	17.19	14.29	16.62	4.72	5.8	11.87	6.56	6.53	5.37	4.1	14.13	15.58	15.25	10.87
33.71	36.57	32.43	29.43	26.83	30.15	18.29	24.01	17.12	13.68	16.48	4.53	5.56	11.87	6.53	6.28	5.09	3.93	13.85	15.19	15.04	10.56
33.62	36.16	32.65	29.76	26.91	29.92	18.39	23.94	16.96	13.71	16.39	4.62	5.62	11.85	6.66	6.42	5.12	4.14	13.84	15.3	14.93	10.59
33.73	36.48	32.43	29.33	26.82	29.92	18.01	23.71	16.66	13.66	16.32	4.57	5.39	11.66	6.53	6.29	5.06	3.81	13.75	14.94	14.87	10.48
33.7	36.88	32.31	29.61	26.76	30.23	18.36	23.68	16.98	13.83	16.35	4.39	5.53	11.61	6.32	6.32	4.98	3.9	13.75	15.04	14.76	10.55
33.94	36.81	32.16	29.84	27.55	30.6	18.93	23.78	17.38	14.27	16.47	4.47	5.75	11.52	6.64	6.27	5.14	4.04	14.03	15.18	14.64	10.63
34.25	37.09	32.39	30.24	28.1	31.07	19.3	23.77	17.61	14.33	16.42	4.5	5.61	11.68	6.52	6.28	5.49	4.01	14.28	15.02	14.9	10.58
34.74	37.21	32.35	30.61	28.34	30.83	19.43	23.78	17.62	14.45	16.34	4.4	5.65	11.43	6.26	6.19	5.37	3.95	14.56	15.1	14.71	10.55
34.34	36.98	32.33	30.37	28.52	30.94	19.34	23.6	17.39	14.19	16.8	4.54	5.64	11.66	6.53	6.15	5.42	4.24	14.49	14.98	14.48	10.54
34.83	37.53	32.66	30.56	29.39	31.41	19.79	24.15	17.66	14.41	16.85	4.64	5.78	11.79	6.71	6.28	5.72	4.12	15.05	15.26	15.17	10.53
34.73	37.1	32.25	30.35	28.81	30.91	19.59	24.03	17.39	14.41	16.75	4.35	5.72	11.67	6.39	6.3	5.51	4.23	14.56	15.3	14.88	10.57
34.9	37.07	32.59	30.25	28.63	31.04	19.54	24.54	17.39	14.67	16.9	4.59	5.66	11.87	6.76	6.37	5.71	4.34	14.55	15.1	14.63	10.55
34.47	37.2	32.35	30.03	28.94	30.75	19.45	23.99	17.5	14.29	16.92	4.55	5.63	11.68	6.61	6.26	5.38	3.93	14.3	14.94	14.88	10.53
34.4	37.02	32.6	30.25	29.38	31.05	19.48	23.93	17.69	14.09	16.8	4.6	5.48	11.85	6.77	6.37	5.74	4	14.75	14.9	14.63	10.39
34.7	37.05	32.48	29.75	29.13	30.89	19.51	23.95	17.74	14.41	16.78	4.37	5.57	11.88	6.55	6.05	5.7	3.97	14.34	15.22	14.6	10.3
34.22	36.81	32.41	30.05	28.63	30.97	19.3	24	17.39	14.38	17.03	4.72	5.51	11.76	6.86	6.3	5.8	3.95	14.47	15.16	14.61	10.47
34.45	36.44	32.13	29.84	28.82	30.77	19.28	23.92	17.47	14.19	16.44	4.61	5.69	11.82	6.76	6.39	5.56	4.02	14.22	15.34	14.93	10.59
34.64	36.99	32.76	29.97	28.2	30.93	18.99	24.26	17.24	13.77	16.45	4.39	5.45	11.7	6.47	5.85	5.59	3.85	13.64	14.79	14.51	10.51
34.57	37.21	32.76	30.01	28.02	30.92	18.83	24.11	17.01	13.8	16.46	4.33	5.3	11.99	6.62	6.18	5.77	3.85	13.73	14.81	14.45	10.32
34.58	37.07	32.69	30.08	27.85	30.57	18.57	24.3	17.03	13.71	16.59	4.58	5.51	12.13	6.63	6.08	5.74	4	13.51	14.9	14.52	10.49
34.81	36.73	32.7	29.62	27.53	30.21	18.42	24.01	17.04	13.75	16.47	4.48	5.45	11.89	6.45	6.17	5.51	3.91	13.72	14.55	14.14	10.2
34.25	36.83	32.59	30	28	30.43	18.65	23.77	17.15	13.42	16.37	4.21	5.38	11.79	6.3	6.12	5.5	3.66	13.55	14.56	14.05	10.13
34.91	36.51	32.52	29.66	28.2	30.35	19.22	24.14	17	13.56	16.76	4.39	5.57	11.99	6.41	6.07	5.78	3.96	13.69	14.76	14.12	10.17
34.15	36.44	32.26	30.04	28.04	30.25	19.05	23.92	16.93	13.59	16.22	4.34	5.16	11.57	6.33	6.19	5.66	3.77	13.69	14.27	13.8	10.33
35.02	36.79	32.49	30.03	28.84	30.95	19.37	23.93	17.3	13.84	16.44	4.13	5.45	11.7	6.46	6.05	5.81	3.83	13.98	14.6	14.09	10.17
35.11	37.17	32.8	30.03	29.01	31.5	19.61	24.18	17.45	14.02	16.44	4.53	5.52	11.66	6.56	6.08	5.74	3.75	14.1	14.85	14.13	10.46
34.47	37.1	32.57	30.31	29.43	31.02	19.5	24.19	17.23	14.21	16.78	4.35	5.5	11.74	6.67	6.33	5.97	3.8	14.06	14.69	14.37	10.15
34.64	37.04	32.58	30.26	29.08	30.5	19.39	24.16	17.33	14	16.67	4.38	5.32	11.63	6.45	5.98	5.69	3.65	14.1	14.52	13.79	9.87
34.68	37.33	32.21	30.03	29.32	31.07	19.58	24.41	17.59	13.9	16.62	4.44	5.22	12	6.69	6.12	6	4.02	13.98	14.8	13.93	10.23
34.38	36.94	32.24	30.41	29.23	30.72	19.45	24.28	17.04	13.59	16.81	4.37	5.38	11.82	6.63	5.94	5.98	3.85	13.75	14.72	13.61	10.11
34.4	37.13	32.3	30.19	29.22	30.94	19.84	24.68	17.38	14	16.69	4.46	5.38	11.73	6.72	6.24	6.25	4.12	13.7	14.64	14.24	10.24
34.23	36.67	32.6	30.14	29.08	30.58	19.06	24.14	16.91	13.48	16.36	4.11	5.19	11.62	6.57	5.92	6.03	3.76	13.84	14.49	13.91	10.12
34.65	36.86	32.53	30.65	28.92	31.08	19.31	24.27	17.08	13.75	16.42	4.12	5.08	11.56	6.27	5.88	5.94	3.61	13.51	14.39	14.04	10.19
35.14	36.93	32.65	30.32	29.53	31.15	19.37	24.81	17.42	14.21	16.75	4.62	5.52	11.94	6.32	6.06	6.13	4.08	13.65	14.76	14.32	10.33
34.59	37.11	32.87	30.74	29.46	31.07	19.4	24.08	17.18	13.82	16.29	4.38	5.31	11.58	6.49	6.09	6.3	3.81	13.73	14.69	13.85	10.39
34.72	37.04	32.57	30.41	29.36	31.09	19.68	24.29	17.53	13.67	16.77	4.27	5.3	11.93	6.71	6.2	6.29	4.11	13.86	14.62	14.02	10.28
34.32	36.64	32.21	30.03	29.54	30.78	18.99	24.26	17.23	13.48	16.03	4.09	5.47	11.97	6.39	6.04	6.06	3.73	13.82	14.38	13.91	9.93
34.49	36.96	32.56	30.09	29.02	30.69	19.08	24.57	16.83	13.68	16.53	4.27	4.99	11.67	6.56	5.84	5.97	3.89	13.71	14.37	13.87	9.97
34.8	37.39	32.43	30.47	29.41	30.92	19.3	24.62	17.29	13.8	16.78	4.23	5.55	11.87	6.45	6.17	5.98	3.66	13.62	14.81	13.92	10.13
34.56	36.95	32.83	29.72	29.27	31.14	19.52	24.13	16.77	13.91	17.27	4.4	5.33	11.58	6.43	5.88	6.42	4.09	13.73	14.54	13.95	9.82
33.85	37.16	32.33	30.25	29.4	30.14	19.25	24.01	17.01	13.34	16.29	4.36	5.25	11.69	6.33	6.14	5.87	3.81	13.28	14.23	13.61	10.06
34.44	36.59	32.53	30.69	29.08	30.56	19.51	24.29	16.99	13.58	16.62	4.26	5.2	11.73	6.62	6.01	6.34	3.94	13.64	14.33	13.63	10.38
33.97	36.57	32.73	30.47	29.1	30.86	19.13	24.11	17.04	13.32	16.26	4.37	5.26	11.89	6.37	5.86	6.04	3.55	13.45	14	13.61	10.21
34.07	36.83	32.49	29.8	28.97	30.28	18.79	24.27	16.74	13.23	16.24	4.33	4.98	11.63	6.34	5.62	6.02	3.72	12.95	14.18	13.57	9.68
33.72	36.14	32.25	29.91	28.52	30.42	18.98	24.32	16.97	13.32	16.03	4.29	5.08	11.58	6.31	5.98	5.81	3.77	12.9	13.92	13.69	10.12
33.94	36.73	32.4	29.88	28.35	30.7	18.86	24.4	16.62	13.39	16.46	4.15	5.3	11.61	6.43	6.23	6.03	3.57	13.12	14.08	13.59	9.94
33.97	36.76	32.77	30.29	28.92	30.56	19.31	24.34	16.88	13.33	16.43	4.05	4.99	11.51	6.48	6.08	6.24	3.64	13.14	13.95	13.5	10.07
34.12	36.55	32.84	29.97	28.88	30.54	19.17	24.4	17.14	13.21	16.44	4.34	5.2	11.83	6.63	6	6.15	3.81	12.93	14.36	13.69	10.08
33.91	36.56	32.54	30.53	29.08	31.07	19.44	24.26	16.96	13.34	16.92	4.37	5.16	12.08	6.54	6.18	6.31	4.09	13.51	14.12	13.82	10.14
33.71	36.82	31.97	30.37	29.24	30.82	19.11	23.84	16.41	13.24	16.11	3.85	4.95	11.57	6.19	5.79	6.18	3.67	13.3	13.83	13.27	9.72
33.69	36.18	32.56	29.89	28.96	30.46	19.31	24.07	16.8	12.86	16.3	3.94	5.06	11.25	5.9	5.88	6.04	3.56	12.77	13.82	12.97	9.86
33.9	36.89	32.54	30.41	29.06	30.76	19.2	24.35	16.99	13.38	16.25	3.93	5.17	11.95	6.51	5.7	6.34	3.59	13.2	13.7	13.27	9.83
33.66	36.68	32.41	30.02	29.29	30.43	19.45	24.18	16.71	13.42	16.84	4.4	5.41	12.01	6.17	5.8	6.22	3.91	13.48	14.17	13.5	9.79
33.5	36.71	32.06	30.15	28.93	30.36	19.19	24.73	16.84	13.36	16.46	3.9	5.19	11.82	6.49	6.14	6.1	3.52	13.01	13.97	13.56	9.97
33.33	37.13	32.88	30.5	28.84	30.55	19.13	24.52	17.1	13.15	16.38	4	5.12	11.91	6.42	6.13	6.31	3.88	13	14.18	13.33	9.92
33.23	37.14	32.64	30.28	28.48	30.63	18.82	24.33	16.69	13.09	16.51	4.15	5.14	11.9	6.38	5.65	5.87	3.73	12.73	13.96	13.63	9.8
33.37	36.95	32.65	30.44	28.5	30.42	19.45	24.33	16.66	12.9	16.21	4.35	5.13	12.22	6.62	5.94	5.97	3.65	12.95	14.27	13.61	9.88
32.7	36.74	32.68	29.89	27.82	30.72	18.96	24.33	16.57	13.09	16.29	4.1	5.13	12.02	6.38	5.96	5.93	3.59	12.24	13.77	13.39	9.94
32.79	36.58	32.73	29.62	27.74	29.8	18.58	24.17	16.18	12.72	16.19	4.19	4.97	11.92	6.12	5.74	6.12	3.64	12.28	13.87	13.15	9.57
32.79	36.76	32.97	29.87	27.84	30.02	18.44	24.33	16.23	12.65	16.13	3.85	4.94	11.77	6.16	5.71	6.05	3.33	12.17	13.83	13.45	9.6
32.71	36.22	32.77	29.95	27.48	30.16	18.32	24.29	16.11	12.87	16.21	3.85	5.02	11.84	6.19	5.96	6.19	3.49	12.35	13.75	13.11	9.54
32.55	36.16	32.48	30.09	27.88	29.94	18.76	23.92	16.45	12.76	15.56	3.77	4.79	11.62	6.18	5.94	5.9	3.45	12.07	13.37	12.93	9.49
32.66	36.25	32.47	30.13	28.41	30.64	19.04	23.8	16.45	13.06	16.02	4.06	5.25	11.71	6.27	5.9	6.15	3.47	12.51	13.42	13.25	9.55
32.88	36.75	32.92	30.6	28.88	30.94	19.64	24.3	16.53	13.34	16.54	4.11	5.24	11.63	6.37	5.98	6.53	3.79	12.83	13.8	13.28	9.62
32.97	36.71	32.63	30.39	29	30.61	19.68	23.8	16.66	13.18	16.4	3.91	5.02	11.73	6.2	5.79	6.43	3.61	12.7	13.53	13.47	9.63
32.78	36.16	32.63	30.45	29.1	31.11	19.27	24.33	16.37	13.14	16.31	3.99	5.15	11.42	6.25	5.99	6.09	3.65	12.89	13.27	13.11	9.64
32.41	36.49	32.63	30.23	28.72	30.97	19	24.31	16.66	13.13	16.27	4.09	5.04	11.61	6	5.74	6.61	3.59	12.74	13.69	13.29	9.66
32.79	36.74	32.88	30.11	29.09	30.35	19.38	24.24	16.76	13.32	16.25	4.23	4.99	11.7	6.23	5.73	6.25	3.61	12.65	13.61	13.34	9.81
32.53	36.73	32.62	30.23	28.7	30.44	18.88	24.08	16.58	13	16.18	4.12	4.91	11.86	6.32	5.97	6.32	3.62	12.77	13.71	13.08	9.74
32.08	36.37	32.94	30.22	28.22	30.55	19.02	24.18	16.35	13.1	16.48	3.99	4.9	11.91	6.5	6.07	6.2	3.69	12.5	13.72	13.31	9.86
31.99	36.57	32.71	30.3	28.24	30.2	18.72	24.27	16.36	12.98	16.35	4.04	5.19	11.89	6.55	5.83	6.28	3.6	12.29	13.52	13.34	9.82
31.79	36.21	32.79	30.07	27.99	30.42	19.01	24.33	16.6	13.19	16.17	4.09	5.27	11.44	6.46	5.72	6.28	3.9	12.35	13.77	13.5	9.94
31.74	36.06	32.86	29.86	28.05	29.86	18.93	23.89	16.29	12.84	16.67	4.15	4.88	11.31	6.16	5.65	6.28	3.68	12.26	13.35	13.28	9.62
31.85	36.59	32.75	30.3	28.21	30.33	18.63	24.16	16.31	12.87	15.97	3.9	4.77	11.68	6.1	5.72	6.28	3.64	12.21	13.52	13.29	9.39
31.43	36	32.79	29.76	27.46	29.81	18.44	24.36	16.05	12.64	16.13	3.84	4.8	11.84	6.26	5.76	6.13	3.53	11.88	13.5	13.04	9.53
31.2	36.15	33.03	29.53	27.47	29.91	18.18	24.37	16.05	12.39	16.2	4.01	4.81	12.02	6.26	5.78	6.1	3.48	12.04	13.47	12.96	9.56
30.94	35.87	32.62	29.34	26.91	29.27	18.02	24.01	15.91	12.23	15.67	3.83	4.86	11.48	5.91	5.75	6.05	3.38	11.77	13.09	12.95	9.58
31.23	35.77	32.89	29.93	27.81	29.87	18.34	23.98	16.16	12.53	16.04	4.03	5.11	11.75	6.38	5.79	6.24	3.57	11.96	13.49	13.03	9.63
31.14	35.94	33.22	29.92	27.97	30.09	18.72	23.88	16.28	12.76	16.18	4.1	5.21	11.82	6.19	5.82	6.37	3.45	11.87	13.52	13.11	9.41
30.52	36.01	32.64	29.66	27.95	30.06	18.38	23.7	16.09	12.42	15.77	3.94	5.14	11.21	6.3	5.62	6.16	3.57	12.08	13.27	12.71	9.48
31	36.22	32.75	29.72	28.48	30.1	19.09	23.96	16.59	12.89	16.36	4.01	5.03	11.46	6.42	5.79	6.32	3.68	12.41	13.65	13.3	9.73
31.12	36.48	33.03	30.13	28.33	30.1	19.1	23.67	16.5	12.79	16.07	4.17	5.24	11.56	6.26	5.96	6.25	3.71	12.28	13.24	12.99	9.54
30.67	35.8	32.17	29.92	28.18	29.74	18.58	23.96	15.97	12.48	15.95	3.69	4.67	11.59	6.01	5.6	6.45	3.59	11.96	13.33	12.84	9.44
30.65	35.95	32.69	29.92	28.46	30.11	18.88	24.04	16.34	12.83	16.23	3.98	4.97	11.7	6.13	5.99	6.59	3.38	12.34	13.42	13.22	9.59
30.33	35.74	32.59	29.57	27.96	29.48	18.44	23.86	15.88	12.9	16.1	4.02	4.85	11.65	6.24	5.92	6.17	3.53	12.07	13.27	13.01	9.69
30.42	36.07	32.72	30.03	27.9	29.73	18.59	23.86	16.14	12.61	16.06	4.11	5.08	11.72	6.28	5.79	6.12	3.76	12.03	13.26	12.93	9.91
30.25	36	32.65	29.82	27.93	29.75	18.48	23.76	16.06	12.78	16.14	3.95	5.14	11.91	6.35	5.79	6.17	3.51	12.01	13.03	13.04	9.78
30.42	36.01	32.79	29.97	28.11	30.16	18.73	24.19	16.59	12.8	16.34	4.23	5.12	12.09	6.33	5.8	6.56	3.68	12.54	13.55	13.1	9.68
30.56	36.58	33	30.29	28.65	30.47	18.9	24.23	16.26	13.11	16.37	4.16	5.07	11.52	6.17	6.04	6.43	3.37	12.42	13.53	12.88	9.68
30.12	35.53	32.95	30.06	28.78	29.84	18.47	23.76	16.05	12.93	16.35	3.42	4.95	11.19	5.96	5.65	6.28	3.46	12.44	13.2	12.85	9.57
30.42	35.52	32.67	30.05	28.91	29.65	18.86	23.84	16.02	12.93	16.24	3.75	4.88	11.51	6.21	5.7	6.31	3.75	12.35	13.26	12.89	9.32
30.04	36.1	33.02	30.2	28.53	29.99	18.66	24.15	16.81	13.08	16.53	4.13	5.14	11.88	6.33	6.03	6.68	3.77	13	13.63	13.22	10
30.31	36.15	32.35	30.06	29.07	29.84	18.94	24.06	16.53	12.98	16.48	3.97	5.21	11.68	6.16	5.72	6.41	3.68	12.72	13.45	13.08	9.52
30.26	36.19	32.4	30.14	28.99	30.2	18.62	23.97	16.5	13.36	16.71	4.33	5.2	11.56	6.09	5.57	6.34	3.58	13.01	13.32	13.08	9.42
30.05	35.31	32.56	29.59	29.27	30.35	18.61	23.51	16.39	13.44	16.59	3.96	5.15	11.61	6.1	5.89	6.42	3.51	12.68	13.54	12.94	9.68
30.05	35.95	32.06	30.06	29.38	29.85	18.93	23.84	16.7	13.26	16.46	4.11	5.46	11.73	6.36	5.94	6.76	3.62	12.62	13.69	13.34	9.95
30.01	35.8	32.98	29.94	29.56	29.93	18.79	24.28	16.4	13.58	16.33	3.87	5.32	11.89	6.03	5.94	6.69	3.73	13.01	13.46	13.16	9.99
30.53	35.85	33.01	30.16	29.44	30.32	18.89	23.85	16.99	13.46	16.83	4.47	5.35	12.08	6.41	6.15	6.81	3.93	13.08	13.97	13.13	9.98
30.24	35.89	33.56	30.62	30.23	30.82	19.29	23.92	16.9	13.66	17.22	4.02	5.63	11.96	6.61	5.91	6.68	3.65	13.75	13.97	13.84	10
29.25	35.93	32.44	29.95	29.56	30.44	18.81	24.16	16.16	13.57	16.22	4.04	5.09	11.88	5.83	5.49	6.47	3.22	13.18	13.24	13.03	9.29
29.89	36.14	32.93	29.89	29.73	30.98	19.28	24.24	16.86	14.01	17.18	3.96	5.38	11.95	6.24	5.75	6.82	3.66	13.48	13.54	13.41	10.16
29.48	35.64	32.52	29.98	29.87	30.28	19.18	24.2	16.78	13.6	17.39	4.22	5.3	12.19	6.14	6.46	6.62	3.61	13.01	14.21	13.1	10.19
29.67	35.96	33.01	29.86	29.9	29.93	19	23.94	16.9	13.71	17.37	4.34	5.55	12.21	6.69	5.92	6.65	3.91	13.34	13.96	13.71	10.23
29.84	36.07	33.25	29.72	30.04	30.29	18.81	24.47	17.17	13.79	17.34	4.3	5.69	12.64	6.37	6.35	6.74	3.74	13.84	14.37	13.95	10.47
29.65	35.57	32.68	29.86	29.56	29.5	18.97	23.77	16.64	13.6	16.99	4.07	5.52	12.34	6.41	6.13	7	3.64	13.32	13.86	13.37	9.89
29.48	36.5	32.7	30.34	29.86	30	18.74	24.33	16.97	13.94	17.05	4.61	5.38	12.55	6.43	5.93	6.68	3.92	13.7	13.81	13.44	9.86
29.77	35.79	32.76	29.71	29.97	30.07	18.9	23.72	17.03	14.18	17.24	4.3	5.49	11.95	6.33	5.61	6.81	3.66	13.43	14.2	13.54	10.02
29.55	35.78	32.72	30.41	29.68	29.86	18.74	23.73	16.92	13.7	17.17	4.32	5.4	12.22	6.41	6.3	6.73	3.47	13.63	13.7	13.67	9.84
29.45	35.87	32.72	29.95	29.75	30.27	19.1	23.97	17.34	13.31	17.6	4.09	5.53	12.2	6.38	6.07	6.75	3.79	13.62	14.51	13.59	10.25
28.94	35.69	32.51	29.9	29.63	30.14	18.87	23.95	16.61	13.91	17.35	4.34	5.5	12.04	6.09	5.96	6.73	3.68	13.56	14.31	13.53	10.27
29.37	35.34	33.08	30.09	30.02	29.9	19.1	24.26	16.68	14.08	17.29	4.42	5.59	12.03	6.59	5.86	6.91	3.73	13.88	14.09	13.69	10.06
28.98	36.12	32.97	30.57	30.44	29.69	18.7	24.13	17.26	14.32	17.16	3.94	5.62	12.38	6.46	5.92	6.86	3.58	14.1	14.32	13.91	10.42
29.06	36.32	32.63	30.64	30.41	30.65	18.62	24.34	17.26	14.04	17.52	4.5	5.73	12.92	6.74	6.1	7.1	3.91	14.1	14.47	14.11	10.18
28.93	35.7	32.66	29.58	29.82	29.41	18.61	23.75	17.11	14.44	17.63	4.09	5.46	12.53	6.36	6.13	6.83	3.5	13.96	14.21	13.61	10.33
29.14	35.71	32.36	29.68	29.42	29.98	18.58	23.98	16.89	14.12	17.55	3.96	5.38	12.69	6.22	5.8	6.64	3.63	13.68	14.07	13.7	10.03
29.29	36.01	32.57	30.12	29.88	30	19.02	24.32	17.62	14.05	17.74	4.59	5.98	12.36	6.63	6.58	6.78	4.01	14.36	14.5	14.39	10.55
29.17	36.22	32.99	30.38	29.84	30.47	19.24	24.51	17.71	14.62	18.07	4.71	6.03	13.06	6.7	6.12	7.24	3.81	14.17	14.73	14.31	10.66
29.13	35.92	32.98	29.89	29.91	29.72	19.01	24.04	17.53	14.61	18.15	4.49	6.1	12.64	6.34	6.49	7	4.12	14.33	14.32	14.06	10.44
28.66	35.85	33.08	29.71	29.72	29.66	18.28	23.54	17.45	13.94	17.7	4.1	5.71	12.15	6.58	6.37	6.83	4.14	14.41	14.93	14.16	10.53
28.93	35.57	32.8	30.57	29.92	29.87	18.54	24.17	17.49	14.37	17.87	4.14	5.91	12.27	6.74	6.19	7.09	4.08	14.46	14.83	14.36	10.86
29.24	35.79	32.92	30.41	30.17	29.88	18.41	23.97	17.28	14.47	17.97	4.69	6.25	13.05	6.99	6.24	6.96	4.25	14.44	15.02	14.41	10.81
29.16	36.03	32.81	30.29	30.37	29.68	18.82	24.08	17.27	14.79	18.46	4.56	5.52	12.74	6.65	6.25	7.22	3.81	14.82	14.71	14.44	11.1
28.63	35.98	33.26	30.4	29.97	29.96	18.96	23.71	17.28	14.84	18.3	4.68	5.87	12.93	6.82	6.1	7.09	3.98	14.99	15	14.68	10.6
28.47	35.65	33.6	30.25	30.21	29.72	18.62	24.04	17.91	14.91	18.48	4.9	6.22	13.19	6.77	6.72	7.03	4.23	15.32	15.15	14.61	10.96
28.1	35.9	32.8	29.92	29.75	29.77	18.28	24.2	17.63	15.09	17.89	4.24	5.74	12.74	6.66	6.22	6.98	3.98	14.73	15	14.82	10.84
27.89	35.88	32.42	29.73	29.49	29.72	18.66	23.47	17.82	14.94	18.27	4.7	6.27	13.16	6.89	6.36	7.06	4.08	14.74	15.18	14.71	10.77
28.57	35.68	32.66	29.61	29.58	29.77	18.48	23.81	17.59	14.78	18.35	4.82	6.35	13.16	6.94	6.55	6.85	4.15	15.08	15.59	15.15	11.13
28.34	35.25	33.54	30.02	29.62	29.85	18.55	23.77	17.68	14.89	18.65	4.58	6.19	12.91	6.67	6.62	7.15	4.11	15.17	15.81	14.3	11.01
28.62	35.54	33.18	30.03	29.15	29.82	18.37	23.84	17.86	15.06	18.85	4.91	6.19	13.25	6.77	6.65	7.26	4.03	15.39	15.48	15.39	11.07
28.32	35.83	32.6	30.06	29.2	29.77	18.38	23.79	17.79	14.81	18.62	4.54	6.59	13.2	6.58	6.56	7.15	3.96	15.1	15.56	15.1	11.04
27.68	35.16	32.81	29.57	28.88	29.7	17.95	23.66	17.77	14.91	18.27	4.44	6.14	13.02	6.53	6.3	6.9	3.91	14.91	15.01	14.82	10.8
28.43	36.04	33.21	30.38	29.76	30.25	19.14	24.34	18.21	15.47	19.29	5.07	6.6	13.3	7.34	6.99	7.42	4.38	15.77	15.72	15.53	11.35
28.34	35.44	32.68	30.16	29.7	29.27	18.52	23.51	18.02	15.18	18.99	4.79	6.52	13.53	6.61	6.78	7.44	4.04	15.61	15.57	15.35	11.82
27.86	35.05	32.65	29.88	28.98	29.68	18.48	23.38	18.13	15.49	19.06	4.26	6.52	12.84	6.71	6.64	7.27	4.14	15.41	15.77	14.83	11.57
28.59	35.9	32.9	30.26	29.58	30.2	18.71	23.72	17.9	15.91	18.95	5.08	6.64	13.33	6.86	7.08	7.23	4.44	16.36	16.07	15.59	11.08
28.31	35.5	33.14	29.87	30.07	29.75	18.59	24.04	17.87	15.49	19.25	5.17	6.81	13.36	6.59	6.76	7.13	4.22	16.12	16.07	15.72	11.28
27.92	35.21	32.42	29.44	29.99	29.49	18.19	23.5	17.85	16.05	19.51	5.01	6.58	13.25	6.62	6.97	7.32	4.32	16.7	15.86	15.18	11.41
28.19	35.2	33.19	30.08	29.9	29.29	18.83	23.56	18.37	15.75	19.98	4.89	6.54	13.78	7.48	6.71	7.38	4.35	16.51	16.37	15.73	11.46
28.23	35.46	33.01	29.83	29.47	29.98	18.54	24.01	18.44	15.94	19.7	5.36	6.44	13.5	7.01	6.92	7.5	4.16	16.5	16.26	15.87	11.54
27.42	35.98	32.98	30.03	29.23	29.51	18.65	24.09	18.66	15.9	19.81	4.57	6.57	13.96	6.65	6.99	7.02	3.88	16.69	16.47	15.64	11.58
27.53	35.69	32.92	29.75	29.25	29.48	17.8	24.14	18.03	16.03	19.67	4.87	6.89	13.88	7.22	7.07	7.48	4.2	17.01	17.22	16.19	12.03
27.6	35.41	33.39	29.97	29.44	29.53	18.38	23.86	18.28	15.84	19.68	4.54	6.42	14.03	6.87	6.99	7.52	4.7	16.7	16.69	16.27	11.91
27.95	35.77	33.3	30.17	29.48	29.39	18.44	24.11	18.64	16.34	19.76	5.45	7	14.2	7.22	7.19	7.85	4.82	17.48	17.15	16.43	12.25
