"Sinapis_arvensis_D2__P_1"	"Sinapis_arvensis_D2__P_2"	"Sinapis_arvensis_D2__P_3"	"Sinapis_arvensis_D2__P_4"	"Sinapis_arvensis_D2__P_5"	"Sinapis_arvensis_D2__P_6"	"Sinapis_arvensis_D2__P_7"	"Sinapis_arvensis_D2__P_8"	"Buddleja_davidii_D2__P_1"	"Buddleja_davidii_D2__P_2"	"Buddleja_davidii_D2__P_3"	"Buddleja_davidii_D2__P_4"	"Buddleja_davidii_D2__P_5"	"Buddleja_davidii_D2__P_6"	"Buddleja_davidii_D2__P_7"	"Buddleja_davidii_D2__P_8"	"Buddleja_davidii_D2__P_9"	"Buddleja_davidii_D2__P_10"	"Buddleja_davidii_D2__P_11"	"Buddleja_davidii_D2__P_12"	"Buddleja_davidii_D2__P_13"	"Buddleja_davidii_D2__P_14"
51.98	44.03	34.23	35.18	25.59	33.21	23.16	27.56	39.56	38.18	42.32	18.42	15.66	26.36	11.67	12.68	21.23	14.48	59.19	49.03	48.35	20.35
53.14	45.42	34.98	33.1	25.98	34.22	29.32	29.52	42.48	39.81	41.62	16.42	21.14	27.77	12.79	14.72	19.2	11.72	65.41	49.05	47.68	27.35
53.56	45.84	40.26	40.77	27.75	38.32	25.93	30.92	40.89	41.25	41.13	18.27	22.72	33.99	15.68	17.67	17.35	19.35	63.28	55.94	54.67	26.65
56.08	44.34	35.73	41	35.41	38.03	32.67	31.27	47.26	38.15	42.64	22.68	27.6	33.54	16.65	19.16	15.71	13.21	66.39	51.4	48.08	30.16
50.26	44.73	35.03	39.34	34.41	34.77	26.46	28.55	40.06	42.92	38.24	24.44	24.15	32.88	16.57	15.67	19.07	19.53	59.62	47.28	48.25	36.7
48.87	44.64	36.87	35.72	32.92	34.68	25.08	26.81	41.09	31.15	41.68	21.2	22.41	24.81	13.28	15.91	15.45	16.45	60.85	51.25	46.62	28.69
50.65	39.8	33.87	37.18	35.57	29.5	22.78	17.73	43.23	34.55	34.76	20.12	15.98	25.92	11.01	8.69	17.57	15.15	57.36	40.79	46.83	30.19
50.92	41.41	31.47	37.07	32.9	34.19	26.42	26.02	33.14	35.43	40.6	17.18	24.12	30.68	8.17	20.23	22.19	14.3	60.54	46.25	45.04	27.01
53.35	47.51	34.58	39.7	31.15	38.31	28.67	26.68	43.57	36.31	42.06	20.82	22.38	29.95	12.23	17.04	17.45	17.62	60.58	44.57	44.53	25.79
53.91	39.1	34.65	39.25	26.61	32.88	23.62	25.93	41.15	34.43	40.12	17.75	15.66	35	16.85	14.18	11.66	11.1	66.97	49.51	47.36	26.47
49.82	40.8	33.77	33.39	30.79	33.93	27.9	24.27	38.75	38.64	36.74	15.32	15.71	33.35	10.58	15.07	16.56	17.27	55.03	45	39.45	27.42
47.46	37.55	28.27	32.76	28.58	34.92	28.33	17.7	40.17	33.78	38.82	12.22	23.51	28.78	14.28	11.95	12.66	12.39	64.92	42.05	42.12	26.17
53.54	39.31	38.41	35.15	28.04	33.9	27.89	24.08	38.9	38.84	41.67	20.6	20.02	30.55	12.32	11.79	13.9	14.33	61.2	44.63	50.8	26.89
53.77	39.43	39.13	42.35	30.61	42.11	29.7	34.72	40.73	38.79	44	23.47	22.31	25.76	13.62	15.74	20.82	16.31	59.84	53.45	47.6	31.23
52.72	51.71	41.49	35.96	32.42	36.46	30.46	30.44	38.96	34.88	43.37	23.01	23.85	31.01	11.04	23.41	21.51	16.72	60.46	50.87	46.42	32.01
53.15	42.5	40.34	38.49	29.34	32.87	21.43	19.56	38.81	38.99	42.91	21.61	21.68	30.74	12.01	16.55	15.39	15.34	60.39	54.62	45.32	25.86
43.32	45.18	38.43	33.72	28.9	35.27	24.61	23.65	36.28	32.74	34.45	22.34	18.7	32.02	13.72	18.32	12.27	13.72	61.93	50.93	43.81	25.12
53.38	40.43	43.54	42.08	31.24	37.07	34.45	32.11	44.47	40.11	43.17	22.91	22.59	31.32	17.36	21.63	19.13	17.9	64.88	47.75	49.92	30.03
61.42	43.16	40.87	42.56	38.15	37.05	32.38	28.37	44.69	38.77	44.56	19.29	33.55	37.36	18.72	18.66	25.85	17.65	59.33	53.89	54.26	31.68
54.98	40.51	38.74	35.8	38.84	33.16	27.37	28.28	45.63	35.88	44.32	23.66	23.55	38.69	19.09	16.28	25.71	15.38	64.33	50.25	48.04	29.01
58.14	48.84	41.81	44.06	44.48	34.46	34.85	39.23	44.67	45.68	49.91	27.66	29.82	40.32	18.93	23.98	25.94	29.92	67.49	52.05	53.35	34.64
47.63	40.62	38.83	31.82	30.04	31.65	27.37	28.26	36.15	32.88	37.51	20.71	18.37	26.96	12.97	14.41	14.39	8.49	59.59	45.31	47.39	25.19
58.52	41.43	40.43	38.44	26.13	38.26	18	31.58	42.05	40.82	38.58	15.33	21.16	34.13	17.57	13.18	22.19	24.3	67.88	54.04	54.61	25.11
52.85	43.69	36.13	35.79	34.19	35.41	28.6	33.04	42.81	39.62	44.01	21.81	22.54	31.18	18.46	19.62	20.92	16.42	65.6	49.08	50.8	36.75
44.81	38.54	34.69	31.72	27.33	33.26	32.29	29.26	38.27	35.58	39.14	16	21.06	34.32	9.49	16.4	16.93	18.69	61	46.86	42.88	23.96
52.25	41.55	31.94	36.12	31.73	35.33	34.32	35.09	42.84	37.13	38.79	22.1	21.96	27.13	16.15	15.17	18.16	17.08	61.48	49.52	47.66	29.79
54.59	41.95	33.71	41.73	35.44	33.91	29.59	33.76	44.56	40.11	47.82	21.87	21.31	28.87	15.69	22.75	16.34	18.55	63.39	47.61	48.8	29.85
54.85	43.14	37.83	40.38	34.11	37.3	28.55	29.5	40.2	37.94	39.04	19.06	28.7	30.76	20.23	18.54	24.16	17.96	63.34	45.87	48.87	27.01
53.28	41.31	39.4	34.52	33.51	35.62	33.03	29.9	43.83	39.66	37.94	20.33	24.55	28.36	16.17	17.23	21.78	17.42	62.58	49.24	49.85	28.17
55.4	46.39	37.63	36.66	34.31	41.44	33.78	30.86	44.3	37.18	45.62	22.12	25.64	27.11	17.86	17.66	20.59	22.99	69	50.35	48.94	34.03
51.07	36.79	32.71	37.96	29.22	37.64	21.81	27.06	38.52	37.11	40.63	16.82	16.28	26.8	15.2	9.88	12.63	11.18	59.18	50.34	41.02	23.34
45.72	45.43	36.19	32.9	26.08	34.19	24.65	28.61	38.08	30.18	40.16	14.93	17.14	31.09	9.62	10.97	13.52	10.2	55.99	43.01	41.79	21.33
55.92	47.41	35.92	38.74	32.09	37.7	28.85	28.18	39.58	42.03	43.32	21.12	27.01	34.84	18.13	23.85	15.56	12.68	62.09	48.77	49.21	27.01
53.8	35.91	31.23	31.06	27.46	31.85	25.33	26.67	40.01	36.54	33.97	19.35	23.28	27.2	9.8	10.14	9.89	13.89	54.16	48.42	45.93	25.62
61.2	45.35	32.38	36.16	29.8	37.63	25.19	21.92	41.57	32.95	43.94	16.38	22.38	30.32	12.6	15.78	14.11	8.07	63.61	49.81	42.24	22.44
50.82	42.24	33.68	32.01	36.28	30.4	31.31	30.52	36.48	40.7	47.11	17.58	21.87	28.76	10.58	18.85	13.48	11.94	62.72	52.63	48.43	30.66
46.88	43.3	37.2	33.63	27.29	31.28	23.4	27.54	37.82	34.5	32.38	11.15	21.6	27.92	14.42	14.3	18.14	11.88	59.51	48	45.24	26.6
51.84	42.41	31.32	41.59	32.85	32.23	30.37	27.43	44.92	38.87	39.43	18.03	18.38	35.27	17.53	17.48	23.62	19.29	62.08	50.9	51.72	26.55
48.11	44.7	35.21	31.87	34.76	35.63	21.86	31.14	40.03	35.41	38.84	21.79	17.06	27.4	19.22	21.25	17.11	13.11	62.54	47.96	45.32	27.22
50.75	38	30.18	31.52	19.68	26.98	21.95	22.24	35.51	34.55	38.95	11.9	15.49	28.4	9.99	9.16	17.01	6.53	57.17	46.25	41.46	21.44
48.77	41.51	32.35	37.21	29.96	26.94	23.22	25.28	38.96	33.61	39.36	20.48	23.4	29.87	10.58	12.3	17.09	17.28	60.67	40.67	41.99	27.38
45.25	41.84	31.19	33.33	30.06	29.02	26.16	24.72	34.65	32.92	42.57	16.55	24.99	27.63	17.67	14.53	16.91	18.4	59.42	50.7	38.84	27.33
42.05	40.76	30.87	29.52	20.28	26.21	23.91	29.03	38.08	26.52	38.21	12.9	14.96	23.69	8.26	6.36	19.17	8.25	65.2	41.6	42.6	22.79
53.56	47.92	35.41	38.01	31.45	35.07	26.67	27.85	38.24	44.25	42.1	24.06	21.33	29.54	12.11	12.38	19.44	19.25	72.63	54.4	45.33	32.43
50.56	39.79	28.23	38.49	27.6	32.88	24.53	21.4	32.1	27.37	33.7	20.87	19.47	24.19	13.18	10.82	17.28	8.92	61.33	41.81	43.52	29.74
46.74	39.17	36.37	35.87	31.84	36.92	30.63	28.32	38.86	38.92	42.81	19.18	22.04	28.9	10.4	15.54	15.77	14.17	61.73	49.93	45.43	24.82
49.8	45.81	33.83	36.87	31.55	35.16	29.45	32.29	45.82	38.61	44.58	24.73	26.09	31.95	20.35	19.31	23.63	14.17	59.48	51.18	48.32	27.74
52.83	40.77	31.07	38.46	28.9	32.96	26.18	28.12	37.57	33.64	40.83	20.22	17.09	22.9	17.28	16.83	20.6	15.38	66.92	50.84	44.25	32.14
51.87	41.92	40.78	39.99	33.4	37.78	30.74	32.69	42.88	40.31	45.5	23.32	21.96	29.9	16.87	22.32	21.58	21.89	61.58	54.18	54.91	30.93
45.04	38.43	40.29	34.43	31.35	28.23	32.18	26.64	42.58	32.58	40.87	19.32	22.23	32.86	10.07	18.43	19.77	18.59	60.52	44.28	45.48	25.59
52.11	41.68	37.97	38.75	38.24	40.15	27.51	36.11	38.26	41.35	43.91	17.36	26.34	38.71	17.15	17.77	21.16	17.98	59.14	52.76	46.84	31.04
48.75	43.25	32.89	36.33	26.77	32.02	24.83	24.99	41.71	32.78	47.25	19.03	23.91	26.8	8.26	10.12	19.46	12.81	61.59	46.75	40.42	20.65
55.16	49.07	41.43	42.81	30.72	33.85	32.66	30.04	41.33	34.68	41.72	20.46	30.93	30.86	13.42	12.67	21.61	13.53	65.82	45.54	49.83	28.85
53.61	46.06	38.25	29.47	27.73	36.5	29.5	29.92	39.1	33.82	43.47	17.8	31.75	33.2	15.23	22.76	24.76	20.11	59.98	47.91	45.28	29.33
57.12	47.84	44.87	39.78	33.99	40.43	30.48	32.71	41.03	41.99	45.2	13.31	23.48	30.74	12.1	10.49	23.91	20.32	64.93	55.1	49.71	27.59
49.65	44.25	37.76	34.21	30.17	34.02	22.56	28.1	42.85	40.59	37.03	18.82	26.78	33.68	17.37	20.55	20.65	12.65	58.35	50.97	51.23	28.49
47.94	37.76	32.39	30.43	24.94	22.55	18.1	23.43	39.91	31.21	38.77	10.21	14.63	27.49	6.88	7.33	14.87	14.06	54.58	44.94	37.21	17.53
62.73	46.5	47.83	34.63	38.12	32.01	20.93	26.22	41.79	46.37	49.72	14.8	22.55	30.21	13.26	14.88	17.62	12.31	62.89	48.78	43.88	32.04
53.83	46.73	38.55	43.17	36.7	35.61	29.47	33.66	39.54	36.73	42.58	20.92	22.7	34.16	14.34	16.06	20	15.13	60.44	51.12	47.11	27.77
51.63	39.38	34.41	41.8	28.97	37.45	25.66	23.73	35.14	33.06	40.56	11.81	22.86	30.37	11.88	15.4	20.99	11.04	56.72	44.86	41.05	21.37
55.38	49.06	38.08	37.35	37.64	43.22	32.22	35.11	46.15	33.44	39	28.22	28.47	35.73	15.75	18.54	26.15	23.8	65.88	50.14	49.55	31.02
48.69	42.37	34.96	30.8	37.02	27.75	22.78	28.34	39.72	39.46	37.11	22.25	20.71	26.73	13.18	17.66	16.86	16.22	52.21	51.9	43.68	32.06
61.06	44.75	38.38	39.73	38.43	38.62	34.75	35.47	45.25	40.43	44.56	24.25	28.09	32.71	15.87	25.63	26.59	21.36	69.73	56.28	45.31	30.62
50.52	50.3	38.54	33.47	29.81	38.6	26.34	30.5	39.77	33.76	48.27	15.73	22.56	28.83	9.26	14.26	19.16	16.54	61.01	43.07	51.59	25.8
57.45	50.38	36.07	37.89	36.47	29.22	32.42	30.28	35.45	38.62	44.03	15.29	24.32	30.23	18.54	13.47	16.69	14.52	61.49	48.05	47.01	34.54
55.2	45.3	33.39	37.65	29.24	31.07	27.45	24.14	39.64	34.74	46.7	19.25	16.67	29.13	11.7	18.22	20.15	19.47	71.19	43.12	37.82	27.46
52.95	50.6	40.9	34.04	38.98	40.96	30.25	35.24	41.41	37.46	40.06	17.24	23.82	29.96	14.99	19.38	13.13	20.35	66.4	53.7	49.19	28.27
60.72	45.8	35.47	37.72	30.61	36.62	32.26	27.2	45.29	31.81	46.44	23.67	24.2	33.93	16.33	16.46	23.6	22.9	62.1	45.79	48.46	32.65
51.99	45.42	33.79	33.44	34.17	33.91	30.93	23.76	39.55	35.94	37.13	27.05	22.65	33.53	15.37	17.58	16.22	17.97	60.83	51.62	43.56	30.13
53.97	44.92	34.47	50.61	27.82	36.93	25.46	34.74	37.59	42.95	39.27	23.27	20.32	29.69	15.17	22.51	23.54	20.59	66.9	51.68	43.94	28.85
46.18	39	35.44	31.31	22.54	32.83	24.24	25.95	33.94	37.7	42.9	19.96	23.16	35.6	13.47	9.56	18	11.29	56.12	48.76	43.06	21.43
55.24	46.33	38.14	36.51	37.41	41.58	35.26	38.62	40.55	43.79	46.18	22.21	26.45	36.95	17.36	21.45	25.51	25.81	66.19	46.81	52.19	29.91
55.52	43.87	34.25	28.86	28.92	31.04	26.62	31.43	36.61	36.07	42.14	14.75	17.96	30.13	10.47	15.78	21.06	10.38	65.78	41.36	45.36	23.5
51.2	47.25	36	37.69	35.58	38.5	33.24	36.87	41.44	35.75	42.24	23.22	22.35	36.42	17.75	21.61	15.83	15.77	62.67	54.69	54.1	35.89
54.52	42.89	35.43	39.66	31.24	35.27	27.78	32.51	43.04	30.6	42.8	13.84	21.23	19.43	6.19	23.76	8.25	14.59	66.09	51.36	38.95	32.99
49.47	40.33	31.42	32.87	26.59	24.92	29.47	28.71	44.86	34.87	41.56	19.61	22.76	30.56	11.75	10.52	12.82	12.69	61.39	51.48	45.15	26.85
42.59	40.63	29.87	29.29	21.93	32.12	19.63	26.39	40.47	25.12	34.4	10.01	16.97	30.37	3.24	3.97	7.5	14.94	57.97	41.59	40.72	19.39
46.72	39.82	31.68	37.82	30.57	37.31	28.99	27.06	36.17	35.29	44.06	16.68	23.87	32.94	10.7	12.68	20.56	13.91	65.12	47.06	47.66	23.95
49.86	41.85	31.88	31.79	29.12	26.54	23.83	24.66	34.56	38.64	39.88	13.87	21.17	25.86	12.39	6.99	13.78	6.58	65.17	44.89	44.6	21.95
52.13	45.57	36.4	34.55	32.95	33.44	26.85	28.58	31.48	36.34	39.51	16.33	15.71	31.71	12.52	8.14	11.54	13.07	64.91	46.12	47.34	29.09
54.47	44.94	33.9	38.76	27.95	30.39	24.79	34.95	48.14	41.07	47.74	23.8	14.68	35.74	15.6	17.88	20.29	14.3	71	47.21	43.28	32.33
66.48	51.56	41.53	39.34	31.49	39.78	28.31	32.03	46.17	35.8	44.67	9.92	17.6	33.27	13.77	18.83	20.45	26.04	63.47	54.69	49.05	38.51
54.32	37.39	39.17	37.52	29.21	31.76	27.15	33.78	40.32	35.68	45.39	23.03	20.5	35.3	13.25	11.16	18.46	25.05	62.27	48	45.11	32.47
57.36	51.34	38.29	35.75	31.32	46.34	27.96	25.64	42.65	40.44	41.22	19.58	31.44	35.94	18.02	23.79	31.02	13.19	69.32	52.2	53.24	36.42
56.53	43.49	34.82	35.77	36.87	28.94	30.56	30.05	47.78	38.97	42.53	23.56	21.36	39.68	21.12	21.52	22.05	20.47	66.71	50.54	42.94	30.48
64.51	47.1	34.48	34.83	24.02	34.25	29.28	28.53	39.35	37.25	40.64	14.27	21.53	28.55	16.6	19.07	23.25	17.61	63.16	49.19	52.69	34.93
48.15	44.1	37.07	38.41	32.13	32.96	24.26	28.11	38.73	42.09	50.96	11.93	15.9	26.12	9.86	19.49	13.72	20.22	65.79	50.81	42.02	24.48
51.42	55.66	30.65	36.59	25.19	36.96	34.78	24.24	40.66	34.63	43.74	18.96	23.83	29.04	12.95	18.03	11.31	16.4	58.43	49.18	43.31	32.65
57.54	46.35	35.7	39.64	24.89	38.65	32.68	33.48	32.14	39.51	44.52	19.67	24.63	31.91	17.86	21.97	27.26	12.46	63.5	52.34	47.35	31.16
53.66	53.2	39.35	44.6	40.84	40.2	33.89	31.99	41.02	33.24	47.64	27.53	28.77	32.87	25.67	16.88	24.35	16.58	67.74	51.68	46.65	31.01
49.7	44.01	35.69	38.78	26.62	28	23.29	23.26	34.34	35.44	41.35	15.15	12.98	28.58	10.33	4.67	4.37	16.44	63.16	51.31	45.21	28.04
54.55	52.63	45.84	40.79	43.38	49.38	37.27	34.64	45	46.73	52.31	28.52	26.01	31.36	20.89	23.89	27.8	23.09	68.76	55.3	55.01	38.54
54.05	45.04	31.41	27.03	34.16	28.96	20.93	28.12	33.7	35.97	43.26	14.36	21.35	25.96	2.78	15.06	13.43	11.26	52.49	41.75	37.57	25.39
47.44	37.74	30.12	34.05	26.53	27.48	20.19	33.02	30.89	36.34	41.58	15.2	9.12	23.19	15.97	0.49	14.25	14.27	64.75	39.04	47.42	21.32
44.43	32.05	35.43	29.87	20.91	31.93	22.21	19.31	44.76	25.7	41.97	3.66	14.6	22.2	8.87	21.95	15.29	9.31	57.44	46.36	40.56	23.11
49.98	47.2	41.67	40.52	33.7	38.41	29.2	27.71	45.99	43.88	38.51	17.59	23.45	35.76	11.85	16.96	25.12	22.22	68.26	53.11	42.75	30.02
51.94	40.4	32.29	28.02	21.53	32.79	20.21	32.28	37.43	37	40.05	11.84	17.49	25.91	4.7	9.14	17.03	16.62	60.92	39.8	40.07	19.87
53.17	34.69	36.37	26.93	28.53	35.6	27.3	29.48	40.82	38.61	38.93	16.83	21.52	24.83	9.11	11.41	19.79	13.26	70.8	52.79	40.23	23.73
53.73	42.63	29.99	29.98	36.55	31.62	30.93	19.73	42.18	34.68	44.08	14.54	28.28	32.48	6.42	9.53	17.91	16.19	57.79	58.54	41.91	23.25
59.65	39.31	28.92	36.73	32.32	32.25	24.37	20.46	34.13	42.13	40	12.13	17.07	34.82	11.36	13.03	14.14	16.97	60.65	40.79	36.86	23.93
48.25	40.03	32.74	27.72	10.79	30	18.2	24.63	36.58	32.49	43.02	12.55	20.3	23.47	10.47	12.3	11.72	10.28	61.84	40.2	36.13	19.66
63.82	58.63	50.51	52.47	37.8	47.55	35.55	41.41	49.3	40.71	53.06	29.23	35.22	46.76	29.9	22.7	34.62	29.15	70.97	63.62	56.43	38.58
46.83	38.66	42.81	40.95	41.77	31.7	31.45	30.86	47.64	41.44	37.91	19.51	19.81	33.21	7.13	12.97	27.64	13.04	63.24	47.07	43.39	32.76
55.79	46.79	37.52	36.6	32.37	31.19	27.75	19.47	38.01	39.93	46.87	28.47	29.04	31.04	14.11	22.27	14.45	18.86	61.96	51.08	44.24	30.04
50.95	41.74	31.23	38.4	34.76	28.37	38.74	26.29	39.35	41.59	40.5	18.43	22.08	31.56	18.68	21.08	22.13	19.6	58.61	45.82	45.07	26.01
52.45	40.6	36.08	42.6	32.35	33.33	26.13	29.89	41.22	44.13	50.65	24.44	16.96	33.18	15.81	25.61	19.66	21.71	63.69	48.97	54.55	26.84
51.44	37.08	35.73	36.69	34.03	37.22	31.15	26.96	41.42	38.41	40.43	13.36	27.97	23.8	20.01	15.15	17.33	15.93	60.85	52.9	44.7	32.93
56.21	48.22	47.91	38.03	36.1	32.47	38.64	28.54	44.87	41.13	47.15	19.84	25.9	28.66	24.36	14.21	17.14	14.09	64.68	56.36	43.82	35.87
58.26	52.08	38.61	37.66	36.32	44.85	32.67	39.36	43.47	45.08	48.56	24.04	29.93	27.65	17.81	23.69	19.68	20.36	61.33	65.61	57.58	33.44
54.26	43.73	43.91	34.94	30.01	34.74	25.05	16.06	44.61	33.91	38.42	14.73	21.97	27.36	4.25	21.4	9.9	8.86	61.62	42.47	42.49	32.38
48.26	47.83	33.38	38.96	20.78	27.57	21.81	31.3	37.13	37.92	36.23	19.05	12.78	32.71	16.71	15.73	23.65	9.23	68.53	36.23	40.77	25.55
53.66	57.41	33.83	45.16	32.16	37.7	28.03	30.71	43.84	49.18	42.47	31.42	18.73	28.22	14.37	21.06	19.86	21.14	66.31	55.75	55.39	32.99
53.72	44.8	35.34	34.37	38.85	31.58	28.08	21.72	39.34	32.48	40.28	11.14	34.84	26.47	3.98	13.52	21.95	21.22	71.88	52.5	57.35	33.13
47.34	40.68	35.88	34.5	32.25	29.53	24.1	19.77	37.07	31.51	39.2	3.99	20.79	28.97	7.82	8.6	19.39	10.73	62.11	42.71	39.23	17.08
43.74	40.88	30.38	26.12	27.53	29.81	27.48	23.48	39.28	37.68	40.59	23.88	14.74	27.95	19.37	17.48	16.13	12.37	58.79	43.7	40.71	22.48
47.44	58.7	36.68	41.6	23.36	40.55	33.18	31.61	41.06	34.24	37.39	9.4	30.6	18.94	11.19	9.43	8.09	15.88	79.25	54.45	48.6	17.89
50.96	48.34	24.41	32.26	36.49	41.89	29.51	36.61	35.72	43.89	47.08	24.52	30.03	42.54	10.98	14.3	16.23	15.94	68.8	47.91	49.07	29.93
51.31	46.71	36.13	34.41	20.6	31.56	25.41	33.17	42.44	38.35	46.41	8.37	23.99	31.3	19.51	13.91	11.87	8.66	68.18	46.89	35.12	19.8
54.89	26.55	41.61	44.71	27.58	30.02	33.47	21.27	47.86	38.23	43.66	9.43	23.65	27.23	14.12	20.25	24.98	18.87	52.98	54.26	36.39	22.38
52.94	43.09	41.5	43.43	31.28	35.83	31.05	28.42	46.52	47.17	47.53	23.25	28.28	33.08	13.17	13.27	18.42	25.67	59.93	52.25	51.26	31.24
53.7	47.4	37.56	39.7	35.8	37	33.05	26.96	42.77	34.99	42.21	24.61	22.15	20.41	5.84	16.11	16.07	7.34	74.25	47.06	54.43	28.95
47.04	37.72	39.15	25.33	29.83	34.72	36.28	25.06	38	38.18	30.76	12.18	22.93	27.16	5.61	15.81	14.96	22.65	63.59	48.9	46.03	36.74
51.92	38.94	28.66	26.06	31.32	34.38	23.04	25.87	37	34.51	41.15	20.34	24.34	33.02	11.85	13.98	15.43	13.5	64.63	49.38	46.91	26.19
45.29	35.32	40.22	39.08	29.69	28.38	28.41	21.75	42.14	26.14	41.27	17.23	13.27	23.39	11.09	9.77	13.24	16.48	61.42	47.9	39.21	29.84
60.48	46.74	47.61	51.55	36.16	40.65	34.01	41.53	40.16	41.04	40.67	21.52	20.13	35.5	17.41	32.53	17.12	28.91	71.14	58.15	59.14	29.53
50.79	36.48	23.39	38.31	24.74	33.39	20.26	29.83	46.41	39.79	32.51	11.21	16.55	30.99	11.07	14.22	18.71	18.08	67.85	47.52	46.41	23.09
55.44	36.16	29.52	34.44	30.66	34.53	36.71	31.75	38.5	36.35	46.81	11.63	21.76	28.38	12.27	8.07	17.98	21.93	65.94	47.61	41.73	33.67
50.32	47.79	40.1	39.03	33.32	29.76	35.11	28.32	43.16	36.78	39.96	22.18	19.99	29.94	17.49	18.71	20.12	25.53	60.61	48.39	46.81	33.14
60.96	51.64	30.61	45.05	30.35	34.27	32.89	31.07	49.14	33.13	48.81	18.74	23.13	41.64	13.6	23.45	15.06	13.2	71.3	55.69	51.33	29.85
58.79	48.27	27.82	40.35	33.51	36.48	30.38	29.36	41.58	39.89	44.31	15.36	15.86	37.56	18.05	15.3	17.96	20.01	62.06	52.91	47.22	24.88
52	38.84	36.61	45.32	28.14	35.57	24.79	31.01	42.16	40.34	38.18	23.09	26.62	31.81	11.91	21.87	19.9	12.36	72.71	48.2	53.16	24.79
58	43.8	37.92	36.76	31.71	36.69	31.55	28.46	44.38	40.23	48.39	22.22	22.42	35.37	9.97	18.72	17.48	15.9	68.56	48.65	44.64	28.36
53.19	46.31	40.17	40.5	40.88	39.65	34.72	27.72	48.17	35.51	46.87	25.6	28.87	29.99	20.94	12.95	22.44	15.19	67.9	51.54	50.71	35.12
59.23	42.76	39.83	39.25	31.52	36.43	34.15	30.63	46.01	40.16	47.88	22.24	24.23	32.06	19.01	21.57	17.43	16.29	70.58	53.2	47.73	29.93
54.48	42.64	40.04	39.79	36.03	36.78	29.09	33.44	40.87	36.71	46.1	18.5	24.89	33.46	16.53	13.6	17.34	14.87	66.53	51	49.98	28.89
55.03	46.34	34.16	36.53	33.79	32.17	28.09	32.6	40.66	38.81	46.08	19.84	21.7	31.99	13.06	20.4	21.27	18.41	67.83	50.72	49.5	27.58
54.06	46.41	36.6	35.62	33.91	35.17	27.59	27.39	43.8	37.98	41.93	19.78	22.84	28.1	15.31	15.75	19.12	13.37	67.4	48.62	46.11	26.38
55.72	43.04	35.75	37.24	33.81	34.58	29.62	29.11	40.17	37.37	42.07	19.53	22.22	30.68	13.39	14.76	18	14.18	67.93	48.21	46.9	25.19
54.27	42.53	34.56	36.54	33.66	33.77	28.84	27.46	40.68	38.64	43.31	18.5	20.58	29.69	14.7	14.52	17.99	13.66	66.4	47.07	46	24.45
55.36	44.68	36.46	35.42	33.29	35.65	28.3	27.58	42.14	38.22	41.4	18.85	21.66	28.9	12.64	15.53	19.31	14.92	68.94	46.08	45.69	27.07
56.22	43.21	36.66	37.82	33.66	36.58	29.09	29.35	43.78	40.81	43	20.15	23.6	29.74	12.56	14.83	19.13	15.78	68.95	48.18	44.75	26.16
57.38	42.08	37.38	37.8	35.1	36.39	31.13	28.94	43.33	39.72	44.26	19.63	23.18	30.23	14.45	17.01	20.46	16.27	69.16	48.25	44.73	25.63
52.25	40.67	36.34	35.89	36.42	33.77	28.64	25.8	41.67	40.06	41.31	19.95	20.6	27.46	14.14	15.8	19.43	14.93	68.1	47.39	43.49	25.18
51.9	41.2	37.78	35.83	35.03	39.24	31.77	26.97	43.75	40.59	43.2	19.76	21.7	28.02	14.14	14.75	21.65	13.44	70.19	46.82	46.29	26.03
54.13	45.21	37.05	35.83	37.88	36.45	32.52	27.31	43.99	40.82	44.07	19.06	23.17	29.33	13.31	17.03	22.82	17.46	72.22	46.79	45.94	26.23
51.9	42.89	35.04	38.13	38.11	37.83	31.66	29.25	41.56	41.67	43.44	19.61	25.2	29	13.45	18.55	19.1	16.64	70.99	46.12	45.71	27.67
55.8	42.64	35.24	37.24	36.67	40.41	34.19	27.9	44.72	40.23	41.58	20.95	25.67	28.59	13.21	17.09	21.38	18.27	74.95	46.15	43.53	25.31
52.6	41.67	35.01	34.61	35.86	39.01	30.08	26.77	43.11	41.79	41.97	18.15	20.59	28.98	14.37	12.06	19.03	15.53	71.49	45.75	44.51	24.07
53.79	41.5	37.45	33.68	40.05	36.53	25.47	24.57	43.09	35.88	40.27	14.91	21.67	26.2	11.26	12.84	17.09	10.97	74.7	43.93	44.15	21.71
54.25	38.35	36.81	36.46	40.43	38.03	31.51	27.79	41.98	41.14	45.56	20.43	23.27	28.15	15.44	20.33	20.89	16.19	70.8	44.84	50.35	25.82
52.61	44.54	38.26	35.32	32.85	39.29	30.97	24.76	38.59	35.13	43.74	21.71	23.9	28.34	16.24	14.85	19.13	17.63	70.25	53.39	41.96	25.49
51.37	42.99	36.06	35.61	34.77	34.69	33.11	31.29	40.83	37.79	39.7	20.17	22.94	30.3	19.82	17.1	25.41	15.29	67.16	52.51	46.32	26.06
52.71	46.35	37.41	38.16	36.08	38.28	36.66	31.84	42.68	41.7	42.71	20.92	25.69	29.59	18.2	19.15	23	16.31	71.34	49.44	51.76	30.46
54.9	43.04	34.36	33.29	35.59	37.42	30.48	26.99	44.15	41.12	44.17	18.73	24.18	31.13	15.5	16.29	22.31	15.46	70.27	50.48	49.28	26.72
54.28	49.64	38.42	41.09	36.81	36.67	33.12	31.5	43.62	39.56	44.51	22.28	27.15	31.78	18.46	15.41	21.86	19.79	69.01	48.54	44.04	27.69
