"Buddleja_davidii_C2__P_1"	"Buddleja_davidii_C2__P_2"	"Buddleja_davidii_C2__P_3"	"Buddleja_davidii_C2__P_4"	"Impatiens_glandulifera_C2__Lp_1"	"Impatiens_glandulifera_C2__Lp_2"	"Impatiens_glandulifera_C2__Pp_3"	"Impatiens_glandulifera_C2__Pp_4"	"Impatiens_glandulifera_C2__Ep_5"	"Impatiens_glandulifera_C2__Lp_6"	"Impatiens_glandulifera_C2__Lp_7"	"Impatiens_glandulifera_C2__Pp_8"	"Impatiens_glandulifera_C2__Pp_9"	"Impatiens_glandulifera_C2__Lp_10"	"Impatiens_glandulifera_C2__Lp_11"	"Impatiens_glandulifera_C2__Pp_12"	"Impatiens_glandulifera_C2__Pp_13"	"Impatiens_glandulifera_C2__Pp_14"	"Impatiens_glandulifera_C2__Lp_15"	"Impatiens_glandulifera_C2__Lp_16"	"Impatiens_glandulifera_C2__Pp_17"	"Impatiens_glandulifera_C2__Pp_18"
10.68	7.32	27.4	7	16.45	22.21	29.95	28.88	6.9	18.24	13.18	24.51	16.48	10.97	27.66	9.02	15.25	15.15	13.72	24.71	29.06	46.82
9.86	6.92	26.24	6.2	16.24	21.05	29.52	28.34	6.66	18.17	12.57	23.84	15.62	10.4	27.53	8.29	14.46	14.77	12.85	24.79	28.58	46.2
10.72	8.04	28.23	6.91	17.18	22.5	30.41	29.5	7.56	18.73	13.47	25.27	16.72	11.42	28.36	9.3	15.68	15.45	13.88	25.93	29.69	47.28
9.21	6.14	25.9	5.65	15.69	20.46	29.15	27.75	6.27	17.47	11.96	23.84	15.52	9.94	27.09	7.94	13.95	14.19	12.21	23.39	28.18	45.09
10.17	7.24	26.74	6.34	16.85	21.97	29.66	29.26	6.68	18.46	12.95	24.47	16.15	10.79	27.56	8.73	15.06	15.42	13.02	24.28	29.52	46.44
9.75	6.84	26.89	6.38	16.17	21.39	29.09	28.37	6.84	17.97	12.68	23.84	16.16	10.67	27.37	8.33	14.93	14.72	13.16	24.22	28.36	45.59
10.31	7	27.59	6.47	16.42	21.52	29.45	28.6	6.77	18.46	13.12	24.08	15.94	10.83	27.54	8.58	14.55	15.44	13.24	24.31	28.86	46.12
9.51	6.64	26.2	5.71	16.07	21.45	29.21	27.8	6.23	17.55	12.47	23.89	15.46	10.25	27.13	8.34	14.51	14.54	12.35	24.04	28.22	45.85
10.03	6.48	27.12	6.06	16.43	21.33	29.36	28.79	6.63	17.82	13.06	24.4	16.29	10.81	27.67	8.76	15.01	14.69	12.8	25.01	28.43	46.16
9.78	7.1	26.69	6.61	16.46	21.49	29.48	28.41	6.99	18.16	12.85	24.48	16.66	11.2	27.19	8.93	15.18	15.65	13.13	24.1	28.85	46.08
9.71	7.07	26.87	6.55	16.68	21.72	29.56	28.22	6.63	18.45	12.97	24.5	16.04	10.63	27.42	8.88	14.95	14.94	13.03	24.69	29.05	46.93
10.37	7.42	27.1	6.83	17.33	21.74	29.79	29.03	7.18	18.88	13.45	25.06	16.71	11.27	28.47	9.32	15.72	15.51	13.67	24.89	29.29	47.75
10.36	6.92	27.37	6.43	16.9	21.99	29.97	28.87	6.9	18.73	13.26	24.92	16.46	11.13	28.06	9.01	15.13	15.71	13.39	25.04	29.43	48.08
10.42	6.46	26.85	6.41	16.41	21.67	29.96	29.28	6.81	18.69	13.41	24.85	16.11	10.98	28.12	8.86	15.34	15.65	13.5	25.15	29.38	47.21
10.14	7.01	27.37	6.2	16.73	22.07	30.24	29.39	6.67	18.96	12.98	25.69	16.52	11.05	28.16	8.91	15.34	15.94	13.52	25.22	29.78	48.3
9.85	7	27.79	6.2	16.72	22.17	29.82	29.49	6.63	18.85	12.91	24.85	16.46	10.68	28.58	8.73	15.06	14.96	13.28	25.15	29.92	48.63
9.9	6.62	27.28	6.23	16.45	21.77	29.59	29.26	6.7	18.43	13.29	24.99	16.57	11.07	27.99	9.1	15.23	14.86	13.77	24.92	29.78	48.34
11.59	7.8	28.36	7.1	17.56	23.45	30.56	30.11	8.08	19.75	14.15	26.22	17.52	11.85	29.32	9.93	16.33	16.54	14.43	25.86	30.36	49.75
10.38	7.42	28.01	6.47	16.75	22.48	30.05	29.81	6.92	19.17	13.68	25.7	17.06	11.03	28.65	9.06	16.01	16	13.86	25.49	29.56	48.81
10.11	7.3	27.95	6.53	16.86	22.23	30.13	29.4	6.8	18.97	13.1	25.13	16.61	11.28	27.87	9.07	15.43	15.62	13.49	25.7	29.42	48.58
10.27	7.65	28.12	6.84	17.45	22.21	29.81	29.28	7.07	18.85	13.29	25.75	17.19	11.32	28.25	9.69	15.58	15.9	14.18	25.74	29.96	48.83
9.98	6.98	27.71	6.13	17.12	22.93	31.02	30.09	6.75	19.12	13.94	25.94	17.08	11.14	29.5	9.18	16.05	15.43	14.24	25.87	30.65	50.46
10.6	7.13	28.66	6.15	17.21	22.77	30.81	30.23	6.76	19.63	14.24	26.51	17.17	11.67	29.08	9.06	15.87	16.32	14.2	26.07	30.54	49.92
9.98	7.14	27.89	6.36	17.27	22.89	30.99	29.99	6.85	19.53	14.04	25.9	17.4	11.41	29.29	9.29	15.62	16.11	13.93	25.91	31.09	50.31
10.84	8	29.08	7.46	18.03	23.36	31.58	30.33	7.62	20.49	14.68	27.15	17.67	11.74	29.51	9.83	16.7	16.6	15.11	26.65	31.58	51.2
10.56	7.42	28.4	6.36	17.18	22.76	30.91	29.77	7.03	19.84	13.16	26.32	17.21	11.42	28.84	9.49	15.98	15.9	13.83	25.82	30.54	50.33
9.76	6.57	28.82	6.08	17	22.7	31.01	30.57	7.16	19.51	13.23	26.47	16.84	11.14	29.74	9.04	15.48	15.64	13.93	25.86	30.75	50.83
10.01	6.79	27.99	6.28	16.89	22.32	30.34	29.25	6.74	18.97	13.66	25.86	17.06	11.26	28.67	9.04	15.84	15.85	14.16	25.56	30.29	50.08
9.9	7.02	28	6.66	17.24	23.05	30.67	30.06	6.65	19.63	14.09	26.3	17.09	11.5	29.62	9.34	16.01	15.97	14.29	26.12	30.62	51.75
11.21	7.5	28.8	6.71	17.63	23.73	31.98	31.09	7.49	20.16	14.51	27.07	17.73	12.4	29.57	9.58	16.31	16.99	15.17	26.69	31.9	52.05
9.61	6.83	27.76	5.9	16.82	23	30.52	30.02	6.28	19.7	13.8	25.89	16.8	11.45	29.38	9.27	16.15	15.92	13.97	25.97	30.76	51.28
11.14	8.09	28.79	7.52	18.05	24.02	32.13	32.11	8.3	21.23	14.82	27.58	18.3	12.12	30.49	10.43	17.06	17.35	15.59	27.44	32.54	52.6
11.21	8.12	29.3	7.62	18.56	24.06	32.26	31.66	8.19	20.78	15.04	27.7	18.64	12.09	30.81	10.47	17.4	17.34	15.72	27.24	32.46	52.69
9.8	6.63	28.73	5.65	17.46	23.22	31.89	31.26	6.55	20.08	14.42	27.35	17.65	11.14	30.24	9.04	16.12	16.03	14.37	26.36	31.98	52.73
9.4	6.49	28.34	5.35	16.77	23.05	31.07	30.56	6.28	19.79	13.75	26.48	17.15	10.96	29.28	8.57	15.54	15.77	13.53	25.92	31.52	52.63
10.62	7.52	27.7	6.63	17.41	23.64	30.92	30.36	7.88	20.04	14.6	26.88	17.74	11.88	29.39	9.95	16.75	16.77	14.76	26.75	31.44	51.12
11.02	8.27	29.32	7.67	18.28	24.15	32.54	32.02	8.38	20.91	15.34	27.8	18.93	12.26	30.48	10.86	17.33	17.42	15.46	27.8	32.79	53.65
10.12	6.64	28.96	6.03	17.53	23.23	32.01	31.53	6.76	19.98	14.26	28	17.82	11.67	31.06	8.76	16.52	16.23	14.83	26.85	32.09	54.58
10.59	8.12	29.35	6.67	18.38	24.44	33.27	31.74	7.54	21.14	14.95	28.34	18.52	12.2	30.79	10.25	16.85	17.01	15.44	27.15	32.99	53.6
10.99	8.07	29.47	7.26	18.39	24.64	32.67	31.73	8.4	20.98	15.4	27.55	18.56	12.33	30.78	10.22	17.41	17.61	15.61	27.39	32.83	53.76
10.5	6.73	29.24	6.31	18.21	23.99	32.65	31.34	7.21	20.46	14.55	27.18	18.09	11.63	30.44	10.04	16.78	16.99	15.3	27.07	32.56	53.54
11.12	7.68	29.49	6.86	18.25	24.1	32.46	31.43	8.04	20.71	15.23	27.97	18.7	12.65	30.94	10.46	16.92	17	15.36	27.4	32.35	53.63
11.48	7.67	30.24	7.09	18.59	25.05	33.37	32.39	7.81	21.48	15.18	28.36	19.01	12.84	31.56	10.5	17.72	17.74	16.02	27.83	33.3	55.64
11.66	8.6	30.77	7.44	19.29	25.47	34.01	32.73	8.68	22.24	16.07	29.46	19.44	13.15	31.7	10.71	18.27	18.17	16.32	28.49	34.32	55.29
10.58	7.42	29.16	6.52	18.05	24.88	32.86	32.49	7.52	20.72	14.53	28.17	18.23	12.55	30.96	9.9	17.25	17.27	15.3	27.36	32.63	55.54
10.49	6.91	29.14	6.16	17.83	24.1	32.53	31.35	6.86	20.36	14.41	27.56	17.9	11.7	30.57	9.93	16.93	16.66	15.14	27.1	32.42	54.37
11.34	8.2	30.08	7.23	18.68	25.83	33.81	32.1	7.86	21.56	15.66	28.98	18.71	13.14	30.9	10.77	17.43	17.52	16.34	28.25	34.22	55.25
9.99	6.68	29.3	6.34	17.29	24.08	32.7	31.9	6.79	21.06	14.71	28.49	18.35	11.66	31.13	9.86	16.88	16.86	15.29	27.09	32.84	55.43
11.92	7.96	30.21	7.25	18.84	25.45	32.96	32.64	8.2	22.24	16.11	29.27	19.17	13.3	32.22	11.02	18.3	18.09	16.39	27.88	33.98	54.94
11.89	8.74	29.7	7.66	19.32	25.5	33.15	32.64	8.36	22.12	15.88	29.01	19.02	13.2	31.46	11.29	18	18.16	16.32	28.41	33.28	54.39
11.94	8.31	30.18	7.08	19.27	25.49	33.8	33.47	8.43	22.29	16.75	29.23	19.5	12.93	32.08	10.92	18.38	18.37	16.67	28.59	34.39	56.7
12.31	9.39	30.45	8.25	19.5	25.94	34.1	33.31	8.89	22.55	17.08	29.92	20.38	14.03	31.94	11.69	18.68	18.83	17.54	28.53	34.61	55.89
11.63	8.2	30.08	7.07	19.16	25.53	34.11	33.16	7.86	21.78	16.1	29.59	19.25	13.03	31.86	10.77	17.74	18.32	16.36	28.01	34	56.08
9.74	6.86	28.69	5.65	17.84	24.06	32.17	32.33	6.55	20.97	14.61	28.53	17.94	11.8	30.51	9.53	17.23	17.38	15.4	27.3	33.81	55.15
11.42	8.12	29.23	6.41	18.8	24.99	33.23	32.56	8.24	21.94	15.48	29.18	19.04	13.19	31.61	10.79	18.03	17.98	16.48	27.88	33.95	55.49
11.29	8.12	30.06	7.24	19.12	25.51	33.23	32.48	8.29	21.76	16.48	29.67	19.68	13.15	31.23	10.7	17.95	18.04	16.45	27.79	33.74	55.55
11.89	8.45	30.58	7.48	19.59	25.92	33.93	33.81	8.15	22.6	16.44	30.42	19.88	13.47	32.18	11.01	18.24	18.81	17.14	28.58	35.22	57.07
11.12	8.19	29.15	6.71	18.62	24.43	32.9	32.18	8.63	21.97	16.11	28.71	19.18	12.95	30.33	10.54	17.6	18.01	15.91	27.02	32.85	53.93
12.67	9.51	30.95	8.25	20.33	26.8	35.08	34.64	9.35	23.66	17.51	31.08	20.73	14.35	32.42	12.06	19.71	19.5	17.56	29.36	35.25	56.95
11.81	8.42	30.65	7.39	20.26	26.76	35.27	34.56	8.74	23.36	16.82	30.99	20.56	14.01	32.66	10.91	18.32	19.52	17.26	29.11	35.77	57.76
11.48	7.77	29.61	6.46	19.33	25.32	33.83	32.93	8.17	21.89	16.2	29.79	19.16	13.3	31.68	10.73	17.96	18.25	16.53	27.77	34.62	55.3
12.29	9.09	30.48	7.92	20.15	26.56	34.71	33.69	9.13	22.89	17.18	30.77	20.76	13.93	32.02	11.88	18.95	19.42	17.47	28.82	34.85	56.14
10.79	7	29.82	6.28	18.64	25.6	34.17	33.08	7.3	21.99	15.59	29.69	19.32	12.97	31.58	10.33	17.74	17.78	15.79	28.06	34.76	56.64
11.81	8.21	29.6	7.02	18.93	25.6	33.58	32.88	8.28	22.35	16.24	29.98	19.72	13.63	31.23	11.59	18.3	18.23	16.74	28.04	34.56	55.94
12.45	9.25	31.66	8.45	20.38	26.44	34.78	33.81	10.02	23.77	17.18	31.12	20.83	14.7	32.7	12.39	19.35	19.41	17.83	29.02	35.39	57.47
11.31	7.79	30.19	6.6	19.29	26.54	33.87	33.25	8.27	22.88	16.18	29.98	19.34	13.54	32.03	11.12	17.96	18.21	16.58	28.71	34.59	57.8
11.77	8.04	30.22	6.88	19.33	25.74	34.66	32.88	8.65	22.53	16.66	30.19	19.46	13.79	32.44	11.02	18.31	18.74	16.65	28.59	34.48	57.89
11.28	8.49	30.06	6.97	19.58	26.31	33.97	33.83	8.39	22.71	16.69	30.7	20.23	13.35	32.38	11.52	18.61	19.07	17.04	28.69	35.17	57.16
10.86	7.84	30.36	6.59	19.22	25.86	34.26	33.37	7.96	22.6	16.72	31.23	20.17	12.99	32.59	11.25	18.45	18.45	16.63	29.19	35.69	57.3
10.68	7.25	29.37	5.87	18.8	25.73	33.38	32.61	7.47	22.17	15.76	29.68	19.28	13.29	31.01	10.34	17.57	17.92	15.94	27.9	34.49	56.57
11.35	8	30.46	6.97	19.86	26.49	34.48	33.97	8.55	23.47	17.17	31.17	20.21	13.66	32.56	11.59	19.03	18.5	17.59	28.67	35.42	57.73
11.57	8.7	31.54	7.36	20.17	27.1	34.91	34.17	8.92	23.73	17.06	31.47	20.78	14.71	32.63	11.58	18.43	19.4	17.3	29.11	35.79	58.56
11.97	8.57	31.08	7.39	20.44	26.92	35.04	34.64	9.38	24.17	17.34	31.81	21.07	14.54	33.03	12.02	19.2	20.15	18.11	29.51	36.53	59.8
12.33	9.01	31.05	7.32	20.89	27.52	34.97	34.88	9.6	23.94	17.67	31.18	21.21	14.33	32.83	12.06	19.18	19.47	17.77	29.06	36.14	59.3
12.23	8.26	31.72	6.69	20.44	27.47	35.89	35.64	9.11	24.67	17.51	32.71	20.9	14.59	33.98	11.86	19.68	19.77	18.42	29.5	37.32	59.96
11.08	8.02	30.35	6.04	19.83	26.8	34.8	34.23	8.33	22.95	16.8	31.89	20.57	13.82	32.76	11.48	17.92	19.02	17.19	28.56	35.65	59.05
11.62	8.05	30.82	6.77	19.94	26.41	35.41	35.24	8.64	23.57	17.04	31.75	20.28	13.84	32.84	11.4	19.46	19.08	17.62	28.67	36.96	59.19
12.17	8.76	31.79	6.61	21.05	27.37	36.5	35.06	9.03	24.15	17.73	32.13	21.4	14.96	33.43	11.96	20	19.85	18.36	29.44	36.77	59.58
13.07	9.35	31.83	7.56	21.58	28.57	36.39	35.31	9.84	24.98	18.4	33.4	21.78	15.4	33.49	12.62	20.69	20.54	18.77	29.18	37.52	59.67
12.74	9.33	32.23	7.69	22.04	28.37	38.05	35.84	9.68	24.96	18.48	34.26	22.77	15.53	33.85	12.77	20.76	21.1	18.5	29.44	38.74	60.12
11.68	8.11	30.04	6.53	20.24	27	35.33	33.71	8.76	23.65	17.01	32.03	20.85	13.71	31.59	11.43	19.33	19.46	16.84	26.91	35.8	57.4
11.19	7.61	29.61	5.72	19.87	26.59	34.95	33.31	8.62	23.11	16.55	31.68	20.22	13.64	31.19	11.05	18.65	18.99	16.48	27.21	35.83	57.33
11.44	7.83	29.51	6.16	20.09	26.13	34.67	32.78	8.6	23.16	16.98	31.03	20.03	14.21	31.1	11.36	18.04	18.89	17.04	27	35.27	55.32
10.83	7.63	29.16	6.33	19.54	25.96	33.7	32.92	8.46	22.69	17.04	30.55	19.97	13.51	31	11.1	18.56	18.24	16.19	26.62	35.17	55.5
11.63	8.23	30.23	6.51	19.6	26.97	34.52	34.15	9.01	23.63	17.63	31.55	20.71	14.11	32.05	12.07	19.09	19.28	16.98	28.07	36.12	57.38
10.75	7.26	29.65	6.01	19.99	26.93	34.6	33.91	8.65	23.61	16.86	31.62	20.04	13.93	32.36	11.47	18.59	19.15	17.02	28.22	36.24	58.24
11.94	8.76	30.63	7.54	20.85	27.75	34.67	35.14	9.39	23.97	18.09	32.43	21.01	14.97	32.81	12.8	19.61	19.73	18.43	29.55	36.41	59.1
10.04	6.46	29.27	5.18	18.44	25.97	34.3	33.52	7.56	22.57	16.01	31.11	19.28	13	31.61	10.52	18.27	18.38	16.73	27.22	35.09	58.48
9.52	6	29.18	4.62	18.92	25.45	34.05	33.56	7	23.22	16.42	30.84	19.14	12.65	31.76	10.33	18.03	18.17	16.37	27.99	35.3	59.8
11.57	8.14	30.76	6.95	20.84	27.17	35.8	35.03	9.07	24.15	18.02	33.16	21.21	14.13	32.64	12.1	19.53	19.61	18.45	29.38	37.31	60.14
11.12	7.74	30.11	5.89	19.16	26.97	34.13	33.78	8.31	22.97	17.32	31.3	19.13	14.27	32.28	11.59	18.61	18.99	17.79	28.63	36	59.01
11.81	9.06	30.88	6.79	20.52	27.29	35.15	34.51	9.36	24.26	17.96	31.9	20.87	14.38	32.85	12.34	19.54	19.85	18.28	28.68	36.4	59.6
12.54	8.62	31.93	7.28	20.99	28.42	36.22	36.15	9.55	25.68	19.02	33.44	22.11	15.36	34.37	13.11	20	20.64	19.46	30.86	38.57	62.61
10.81	7.82	31.06	6.08	20.71	27.79	35.81	35.31	8.48	24.64	17.48	32.68	20.6	13.96	33.4	12	19.35	19.25	18.28	29.73	36.73	62.27
11.71	7.9	31.19	6.91	20.42	28.2	36.26	35.23	8.98	24.76	18.27	32.95	20.89	14.69	33.55	12.4	19.44	20.21	19.09	29.81	38.37	62.41
11.27	7.93	31.23	6.1	20.27	27.82	35.18	34.65	8.08	24.25	17.76	31.67	20.35	14.32	33.08	11.36	18.59	19.62	18.25	29.04	37.19	60.81
12.84	9.11	31.74	6.9	21.99	28.76	37.38	36.52	10.22	26.12	19.76	34.56	22	15.97	34.12	13.36	20.81	21.42	19.73	30.78	38.79	63.38
12.52	9.04	31.42	7.12	22.31	29.59	36.81	36.68	9.65	25.57	18.86	33.94	22.09	15.43	34.62	13.01	20.88	20.78	19.63	31.14	39.15	63.94
12.42	8.96	32.57	7.46	21.28	29.37	37.1	36.72	10.08	26.15	19.32	34.86	22.15	15.93	35.04	13.64	21.21	20.95	20.09	31.64	39.43	64.61
14.18	10.69	33.69	8.95	23.12	30.25	38.79	37.81	11.57	27.52	20.67	36.31	23.53	17.17	36.8	15.05	22.02	22.31	21.46	32.76	40.51	66.21
11.97	9.13	32.13	6.74	21.25	28.6	37.49	36.01	9.76	25.92	18.83	34.5	22.31	15.56	34.48	12.52	20.26	20.37	19.3	30.58	38.97	64.09
12	8.84	31.97	7.27	21.23	28.28	35.97	35.42	10	24.77	19.07	33.68	21.65	15.13	33.71	12.82	19.71	19.94	19.46	30.54	38.41	62.46
13.36	9.54	33.24	8.08	22.76	30.25	38.77	37.79	10.27	26.88	21.02	35.91	23.09	16.57	36.91	14.42	21.9	22.38	21.11	32.24	41.12	65.79
13.56	9.66	32.64	7.89	21.99	30.08	37.63	37.15	10.13	26.22	20.1	35.43	22.78	16.3	35.76	14.43	22.08	22.36	20.66	32.41	40.22	65.05
12.96	9	33.25	7.75	22.58	30.05	39.15	37.36	10.17	26.82	20.24	35.98	22.97	16.62	36.16	13.83	21.68	21.68	20.91	32.2	39.93	66.85
12.41	8.61	33.05	7.14	22.22	29.97	38.8	37.65	10.14	26.8	20	35.95	22.88	16.23	36.66	13.55	21.22	22.01	20.36	32.2	40.51	66.51
12.58	9.28	32.08	7.15	21.56	29.36	37.57	36.89	10.11	26.33	19.57	35.03	21.99	15.81	35.51	13.31	20.73	21.74	20.7	31.74	40.15	65.07
12.72	8.09	32.68	6.56	21.73	29.29	37.44	37.29	10.7	26.43	19.59	35.48	22.19	15.38	35.42	13.12	20.55	21.13	19.74	31.51	39.4	65.02
12.47	8.85	32.16	7.11	22.38	29.87	37.83	37.17	9.83	26.77	19.6	35.52	22.79	16.71	34.8	13.57	20.85	21.11	20.23	31.13	40.26	64.99
13.34	9.44	34.41	7.87	23.16	31.06	39.98	38.3	10.89	28.15	20.59	36.94	23.89	17.28	36.28	14.66	22.92	22.1	21.95	32.98	41.49	67.71
12.8	9.81	33.68	7.75	22.48	30.97	38.72	38.43	10.82	28	21.28	36.85	23.84	17.02	35.57	14.06	22.32	22.7	20.82	31.75	41.51	66.41
12.16	8.81	31.57	6.96	21.73	29.22	37.26	35.89	9.8	25.99	19.76	35.26	22.32	15.26	34.37	13.99	20.86	21.22	20.02	30.33	39.09	64.31
13.21	9.74	33.22	7.97	23.1	30.83	38.02	37.54	11.25	27.25	20.62	36	23.83	16.72	35.75	14.02	21.77	22.53	21.45	32.17	40.65	65.91
12.54	8.29	33	6.52	22.76	30.24	39.54	38.31	9.89	27.62	20.3	36.37	23.07	15.8	36.27	14.57	21.8	22.04	20.99	31.8	40.96	67.88
13.53	9.81	33.57	7.9	22.8	30.08	38.09	37.86	10.91	27.11	21.12	36.07	23.9	17.91	35.53	14.37	21.53	22.74	21.08	32.1	40.95	65.67
14.41	10.66	33.19	8.51	22.99	31.48	38.32	38.03	11.49	27.62	20.93	36.67	24.19	17.59	36.07	15.22	21.82	22.45	21.74	32.85	40.83	65.23
12.01	8.44	32.11	6.6	22.31	29.62	37.91	37.66	9.98	26.53	19.85	35.81	22.32	16.14	35.3	14.17	21.7	21.6	20.34	31.46	40.46	66.49
12.54	8.8	31.92	6.97	22.16	30.44	38.05	37.76	10.16	27.29	20.5	35.74	22.98	16.17	35.73	13.98	21.61	21.87	20.86	31.63	40.6	67.58
12.41	8.85	32.56	7.13	22.24	30.17	38	37.67	10.02	26.89	20.36	36.29	23.15	16.15	35.32	13.75	21.62	21.39	21.28	31.84	40.41	66.55
11.76	8.3	31.86	6.16	21.27	29.25	37.97	36.26	9.44	25.44	19.17	35.23	22.14	14.66	35.03	13.13	20.2	21.04	19.8	31.02	39.77	66.78
14.26	10.32	33.98	8.23	23.6	31.59	39.72	38.8	11.12	27.91	22.09	38.06	24.41	17.88	37.7	15.11	23.02	23.28	22.03	33.26	42.54	68.74
12.85	9.08	32.08	6.28	22.1	31.07	37.95	38.27	9.61	27.68	20.43	36.68	24.04	16.24	35.9	13.78	21.32	21.81	21.4	32.38	42.09	67.5
11.84	7.67	32.1	6.08	21.91	30.67	38.69	37.66	9.81	27.48	20.28	36.51	22.85	15.97	36.15	13.13	21.21	21.67	20.98	31.75	41.96	69.49
12.35	9.4	32.57	6.84	22.25	30.13	38.33	37.93	10.1	27.12	20.73	36.42	22.49	16.33	35.63	14.65	21.31	22.25	20.68	31.76	40.42	66.95
12.3	8.68	32.32	6.3	22.16	30.58	38.57	38.65	10.03	27.13	20.76	36.08	23.89	16.13	35.6	13.98	21.74	22.43	21.09	31.85	41.44	69.24
13.96	10.39	33.74	7.48	23.29	31.32	39.3	38.87	11.08	28.38	22.44	38.23	24.31	17.64	37.61	15.24	22.39	23.77	22.82	33.55	41.76	68.23
14.05	10.51	32.69	8.1	23.66	31.59	38.39	38.26	11.53	27.82	21.3	36.91	23.82	17	35.53	15.66	22.93	23.07	22.12	32.62	41.5	67.35
12.31	8.61	32.1	6.38	22.12	30.48	37.81	37.23	9.69	27.43	20.08	35.95	23.24	16.54	34.93	13.64	21.14	21.66	21.09	32.06	40.8	67.21
13.85	9.2	34.18	7.77	23.64	33.06	40.78	39.38	10.55	28.55	21.99	38.24	24.7	17.71	37.38	14.67	22.83	22.92	22.52	33.41	42.52	70.53
13.48	10.29	34.82	7.83	24.73	32.81	40.51	39.77	11.09	29.07	21.97	39.27	24.9	17.66	38.29	15.47	22.89	24	23.73	34.43	43.73	72.16
12.4	9.24	32.94	6.41	22.75	31.65	39.25	38.14	10.23	27.46	20.91	36.99	23.2	16.85	36.29	14.13	21.78	21.71	21.27	32.49	41.52	68.66
13.67	9.74	32.16	7.41	23.03	31.36	38.53	38.51	10.86	28.38	21.1	37.05	23.86	17.41	35.99	14.85	22.12	23.25	22.25	33.08	42.18	68.33
12.61	9.09	33.29	6.8	22.47	31.66	38.9	39.51	10.72	27.93	21.06	37.84	23.49	17.25	36.41	14.45	22.31	22.4	21.74	32.32	41.78	69.62
13.99	10.26	33.95	7.85	23.2	32.11	39.19	39.06	11.79	28.44	21.44	37.38	24.66	18.3	36.84	15.53	22.39	22.9	21.86	32.95	41.68	68.94
13.77	9.88	33.39	7.69	23.79	33.03	39.91	39.42	11	28.6	21.52	38.16	25.2	17.67	37.54	15.57	23.11	23.42	22.75	32.98	42.82	71.5
13.35	9.86	32.95	7.48	23.11	31.94	38.91	38.74	10.78	27.77	21.61	37.69	23.98	17.52	36.44	14.67	22.66	22.49	22.28	32.35	41.53	68.73
11.9	8.24	32.45	6.87	22.72	31.12	38.75	37.85	9.82	27.82	20.5	37.28	23.19	16.81	35.95	14.28	21.9	21.99	21.2	31.44	41.65	68.51
13.78	10.11	33.84	7.74	23.7	32.37	40.82	40.33	11.04	28.68	22.54	39.29	24.37	17.86	37.83	15.62	23.82	24.22	23.1	33.98	42.96	70.48
12.74	8.57	32.65	6.6	23.19	31.19	39.4	38.28	10.27	27.71	21.12	37.34	23.76	16.8	35.58	14.54	22.02	23.21	21.39	30.79	41.98	67.96
13.26	9.83	32.81	7.26	23.76	32.25	39.33	39.25	10.94	28.96	21.62	37.88	23.98	18.27	36.34	15.23	22.98	23.37	22.32	32.8	42.77	69.49
12.94	9.26	32.89	6.69	23.44	31.92	39.28	39.21	10.4	29.01	21.31	37.73	24.7	17.81	36.85	14.82	22.74	23.63	22.44	32.3	42.66	68.97
12.08	8.33	33.24	6.31	23.16	31.21	39.49	38.56	10.28	28.41	21.55	38.65	23.48	16.93	36.69	14.94	22.39	22.48	21.3	32.04	42.7	70.09
12.41	9.36	34.1	6.78	23.8	32.36	39.77	39.92	10.79	28.82	21.67	39.01	24.64	17.25	36.64	15.03	22.37	22.65	21.52	32.13	43.89	70.47
12.7	8.9	31.55	6.5	22.87	31.56	39.9	38.28	10.37	28.37	20.64	38.06	24.02	17.33	36.02	14.28	22.19	22.47	21.07	31.48	42.73	67.56
13.21	9.24	32.47	7.3	23.61	32.08	40.36	38.48	11.21	28.51	21.63	38.24	24.2	17.28	35.91	14.69	22.23	23.72	20.96	31.31	42.66	67.81
12.95	9.35	32.98	7	24.06	31.73	39.88	38.53	11.23	28.3	21.58	38.12	23.99	17.36	35.42	15.11	22.57	23.21	21.5	31.22	42.91	67.69
12.1	8.87	31.86	6.17	22.84	30.81	38.54	37.97	10.82	28.13	20.89	37.34	23.13	16.34	35.13	14.25	22.21	22.52	21.27	30.84	41.83	66.48
11.86	8.86	31.01	6.51	22.48	30.13	37.63	36.58	10.46	26.63	20.8	36.36	23.14	16.32	33.95	14.06	21.18	21.76	20.51	30.36	40.27	64.05
13.74	9.99	32.48	8.25	23.63	31.42	39.64	38.18	11.31	28.18	22.35	37.53	24.08	18.1	35.69	15.63	22.47	23.14	22.1	31.87	42.24	66.92
11.74	8.14	31.2	6.07	21.84	30.51	37.75	36.87	9.95	26.93	20.48	36.76	22.06	15.33	34.01	13.78	20.83	21.67	20.8	30.58	41.23	66.48
13.32	9.62	33.02	7.7	23.16	31.79	39.65	38.7	11.15	28.45	21.79	38.04	24.08	17.32	36.32	15.35	22.45	23.4	22.46	32.74	42.93	69.9
13.73	9.87	34.6	8.05	24.87	33.46	41.06	40.82	11.38	30.25	22.43	39.88	25.09	18.93	38.22	16.36	23.52	24.5	23.62	35.17	45.05	73.35
13.02	9.25	33.04	6.88	23.37	32.48	39.69	39.79	11.63	28.84	22.19	39.25	24.43	17.09	36.97	15.31	22.63	23.7	22.34	32.78	43.64	71.58
11.63	8.22	32.61	6.1	22.84	32.74	38.9	38.89	10.05	28.01	20.95	37.5	23.61	15.91	36.3	14.55	21.82	22.14	21.35	32.56	42.42	71.46
