"Buddleja_davidii_C2__P_1"	"Buddleja_davidii_C2__P_2"	"Buddleja_davidii_C2__P_3"	"Buddleja_davidii_C2__P_4"	"Impatiens_glandulifera_C2__Lp_1"	"Impatiens_glandulifera_C2__Lp_2"	"Impatiens_glandulifera_C2__Pp_3"	"Impatiens_glandulifera_C2__Pp_4"	"Impatiens_glandulifera_C2__Ep_5"	"Impatiens_glandulifera_C2__Lp_6"	"Impatiens_glandulifera_C2__Lp_7"	"Impatiens_glandulifera_C2__Pp_8"	"Impatiens_glandulifera_C2__Pp_9"	"Impatiens_glandulifera_C2__Lp_10"	"Impatiens_glandulifera_C2__Lp_11"	"Impatiens_glandulifera_C2__Pp_12"	"Impatiens_glandulifera_C2__Pp_13"	"Impatiens_glandulifera_C2__Pp_14"	"Impatiens_glandulifera_C2__Lp_15"	"Impatiens_glandulifera_C2__Lp_16"	"Impatiens_glandulifera_C2__Pp_17"	"Impatiens_glandulifera_C2__Pp_18"
4.03	2.69	11	3.74	6.5	8.44	11.65	11.07	2.08	5.13	5.28	7.78	4.33	3.39	11.87	2.81	4.17	5.01	5.44	12.87	9.09	15.21
4.15	2.79	11.2	3.49	6.98	8.72	12.02	11.38	2.26	5.5	5.39	8.12	4.39	3.65	12.1	2.74	4.25	5.18	5.5	13.34	9.46	15.34
3.74	2.57	10.58	3.45	6.47	8.35	11.77	10.87	1.93	5.11	5.17	7.58	4.01	3.18	11.88	2.59	4.24	4.88	5.22	12.75	9.31	14.83
3.93	2.51	10.4	3.47	6.41	8.33	11.8	11.28	1.97	5.19	5.22	7.57	4.05	3.23	11.96	2.51	4	4.83	5.29	12.99	9.14	15.23
4.08	2.87	10.78	3.57	6.81	8.75	12.31	11.48	2.37	5.51	5.41	7.99	4.31	3.53	12.31	2.76	4.49	5	5.59	13.45	9.58	15.71
4.06	2.63	11.14	3.53	6.82	8.89	12.28	11.24	2.29	5.22	5.45	8.04	4.44	3.43	12.36	2.6	4.38	5.02	5.45	13.2	9.45	15.59
3.74	2.45	10.55	3.33	6.63	8.49	11.85	11.23	1.91	5.15	5.03	7.65	4.26	3.19	11.92	2.37	3.96	4.86	5.27	13.17	9.44	15.66
3.73	2.4	11.07	3.31	6.67	8.56	12.34	11.48	1.97	5.21	5.23	8.01	4.11	3.25	12.54	2.43	4.35	5.07	5.38	13.38	9.64	16.02
4.13	2.77	11.15	3.63	6.87	9.02	12.49	11.78	2.23	5.68	5.55	8.39	4.64	3.68	12.6	2.73	4.52	5.07	5.7	13.55	10.09	16.44
4.24	2.94	11.41	3.98	7.3	9.35	12.82	12.08	2.42	5.89	5.74	8.68	4.77	3.91	12.86	3.03	4.87	5.49	5.94	13.79	10.37	16.82
4.08	2.54	10.97	3.52	6.71	8.82	12.18	11.76	2.09	5.31	5.26	8.18	4.24	3.29	12.59	2.75	4.31	5.01	5.35	13.54	9.65	16.26
4.36	2.79	11.56	3.67	7.33	9.31	12.69	12.33	2.34	5.81	5.63	8.63	4.89	3.81	12.96	3.23	4.7	5.53	5.75	13.93	10.17	16.59
3.42	2.15	10.85	3.08	6.78	8.73	12.32	11.75	1.71	5.16	4.97	7.76	4.11	3.02	12.37	2.2	4.13	4.76	5.14	13.09	9.59	16.25
3.58	2.28	11.24	3.15	6.66	8.51	12.7	11.7	1.63	5.19	4.97	8.02	4.32	3.07	12.45	2.31	4.04	4.81	5.16	13.37	9.8	16.33
4.03	2.77	11.53	3.72	7.34	9.46	13.44	12.68	2.08	6.01	5.69	8.85	4.74	3.6	13.44	2.76	4.87	5.39	5.85	14.04	10.65	17.48
3.7	2.41	11.47	3.13	6.91	9.2	12.78	12.05	1.94	5.49	5.37	8.4	4.45	3.4	13.16	2.49	4.4	5.25	5.48	13.75	10.29	17.07
3.63	2.54	11.05	3.45	6.98	9.1	12.87	11.83	2.11	5.65	5.37	8.23	4.63	3.57	13.06	2.59	4.51	5.22	5.64	13.58	10.29	17.05
4.03	2.4	11.21	3.59	7.24	9.22	13.13	12.27	2.12	5.61	5.5	8.45	4.65	3.6	13.05	2.67	4.53	5.26	5.36	13.72	10.26	17.25
3.83	2.23	11.14	3.11	7.15	9.26	13.14	12.33	1.96	5.83	5.4	8.57	4.66	3.59	13.23	2.59	4.59	5.28	5.45	13.73	10.62	17.35
4.06	2.73	11.52	3.51	7.21	9.29	13.43	12.58	2.24	6.08	5.72	8.64	4.95	3.9	13.52	2.8	4.92	5.46	5.73	13.81	10.85	17.7
4.26	2.92	11.97	3.62	7.64	9.57	13.87	13.09	2.53	6.39	5.74	9.34	5.18	4.13	13.64	3.12	5.29	5.81	6.14	14.63	11.28	18.19
3.97	2.21	11.17	3.22	7.15	9.13	13.33	12.55	2.07	5.85	5.45	8.64	4.6	3.6	13.47	2.72	4.52	5.36	5.71	13.87	10.63	17.66
4.64	2.88	12.05	3.96	7.72	9.96	14.1	13.2	2.52	6.35	6.18	9.71	5.29	4.29	14.15	3.38	5.42	5.94	6.23	14.5	11.58	18.65
4.08	2.66	11.93	3.75	7.56	9.74	14.15	13.23	2.45	6.37	5.89	9.31	5.11	3.9	13.68	3.03	5.11	5.71	5.96	14.48	11.38	18.46
4.37	3.03	12.02	3.83	7.72	9.93	14.13	13.38	2.68	6.53	5.99	9.3	5.15	4.1	13.97	3.04	5.33	6	6.07	14.31	11.52	18.44
4.33	2.64	11.58	3.78	7.75	9.66	14.06	13.02	2.32	6.21	5.96	9.08	5.14	3.89	14.05	2.94	5.01	5.86	5.92	14.26	11.43	18.13
4.23	2.9	11.73	3.47	7.54	9.98	14.24	13.15	2.54	6.5	5.92	9.47	5.16	3.91	13.88	3.11	5.33	5.97	6.15	14.39	11.39	18.71
4.81	3.25	12.34	4.11	8.41	10.31	14.82	13.74	2.98	6.92	6.4	9.89	5.86	4.59	14.43	3.65	5.65	6.27	6.37	14.71	12.09	19.27
4.36	2.98	11.95	3.81	8.04	9.96	14.34	13.14	2.59	6.63	6.05	9.56	5.28	4.12	13.99	3.11	5.47	6.16	6.1	14.24	11.66	18.9
4.34	2.82	12.08	3.77	7.76	10.1	14.3	13.49	2.58	6.73	6.02	9.83	5.53	4.1	14.33	3.22	5.38	6.12	6.17	14.51	11.91	18.85
4.51	2.99	12.33	3.89	8.32	10.58	14.95	13.92	2.87	6.86	6.2	10.03	5.74	4.5	14.81	3.33	5.8	6.37	6.54	14.8	12.26	19.5
4.39	2.6	12.23	3.51	7.77	10.35	14.57	13.53	2.49	6.5	6.13	9.57	5.32	4.02	14.52	3	5.24	5.91	6.15	14.57	12.06	19.65
4.58	2.99	12.36	3.69	8.06	10.43	15.07	14.19	2.77	6.94	6.57	9.91	5.78	4.48	14.96	3.44	5.73	6.13	6.55	15	12.35	20.2
4.68	2.74	12.46	3.8	8.08	10.76	14.83	14.09	2.66	6.72	6.44	10.07	5.67	4.23	14.89	3.53	5.57	6.37	6.53	15.16	12.2	20.19
4.74	3.23	12.71	3.87	8.51	10.67	15.21	14.28	2.85	7.23	6.66	10.41	5.81	4.58	14.97	3.55	5.56	6.64	6.56	15.27	12.18	20.58
4.83	3.23	12.93	4.13	8.53	10.94	15.61	14.68	3	7.23	6.72	10.66	6.2	4.84	15.04	3.48	5.95	6.68	6.78	15.58	12.77	20.69
4.78	3.3	12.97	4.08	8.54	11.16	15.72	14.8	3.07	7.66	6.55	10.9	6.24	4.6	15.71	3.72	6.25	6.93	6.97	15.77	13.23	21.13
4.49	2.88	12.88	3.67	8.41	10.87	15.52	14.63	2.43	7.27	6.43	10.4	5.92	4.5	15.1	3.4	5.7	6.52	6.67	15.39	12.84	20.92
4.84	3.28	13.4	4.15	8.92	11.25	16.02	15.04	3.27	7.52	6.75	10.73	6.38	4.86	15.49	3.71	6.23	6.88	6.81	15.62	13.37	21.2
4.65	3.06	13.22	4.04	8.6	11.04	15.88	14.97	2.84	7.42	6.72	10.94	6.32	4.69	15.49	3.55	6.16	6.76	6.7	15.63	13.21	21.36
4.59	3.03	13.25	3.69	8.66	11.16	15.75	14.88	2.79	7.27	6.57	10.64	6.07	4.32	15.42	3.4	5.99	6.58	6.55	15.24	13.03	20.92
4.5	2.63	13.18	3.65	8.49	10.74	15.82	14.79	2.77	7.33	6.2	10.49	6.04	4.54	15.17	3.43	5.84	6.69	6.37	15.32	13.11	21.05
4.47	2.77	13.15	3.51	8.47	10.83	15.72	14.79	2.48	7.39	6.45	10.62	5.91	4.36	15.21	3.13	5.84	6.26	6.15	15.15	13	21.16
4.8	3.11	13.19	3.81	8.68	11.14	16	15.27	2.92	7.56	6.68	10.92	6.35	4.59	15.66	3.43	6.19	6.64	6.62	15.45	13.23	21.72
5.48	3.67	14.09	4.26	9.56	11.71	17.01	15.84	3.38	8.26	7.11	11.85	6.84	5.33	16.48	4.11	6.83	7.4	7.4	16.42	14.43	22.39
5.21	3.49	14.23	3.99	9.32	11.63	16.96	15.63	3.21	8.14	7.23	11.51	6.9	5.1	16.1	3.79	6.57	7.32	6.98	15.92	14.2	22.55
5.46	3.64	14.12	4.19	9.52	11.96	17.37	16.15	3.37	8.44	7.35	11.89	6.93	5.33	16.43	3.98	7.13	7.48	7.34	16.05	14.51	22.73
5.42	3.35	14.1	4.06	9.68	11.74	17.36	16.2	3.23	8.28	7.03	11.69	7.01	5.08	15.97	4.06	6.69	7.61	6.87	15.56	14.23	22.24
5.26	3.57	14.05	3.99	9.48	11.88	17	15.57	3.36	8.1	7.14	11.59	6.82	5.01	15.95	3.84	6.57	7.39	6.95	15.14	14.31	22.15
5.15	3.35	13.75	3.84	9.07	11.46	16.74	15.46	3.01	7.99	6.92	11.48	6.77	4.97	15.6	3.76	6.48	7.26	6.75	15.15	13.82	21.78
4.77	3.18	13.71	3.78	8.84	11.39	16.4	15.02	2.68	7.78	6.76	11.18	6.47	4.6	15.39	3.73	6.32	6.82	6.74	15.02	13.62	21.52
4.89	3.14	13.72	3.73	8.93	11.32	16.34	15.64	2.89	7.85	6.82	11.46	6.6	4.85	15.93	3.72	6.31	7.15	6.82	15.57	14.06	22.11
5.28	3.78	14.27	4.43	9.57	12.06	16.6	16.06	3.4	8.55	7.32	11.95	7.17	5.28	16.38	4.31	7.15	7.47	7.24	16.2	14.39	22.86
5.34	3.59	14.58	4.25	9.32	12	16.86	16.24	3.36	8.57	7.34	12.17	6.98	5.3	16.89	4.16	6.81	7.41	7.55	16.55	14.36	23.54
5.24	3.37	14.95	4.29	9.7	12.38	16.98	16.43	3.41	8.69	7.44	11.96	7.07	5.09	16.75	4.14	6.98	7.6	7.44	16.67	14.65	24.08
5.85	3.83	15.37	4.87	9.91	12.85	17.83	16.83	3.7	8.95	7.84	12.62	7.56	5.71	17.5	4.49	7.53	8.18	7.9	17.21	15.43	24.81
5.95	4.02	15.52	4.59	10.16	12.84	17.97	17.15	3.59	9.45	7.75	12.8	7.55	5.58	17.53	4.49	7.45	8.08	7.88	17.63	15.42	24.95
5.81	4.12	15.79	4.73	10.12	12.82	18.15	17.24	3.77	9.14	8.07	13.05	7.75	5.9	17.66	4.45	7.36	8.26	8.1	17.62	16.11	25.46
5.75	3.65	15.58	4.45	10.1	12.52	17.99	17.08	3.35	9	7.57	12.66	7.37	5.59	17.64	4.39	7.45	8.07	7.82	17.46	15.5	25.13
6.32	4.25	16.5	4.93	10.53	13.57	19.22	17.92	3.99	9.71	8.35	13.59	8.26	6.02	18.48	4.91	8.07	8.72	8.43	17.98	16.62	26.18
6.24	4.43	16.71	4.95	10.51	13.72	18.88	18.04	4.03	9.97	8.33	13.84	8.28	6.11	18.22	4.95	8.03	8.65	8.36	18.12	16.36	26.07
5.51	3.7	15.8	4.2	10.24	13.13	18.87	17.59	3.41	9.2	7.75	13.31	7.58	5.45	17.91	4.26	7.38	8.21	7.87	17.51	15.78	25.83
6	4.23	16.41	4.77	10.7	13.39	19.08	18.26	3.6	9.68	8.24	13.51	8.08	5.85	18.32	4.78	8.23	8.57	8.17	17.98	16.55	26.36
5.59	3.68	16.25	4.17	10.14	13.13	18.71	17.86	3.39	9.19	7.56	13.46	7.9	5.51	17.77	4.36	7.66	8.06	7.7	17.69	16.1	25.7
6.28	4.04	16.87	4.55	10.47	13.67	19.17	18.04	3.84	9.6	8.43	13.76	8.41	5.94	18.66	4.43	8.08	8.75	8.02	17.89	16.43	26.76
5.94	3.76	16.74	4.15	10.6	13.29	19.43	18.35	3.44	9.79	8.14	13.98	8.24	5.55	18.09	4.33	7.7	8.54	7.88	17.14	16.64	26.52
6.48	4.2	17	4.67	11.03	13.62	19.5	18.08	3.97	10.16	8.36	14.23	8.54	6.1	18.49	4.96	8.24	8.84	8.44	17.55	16.78	26.16
6.05	3.93	16.61	4.23	10.5	13.43	19.34	17.85	3.74	9.88	7.84	13.61	8.29	5.75	17.92	4.48	8.02	8.54	7.78	16.78	16.46	25.86
6.06	3.98	16.85	4.33	10.61	13.23	19.32	18	3.73	9.92	8.08	13.89	8.34	5.81	17.8	4.54	8.08	8.58	7.86	16.86	16.55	25.95
6.28	4.19	17.1	4.59	11.01	13.72	19.73	18.45	3.99	10.19	8.47	14.36	8.78	6.13	18.62	4.56	8.27	9.04	7.97	17.56	17.14	26.61
5.82	3.63	16.55	3.95	10.39	13.31	19.33	17.89	3.51	9.71	7.81	13.61	8.18	5.53	17.88	4.34	7.71	8.36	7.42	16.64	16.75	25.97
5.93	3.71	16.71	4.02	10.73	13.55	19.83	18	3.59	9.79	7.86	13.67	8.26	5.78	17.93	4.42	7.93	8.72	7.66	16.81	16.95	26.32
5.78	3.5	16.62	3.96	10.22	13.2	19.14	17.95	3.39	9.58	7.85	13.63	8.14	5.73	17.67	4.2	7.78	8.42	7.43	16.55	16.59	25.98
6.08	3.89	16.58	4.46	10.41	13.35	19.16	17.93	3.66	9.98	8.15	13.83	8.34	5.72	17.79	4.28	7.89	8.66	7.73	16.74	16.58	26.32
6.12	3.94	17.08	4.49	10.51	13.62	19.34	18.47	3.8	9.96	8.3	13.98	8.5	5.86	18.28	4.81	8.02	8.86	8.02	17.69	16.9	26.95
5.93	3.89	17.14	4.29	10.43	13.4	19.25	18.56	3.64	10.21	8.08	14.18	8.37	5.98	18.41	4.68	8.11	8.78	7.96	17.3	17.16	27.14
6.39	4.19	17.95	4.77	10.78	14.25	19.69	19.15	3.86	10.56	8.79	14.65	8.88	6.46	19.22	4.97	8.53	8.98	8.62	18.52	17.77	28.64
6.48	4.59	18.08	4.98	11.24	14.47	20.06	19.54	4.05	10.89	8.64	14.88	9.08	6.41	19.65	5.31	8.84	9.45	8.9	18.81	18.14	29.05
6.84	4.76	18.59	5.1	11.25	14.62	20.55	19.86	4.45	11.04	9.07	15.47	9.41	6.75	20.15	5.43	9.08	9.51	8.89	19.67	18.36	29.86
6.94	4.75	19.08	5.06	11.54	14.93	21.21	20.37	4.43	11.32	9.12	15.61	9.83	6.69	20.25	5.45	9.31	9.86	9.06	19.19	18.49	29.86
7.22	4.79	18.95	5.19	11.82	15.08	21.12	20.09	4.4	11.32	9.34	15.76	9.41	6.76	20.39	5.51	9.31	9.85	9.24	19.23	18.96	30.57
6.77	4.67	19.29	5.05	11.81	15.27	21.61	20.59	4.32	11.33	9.21	16.1	9.92	6.91	20.48	5.27	9.14	9.91	9.43	19.26	19.24	30.93
7.15	4.87	19.54	4.9	11.69	15.39	21.28	20.19	4.48	11.58	9.35	15.87	9.88	7.01	20.34	5.62	9.74	9.97	9.16	19.2	19.14	30.3
7.13	4.78	19.82	5.03	12.17	15.45	22.14	20.54	4.58	11.79	9.3	16.29	10.04	7.13	20.58	5.56	9.77	10.36	9.29	18.96	19.41	30.73
7.18	4.72	19.76	4.86	12.26	15.59	22.31	20.53	4.45	11.81	9.44	16.31	10.11	6.84	20.33	5.43	9.49	10.13	8.98	18.95	19.68	30.67
6.84	4.57	19.01	4.56	11.64	14.8	21.87	19.88	4.33	11.42	8.86	15.77	9.67	6.63	19.69	5.12	9.23	9.91	8.82	18.01	18.99	29.59
6.71	4.56	18.97	4.75	11.87	14.77	21.21	19.73	4.11	11.31	9.06	15.66	9.47	6.43	19.46	5.18	9.18	9.7	8.57	18.02	18.97	29.63
6.93	4.78	19.21	5	11.99	15.14	21.47	20.16	4.34	11.6	9.1	15.94	9.88	6.87	19.92	5.45	9.36	9.91	8.83	18.69	19.02	30.04
7.19	4.91	19.88	5.23	12.08	15.46	22.07	20.85	4.55	11.79	9.49	16.24	10.05	7.19	20.47	5.59	9.45	10.06	9.15	19.07	19.64	31.02
7.5	5.28	20	5.32	12.38	15.91	22.42	21.31	4.87	12.45	9.88	16.78	10.41	7.34	20.62	5.86	9.89	10.49	9.86	19.78	19.79	31.62
7.41	5.08	20.06	5.32	12.21	16	22.19	21.18	4.46	12.45	9.69	16.63	10.33	7.24	21.08	5.81	9.7	10.3	9.52	19.69	20.04	31.92
7.11	4.56	19.69	4.8	11.74	15.54	21.71	20.64	4.31	11.8	9.25	16.51	9.87	6.85	20.77	5.45	9.47	10.27	9.28	19.69	19.57	31.78
7.48	5.08	20.38	5.38	12.38	15.95	22.3	21.16	4.82	12.35	9.64	16.77	10.61	7.55	21.17	5.9	9.81	10.51	9.79	20.03	20.28	32.85
8.13	5.64	21.07	5.94	12.91	16.61	22.84	21.93	5.52	12.92	10.43	17.61	11.22	7.94	22.16	6.32	10.65	10.92	10.36	21.02	20.76	33.43
7.25	4.74	20.62	5.06	12.14	15.53	22.13	21.4	4.29	12.25	9.49	16.62	10.58	7.02	21.2	5.24	9.71	10.27	9.25	20.37	20.51	32.81
6.7	4.71	20.29	4.46	11.9	15.6	22.36	21.15	3.94	12.16	9.12	16.69	10.27	6.8	21.1	5.11	9.66	9.65	9.33	19.76	19.56	32.98
7.85	5.01	21.09	5.47	12.51	16.26	22.99	22.3	4.81	12.92	10.03	17.41	10.55	7.39	21.98	6	10.11	10.75	10.09	20.55	20.75	33.4
6.99	5.03	21.44	4.73	12.38	16.34	23	21.82	4.29	12.64	9.37	17.3	10.23	6.82	21.58	5.2	9.91	10.6	9.66	20.67	20.76	34.4
7.57	5.27	21.39	5.06	12.42	16.53	23.31	22.31	4.53	13.13	9.94	17.9	11.18	7.44	22.72	5.87	10.36	10.73	10.09	21.04	21.26	34.48
8.03	5.36	21.85	5.75	12.98	16.86	23.26	22.43	5.04	13.36	10.21	17.98	11.35	7.97	21.99	6.2	10.69	11.37	10.38	21.13	21.77	35.01
8.53	6.18	22.37	6.13	13.3	17.6	23.76	22.98	5.72	13.74	10.79	18.9	12.03	8.54	23.17	6.88	11.68	11.9	10.87	21.71	22.24	35.45
8.28	5.64	22.52	5.95	13.54	17.55	24.22	23.47	5.51	14.01	10.71	18.65	11.8	8.24	23.34	6.76	11.08	11.57	10.9	21.52	22.62	36.56
7.69	5.01	22.22	5.22	12.87	16.98	23.32	22.41	4.49	13.16	9.94	18.28	11.21	7.52	22.57	5.85	10.51	10.77	10.11	21.29	21.53	35.38
8.13	5.65	22.12	5.89	13.25	17.18	23.29	23	5.48	13.2	10.2	18.57	11.74	8.35	22.87	6.78	11.05	11.46	10.64	21.4	22.26	35.59
8.05	5.32	22.48	5.29	13.33	16.79	23.9	22.74	4.79	13.58	10.24	18.52	11.72	8.05	22.87	6.45	10.78	11.21	10.38	21.42	22.22	36.18
8.11	5.15	22.86	5.44	12.86	17.39	23.94	23.03	4.93	13.74	10.03	18.56	11.57	7.77	23.4	6.32	10.92	11.25	10.69	21.56	22.25	36.42
8.32	5.74	22.67	5.88	13.31	17.28	23.94	23.14	5.13	14.01	10.41	19.05	12.17	8.02	22.82	6.73	11.16	11.61	10.78	21.84	22.18	36.68
8.77	5.79	23.75	6.11	14.3	18.22	25.12	24.14	5.52	14.36	10.78	19.65	12.52	8.64	23.96	7.13	11.94	12.01	10.88	22.35	22.75	37.87
8.34	5.68	23.15	5.5	13.75	17.7	24.5	23.42	5.13	13.96	10.4	19.36	11.9	7.85	23.23	6.4	10.95	11.89	10.7	21.67	22.22	36.94
8.44	6.11	23.25	6.05	13.45	17.79	24.26	23.85	5.58	14.41	10.77	19.12	12.09	8.34	23.29	7.13	11.68	12.05	11.25	21.92	22.69	36.65
8.54	6.04	23.19	5.69	13.9	17.71	24.93	23.76	5.57	14.26	10.66	19.84	12.2	8.53	23.62	6.75	11.45	12.06	10.83	22.03	23.59	37.69
8.31	5.93	23.84	5.59	13.73	17.76	24.62	23.81	5.27	14.57	10.4	19.25	12.35	8.05	23.72	6.47	11.35	11.8	11.03	22.36	23.41	38.11
8.93	6.35	24.05	5.94	14.38	18.69	25.88	24.6	5.34	15.11	11.11	20.29	12.98	8.56	24.39	7.2	12.23	12.38	11.24	22.27	23.83	38.8
9.02	6.16	24.29	5.79	14.24	18.55	25.7	24.7	5.84	15.27	11.5	20.25	12.72	8.78	24.42	7.17	12.54	12.62	11.33	22.59	23.58	39.16
8.4	5.75	23.97	5.33	13.81	17.9	25.09	24.44	5.21	14.25	10.66	19.7	12.34	8.22	24.03	6.51	11.82	11.93	11.18	22.32	23.3	38.62
8.38	5.65	23.55	5.59	13.54	18.2	25.07	24.03	5.11	14.36	10.74	19.29	12.14	8.42	23.94	6.69	11.35	12.22	10.81	22.33	23.54	38.33
8.01	5.47	23.61	5.54	13.58	17.97	24.97	24.06	4.76	14.41	10.53	19.39	12.17	8.14	23.77	6.77	11.75	11.98	10.61	22.07	23.37	38.91
9.21	6.27	24.57	6.34	14.19	19.25	25.3	25.07	5.95	15.26	11.47	20.44	12.99	9.25	24.6	7.2	12.29	12.74	11.7	22.89	24.33	39.4
9.01	6.1	24.43	5.83	14.14	18.81	25.21	24.82	5.91	14.79	11.01	20.21	13.12	8.69	24.66	7.15	12.25	12.37	11.38	22.85	24.25	38.88
8.78	6.33	24.18	5.74	14.47	18.68	25.3	24.65	5.49	14.76	10.74	19.74	13	8.96	23.91	7.24	11.9	12.7	11.42	22.19	23.81	39.07
8.1	5.63	23.72	5.41	13.77	18.24	25.46	24.66	5.07	14.42	10.86	20.07	12.7	8.66	24.19	6.79	11.54	11.99	10.79	22.07	23.05	39.47
8.82	6.18	24.36	5.86	13.72	18.41	25.77	24.99	5.88	15.35	11.11	20.83	13.08	8.92	24.23	7.07	12.36	12.84	11.55	22.34	23.65	39.8
9.25	6.59	24.84	6.57	14.63	18.87	26.21	25.31	6.32	15.74	11.81	21.13	13.58	9.09	24.69	7.47	12.76	12.79	11.87	23.3	24.72	40.59
9.31	6.06	24.82	5.98	14.79	18.97	26.49	25.16	6.08	15.29	11.54	21.44	13.7	9.05	25.51	7.62	12.89	12.98	11.66	23.13	24.52	40.94
9.03	6.48	25.06	6.06	15.09	19.29	26.72	25.63	5.93	15.62	11.44	21.31	13.6	9.26	25.41	7.19	12.63	12.81	11.47	23.21	25.33	40.89
9.2	6.4	24.94	6.37	14.92	19.74	26.7	25.32	5.95	15.82	11.47	21.54	13.61	9.36	25.02	7.72	12.77	13.16	11.99	23.18	24.94	40.98
9.23	6.42	24.82	6.03	14.63	19.33	26.65	25.81	5.72	15.96	10.96	21.56	13.64	9.13	24.96	7.52	12.98	12.84	11.67	23.32	24.9	40.64
8.97	5.93	25.12	5.6	14.51	18.96	26.27	25.5	5.57	15.45	11.06	21.15	13.72	8.95	24.71	7.32	12.86	12.93	11.57	22.61	24.8	41.52
8.89	6.06	25.35	5.68	14.71	19.45	27.32	25.94	5.68	15.81	11.9	21.68	14.27	9.33	25.77	7.4	12.89	12.99	11.84	23.41	25.85	42.46
8.87	5.98	25.21	5.88	14.5	19.12	26.75	26.08	5.51	15.8	11.28	21.79	13.66	8.93	25.18	7.27	13.04	12.9	11.62	23.29	25.82	42.35
9.06	6.22	24.77	5.74	14.84	19.29	26.84	25.86	5.82	16.02	11.43	21.44	13.55	8.99	25.49	7.47	12.87	13.33	11.8	22.83	25.53	41.87
9.29	5.89	24.76	5.69	14.73	19.13	26.69	25.57	5.53	15.65	11.17	21.46	13.67	8.73	24.63	7.19	12.62	13.13	11.26	22.67	24.75	41.45
9.41	6.7	25.46	6.15	15.14	19.73	27.29	26.2	6.47	16.35	12.13	21.94	14.37	9.93	25.63	7.53	13.44	13.62	12.24	23.2	26.18	41.64
10.24	7.34	26.39	6.9	15.84	20.62	28.21	27.11	6.61	17.41	12.86	22.79	15.38	10.35	26.19	8.71	14.17	14.35	12.74	23.86	27.11	43.03
9.54	6.63	25.54	5.86	15.7	19.87	27.5	26.8	5.93	16.72	12.06	22.72	14.63	9.56	26.04	7.8	13.35	13.99	11.89	23.44	26.81	42.39
9.59	6.95	25.59	6.24	16.03	19.99	28.16	26.48	6.4	16.71	12.39	22.53	14.7	10.03	25.6	8	13.71	14.18	11.99	22.72	26.44	42.15
9.26	6.28	25.42	5.8	15.1	19.55	27.23	25.9	5.82	15.96	11.66	22.43	14.26	9.16	24.83	7.61	13.02	13.26	11.4	22	25.45	41.2
9.56	6.93	25.86	6.21	15.89	20.21	28.15	26.49	6.5	16.81	11.94	22.71	14.66	9.91	25.63	8.31	13.86	13.89	11.9	22.89	26.58	41.66
8.65	5.9	24.19	5.24	14.54	18.85	26.52	25.12	5.63	15.38	11.24	21.3	13.63	8.9	24.14	7.3	12.69	12.91	11.09	21.51	25.06	39.61
8.78	5.84	24.2	5.39	14.54	18.75	26.14	25.09	5.43	15.09	11.09	21.24	13.64	8.92	23.92	7.14	12.68	12.74	10.93	21.66	24.91	39.8
9.12	6.03	25.18	5.8	14.96	19.75	26.81	26.18	5.83	16.16	11.56	21.8	14.17	9.13	24.99	7.76	13.31	13.74	11.6	22.48	26	41.15
9.62	6.79	25.19	6.03	15.21	19.85	27.19	26.4	6.29	16.6	11.92	22.12	14.76	9.58	25.25	8.2	13.4	13.89	12.05	22.55	26.1	41.84
8.83	6.15	24.92	5.57	14.59	18.92	26.32	26.09	5.5	15.59	11.42	21.83	14.2	9	25.4	7.28	12.83	13.05	11.28	22.55	25.47	42.15
9.29	6.43	25.76	6.15	15.55	20.11	27.59	26.62	6.35	16.54	11.91	22.32	14.5	9.7	26	7.65	13.39	13.92	12.17	23.88	26.7	43.83
9.6	6.62	26	6.29	15.58	20.1	27.89	27.32	6.15	16.84	12	22.84	14.79	9.69	26.33	8.1	13.98	14.62	12	24.02	27.15	43.72
9.83	6.94	26.48	6.57	16.32	20.96	28.69	27.73	6.71	17.46	12.52	22.84	15.42	10.41	26.83	8.59	14.17	14.7	13.22	24.28	27.66	44.17
9.61	7.12	25.45	6.5	15.56	20.2	27.99	26.68	6.26	16.97	12.5	22.85	15.2	9.89	26.22	8.3	14.13	14.11	12.32	23.71	27.12	43.62
8.96	6.41	25.37	5.97	15.24	20.08	27.6	27.12	5.95	16.89	12.02	22.42	14.74	9.66	26.06	7.96	13.64	13.9	12.04	23.21	26.6	43.3
8.75	6.1	25.02	5.45	14.97	19.6	26.77	26.58	6.01	16.37	11.45	21.95	14.34	9.23	25.31	7.56	13.23	13.53	11.75	23.01	26.54	43.29
9.31	6.9	25.95	6.12	15.95	20.69	28.27	27.53	6.29	17.59	12.76	23.32	14.97	10.06	26.66	8.13	14.06	14.15	12.8	24.03	27.41	45.02
9.73	6.91	26.72	6.29	16.03	20.63	28.23	27.39	6.12	17.36	12.58	23.14	15.26	10.29	26.94	8.37	13.8	14.52	12.94	23.93	27.69	45.21
10.43	7.54	27.21	6.6	16.81	21.37	29.52	28.53	7.13	18.02	13.21	24.24	15.49	10.89	27.95	8.97	14.71	14.85	13.48	25.36	28.79	46.7
9.91	6.96	26.42	6.44	15.74	20.61	28.79	28.08	6.61	17.82	12.14	23.21	15.12	10.11	26.59	8.46	14.17	14.62	12.86	24.07	27.8	45.61
10.21	7.4	27.06	6.74	16.76	21.33	29.22	28.69	6.71	18.3	13.15	24.05	15.81	10.96	27.4	8.85	14.75	14.89	13.27	24.75	28.29	46.12
