"Wavelength_A__P_"	"Impatiens_glandulifera_A__Er_1"	"Impatiens_glandulifera_A__Lr_2"	"Impatiens_glandulifera_A__Lr_3"	"Impatiens_glandulifera_A__Lr_4"	"Impatiens_glandulifera_A__Er_5"	"Cirsium_arvense_A__P_1"	"Convolvulus_sepium_A__P_1"	"Convolvulus_sepium_A__P_2"	"Convolvulus_sepium_A__P_3"	"Convolvulus_sepium_A__P_4"	"Rubus_caesius_A__P_1"	"Rubus_caesius_A__P_2"	"Saponaria_officinalis_A__P_1"	"Trifolium_repens_A__P_1"	"Trifolium_repens_A__P_2"
631.782	60.96	36.48	37.87	48.8	25.67	21.02	116.22	70.15	84.42	70.18	31.37	32.99	148.36	11.25	80.32
632.115	61.63	36.9	36.86	49.21	25.67	20.4	116.29	70.41	84.07	70.16	31.52	33.77	149.05	11.22	80.47
632.448	62.19	37.02	37.9	49.94	26.12	21.51	116	70.82	83.39	71	31.52	33.93	148.6	11.74	79.93
632.78	60.72	36.52	37.07	49.57	25.57	20.7	113.78	70.03	83.04	69.29	30.68	33.6	147.43	10.48	79.12
633.112	60.01	36.49	37.07	48.42	25.06	20.36	112.17	69.43	82.3	68.45	30.54	32.93	144.13	11.05	78.84
633.445	60.4	36.18	36.93	49.11	25.3	20.64	111.07	68.89	82.25	68.22	30.64	32.84	142.12	10.89	77.5
633.777	61.08	37.6	37.28	50.5	26.14	21.72	112.21	70.46	84.53	69.88	31.6	33.81	143.97	11.55	78.64
634.109	62.99	38.36	38.85	50.97	26.57	22.07	115.17	71.51	85.16	71.14	31.93	34.48	147.49	11.68	79.86
634.442	63.92	38.48	39.25	51.62	26.31	22.5	116.4	71.6	85.64	71.29	32.07	34.44	149.3	11.56	81.62
634.774	63.86	38.9	39.12	51.25	26.54	22.42	116.48	71.29	85.36	70.69	31.93	34.09	149.44	11.61	81.05
635.106	64.25	38.71	39.55	51.8	27.1	22.66	116.87	70.98	86.38	70.99	31.89	34.51	150.4	11.78	81.06
635.438	63.21	38.31	39.03	51.14	25.89	21.85	115.59	69.87	83.97	70.84	31.31	34.42	148.48	11.92	80.78
635.77	63.99	39.12	39.7	52.06	26.89	21.95	117.53	71.16	85.32	71.06	32.04	34.27	150.73	11.32	81.65
636.102	62.76	38.5	39.14	51.16	26.19	21.62	115.47	70.35	84.04	70.44	31.54	34.43	148.74	11.18	80.24
636.434	63.58	39.07	39.71	51.43	26.21	21.8	115.39	70.93	84.9	70.91	31.74	33.96	148.84	11.26	80.39
636.766	64.22	39.73	39.7	52.31	26.42	22.84	116.3	71.45	84.76	70.59	32.11	35.09	149.76	11.88	81.33
637.098	64.97	39.29	39.64	52.65	27.07	23.06	116.68	71.9	85.16	70.75	31.95	34.84	150.01	11.33	81.04
637.43	64.09	38.84	39.81	52.6	26.6	22.84	116.75	70.99	84.79	70.65	31.62	34.96	148.74	12.08	81.87
637.761	66.12	39.89	41.78	53.76	27.39	22.67	119.48	72.41	86.78	72.35	32.62	35.51	153.07	11.67	82.79
638.093	64.66	40.29	40.77	53.28	26.66	22.08	117.32	72.07	85.71	71.57	32.07	34.91	152.12	10.81	81.85
638.425	63.79	39.16	39.24	53.03	26.55	22.47	115.01	69.7	83.3	69.59	31.7	34.16	148.49	11.01	80.61
638.756	65.35	40.16	40.81	53.21	27.17	23.21	117.36	70.41	85.78	71.24	31.94	35.28	150.92	11.56	81.53
639.088	66.81	41.31	41.88	54.41	28.09	23.44	118.93	72.16	86.2	71.9	32.71	36.09	152.37	11.8	83.33
639.419	65.68	40.43	40.73	54.68	27.59	23.09	118.31	71.84	86.91	71.74	32.24	34.73	153.65	11.37	82.41
639.751	65.53	40.44	40.81	53.97	27.74	23.13	116.54	71.08	85.75	71.61	32.49	35.24	149.39	11.85	80.97
640.082	65.43	40.49	40.14	53.67	26.97	22.98	115.93	70.53	84.45	70.32	32.57	34.73	149.59	11.09	81.12
640.414	65.2	41.55	41.49	54.5	27.66	23.82	117.18	70.98	85.49	71.8	32.61	35.61	151.01	11.54	82.6
640.745	67.1	41.38	41.81	54.68	27.27	23.2	118.65	71.07	85.54	72.01	32.31	35.45	151.72	11.62	82.36
641.076	65.59	41.32	41.73	54.79	27.52	23.7	117.92	71.31	85.16	71.69	32.33	35.4	152.04	11.29	81.98
641.407	66.32	40.77	41.62	55.18	27.83	23.52	117.91	71.55	85.43	71.67	32.74	35.03	152.14	11.25	82.06
641.739	66.68	40.97	40.81	54.61	26.9	23.02	117.48	70.63	85.74	71.12	31.91	35.27	152.98	11	81.61
642.07	66.79	40.79	42.06	55.92	28.13	23.85	117.78	71.01	86.04	71.3	32.26	35.3	152.36	11.46	82.16
642.401	66.82	40.78	41.87	54.79	27.05	23.3	116.39	70.2	85.18	70.49	32.1	34.68	150.38	10.82	80.97
642.732	67.49	40.52	40.74	55.37	27.37	23.54	117.76	70.67	84.63	69.68	31.38	34.67	152.42	10.66	81.72
643.063	66.21	40.98	41.28	55.55	27.53	22.98	116.79	70.71	84.96	70.13	31.25	34.73	152.14	10.19	81.36
643.394	66.12	40.34	41.43	55.16	26.79	22.78	116.09	69.33	83.53	69.92	31.3	34.99	149.81	9.83	80.66
643.725	67.32	42.19	42.25	55.81	27.5	23.63	118.7	70.39	85.02	71.56	32.27	35.47	152.47	10.77	82.18
644.055	68.24	42.07	42.62	56.43	27.76	23.71	119.37	71.5	85.62	71.52	32.89	35.75	154.95	10.22	82.79
644.386	68.17	41.53	42.01	56.3	27.48	23.36	119.03	71.24	85.7	71.14	31.66	34.86	154.42	10.48	83.07
644.717	67.53	40.93	41.32	55.8	27.55	23.15	117.88	70.52	84.79	70.27	31.95	35.34	153.16	10.41	82.02
645.048	67.57	41.14	42.56	55.82	27.42	23.77	116.01	70.02	84.4	69.18	31.75	35.12	151	10.53	80.93
645.378	66.86	40.65	41.73	55.58	26.55	22.94	116.49	68.83	83.62	69.06	30.49	33.71	150.02	9.95	79.94
645.709	68.75	41.84	43.02	56.51	27.19	23.77	117.33	70.87	85.02	71.1	32.52	35.36	152.98	10.74	82.4
646.039	67.7	41.32	41.57	55.69	26.98	23.4	115.85	69.28	83.77	69.48	31.12	34.85	150.72	10	80.59
646.37	68.43	41.73	42.72	57.25	27.22	23.72	116.9	69.98	84.44	70.31	31.75	34.45	152.13	9.8	81.77
646.7	69.13	42.77	43.71	57.65	28.35	24.66	117.67	70.46	86.25	71.52	32.8	35.9	152.75	10.16	82.6
647.031	68.7	43.33	42.9	58.23	28.23	23.45	118.01	69.92	85.24	70.81	32.23	35.1	153.2	10.17	81.98
647.361	69.5	43.39	44.82	58.24	28.01	24.33	119.4	70.8	85.71	70.72	31.8	36.51	154.01	10.77	83.02
647.691	69.25	43.28	43.93	57.98	27.81	24.2	117.19	70.22	84.4	69.96	31.84	35.11	152.97	10.11	81.36
648.022	69.28	42.67	43.51	58.98	28.11	24.42	117.76	71.36	85.28	70.48	32.45	35.48	153.41	10.48	81.87
648.352	70.86	42.72	43.42	58.46	27.25	23.84	117.77	70.9	85.28	70.98	32.99	36.06	153.76	10.31	82.41
648.682	70.83	43.46	43.73	59.79	28.36	24.4	118.49	70.97	85.56	71.59	33.6	36.41	153.98	10.46	82.12
649.012	69.99	43.59	43.7	59.4	27.99	24.58	117.42	70.55	83.49	70.5	31.68	35.51	153.45	9.97	81.45
649.342	70.06	43.51	44.51	59.39	28.39	25.17	117.03	70.42	84.82	70.8	32.11	35.96	152.63	10.95	83.08
649.672	68.92	42.71	43.3	58.32	27.63	23.45	115.42	69.25	84.03	68.99	31.65	34.64	150.04	9.85	79.88
650.002	68.72	42.05	42.98	57.98	26.81	23.5	114.87	69.09	82.67	68.91	31.18	34.11	149.2	9.23	79.43
650.332	69.58	43.54	44.64	58.6	27.82	24.63	114.89	70.6	83.9	69.77	31.8	35.65	149.54	10.8	80.78
650.662	69.3	42.62	42.94	58.12	27.02	23.69	113.4	69.53	83.23	69.1	31.63	34.81	148.4	9.31	79.25
650.992	70.36	43.81	45.32	59.89	28.24	24.35	115.52	70.82	85.17	70.44	32.44	35.52	148.65	10.69	79.85
651.321	70.17	43.57	44.94	60.01	28.12	23.61	115.14	70.37	84.28	69.48	32.05	35.23	150.53	9.55	79.83
651.651	70.44	44.3	45.5	59.72	28.54	25.52	114.96	70.97	84.61	70.47	33.09	36.15	149.22	10.52	80.19
651.981	70.74	43.77	43.7	59.67	27.94	24.2	115.2	70.1	84.07	70.33	31.32	35.21	148.44	9.53	80.3
652.31	72.05	45.19	46.1	60.6	29.21	24.95	117.52	72.34	85.65	71.34	32.44	36.6	152.43	10.15	81.4
652.64	71.64	43.81	45.16	61.02	27.8	23.9	116.98	70.64	85.43	71.3	31.52	35.66	151.65	9.84	81.1
652.969	72.69	44.9	45.82	60.92	29.19	24.64	116.46	71.56	85.65	71.35	33	35.42	151.99	10.78	81.53
653.299	73.47	45.91	46.28	61.75	28.84	24.78	118.02	71.42	86.03	72.14	32.96	36.48	153.85	10	83.33
653.628	72.26	46.72	46.75	61.77	28.59	25.82	117.31	71.48	85.88	71.06	32.79	36.28	152.6	10.41	81.4
653.958	71.98	44.88	46.59	62.44	29.07	25.17	117.17	70.58	85.41	71.04	32.96	36.34	153.63	10.46	81.95
654.287	73.12	45.91	46.38	62.41	29.26	26.06	118.18	70.69	86.6	71.26	32.71	36.74	153	10.29	82.23
654.616	71.16	45.02	45.75	60.59	28.23	24.77	114.31	68.73	82.92	69.53	32.08	35.83	147.94	10.52	79.41
654.946	70.96	44.8	45.7	61.12	27.3	24.25	115.1	68.9	83.5	69.56	31.28	35.33	149.59	10.07	80.31
655.275	73.34	47.31	47.26	63.29	29.36	26.2	119.36	72.07	86.01	72.27	33.12	36.56	153.58	10.13	82.94
655.604	72.11	45.37	46.13	61.8	28.64	25.41	115.52	70.46	83.69	70.25	32.59	35.94	150.04	10.23	80.83
655.933	72.75	46.24	46.86	62.67	28.81	25.46	116.41	71.11	85.08	70.58	32.59	36.12	151.01	10.08	81.42
656.262	72.78	45.93	46.14	62.47	28.59	24.75	116.73	70.52	85.47	69.33	31.15	36.07	151.17	9.3	80.44
656.591	72.85	45.83	46.48	61.85	28.53	24.39	115.61	69.85	84.35	70.2	32	35.18	152.02	8.78	80.56
656.92	72.55	45.71	47.69	62.46	29.13	24.64	115.19	69.82	83.78	70.37	32.41	36.14	149.21	9.23	79.76
657.249	70.43	44.53	45.63	61.22	28.31	24.02	111.99	68.86	82.65	68.31	31.16	34.4	145.08	8.98	77.16
657.578	71.45	45.34	46	62.01	28.33	24.7	113.36	70.1	83.47	69.07	31.75	34.72	147.05	10.16	78.18
657.906	69.07	44.05	43.69	59.16	26.5	23.66	107.92	66.72	80	66.89	29.94	33.78	141.08	8.44	75.23
658.235	69.07	43.37	44.52	59.6	27.22	23.5	105.95	67.63	79.95	66.48	30.58	34.39	137.75	9.76	74.34
658.564	68.46	42.74	43.44	58.95	26.3	23.26	104.62	67.39	79.41	66.28	29.25	33.44	135.75	8.59	72.97
658.892	70.42	44.02	44.91	61.02	27.7	24.13	106.85	68.82	81.45	67.04	31.22	35.11	137.88	9.65	74.06
659.221	72.73	44.87	46.31	62.04	27.94	24.23	110.77	70.22	83.65	68.98	31.21	34.95	142.3	8.69	76.38
659.55	76.53	48.32	49.39	65.82	29.72	26.42	117.77	74.16	87.64	73.17	33.3	37.44	149.93	10.05	80.61
659.878	77.18	48.6	50.01	65.68	30.35	26.8	116.4	72.9	87.65	72.98	33.44	37.87	151.29	10.94	80.65
660.206	76.51	48.71	49.51	64.71	29.23	25.19	117.83	72.24	87.68	72.42	32.75	37.22	152.9	9.38	80.99
660.535	76.39	48.65	50.11	65.18	29.84	25.54	119.78	72.52	87.9	72.79	33.8	36.69	156.75	9.55	81.73
660.863	75.79	49.05	49.24	65.33	28.6	25.55	119.33	72.12	86.68	72.31	32.84	36.53	154.06	9.1	81.42
661.191	75.89	48.03	48.66	64.37	28.67	25.75	116.67	70.81	85.91	70.96	32.43	35.88	151.74	8.96	81.63
661.52	76.5	49.49	49.59	65.48	29.9	25.3	118.57	72.51	87.72	71.78	32.82	37.04	155.19	9.61	82.06
661.848	76.42	49.59	50.95	66.48	30.13	26.21	117.99	72.64	86.98	72	33.65	37.74	153.26	10.5	81.15
662.176	77.33	47.71	49.13	66.38	28.74	24.84	119.23	71.21	86.62	71.81	32.72	36.59	155.97	7.87	82.06
662.504	77.32	50.18	51.17	67.24	30.93	26.88	119.07	72.09	87.69	71.99	33.89	37.95	153.69	10.61	81.87
662.832	75.8	49.36	49.94	65.94	28.7	26.22	117.89	71.13	85.89	72.46	32.92	36.39	154.61	9.66	82.29
663.16	76.51	47.82	50.34	66.03	29.26	25.35	118.61	71.08	86.43	70.95	31.7	36.64	155.26	8.8	81.9
663.488	75.18	47.61	49	65.52	28.9	25.5	115.96	70.73	85.36	70.49	32.09	36.31	152.92	8.18	80.28
663.816	77.1	49.33	50.93	66.74	29.46	26.7	120.13	71.34	86.39	71.76	33.17	37.47	155.04	9.27	82.07
664.144	77.49	48.17	50.64	66.29	30.07	25.26	119.46	71.63	87.55	72.51	32.64	37.47	157.14	8.61	81.56
664.472	77.16	48.57	50	66.9	29.79	26.08	117.89	72.54	85.86	71.77	33.4	36.7	154.77	9.68	80.79
664.799	78.25	49.87	50.46	67.73	30.58	26.11	119.5	72.92	87.62	71.8	34.23	38	155.18	10.05	81.82
665.127	74.31	48.01	48.31	65.01	28.49	24.89	114.48	69.22	83.85	69.46	31.53	35.29	149.03	8.26	78.98
665.455	77.35	49.12	50.77	67.27	29.6	25.49	118.66	70.95	86.1	71.41	32.02	36.58	154.05	8.66	81.1
665.782	76.56	48.26	49.24	67.56	27.98	24.9	117.05	70.02	85.25	69.38	31.36	34.87	153.83	8.59	79.87
666.11	76.06	49.07	48.59	66.01	27.64	23.51	115.41	68.27	83.45	69.17	30.88	35.91	151.46	7.38	79.1
666.437	75.78	47.82	48.55	66.51	27.85	23.86	116.13	69.44	84.15	70.15	31.57	35.38	152.84	7.85	78.28
666.765	76.75	49.15	49.52	66.75	29.67	25.69	115.62	69.44	84.45	69.76	32.19	36.49	151.65	9.21	79.46
667.092	76.37	49.32	51.09	67.48	30.01	26.46	115.86	69.82	84.86	70.95	33.02	37.37	151.23	10.2	78.64
667.42	75.93	50.12	52.26	67.86	30.61	27.33	116.29	70.22	84.96	71.32	33.15	38.22	150.46	10.85	80.69
667.747	76.94	49.39	49.8	66.86	28.15	25.05	115.92	71.27	84.96	70.2	31.76	35.51	151.44	8.43	79.51
668.074	77.44	50.5	50.64	67.6	29.91	26.24	115.03	69.88	85.14	70.41	33.62	36.92	150.55	9.91	79.1
668.401	76.27	47.99	49.66	66.07	28.05	24.15	113.01	69.45	83.29	69.59	30.84	35.32	147.82	7.81	76.8
668.729	77.37	49.42	50.22	68.06	29.49	25.98	113.99	70.05	84.53	70.75	31.95	36.35	148.19	8.77	78.07
669.056	77.53	49.38	50.76	67.23	28.23	25.54	115.78	69.54	84.85	71.33	32.12	36.7	149.6	8.94	79.1
669.383	78.68	50	50.93	68.16	28.95	26.34	115.25	70.73	85.21	70	32.16	37.25	150.68	7.84	78.72
669.71	78.69	50.88	51.54	68.81	29.36	25.75	116.85	71.44	85.74	72.2	33.73	37.41	152.49	8.29	80.46
670.037	78.64	50.69	50.91	69.09	28.87	24.8	117.48	71.49	86.4	70.44	31.56	36.87	154.81	7.16	80.22
670.364	78.56	51.15	51.86	70.06	29.92	26.32	118.64	70.9	87.02	71.74	32.94	37.07	154.64	8.32	80.61
670.691	78.04	50.04	51.09	67.79	28.07	25.66	117.24	70.09	83.54	70.25	32.31	35.68	152.19	7.89	77.94
671.017	78.09	50.8	51.71	68.7	29.14	26.36	116.26	70.44	84.12	71.14	32.68	36.32	152.72	9.03	78.54
671.344	78.88	50.16	51.79	67.91	29.33	25.97	117.13	71	84.59	70.32	32.34	36.56	153.37	8.2	79.92
671.671	76.79	49.95	49.95	66.63	28.67	24.77	115.42	68.67	83.28	69.09	31.68	35.94	148.73	8.1	78.37
671.998	78.7	50.64	52.38	68.85	29.69	26.31	117.83	71.5	85.05	71.24	32.87	36.87	153.74	8.15	80.58
672.324	79	49.89	52.03	68.76	29.57	24.45	117.94	70.68	85.35	71	32.06	35.78	154.4	7.31	79.16
672.651	79.59	50.77	52.37	70.27	29.31	25.39	118.85	70.45	84.43	71.01	32.7	36.97	154.6	8.33	80.96
672.977	77.99	51.06	52.19	69.45	29.03	24.89	119.99	70.63	85.54	71.5	32.31	36.83	155.87	8.03	80.08
673.304	78.59	50.79	52.03	69.57	30.32	26.05	117.35	70.8	84.15	69.47	32.61	36.38	151.52	8.78	79.07
673.63	79.13	52.24	52.06	70.29	29.2	25.89	119.69	71.57	85	71.85	31.78	36.9	155.53	8.4	81.14
673.956	77.12	50.44	50.46	68.67	29.8	25.04	115.51	68.9	84.22	69.38	31.63	36.98	149.88	9.31	78.12
674.283	78.8	51.09	51.85	70.29	29.05	26.13	117.29	70.36	85.74	70.83	31.98	37.33	152.92	9.19	78.5
674.609	78.45	51.17	52.65	69.43	28.9	25.82	116.32	70.3	85.1	70.17	32.16	37.78	152.32	9.77	77.89
674.935	77.98	51.19	52.54	68.73	29.75	25.89	115.34	69.42	82.89	69.74	32.47	37.42	149.06	9.63	77.36
675.261	80.26	51.83	52.1	70.7	30.26	26.15	119.45	72.07	85.23	71.44	32.69	36.25	153.91	9.65	79.83
675.588	76.75	50.5	51.63	68.57	28.94	26.17	115.33	68.91	83.54	69.75	32.24	36.03	148.84	9.03	77.46
675.914	76.63	49.47	50.07	68.02	26.61	24.56	113.93	68.28	82.51	68.42	30.7	35.16	149.89	8.25	77.22
676.24	80.09	50.6	52.39	68.8	28.8	25.26	117.88	69.53	85.01	70.46	32.03	36.49	151.55	8.64	78.72
676.566	77.97	50.47	51.34	69.2	28.86	24.81	115.96	69.12	84.02	69.74	31.62	35.66	150.56	9.06	78.71
676.892	80.07	52.09	52.47	70.54	28.94	25.55	118.43	70.03	85.83	71.6	33	36.61	154.95	9.01	79.35
677.217	79.52	52.6	53.52	70.96	31.09	27.08	116.82	70.83	85.19	70.64	33.34	37.68	151.25	10.87	79.02
677.543	75.95	50.38	50.43	67.49	27.43	24.22	112.28	67.52	81.56	67.54	30.73	35.33	146.37	8.73	75.96
677.869	78.02	50.3	51.59	68.8	28.42	25.12	114.37	70.47	83.75	69.47	31.61	35.64	149.33	8.61	77.69
678.195	78.01	51.3	52.72	68.8	29.42	27.1	112.42	70.27	82.89	69.24	32.01	36.23	146.51	10.67	76.37
678.52	76.79	49.96	50.35	68.07	28.51	25.22	113.62	69.69	83.28	68.2	31.2	35.51	146.78	8.78	75.4
678.846	76.44	50.36	50.65	68.76	28.89	25.36	111.96	68.75	83.98	68.28	31.7	35.45	146.15	9.26	74.91
679.172	76.7	49.95	51.15	67.36	27.63	24.56	108.86	68.35	80.52	67.04	31.08	35.42	141.18	9.06	74.32
679.497	75.54	49.11	49.43	66.72	27.7	24.24	106.44	67.21	80.44	66.37	30.17	34.58	138.29	8.51	71.91
679.823	76.92	50.02	51.3	68.57	27.92	24.29	109.29	69.65	82.11	67.12	30.68	35.21	142.04	8.53	74.45
680.148	76.75	50.03	51.16	68.55	27.7	24.68	110.39	70.09	82.73	68.98	30.93	35.54	143.01	8.32	74.28
680.473	80.46	52.75	52.91	70.34	30.09	26.31	113.61	71.99	85.62	71.27	32.84	37.65	148.64	9.02	77.27
680.799	81.91	53.27	54.12	72.13	29.56	26.08	117.96	72.57	87.4	71.8	32.96	37.94	154.11	8.71	79.59
681.124	82.06	54.45	54.81	72.52	29.84	26.36	117.94	72.31	87.51	72.57	33.41	37.45	155.07	9.66	81.48
681.449	83.22	53.89	55.05	71.75	30.46	25.92	117.49	72.21	85.48	71.57	33.76	38.06	153.02	10.26	80.35
681.774	81.41	52.88	54.04	72.65	30.42	26.32	117.37	70.44	86.24	71	32.25	37.9	153.76	10.19	79.61
682.1	81.92	51.96	54.29	72.4	29.23	24.27	121.23	71.38	86.85	71.5	32.33	36.22	157.93	8.41	81.6
682.425	82.17	54.47	54.7	72.32	30.07	27.13	119.24	72.17	86.74	72.55	33.63	38.27	155.73	11.22	81.28
682.75	81.88	53.07	55.38	71.82	29.81	25.88	118.94	70.87	84.65	70.26	32.3	36.03	154.74	9.74	79.84
683.075	83.44	54.63	55.84	74.02	31.24	26.58	121.82	73.01	86.62	73.11	33.45	39.18	160.2	11.12	83.05
683.4	82.17	54.17	54.68	71.73	30.27	25.93	118.47	70.66	85.87	70.69	33.55	36.66	154.58	10.49	81.69
683.724	80.63	54.2	53.69	71.42	29.93	25.53	118.91	70.13	85.92	70.56	32.98	37.3	153.54	10.72	80.72
684.049	81.89	53.69	53.95	72.92	29.89	25.97	119.56	70.53	85.99	71.11	33.52	37.09	156.31	10.8	82.07
684.374	81.72	52.9	54.91	72.75	29.42	25.16	119.92	70.38	85.24	70.52	32.63	37.58	156.45	9.95	80.55
684.699	79.99	52.37	53.65	72.32	29.02	25.59	117.71	69.56	85.43	69.73	31.93	37.21	153.34	10.51	80.56
685.023	81.25	53.54	53.87	72.67	30.27	24.5	119.12	70.41	85.67	71.58	32.63	37.15	155.47	9.88	81.27
685.348	80.95	53.16	53.44	72.05	29.85	25.95	118.07	70.91	85.99	69.91	32.41	37.48	154.45	11.48	80.43
685.673	81.15	54.65	54.68	72.95	30.16	26.62	118.83	71.5	85.27	71.18	32.83	37.29	156.38	11.04	82.06
685.997	80.24	52.88	53.08	71.95	29.93	26.03	116.83	68.22	83.11	69.93	32.26	36.87	153.92	11.61	79.86
686.322	81.8	53.42	53.7	71.42	29.98	25.42	118.11	69.57	84.55	70.72	32.91	37.38	154.91	11.66	81.54
686.646	81.92	54.14	54.94	71.42	30.26	26.13	119.36	69.27	85.11	70.15	33.27	37.48	154	11.87	81.62
686.97	82.69	54.07	54.19	73.6	29.26	25.42	118.53	70.53	84.74	70.17	32.89	36.71	155.3	10.82	81.61
687.295	84.18	55.54	54.82	74.15	31.28	26.7	120.29	71.02	87.24	71.78	33.25	37.83	156.94	13.01	83.22
687.619	80.5	53.51	53.29	71.25	29.12	24.6	117.64	68.1	82.67	68.18	31.35	36.55	152.61	11.67	80.33
687.943	83.15	53.61	54.01	72.31	29.6	25.18	118.44	70.98	85.26	70.91	33.24	38.11	155.25	12.15	81.44
688.267	81.78	53.65	54.11	72.04	30.22	25.45	117.49	69.69	83.91	69.76	32.58	38.03	153.96	13.06	81.27
688.592	82.35	54.05	54.83	73.32	29.77	24.99	120.38	70.8	84.81	71.64	31.75	36.91	157.41	11.45	82.71
688.916	83.5	54.53	55.54	74.33	29.06	24.03	120.48	70.82	85.37	71.49	33.01	38.1	157.37	11.7	82.46
689.24	82.52	54.59	54.76	73.72	30.95	25.92	118.97	70.72	85.61	70.84	33.35	37.44	155.89	13.11	82.28
689.564	79.7	52.96	54.15	71.76	29.92	24.88	116.37	69.12	82.76	69.43	31.85	36.11	152.11	12.38	80.62
689.888	82.24	54.31	55.34	74.22	31.29	26.44	119.21	71.39	86.49	72.11	34.11	38.48	155.65	13.98	83.09
690.212	81.11	53.06	53.9	72.16	28.45	26.08	114.58	68.54	83.69	69.5	33.56	37.13	150.64	13.7	80.78
690.535	84.47	53.06	55.69	74.94	30.05	26.43	119.86	71.93	86.64	71.49	33.73	37.06	155.89	14	82.49
690.859	82.81	53.47	53.88	72.4	30.37	25.37	117.72	70.94	85.24	70.44	32.44	36.83	154.73	13.01	81.9
691.183	81.76	54.77	55.34	73.21	31.5	26.83	118.8	72.04	86.04	71.28	34.02	38.17	152.84	14.42	82.41
691.507	81.79	53.99	56.26	73.37	31.67	25.99	117.92	71.4	85.69	71.22	33.62	37.79	154.32	14.8	82.05
691.83	83.74	53.64	56.03	72.45	29.94	26.34	118.82	71.33	85.89	71.63	33.13	37.36	155.79	14.28	83.18
692.154	80.82	52.84	54.12	71.12	29.67	26.22	115.27	68.61	83.07	69.71	33.32	36.47	149.72	15.71	80.01
692.477	82.61	53.8	56.45	72.89	30.74	26.92	116.08	69.83	84.26	70.6	34.7	39.03	151.56	15.31	83.47
692.801	81.97	53.71	55.06	72.93	30.69	25.54	120.38	71.88	85.39	71.59	33.03	37.27	154.31	13.81	82.39
693.124	83.53	55.16	55.7	75.22	30.41	25.23	119.71	71.66	86.45	70.73	33.76	37.67	157.82	14.51	84.36
693.448	84.31	55.67	55.53	74.61	29.66	25.25	118.86	72.1	85.96	71.74	32.6	38.13	157.9	14.15	82.85
693.771	82.67	53.6	54.47	73.11	29.61	25.96	116.58	70.11	84.96	70.51	33.31	36.75	154.63	14.85	82.89
694.094	81.05	53.54	54.26	72.14	29.74	26.17	115.97	70.58	84.24	70.28	32.16	36.32	151.3	15.29	81.83
694.417	84.89	54.59	55.38	74.74	30.24	24.98	121.71	73.23	88.67	74.36	33.45	38.13	160.62	16.31	85
694.741	79.41	52.1	52.94	69.26	28.92	24.17	113.04	67.95	82.01	67.67	30.89	34.51	148.83	14.38	80.6
695.064	81.38	52.28	54.49	72.56	28.77	24.98	116.19	70.18	82.97	69.84	32.51	35.21	151.82	14.16	81.11
695.387	82.1	53.35	54.12	72.11	29.01	24.81	115.74	70.19	85.1	70.31	31.51	36.87	152.19	16.28	82.89
695.71	78.6	50.71	52.96	69.83	29.14	24.7	110.69	67.39	82.03	67.16	31.02	35.39	146.83	16.31	78.72
696.033	79.52	53.48	53.97	71.59	28.98	24.35	112.51	69.01	82.15	69.06	32.04	35.89	147.86	15.89	79.79
696.356	80.49	52.64	53.43	71.61	28.94	25.44	113.01	68.82	83.77	69.33	31.98	37.35	146.71	14.99	79.83
696.679	80.68	50.84	53.81	71.25	29.17	24.23	112.42	68.47	82.22	68.23	31.55	34.71	147.29	15.76	79.85
697.001	77.18	51	51.74	69.17	29.24	25.35	107.98	67.11	80.88	67.48	31.42	35.57	141.36	16.96	78.09
697.324	76.8	51.02	52.06	69.01	28.47	25.44	104.61	66.1	78.93	66.79	31.08	35.61	138.77	16.52	76.28
697.647	73.59	48.72	48.85	65.94	26.67	22.86	101.75	63.61	76.05	63.12	30.36	33.51	132.06	15.92	72.38
697.97	75.44	48.5	49.5	65.97	26.77	23.41	100.76	65.23	76.87	64.46	30.08	33.03	131.8	15.98	72.21
698.292	76.17	49.42	50.45	67.54	27.25	23.78	101.81	66.94	78.34	65.43	30.46	35.24	131.61	15.94	73.12
698.615	82.08	53.53	54.08	72.6	29.79	25.74	108.44	70.33	82.27	69.09	33	36.66	140.9	17.43	77.34
698.937	83.54	54.55	55.83	73.23	29.64	25.83	111.51	71.94	84.98	69.74	32.7	36.84	145.67	17.4	79.31
699.26	86	57.01	57.21	75.41	32.13	27.66	116.26	73.32	87.69	74.02	35.12	38.26	150.29	18.95	82.51
699.582	85.43	57.32	57.94	75.1	31.33	26.89	116.44	72.76	88.41	73.07	34.88	38.79	153.14	18.51	83.04
699.905	87.35	57.78	58.92	76.05	31.71	27.8	119.89	72.99	89.04	74.13	33.97	39.09	157.05	18.92	86.02
700.227	85.88	56.1	57.2	74.66	30.06	26.5	119.69	73.46	88.6	72.18	32.68	38.07	155.45	18.42	84.59
700.549	87.61	59.09	59.39	77.18	32.58	28.66	121.69	73.78	90.3	75.14	34.93	38.9	158.44	19.9	87.26
700.871	87.35	57.14	58.96	76.83	33.47	27.84	121.96	72.99	88.97	73.74	34.54	39.66	158.65	19.85	85.82
701.194	86.48	57.32	58.25	76.27	31.75	26.92	121.2	72.69	90.59	73.2	34.26	39.14	158.81	18.63	85.64
701.516	81.45	53.56	54.74	72.99	29.35	25.51	115.83	70.39	85.29	70.08	33.07	36.36	151.86	18.27	82.36
