"Wavelength_A__P_"	"Impatiens_glandulifera_A__Er_1"	"Impatiens_glandulifera_A__Lr_2"	"Impatiens_glandulifera_A__Lr_3"	"Impatiens_glandulifera_A__Lr_4"	"Impatiens_glandulifera_A__Er_5"	"Cirsium_arvense_A__P_1"	"Convolvulus_sepium_A__P_1"	"Convolvulus_sepium_A__P_2"	"Convolvulus_sepium_A__P_3"	"Convolvulus_sepium_A__P_4"	"Rubus_caesius_A__P_1"	"Rubus_caesius_A__P_2"	"Saponaria_officinalis_A__P_1"	"Trifolium_repens_A__P_1"	"Trifolium_repens_A__P_2"
559.179	19.23	14.09	14.3	13.36	11.44	9.66	115.76	72.24	85.58	70.66	26.84	25.63	142.41	7.64	77.18
559.521	19.11	13.95	14.18	13.41	11.21	9.58	114	71.22	84.19	69.53	26.52	24.9	139.22	7.63	75.71
559.864	18.69	13.56	13.78	13.05	10.78	9.15	112.86	70.15	83.86	68.74	26.04	24.37	138.08	7.27	74.91
560.207	19.23	14.01	14.22	13.26	11.41	9.65	111.85	70.9	83.82	69.41	26.36	24.87	137.77	7.81	75.13
560.549	18.9	13.48	14.18	13.16	10.88	9.31	110.59	69.84	82.41	68.32	25.95	24.39	135.95	7.57	74.07
560.892	19.4	13.89	14.35	13.15	11.12	9.36	112.42	71.05	83.91	69.55	26.27	24.76	137.96	7.58	74.99
561.234	19.32	13.85	14.16	13.12	11.05	9.21	112.14	71.39	84.28	69.46	26.31	24.61	137.34	7.53	74.34
561.577	19.88	14.4	14.38	13.52	11.55	9.74	114.63	72.14	85.34	71.19	27.28	25.37	140.21	7.87	76.53
561.919	20.23	14.33	14.88	13.83	11.78	9.93	115.7	72.71	85.99	71.37	27.17	25.53	141.2	8.05	77.33
562.261	20.34	14.36	14.74	13.97	11.8	9.88	116.17	72.92	86.11	71.16	27.31	25.55	142.22	8.02	77.43
562.603	20.02	14.25	14.44	13.75	11.53	9.5	115.26	71.81	85.4	70.58	26.89	25.26	141.33	7.7	76.73
562.946	20.33	14.44	14.52	13.71	11.45	9.61	114.42	71.76	84.72	70.67	27.2	25.02	140.22	7.85	77.04
563.288	20.52	14.62	14.68	14.27	11.68	9.97	113.61	70.9	84.6	69.66	26.87	25.2	139.71	8	76.13
563.63	20.64	14.47	14.64	13.83	11.74	9.64	114.36	71.78	85.27	70.29	27.08	24.98	139.86	7.93	76.47
563.972	20.12	14.21	14.57	13.67	11.58	9.44	112.74	70.74	84.03	69.2	26.64	25.07	138.38	7.96	75.99
564.314	20.19	14.04	14.44	13.24	11.36	9.41	111.15	70.28	82.59	68.61	26.43	24.39	136.13	7.6	74.08
564.656	19.84	14	14.28	13.37	11.1	8.96	110.09	69.9	83.05	68.31	26.17	24.33	135.43	7.56	73.47
564.998	19.82	13.89	14.44	13.3	11.33	9.13	107.88	69.2	81.79	67.48	26.29	24.25	131.99	7.84	72.54
565.34	19.68	13.55	13.91	13.04	10.78	9.06	105.69	68.06	80.73	66.36	25.64	23.93	129.2	7.39	70.84
565.682	20.04	14.05	14.23	13.37	11.26	9.33	106.23	69.07	81.25	67.4	25.77	23.97	129.12	7.79	71.58
566.024	20.43	14.43	14.67	13.84	11.66	9.54	106.78	70.15	82.83	68.43	26.63	24.69	130.87	8.01	72.34
566.365	20.93	14.69	14.71	13.86	11.72	9.69	109.33	71.61	84.11	69.59	26.93	25.04	133.43	8	73.95
566.707	21.71	14.98	15.32	14.55	12.16	10.14	114.23	73.2	87.16	71.65	27.61	25.64	140.09	8.1	76.53
567.049	22.21	15.14	15.59	14.44	12.21	10.19	117.29	74.4	88.53	72.76	28.18	25.98	144.1	8.33	78.53
567.39	22.16	15.33	15.74	14.68	12.47	10.42	116.97	73.02	87.06	72.13	28.05	26.35	142.81	8.52	78.34
567.732	22.05	15.17	15.33	14.43	12.15	10.09	117.4	73.04	87.3	71.97	27.95	26.02	144.43	8.2	78.6
568.074	21.87	14.78	15.17	14.35	12.06	9.52	116.08	71.95	86.01	71.11	27.44	25.78	142.56	8	77.89
568.415	22.31	15.17	15.48	14.51	12.32	10.13	115.97	72.51	85.83	71.06	28.09	25.68	142.43	8.43	77.45
568.756	21.75	14.94	15.14	14.2	11.92	9.92	112.63	70.63	83.56	69.58	27.13	25.16	138.59	8.12	75.18
569.098	21.87	14.81	15.14	13.95	12	9.89	111.93	70.82	84.42	70.02	27.17	25.22	138.42	7.88	75.3
569.439	22.1	15.1	15.42	14.42	12.32	9.99	112.89	71.74	84.85	70.23	27.52	25.8	138.57	7.98	75.34
569.78	22.15	15.3	15.37	14.78	12.28	10.04	112.42	71.53	84.86	69.86	27.14	25.4	138.5	8.21	75.65
570.122	21.91	14.97	15.02	14.26	11.92	9.53	111.46	70.57	83.62	69.28	26.96	25.36	137.09	8	74.83
570.463	21.6	14.64	14.92	13.77	11.93	9.43	109	69.29	81.64	67.81	26.36	24.51	134.08	7.76	73.59
570.804	21.67	14.51	14.94	14.19	11.96	9.59	106.31	68.36	80.86	67.11	26.29	24.55	131.27	8.14	72.05
571.145	21.76	14.63	14.93	14.35	11.9	9.72	106.16	69.06	80.87	67.23	26.33	24.38	130.15	8.04	72.29
571.486	21.55	14.7	14.85	14.13	11.91	9.58	106.12	69.24	81.6	67.55	26.31	24.44	129.92	7.76	71.7
571.827	22.71	15.03	15.53	14.52	12.46	10	108.86	71.18	83.73	69.22	27.22	25.38	132.97	8.25	73.52
572.168	22.63	15.14	15.43	14.55	12.14	9.86	110.5	71.34	84.41	69.8	27.36	25.6	135.21	8.24	74.56
572.509	23.73	15.88	16.13	15.3	12.75	10.38	113.56	73.1	86.7	71.58	27.96	26.08	139.02	8.41	76.11
572.85	24.16	15.81	15.98	15.29	13.01	10.61	115.32	73.37	87.63	72.24	28.36	26.59	142.57	8.6	77.74
573.191	23.69	15.7	16.13	15	12.89	10.32	114.91	72.38	86.48	71.44	27.95	26.14	141.17	8.5	76.97
573.532	24.08	16.2	16.47	15.21	13.1	10.7	114.58	72.23	86.24	71.25	27.99	26.26	141.42	8.66	77.47
573.873	23.53	15.56	15.95	14.9	12.57	10	111.77	70.36	84.02	69.19	27.2	25.8	137.52	8.43	75.26
574.213	23.45	15.64	15.53	14.96	12.7	10.34	109.9	70.2	82.92	68.28	27.19	25.66	135.57	8.36	74.18
574.554	23.43	15.31	15.75	15.01	12.79	10.23	108.93	69.94	82.75	68.9	27.09	25.66	133.8	8.35	73.72
574.894	23.76	15.64	15.91	15.27	13.08	10.35	109.84	70.6	83.48	68.93	27.47	25.84	134.48	8.67	74.03
575.235	24.48	15.96	16.39	15.57	13.06	10.43	111.9	72.27	85.25	71.11	27.95	26.17	137.49	8.81	75.67
575.576	24.73	16.46	16.5	15.9	13.46	10.71	114.37	73.22	86.63	71.98	28.57	26.85	141.09	8.99	77.46
575.916	25.68	16.49	16.65	15.96	13.78	10.94	116.87	74.14	87.65	72.7	28.79	27.21	144.46	8.74	78.96
576.256	25.1	16.41	16.99	16.2	13.61	10.86	115.04	72.43	86.25	71.43	28.39	26.53	141.77	9.05	77.67
576.597	25.45	16.21	16.86	16.1	13.79	10.85	115.06	72.41	85.86	71.15	28.63	26.99	142.78	8.9	77.9
576.937	25.61	16.75	17.12	16.07	14.1	10.81	116.78	72.75	86.31	71.53	28.77	26.92	142.88	8.95	78.39
577.277	25.38	16.56	16.87	16.07	13.68	10.68	115.58	71.98	86.08	71.27	28.33	26.62	142.93	8.53	78.39
577.618	25.68	16.6	17	16.02	13.98	10.73	115.9	72.05	86.28	71.11	28.55	26.91	143.4	8.78	78.28
577.958	26.45	17.3	17.58	16.75	14.29	11.42	117.2	72.91	86.9	72.02	28.83	27.23	145.36	9.24	79.51
578.298	26.04	16.8	16.83	16.37	13.84	10.7	116.4	71.38	85.03	71.27	28.33	26.79	143.15	8.79	78.53
578.638	26.69	17.14	17.36	17.01	14.52	11.01	116.51	71.84	85.75	71.04	28.67	27.31	144.59	9.26	78.7
578.978	26.47	16.73	17.22	17.15	14.51	10.91	117.29	72.55	85.75	71.49	28.79	27.39	145.56	8.84	79.58
579.318	26.39	16.69	17.09	16.6	14.1	10.76	116.66	72.14	85.91	71.09	28.45	27.16	144.86	8.79	79.06
579.658	26.6	16.96	17.28	16.98	14.2	11.07	116.23	71.18	84.9	70.95	28.47	27.15	143.48	8.88	78.56
579.998	26.65	17.39	17.43	17.26	14.74	11.34	115.35	71.63	85.08	70.5	28.97	26.92	143.25	9.06	78.47
580.338	26.21	16.75	16.71	17.03	13.99	10.74	115.95	71.32	85.04	70.26	28.35	27.03	144.66	8.72	78.29
580.678	27.38	17.39	17.75	17.44	14.48	11.35	115.28	71.32	84.5	70.21	28.7	27.14	142.64	9.28	77.98
581.017	26.96	16.93	17.4	17.31	14.32	10.48	114.62	70.96	84.32	70	28.47	27.22	142.86	8.71	77.27
581.357	27.44	17.35	17.54	17.44	14.71	11.09	115.1	71.14	84.64	70.46	28.52	26.99	142.91	9.31	78.32
581.697	27.35	17.49	17.36	17.46	14.6	10.56	115.26	71.47	84.14	70.1	28.77	27.16	143.65	9.07	77.78
582.036	28.17	17.94	17.71	17.8	14.84	11.24	117.27	72.02	85.7	71.29	29.28	27.61	145.19	9.51	79.65
582.376	27.68	17.67	17.82	18.06	15.08	11.21	115.65	71.65	85.08	70.7	29.04	27.36	143.93	9.05	78.62
582.716	28.27	17.75	18.03	18.1	14.81	11.08	116.53	71.99	85.22	71.17	28.74	27.5	145.13	9.29	78.74
583.055	28.19	17.59	17.98	17.99	14.87	11.14	116.24	71.79	84.88	70.63	28.58	27.23	144.64	9.25	79.23
583.395	28.27	17.84	17.74	17.87	14.77	10.93	115.51	71.35	84.56	70.41	28.68	27.09	144.68	9.23	79.22
583.734	28.51	17.62	17.89	18.12	14.63	10.85	115.23	71.58	84.76	70.67	28.63	27.28	143.57	9.05	78.79
584.073	29.5	18.23	18.9	18.86	15.55	11.8	115.99	71.27	85.2	70.68	29.27	27.9	144.5	9.77	79.58
584.413	28.98	17.7	18.14	18.41	15.31	11.57	113.89	70.32	83.77	69.52	28.86	27.75	142.51	9.09	77.69
584.752	29.41	18.11	18.85	18.89	15.21	11.61	115.74	71.19	85.15	70.57	28.97	27.73	143.81	9.5	79.25
585.091	29.61	18.16	18.45	19.01	15.91	11.69	114.96	70.87	84.92	70.1	28.86	27.93	143.64	9.61	78.33
585.43	29.36	18.29	18.67	19.21	15.26	11.31	115.12	71.15	84.27	70.01	28.7	27.76	143.22	9.1	78.15
585.769	29.38	18.63	18.9	18.98	15.53	11.28	116.18	71.65	84.97	70.54	28.74	27.65	143.66	9.51	78.73
586.108	29.78	18.09	18.89	19.27	15.49	11.35	115.5	71.33	85.22	70.36	28.73	27.25	144.44	9.17	78.39
586.447	30.14	18.32	18.47	19.17	15.84	11.25	115.71	70.97	85.14	69.89	28.82	27.62	144.2	9.12	78.46
586.786	30.31	18.15	19	19.38	15.27	11.42	114.57	70.48	84.12	69.85	28.64	27.38	142.98	9.26	77.82
587.125	30.44	19.09	19.21	19.93	15.7	11.86	115.53	71.35	84.89	70.71	29.09	27.96	144.51	9.55	78.57
587.464	30.68	18.88	19.22	19.68	16.27	11.73	113.57	70.3	83.63	69.66	28.7	28.1	142.14	9.75	77.92
587.803	30.33	18.55	18.85	19.65	15.68	11.12	113.59	70.14	83.64	69.34	28.47	27.43	141.69	9.21	77.42
588.142	30.39	18.68	18.84	19.01	15.51	11.2	112.97	69.77	83.11	69.16	28.27	27.1	140.68	9.1	76.96
588.481	31.34	19.18	19.29	20.16	16.18	11.37	112.95	70.55	83.78	69.94	28.59	27.78	141.46	9.42	77.73
588.819	31.55	19.59	19.97	20.67	16.89	11.94	113.32	71.67	83.97	70.64	29.2	28.13	141.22	10.03	78.07
589.158	31.17	19.27	19.22	20.56	15.65	11.68	112.36	70.06	83.34	69.43	28.56	27.46	139.76	9.82	76.97
589.497	32.25	19.43	19.95	20.73	16.6	11.86	112.98	70.96	84.54	70.24	28.86	28.02	140.6	9.85	77.36
589.835	31.94	19.24	20.13	20.98	16.72	11.58	112.96	70.69	83.59	69.3	28.87	28.41	139.89	9.77	77.49
590.174	32.97	20.11	20.64	21.51	16.77	12.17	114.49	71.56	85.04	70.98	29.37	28.47	142.37	9.89	78.5
590.512	33.25	20.09	20.43	21.28	16.91	12.06	115.47	71.78	85.97	71.14	29.14	28.88	143.42	9.98	79.18
590.851	33.39	20.55	21.09	21.95	17.04	12.27	117.31	72.26	86.5	72.03	29.55	28.93	146.55	10.28	80.42
591.189	33.9	20.51	20.92	22.04	17.36	12.28	117.89	72.59	86.37	71.41	29.69	29.2	146.79	9.86	80.48
591.527	33.65	20.9	21.23	22.67	17.42	12.67	115.86	71.39	85.08	70.72	29.6	29.04	144.28	10.4	79.41
591.865	33.43	21.07	21.2	22.76	17.27	12.34	115.58	71.42	85.3	70.65	29.3	28.85	144.19	10.2	78.93
592.204	34.43	20.62	21.27	22.21	16.98	11.94	115.32	70.61	84.72	70.22	29.42	28.72	144.61	10.08	79.22
592.542	34.25	20.91	21.47	22.88	17.48	12.3	116.26	71.53	85.49	71.32	29.46	29.2	144.71	10.19	79.33
592.88	33.98	20.53	21.62	23.18	17.32	12.44	113.85	70.24	83.3	69.47	28.7	28.66	141.9	10.03	77.86
593.218	34.03	20.97	21.15	23.09	17.2	12.47	112.12	69.66	83.14	68.86	28.88	28.4	140.46	9.77	76.69
593.556	33.76	20.44	20.96	22.93	16.99	12.14	111.09	69.71	82.54	68.51	28.73	28.29	139.37	10.12	76.33
593.894	34.17	20.9	21.05	23.11	17.72	12.35	110.14	69.35	82.48	68.6	28.6	28.11	137.85	10.41	75.1
594.232	35.81	21.54	21.92	24.12	17.88	12.41	113.92	71.84	85.75	70.81	30.12	29.26	142.91	10.33	78.45
594.57	35.69	21.77	22.1	24.08	17.73	12.41	113.57	71.39	84.56	70.55	29.4	28.88	142.91	10.33	78.65
594.908	36.48	22.02	22.45	24.45	18.02	12.63	113.97	71.42	84.83	70.51	28.98	29.28	143.25	10.59	78.95
595.246	35.04	21.15	22.05	23.73	17.42	12.12	111.73	70.03	83.38	69.18	28.89	28.27	139.6	10.18	77.52
595.583	35.06	21.56	21.6	23.72	17.51	12.26	109.97	68.87	81.97	68.09	28.62	28.12	136.72	10.31	75.15
595.921	33.83	20.36	20.92	22.97	16.56	11.53	104.4	66.71	79.04	65.74	27.21	27	131.73	9.61	71.78
596.259	33.74	20.11	20.55	22.94	16.52	11.48	102.45	66.22	78.23	64.59	27.22	26.48	128.17	9.61	70.99
596.596	34.37	20.6	21.25	23.42	16.66	11.87	102.74	67.3	79.22	65.76	27.13	27.03	127.87	9.8	70.66
596.934	36.97	22.16	22.61	25.18	18.17	12.83	107.75	71.19	83.4	69.09	29.33	28.78	134.1	10.77	74.91
597.271	38.9	23.22	24	26.34	18.99	13.38	114.72	74.41	87.29	72.78	30.69	30.09	143.12	10.86	79.3
597.609	40.52	24.44	24.71	27.42	19.59	13.78	119.63	74.77	89.39	74.22	31.21	31.22	148.12	11.58	82.15
597.946	39.95	24.55	24.91	27.04	19.42	13.73	119.22	73.86	88.19	73.22	30.61	30.31	149.91	11.41	82.18
598.284	40.64	24.66	25.19	27.49	19.82	13.87	121.06	74	89.2	73.43	31.25	30.91	151.78	11.49	83.15
598.621	39.88	24.57	24.74	27.33	19.24	13.47	119.61	72.56	87.49	72.66	30.27	29.92	149.95	10.83	81.83
598.958	40.43	24.48	24.93	27.45	19.9	13.59	119.55	71.94	87.08	71.87	30.35	30.04	149.88	11.54	81.24
599.296	39.78	23.98	24.29	27.53	19.35	13.25	117.8	71.84	85.69	71.64	30.01	29.66	148.04	11.32	81.38
599.633	40.52	24.08	24.64	28.29	20.02	13.24	118.73	72.27	87.01	71.81	30.08	30.5	149.54	11.13	81.69
599.97	40.6	24.08	24.58	28.29	19.38	13.3	116.87	71.61	86.1	71.39	30	29.69	147.58	10.9	81.03
600.307	40.12	23.75	24.14	27.89	18.9	12.77	116.19	71.18	84.8	71.02	29.78	29.96	146	10.58	80.43
600.644	39.96	24.03	24.77	28.33	19.2	13	115.37	71.19	85.13	70.33	29.48	29.58	145.14	10.59	79.78
600.981	40.01	24.33	24.36	28.65	19.07	13.31	113.62	70.81	83.98	69.78	29.51	29.43	142.38	10.79	79.15
601.318	40.25	24.29	24.57	29.11	19.29	13.33	113.29	70.39	84.09	69.49	29.51	29.64	142.23	10.98	78.05
601.655	40	23.91	24.45	28.24	19.43	12.77	112.11	69.35	83	68.4	29.02	28.66	141.08	10.45	77
601.992	40.04	23.97	24.57	28.23	19.26	13.11	109.72	68.97	81.57	68.16	28.55	28.8	138.76	10.72	76.41
602.329	38.71	23.11	24.22	27.77	18.56	12.79	105.89	66.98	79.55	65.59	28.02	28.01	133.14	10.36	74.14
602.665	39.71	23.3	23.99	28.24	18.1	12.77	105.61	67.49	80.25	66	28.12	28.18	132.59	10.26	73.18
603.002	40.94	24.03	25.11	29.3	19.17	13.6	107.06	69.34	81.83	68.05	28.85	29.35	134.59	10.97	74.69
603.339	41.05	24.76	25.17	29.77	19.59	13.69	107.62	69.57	82.08	68.06	29.36	29.08	134.85	11.12	74.81
603.675	40.78	24.85	25.01	29.54	19.2	13.15	106.19	68.34	80.79	67.51	28.77	28.72	133.5	10.97	73.49
604.012	40.6	24.42	24.8	29.32	19.04	13.08	104.9	68.06	80.15	66.51	28.39	28.61	131.48	10.74	73.27
604.349	41.66	24.86	25.23	30.3	19.54	13.57	105.86	69.09	81.65	67.49	29.05	29.19	131.84	11.1	73.31
604.685	43.39	26.06	26.44	31.49	20.32	14.38	109.92	71.03	83.56	69.4	29.91	30.13	136.81	11.56	76.43
605.022	45.67	27.39	28.18	32.83	21.52	15.2	116.13	74.23	87.59	73.3	31.33	31.6	144.92	11.91	80.52
605.358	45.91	27.78	28.38	33.08	21.43	15.03	118.19	74.6	89.04	73.06	31.65	31.76	148.55	11.96	81.75
605.694	46.68	28.63	28.92	33.59	21.91	15.31	119.42	74.25	88.89	73.56	31.61	31.98	150.89	12.05	83.04
606.031	47.22	28.58	29.2	34.15	22.37	15.78	121.18	74.4	89.25	74.15	31.48	32.34	152.94	11.99	84.4
606.367	46.61	28.29	28.99	33.76	21.82	15.36	120.41	73.35	88.09	72.46	31.51	31.34	150.76	11.72	82.93
606.703	46.41	28.08	28.68	33.89	21.49	14.71	118.65	72.99	87.22	72.27	30.99	31.07	149.33	11.96	82.45
607.039	46.55	28.14	29	34.12	21.64	15.29	117.25	71.62	86.31	71.43	30.82	31.03	148.01	11.7	81.38
607.375	46.22	27.96	28.74	33.89	21.24	14.9	116.45	71.87	85.46	70.3	30.48	31.01	147.64	11.52	80.8
607.711	45.02	26.94	28	33.29	20.65	14.71	113.31	70.46	83.54	69.25	29.49	29.86	143.66	10.84	78.62
608.047	44.12	26.87	27.34	33.29	20.68	14.21	109.34	68.74	81.13	67.85	29.2	29.26	137.57	11.09	76.19
608.383	43.39	25.64	26.33	31.93	19.87	13.91	104.93	66.86	78.72	65.91	28.1	28.62	132.56	10.7	73.08
608.719	43.5	26.06	26.56	32.55	19.96	13.92	103.7	67.25	79.23	65.75	27.91	28.8	130.77	10.52	72.71
609.055	44.32	26.41	27	33.39	20.47	14.24	103.17	67.78	79.94	66.44	28.74	29.17	130.53	11.16	72.67
609.391	46.19	27.75	28.26	34.54	21.02	14.86	107.81	70.04	82.75	68.61	29.67	30.01	135.53	11.27	75.4
609.727	49.19	29.35	29.65	36.4	21.88	15.67	114.41	73.39	86.81	71.95	31.25	31.64	143.04	11.8	79.67
610.062	49.14	29.53	30.16	36.83	22.53	15.73	115.06	72.62	86.49	71.67	31.36	31.88	145.06	11.9	80.14
610.398	50.13	30.61	30.59	37.24	22.52	16.08	117.88	73.58	87.4	72.85	31.28	31.81	147.76	11.62	81.68
610.734	50.18	30.55	30.72	37.73	23.05	16.54	117.9	73.22	87.98	72.96	31.25	32.23	149.01	11.99	82.06
611.069	50.37	30.41	31.32	37.72	22.82	16.31	119.97	73.8	88.28	73.05	31.36	32.08	151.78	11.78	82.95
611.405	50.04	30.96	31.26	37.8	22.85	15.9	118.44	72.48	86.67	71.75	30.77	31.8	149.84	11.86	82.61
611.74	50.52	30.45	31.61	38.3	22.87	16.26	117.89	72.31	86.14	71.82	31.22	32.05	148.89	11.97	81.74
612.076	50.95	30.32	30.83	37.7	22.82	16.61	117.71	71.65	85.88	71.7	31.66	31.84	148.55	12.08	82.23
612.411	50.8	30.73	31.48	38.02	22.63	16.57	117.88	71.97	85.81	71.43	31.16	31.96	149.52	11.38	82.31
612.747	50.49	30.98	31.68	38.57	22.96	16.81	117.46	71.83	86.16	71.37	31.57	32.31	148.96	11.92	82.16
613.082	50.81	30.6	30.86	38.4	22.77	16.17	116.98	70.93	85.54	70.96	30.74	30.95	147.92	11.12	81.3
613.417	51.08	30.75	31.33	39	22.92	16.49	116.38	70.88	84.98	70.64	31	31.6	149.1	11.76	81.27
613.752	51.15	30.83	31.3	38.58	22.67	16.35	117.06	71.03	85.28	70.91	30.5	31.74	148.21	11.34	81.09
614.087	51.44	31.14	31.54	38.74	23.62	16.75	116.84	71.08	86.18	71.36	31.25	31.93	147.77	11.99	81.28
614.423	52.49	31.68	32.18	40.29	22.86	17.02	118.35	71.71	86.43	71.71	31.71	32.25	150.23	11.51	82.77
614.758	52.07	31.43	31.59	39.82	23.11	16.27	116.48	70.78	85.12	71.54	30.8	31.77	147.57	11.08	81.09
615.093	52.37	31.58	31.58	40.24	23.27	16.63	117.52	71.38	85.15	70.72	30.93	31.58	149.18	11.67	81.17
615.428	51.6	31.29	31.82	40.15	23.12	16.99	114.92	70.02	84.06	70.34	30.49	31.76	146.26	11.15	80.43
615.763	52.26	31.65	32.05	40.86	23.03	16.99	117.91	70.85	85.32	70.68	30.66	31.83	148.38	11.5	81.67
616.097	53.03	32.21	32.98	40.94	23.82	17.61	117.62	71.85	85.62	71.4	31.52	32.55	149.59	11.36	81.99
616.432	52.2	31.82	32.56	40.82	23.17	17.38	117.33	71.17	85.01	70.96	31.05	31.86	148.42	11.76	81
616.767	52.77	32.02	32.63	41.22	24.18	17.56	116.29	70.87	85.12	70.31	30.93	32.04	147.52	11.77	80.97
617.102	52.55	31.92	32.44	40.86	23.48	17.01	116.48	70.32	84.39	70.43	30.77	32.36	148.54	10.92	80.97
617.436	53.1	32.61	32.47	41.65	23.51	17.29	115.59	70.43	83.65	69.62	30.7	31.33	146.7	11.24	80.05
617.771	53.52	32.15	32.47	41.37	22.91	17.19	114.77	70.2	83.83	69.29	30.72	31.63	145.92	11.27	79.79
618.106	53.35	32.1	33	41.54	23.14	17.5	115.48	70.04	84.09	70.28	30.81	32.01	146.43	11.25	80.55
618.44	54.85	33.25	33.68	42.88	24.38	17.77	117.69	70.63	85.79	71.03	31.37	32.69	150.42	11.57	81.62
618.775	55.1	32.85	33.77	42.53	24.22	18.18	116.93	70.7	84.93	71.43	30.79	32.48	149.05	11.61	81.84
619.109	54.77	32.97	33.31	42.84	23.93	18.06	118.5	71.14	85.52	71	31.15	32.19	150.78	11.63	81.46
619.444	54.76	33.2	33.44	43.08	24.27	17.99	117.1	70.98	85.05	70.85	31.06	32.33	149.87	11.06	82.47
619.778	55.47	33.21	33.98	43.32	24.07	18.34	117.64	71.08	85.46	71.26	31.27	32.36	149.33	11.48	81.6
620.112	56.22	34.12	34.23	43.58	24.54	18.54	118.1	71.2	85.84	71.53	31.84	33.04	151.38	11.35	82.27
620.446	56.55	34.55	34.96	43.45	25.03	19.25	117.05	71.21	85.09	71.4	31.95	33.32	149.22	12.05	81.93
620.781	56.48	34.36	34.4	44.29	24.53	18.93	117.61	71.3	85.14	70.78	31.33	32.77	149.61	11.77	81.54
621.115	56.72	34.35	34.74	44.76	24.39	19.23	118.59	71.54	85.95	71.44	31.09	33.31	152.05	11.69	82.01
621.449	56.59	34.96	34.96	44.83	24.66	18.93	117.54	71.62	85.11	71.08	31.55	33.32	150.39	12.17	82.08
621.783	56.53	33.91	34.66	44.56	24.16	18.97	117.84	71.42	85.28	70.56	30.92	32.62	150.36	11.48	81.75
622.117	57.21	34.29	35.18	44.77	24.96	18.9	117.57	71.28	85.71	71	31.42	33.18	150.68	11.17	82.55
622.451	56.16	33.93	34.24	44.58	24.61	18.6	116.99	70.69	85.55	70.49	31.09	32.39	148.45	11.05	81.33
622.785	57.41	33.8	35.19	45.32	25.21	19.17	116.82	71.01	85.09	71.18	31.96	33.21	149.43	11.65	81.45
623.119	57.02	34.59	34.69	45.29	24.93	19.4	116.29	71.47	84.69	70.68	31.6	33.05	148.26	11.51	80.12
623.453	57.06	34.06	35.31	45.42	24.8	19.2	116.18	70.38	84.48	70.43	31.59	33.16	147.9	11.44	80.28
623.786	56.72	34.74	35.07	45.6	24.86	19.47	116.26	70.61	85.03	70.53	31.01	32.23	148.39	11.5	81.21
624.12	56.74	34.66	34.8	45.09	24.68	19.32	114.62	70.33	83.91	70.62	30.94	32.76	148.11	11.09	80.44
624.454	56.85	34.12	34.51	45.11	24.5	18.89	115.32	70.28	84.17	70.38	30.68	32.69	147.41	10.87	80.28
624.787	56.45	34.3	34.45	44.47	24.08	18.89	112.02	68.67	82.69	68.56	30.06	32.09	143.44	11.63	77.99
625.121	56.4	33.88	34.36	44.9	24.38	18.84	111.51	68.28	82.06	68.8	30.49	31.74	143.13	10.77	78.09
625.454	55.51	33.37	34.14	44.32	24.34	18.93	109.08	67.84	80.77	67.34	30.02	31.74	139.02	11.03	75.92
625.788	55.07	33.11	33.88	44.24	24.3	19.42	108.24	67.93	80.8	67.27	30.19	31.58	138.41	10.76	75.71
626.121	55.75	32.97	33.97	44.22	23.62	18.65	107.85	68.4	80.43	67.29	29.7	31.69	136.87	10.7	74.87
626.455	57.67	33.79	34.74	45.6	24.02	19.36	108.65	69.83	82.19	68.63	30.46	31.91	138.58	11.33	76.57
626.788	58.44	35.12	35.35	46.33	24.61	20.19	111.25	70.78	84.3	69.89	31.4	32.98	142.23	11.66	77.92
627.121	59	35.78	36.09	47.29	25.52	20.54	113.15	71.12	85.18	70.37	31.51	33.32	144.5	11.66	79.32
627.455	61.12	36.86	37.57	48.73	25.95	21.1	117.3	72.73	87.29	72.63	32.41	34.03	148.79	12	81.82
627.788	60.84	36.71	37.96	48.02	26.38	20.57	117.08	72.54	86.84	72.29	32.76	33.63	149.26	11.93	82.12
628.121	61.87	37.83	38.08	49.36	27.06	21.22	119.68	73.39	88.24	73.04	32.7	34.34	153	12.22	83.24
628.454	60.16	36.49	37.52	48.53	26.05	20.75	117.17	71.39	85.71	71.3	32.04	33.91	150.31	11.38	81.13
628.787	60.33	36.41	37.28	47.76	25.64	20.58	116.26	70.76	85.33	71.1	31.32	33.41	148.06	11.49	80.36
629.12	60.27	36.58	36.81	48.07	25.5	20.3	116.4	70.77	84.75	70.25	30.88	33.07	148.39	11.54	81.15
629.453	61.21	36.9	37.59	49.15	26.2	21.09	118.43	71.68	85.58	70.95	32.03	34.05	149.54	11.9	82.17
629.786	61.2	36.8	37.48	49	25.81	21.38	116.38	71.23	84.26	70.89	31.7	33.9	148.21	12.27	81.09
630.119	61.8	37.44	37.71	49.08	25.91	21.04	118.21	71.88	86.08	71.32	32.23	34.13	150.35	11.62	81.93
630.452	61.29	37.32	37.52	48.57	25.93	20.47	116.57	71.3	85.54	70.65	31.72	34.25	150.04	11.23	81.57
630.784	61.49	37.26	38.47	49.27	26.17	21.73	118.18	72.21	85.66	71.48	31.56	34.04	151.39	11.75	81.72
631.117	61.84	37.05	38	49.66	26.1	20.8	117.47	70.78	85.54	71.51	31.74	33.7	150.43	11.45	82.1
631.45	61.91	37.65	38.16	50.28	26.07	21.3	118.16	71.63	86.11	71.54	31.67	33.85	152.76	11.11	82.09
