"Senecio_inaequidens_E__P_1"	"Senecio_inaequidens_E__P_2"	"Senecio_inaequidens_E__P_3"	"Senecio_inaequidens_E__P_4"	"Origanum_vulgare_E__P_1"	"Origanum_vulgare_E__P_2"	"Origanum_vulgare_E__P_3"	"Origanum_vulgare_E__P_4"	"Reynoutria_japonica_E__P_1"	"Reynoutria_japonica_E__P_2"	"Reynoutria_japonica_E__P_3"	"Reynoutria_japonica_E__P_4"
54.13	104.22	50.71	48.29	47.28	86.33	22.02	40.73	30.8	43.16	57.58	31.29
54.31	105.73	50.22	49.59	47.87	86.58	21.57	41.2	31.35	43.23	58.63	31.19
54.17	105.22	50.74	50.37	48.69	85.87	21.82	41.14	31.64	43.69	59.16	31.18
54.41	105.03	50.64	51.61	49.67	85.43	22.88	42.09	31.85	43.54	60.04	31.57
54.17	106.14	50.92	51.94	49.7	86.59	23.1	43.08	31.86	44.02	60.2	32.17
55.29	107.35	50.98	53	50.68	87.35	23.37	42.71	31.76	45	60.86	31.95
54.3	107.25	50.62	53.33	51.37	86.85	23.99	43.36	31.7	44.05	60.6	31.84
54.86	108.69	50.89	55.08	53.02	86.85	24.04	44.51	33.09	45.07	61.35	32.17
54.52	108.92	50.83	56.17	53.51	88.14	24.52	43.81	32.62	44.66	62.4	33.15
55.38	109.25	50.54	57.56	54.49	88.84	25.56	45.53	32.98	44.93	63.03	33.34
55.74	109.97	50.95	58.33	55.36	88.28	25.46	44.83	33.44	44.96	63.66	33.46
55.05	110.29	51.2	59.71	56.21	88.81	25.92	45.33	33.32	45.27	64.21	33.21
54.77	110.1	50.91	59.86	56.33	89.63	25.82	46.21	33.11	44.95	63.66	33.34
55.24	110.56	50.89	61.3	57.62	89.49	26.34	45.94	33.37	44.78	64.59	33.83
55.69	112.08	51.69	62.87	58.38	89.37	26.82	46.39	33.66	45.92	65.89	34.1
55.68	113.4	51.25	63.76	58.82	89.95	27.65	46.61	33.95	46.04	65.83	34.76
55.5	112.66	51.79	65.11	59.17	89.3	27.19	47.07	34.74	46.21	66.16	34.38
56.06	113.63	51.41	66.33	60.8	89.72	28.12	48.09	34.46	46.3	66.78	35.34
55.02	113.43	51.63	66.09	62.11	91.28	28.71	48.58	34.49	45.79	66.6	35.12
56.53	113.42	52.28	67.96	62.73	91.65	29.74	48.66	35.01	46.77	67.83	35.55
56.43	114.03	52.3	68.69	62.94	90.87	29.35	48.88	34.89	46.34	68.73	35.69
56.11	114.91	52.2	69.28	63.91	90.44	31.11	49.13	35.17	47.24	67.81	35.4
56.17	115.95	52.66	71.16	64.9	91.9	31.06	50.91	35.52	46.91	68.96	36.9
56.32	115.43	52.33	72.99	66.09	92.35	31.74	50.49	35.7	47.6	70.55	36.29
56.72	116.31	51.86	74.04	67.25	91.37	32.05	49.72	35.33	47.51	70.48	36.08
56.29	115.75	52.87	73.6	67.85	91.46	32.42	51.58	35.05	46.85	70.31	36.32
55.8	116.12	52.76	74.79	67.76	92.26	33.31	51.7	35.24	47.06	70.83	36.57
56.62	117.99	52.2	75.74	69.73	91.86	34.08	52.04	36.18	48.36	71.51	37.43
57.53	116.92	52.87	76.62	71.28	92.68	34.75	53.23	36.46	48.33	71.17	37.61
56.92	118.24	52.9	79.17	70.95	93.47	34.52	53.02	36.26	48.6	72.29	38.16
57.82	118.67	53.11	78.58	74.13	94.27	35.65	53.44	36.41	48.93	74.3	37.8
57.89	117.42	52.83	80.04	74.36	93.45	36.39	54.36	37.17	48.44	73.51	37.97
57.84	119.64	52.64	80.62	74.63	93.83	36.88	54.83	37.29	49.02	73.44	37.64
57.04	118.54	53.15	80.66	74.22	94.38	37.17	54.24	36.61	48.32	72.82	37.52
57.7	119.16	53.01	81.88	75.38	94.73	37.63	55.28	36.43	48.89	74.24	37.81
56.94	118.85	53.28	82.18	76.12	94.92	37.8	56.22	37.05	48.44	74.79	38.02
57.28	119.65	53.57	83.37	77.11	94.94	38.38	55.17	36.26	48.52	73.98	38.32
57.4	119.95	53.27	84.87	77.88	95.85	39.11	55.59	37.1	48.74	73.93	38.06
57.15	120.29	53.65	86.61	78.84	96.3	39.87	56.41	37.64	48.49	75.83	37.5
57.61	119.22	54.64	85.54	79.48	96.08	40.07	56.57	37.8	48.73	74.94	38.16
57.47	120.25	53.64	86.01	79.91	95.79	40.39	56.91	37.33	48.74	74.57	37.64
58.18	119.06	53.73	86.4	80.66	95.97	41.25	57	38.12	48.5	75.56	38.06
57.64	119.27	52.95	86.3	80.07	96.15	41.58	56.94	37.66	48.28	75.23	37.34
57.82	119.28	52.99	86.62	81.45	96.44	41.37	56.58	37.99	48.07	75.3	37.54
58.25	120.07	52.72	87.64	81.65	96.46	42.19	56.78	37.39	47.95	75.2	36.71
57.5	119.58	52.13	86.88	81.21	95.17	41.78	55.64	36.65	47.54	73.82	35.96
57.27	118.74	52.66	87.51	81.09	95.37	42.6	55.34	37.09	47.59	73.4	35.74
57.68	119.62	52.27	88.46	81.48	95.9	42.6	55.76	36.87	47.9	73.22	35.58
57.93	121.13	52.45	90.26	82.96	97.47	43.36	56.88	37.53	49.23	75.09	36.73
58.04	123.1	53.06	91.37	84.9	98.88	44.19	57.2	38.46	49.88	76.74	37.81
58.4	124.01	53.32	91.17	85.06	98.03	44.38	57.53	38.25	49.7	77.97	38.77
58.06	123.49	53.93	92.34	87.05	100.26	45.23	59.04	38.36	50.21	79.05	39.99
58.59	124.59	54.95	94.71	88.59	99.34	45.9	59.61	39.22	50.6	80.71	40.27
58.71	124.11	54.23	94.23	88.43	99.94	46.44	60.09	39.27	50.8	80.7	40.07
59.51	125.52	55.26	95.16	90.25	101.11	47.06	61.86	40.1	51.51	81.92	40.95
58.1	124.35	54.05	94.3	89.32	99.45	46.99	60.41	39.09	50.75	80.6	40.48
58.6	124.82	54.48	95.43	91.24	100.51	49.54	61.44	39.4	51.66	82.15	41.05
58.52	123.83	54.88	94.72	91.37	99.26	47.69	61.21	38.86	50.5	81.53	40.2
58.71	124.11	55.17	95.61	91.22	100.47	48.48	62.48	39.73	50.41	82.56	40.5
58.89	122.66	54.81	94.71	91.54	100.27	49.16	62	39.2	49.99	82.24	39.33
59.24	123.69	54.98	95.04	92.08	99.99	49.22	61.42	38.79	50.54	82.36	40.34
59.45	124.56	56.19	95.96	93.13	101.63	50.57	62.43	39.65	50.6	82.69	39.74
60.72	125.65	56.96	97.41	94.09	102.97	51.47	63.84	40.02	50.92	83.74	41.25
59.42	122.72	56.27	96.52	93.59	101.2	50.96	63.22	39.93	50.13	82.32	40.55
58.88	124.55	56.23	97.27	94.49	101.35	49.76	63.61	38.7	49.85	83.3	39.72
60.75	123.37	55.91	96.63	94.41	101.33	50.84	63.84	40.14	50.28	83.08	40.44
60.59	127.47	57.26	100	96.79	103.53	52.02	64.57	39.76	50.68	84.86	40.34
60.4	124.9	57.25	97.45	96.68	102.04	51.51	63.86	40.04	50.24	83.43	40.11
61.24	126.45	57.79	99.72	97.12	102.68	52.99	66.12	38.75	51.04	84.32	40.81
59.43	124.19	56.43	98.08	96.65	101.88	51.43	63.74	39.46	49.8	83.68	39.58
59.66	124.96	56.36	98.93	96.14	102.37	53.02	64.66	38.56	49.78	84.62	40.08
59.58	126.57	56.44	99.81	97.49	102.77	53.23	64.7	39.95	50.77	85.04	40.85
60.86	125.61	56.89	99.48	97.5	103.84	53.83	64.68	40.49	49.62	84.88	40.9
60.7	127.09	56.81	100.68	99.32	104.62	54.52	66.57	40.65	50.84	85.92	41.26
59.42	125.4	56.5	99.59	98.59	102.85	53.99	64.97	40.42	50.8	84.25	39.77
60.13	125.04	56.28	99.61	98.35	105.06	54.15	64.47	40.7	49.77	84.9	40.53
60.67	126.06	57.09	100.6	99.85	104.86	55.52	66.1	39.64	51.11	85.92	41.13
60.06	126.01	56.46	100.73	100.16	104.38	55.23	65.98	40.38	50.65	86.51	40.48
60.16	126.96	57.9	100.69	100.53	103.32	55.57	65.09	40.07	51.06	86.07	40.98
60.39	126.1	57.65	101.02	100.59	105.13	55.3	65.68	40.58	50.39	85.85	40.94
60.04	125.33	57.19	101.12	100.86	104.12	55.51	65.46	40.37	50.3	86.15	39.9
59.68	124.05	56.3	99.51	100.31	102.77	55.32	65.04	40.34	49.63	85.52	40.08
61.1	127.15	57.6	103.37	103.79	104.99	56.87	66.14	40.48	50.92	88.25	41.42
60.44	127.09	56.97	102.1	102.63	105.57	56.14	66.82	40.35	50.51	87.39	41.18
60.4	125.96	57	102.32	102.15	104.38	56.09	66.57	40.58	50.5	87.9	41.25
60.02	126.41	56.89	102.89	102.41	104.71	56.42	66.26	40.21	50.34	88.22	40.31
60.46	126.72	56.97	101.71	102.96	104.82	57.28	66.63	41.34	50.16	88.57	41.06
59.99	127.02	56.59	103.34	103.12	105.42	57.06	66.26	40.61	50.74	88.16	40.74
60.92	128.18	57.19	102.97	104.79	106.27	57.61	67.04	41.11	50.8	88.5	41.26
58.94	125.26	56.59	101.44	101.15	104.07	57.72	65.97	40.04	49.85	87.52	40.76
60.39	126.91	57.33	102.62	103.14	105.03	58.45	67.22	40.53	50.61	87.26	41.4
59.76	126.04	57.7	101.98	104.12	104.47	58.06	65.85	40.86	49.95	87.37	40.94
61.3	127.5	57.99	103.61	104.47	106.37	59	66.74	41.26	51.87	88.54	42.24
61.09	126.28	58.08	102.56	103.62	104.2	59.1	67.65	41.11	50.85	87.45	40.58
59.77	126.32	57.43	102.48	103.01	104.88	58.58	67.42	40.37	50.83	86.93	39.44
61.73	127.56	57.76	103.43	104.72	105.37	60.2	67.45	41.37	51.71	87.28	40.61
60.42	126.8	58.2	103.51	103.65	104.57	59	67.12	40.73	50.51	87.47	40.09
60.46	126	57.67	103.27	104.2	105.39	59.84	67.39	40.6	50.92	86.63	40.46
60.61	127.15	57.38	102.75	103.59	105.12	59.95	68.08	40.46	50.63	86.64	39.79
60.9	124.87	56.6	102.77	102.38	104.37	60.31	67.7	39.92	49.8	86	39.76
60.03	127.68	57.08	104.03	104.24	106.02	60.12	68.25	40.7	50.6	86.67	40.02
61.33	128.16	57.7	104.26	105.95	106.77	62.01	68.68	41.01	51.29	87.24	40.75
61.24	127.82	57.89	105.15	105.52	106.39	61.36	69.38	41.79	51.95	87.97	40.6
61.16	128.36	56.61	104.53	105.47	106.22	60.99	69.36	41.24	51.36	87.75	41
60.82	129.88	56.98	105.16	105.96	107.07	62.69	69.4	42.61	51.97	89.79	41.74
61.22	131.38	57.88	105.9	108.35	109.03	63.36	69.28	41.41	51.99	88.57	41.38
61.54	131.08	57.58	106.71	108.91	108.45	62.99	70.64	42.38	51.97	91.46	41.34
61.29	129.43	58.93	105.49	107.26	108.69	63.19	70.25	42.77	51.51	89.37	41.62
61.15	130.67	58.33	105.4	109	107.81	63.73	70.02	42.26	51.87	90.12	42
62	130.98	58.55	107.41	109.55	108.79	64.19	70.76	42.53	53.24	90.99	41.95
61.99	131.6	58.24	106.14	110.95	109.35	63.72	71.14	42.47	53.26	91.06	41.62
61.76	131.07	58.42	107.3	108.33	109.4	63.18	71.17	42.72	52.72	90.76	41.32
61.46	129.87	58.68	107.13	108.03	107.54	63.76	71.54	41.87	51.91	90.29	42.25
60.86	130.15	59.44	107.13	109.07	108.06	64.66	69.75	43.29	51.81	91.38	41.57
62.09	127.76	59.56	106.32	107.85	106.86	65.19	70.98	41.38	51.2	90.21	41.82
63.65	130.38	59.91	107.09	108.3	107.99	65.37	71.79	42.04	51.25	91.48	41.46
62.74	129.94	61.45	105.85	108.44	108.23	65.7	72.76	41.32	51.86	90.18	42.53
63.37	129.82	61.42	106.02	109.5	108.05	64.21	71.15	41.75	51.07	90.02	41.59
62.53	128.51	61.63	105.42	108.42	107.48	64.48	70.31	41.71	50.8	89.44	41.07
62.87	129.01	61.4	106.01	107.94	107.75	64.58	70.78	42.06	51.99	90.4	42.12
63.05	128.83	62.27	107.24	107.74	108.13	64.11	71.62	42.23	51.21	90.53	42.41
64.16	129.92	61.67	107.35	108.94	108.19	64.69	72.31	42.57	51.23	91.32	42.18
62.72	129.83	61.01	107.05	109.86	107.67	64.82	71.94	42.01	51.12	91.62	42.59
62.97	128.76	61.67	107.11	109.8	108.55	65.85	72.28	43.45	52.1	91.64	41.37
62.5	129.35	61.31	107.1	109.05	108.48	65.72	72.38	42.67	51.75	90.6	42.58
62.63	128.66	60.98	107.25	108.83	108.52	67.14	72.4	42.89	52.35	92.14	42.14
61.85	129.95	61.41	107.58	110.71	109.09	65.73	72.33	42.43	51.92	90.61	41.75
62.8	130.82	60.96	107.7	109.01	108.87	66.64	72.3	43.23	51.4	90.79	41.5
62.56	127.91	61.71	105.12	108.53	107.27	65.5	71.26	44	50.64	88.64	42.45
62.5	129.49	60.74	105.34	109.36	107.78	65.21	71.01	42.11	50.75	90.84	40.76
62.6	130.81	60.86	107.57	109.62	108.64	66.42	71.18	41.9	50.5	90.8	41.06
62.93	130.69	61.56	106.78	110.33	107.16	67.22	72.18	42.43	51.59	90.87	42.13
63.65	131.46	63.36	109.06	110.78	108.75	67.99	73.06	43	51.77	91.36	41.59
62.66	129.04	61.26	105.98	109.79	107.22	66.74	72.25	42.57	51.52	90.77	41.78
62.84	129.26	61.39	107.27	110.5	108.26	67.48	70.94	42.46	51.77	91.63	41.82
63.56	128.8	60.11	106.36	109.9	107.44	67.16	71.96	41.61	51.55	90.42	41.96
64.03	131.12	61.58	108.61	111.64	111.16	67.32	73.53	42.43	51.9	91.94	41.89
64.25	130.81	61.29	108.25	111.18	110	68.06	72.7	42.69	50.62	92.53	42.33
63.03	130.89	61.51	107.98	110.08	108.39	67.91	72.72	42.61	51.62	91.18	42.41
63.11	129.47	61.27	108.21	111.42	109.58	68.18	72.77	42.67	51.8	91.37	41.76
64.34	129.87	60.72	107.7	112.51	110.07	68.47	72.49	43.67	51.89	92.04	41.37
63.26	129.51	61.58	107.12	109.95	109.35	69.02	72.81	42.54	51.55	91.39	41.99
63.35	130.59	61.32	107.4	110.42	109.41	66.97	72.21	41.52	51.49	91.23	41.09
64.57	130.22	61.62	106.35	110.53	107.7	68.22	72.37	42.76	51.34	91.02	41.21
63.12	127.83	60.39	106.02	111.49	108.76	68.27	72.11	42.16	51.53	90.89	42.23
64.21	128.9	60.99	107.23	110.68	108.43	68.07	72.41	42.6	51.28	89.99	41.61
63.17	131.2	61.08	106.92	111.06	110.79	67.68	71.71	42.6	51.53	91.58	41.26
64.27	131.32	62.44	107.73	111.54	110.44	69.31	73.14	44	51.94	92.85	41.79
64.36	130.91	62.09	109.2	111.86	110.93	69.25	72.4	42.65	51.48	92.08	41.1
63.94	129.95	62.8	108.33	112.27	109.53	68.72	73.18	43.78	51.92	93.37	42.19
64.58	132.59	63.64	108.75	112.46	110.46	68.89	73.55	43.11	51.2	93.74	42
64.38	131.56	62.52	108.47	112.49	109.76	68.69	73.62	42.54	52.8	91.63	41.59
63.96	129.88	64.34	108.92	111.7	109.15	68.62	73.23	43.3	51.3	91.19	41.73
64.87	129.55	63.9	108.21	112.56	108.13	69.37	73.62	43.53	50.92	90.49	42.36
64.66	131.04	63.65	108.76	111.13	109.03	69.3	72.85	43.24	51.69	91.86	41.55
63.55	129.15	63.32	106.41	109.92	108.82	68.12	72.86	41.7	50.35	90.58	42
66	131.8	65.68	110.71	112.68	111.04	69.91	73.5	43.42	52.11	93.02	43.25
64.77	130.44	64.55	108.23	111.25	109.84	69.45	73.59	42.01	50.63	91.91	42.78
65.6	128.01	64.64	107.55	110.77	106.76	68.01	71.93	41.7	51.95	89.65	42.23
64.56	127.76	65.19	107.35	109.07	106.7	67.54	72.66	41.71	50.36	90.17	42.94
66.42	130.37	66.43	109.46	110.41	108.73	68.52	74.53	43.31	51.94	91.44	43.79
65.21	133.1	66.56	110.14	112.81	110.52	70.19	73.77	43.25	51.5	93.17	44.2
65.24	130.59	66.98	110.76	112.98	108.34	69.53	74.66	42.22	50.94	92.19	43.68
67.06	130.57	67.41	109.9	111.04	108.66	68.52	75.48	42.26	51.25	91.82	43.09
66.28	128.13	66.99	108.8	110.57	108.14	69.15	72.6	42.79	50.99	91.88	42.56
67.54	130.48	67.87	107.6	110.94	108.42	69.55	74.87	42.87	51.16	92.55	42.74
67.3	132.09	68.14	111.97	113.11	110.02	71.46	75.34	43.34	51.91	92.74	44.55
67.71	129.28	68.82	111.21	111.88	110.19	70.16	74.79	42.31	51.29	93.42	43.82
65.49	128.82	66.96	107.87	109.4	106.73	68.3	72.95	41.72	50.25	91.2	42.59
66.56	129.75	67.78	109.63	111	108.36	69.05	73.4	42.26	51.13	91.63	43.9
65.36	129.79	66.59	108.55	110.76	107.85	69.99	73.88	41.88	50.42	90.84	42.17
69.29	132.71	69.39	112.05	112.89	110.28	71.57	75.52	43.29	53.13	94.87	44.32
66.99	130.13	68.56	108.84	113.14	111.18	70.18	74.81	42.96	51.35	93.57	44.28
66.12	130.11	67.95	108.15	110.26	108.68	69.91	73.73	41.62	50.27	93.91	43.09
68.12	129.89	68.14	109.62	112.46	109.96	69.53	74.57	42.54	50.28	93.85	42.88
67.71	132.7	70.72	112.29	112.65	110.77	70.82	76.31	44.39	52.92	93.9	44.57
67.06	132.62	68.09	110.16	111.58	109.54	71.98	74.62	42.96	49.56	95.26	44.02
67.58	129.67	67.67	109.29	109.88	109.64	68.77	75.46	43.04	50.35	92.29	43.12
67.34	130.61	68.76	110.93	112.13	109.27	70.55	73.89	42	50.08	94.16	43.02
67.57	130.93	70.06	109.74	112.48	108.95	70.13	74.87	43.19	51.21	93.03	44.66
70.05	132.05	71.9	110.24	113.11	110.05	70.97	76.44	42.15	52.26	92.25	43.36
69.58	129.88	71.26	109.93	112.21	107.8	70.66	73.96	42.19	51.13	92.32	43.98
67.56	130.54	71.16	110.48	110.03	108.94	70.72	74.83	43.26	49.4	91.34	43.59
67.69	129.67	71.75	111.03	112	108.88	70.38	74.89	42.7	51.29	91.44	44.96
69.27	129.11	71.45	110.35	110.99	108.23	70.54	74.29	41.56	51.03	92.42	44.46
67.55	130.57	73.05	109.84	111.61	107.85	70.42	74.41	42.28	50.84	91.9	45.09
69.51	128.71	72.93	111.51	110.9	109.17	69.33	75.68	43.26	50.81	92.03	43.29
69.75	130.1	71.28	111.65	108.82	108.28	70.07	74.73	41.47	50.99	91.58	43.72
70.5	131.25	72.47	111.87	112.39	109.98	71.95	76.63	42.93	52	93.87	45.26
68.77	129.11	72.86	111.77	112.12	107.67	70	76.07	42.87	49.84	92.28	44.41
68.49	131.07	73.6	112.04	111.96	109.12	71	75.54	44.41	51.05	92.7	44.43
69.9	130.39	72.79	109.25	110.02	108.66	69.54	76.09	42.03	51.52	92.02	45.32
70.84	130.67	72.77	109.84	110.15	108.53	68.68	76.05	43.69	49.72	91.56	44.87
70.68	128.18	73.49	109.74	110.44	106.88	70.42	75.32	41.97	50.93	91.81	44.25
69.96	128.51	73.38	110.05	110.3	107.1	70.08	73.68	42.64	49.07	91.7	42.73
71.32	130.52	74.26	110.66	111.6	108.82	71.15	77.15	43.46	49.33	91.96	43.83
70.77	129.78	73.88	110.27	111.43	108.48	71.13	76.28	41.68	50.36	92.14	43.12
70.98	128.94	73.54	109.88	110.68	108.3	70.93	75.69	42.49	51.17	93.25	45.21
69.57	129.47	75.86	110.17	110.81	107.62	70.27	74.84	41.66	51.27	91.42	43.83
70.27	132.26	72.96	110.72	111.33	109.87	69.76	75.61	42.95	50.96	89.94	44.17
69.92	129.5	73.5	110.52	110.43	106.99	70.47	73.92	41.81	50.57	89.82	44.05
68.46	130.98	72.3	111.23	110.32	107.24	70.07	75.43	42.77	51.09	90.89	42.71
68.35	129.98	73.78	109.11	110.95	108.39	69.66	75.46	42.65	50.55	91.44	43.38
70.81	131.48	74.41	112.81	110.59	107.69	69.62	75.51	42.29	51.94	90.76	43.6
69.91	128.39	74.07	109.41	109.63	107.53	71.11	75.47	42.51	49.14	92.46	43.29
69.59	130.91	73.47	110.46	111.02	108.52	71.34	74.27	42.08	51.16	93.09	43.83
72.37	132.08	75.31	111.26	111.31	108.25	72.63	76.48	42.49	50.13	92.06	45.21
70.33	130.62	73.37	110.45	110.88	107.79	71.06	74.64	43.11	51	91.49	43.22
69.9	128.89	73.71	110.33	109.47	107.94	69.49	73.67	41.63	50.88	91.08	43.22
70.63	131.64	74.55	111.93	112.02	109	71.47	74.69	42.42	50.83	92.4	43.52
69.09	127.61	73.27	109.66	107.56	107.3	70.78	74.98	41.65	49.82	89.99	44.29
69.48	131.72	72.56	108.68	108.91	109.1	69.67	74.17	42.31	50.52	91.31	43.07
71.16	128.7	73.09	110.3	108.56	108.89	70.9	75.15	41.94	50.35	90.84	44.5
70.07	130.32	73.63	109.84	110.12	108.94	68.81	74.39	42.37	50	91.31	44.07
68.49	128.68	71.77	108.28	109.16	104.27	67.86	73.85	41.24	49.56	90.87	42.08
69.64	130.43	72.22	109.51	109.15	107.15	69.84	73.59	40.98	49.39	92.21	43.65
69.96	129.55	73.66	109.95	109.61	108.75	70.46	76.19	41.87	49.71	92.5	44.05
70.8	129.57	72.66	109.24	108.57	107.08	69.65	75.3	42.82	48.42	91.76	43.47
70.41	128.55	73.6	110.27	109.08	106.64	70.89	73.74	43.08	50.11	91.82	44.18
69.49	129.07	74.05	110.37	108.86	106.51	70.43	74.37	41.76	50.35	92.56	43.89
69.69	129.36	72.99	110.92	110.72	109.14	71.4	73.51	42.98	51.04	91.56	43.31
70.42	131.87	73.76	110.1	111.15	108.46	71.96	75.17	41.73	50.54	90.81	45.02
70.95	129.06	73.36	107.08	108.36	108.04	68.91	73.99	42.89	49.57	92.21	43.75
70.81	129.93	75.26	107.76	109.5	107.58	70.66	74.03	40.97	50.44	90.39	42.72
71.85	131.44	76.08	111.24	111.03	109.21	71.67	76.12	42.93	50.08	92.1	44.82
71.38	131.45	74.85	110.62	108.83	106.72	69.69	73.54	41.39	49.92	89.99	43.4
72.04	132.95	74.25	111.2	111.46	110.38	70.45	76.6	43.62	52.13	92.85	45.04
69.86	130	74	109.26	107.64	106.82	69.72	73.68	40.95	51.22	91.91	43.06
71.28	129.49	75.04	111.55	108.25	107.41	71.38	73.67	42.2	49.27	92.97	43.98
72.07	131.06	75.4	111.43	110.63	108.72	70.24	75.15	41.83	50.43	91.61	43.85
70.27	130.13	73.9	110.68	109.03	108.01	69.41	73.54	41.52	49.72	91.46	41.38
71.74	132.57	75.68	110.62	109.05	109.09	70.32	75.18	42.81	49.66	92.82	43.73
72.73	131.38	74.48	111.42	110.94	110.57	70.48	76.68	41.9	50.65	91.59	44.36
70.95	132.31	75.05	111.51	111.4	107.64	70.86	74.99	42.83	52.16	92.79	44.82
71.41	133.81	73.82	111.3	111.02	109.74	71.89	76.07	43.24	50.55	95.03	43.88
69.7	132.06	72.13	111.63	112.82	110.03	71.32	75.48	42.88	50.52	95.59	42.47
69.3	135.03	70.6	111.98	114.2	113.35	71.98	74.38	42.97	49.97	95.73	43.41
66.71	134.85	66.72	111.19	113.31	113.03	73.95	74.79	44.55	52.09	95.04	43.14
65.76	137.21	62.89	110.47	115.18	110.88	73.62	75.78	43.37	51.97	97.96	41.04
66.05	136.57	61.51	109.86	114.71	110.36	72.32	74.39	44.28	52.69	96.85	40.49
64.75	136.25	62.12	111.16	117.81	109.46	73.09	75.25	46.05	52.14	97.9	41.91
64.84	135.37	62.49	110.85	115.83	111.39	74.01	74.84	45.8	52.66	98.23	41.56
65.89	137.97	62.69	110.87	118.1	111.42	73.62	76.03	44.31	52.22	98.65	42.64
64.28	134.21	64.42	110.29	113.3	112.05	73.01	75.48	42.89	52	97.36	40.62
64.81	134.54	63.76	110.16	113.94	111.26	72.47	73.54	44.28	51.18	95.98	41.26
66.4	136.29	64.65	111.86	115.07	111.43	73.84	74.9	45.16	52.2	96.84	43.3
65.37	135.39	63	111.64	115.5	111.34	72.64	74.72	43.24	52.01	96.09	41.3
64.66	134.53	62.02	109.61	115.03	108.84	72.46	75.34	44.47	51.17	95.61	41.75
63.86	135.56	61.65	108.75	114.79	110.56	71.77	73.1	42.34	50.98	95.02	40.05
65.1	134.19	62.03	110.64	115.65	111.53	72.73	75.38	44.98	50.8	98.39	40.94
63.21	135.34	60.72	110.36	117.1	111.65	71.61	74.02	44.87	51.18	97.7	40.18
63.37	134.99	59.46	108.48	116.48	111.29	72.34	72.92	44.48	52.43	98.75	40.68
62.66	134.52	58.68	109.91	116.25	111.1	72.55	73.43	45.51	51.33	99.27	39.35
64.08	134.8	60.19	109.08	115.72	110.45	72.2	72.7	44.77	51.15	97.93	40.82
64.51	136.74	62.19	110.35	116.1	112.26	71.8	73.68	44.9	50.96	98.8	42.35
65.79	135.29	63.22	110.73	115.52	113.1	72.51	72.82	44.95	52.43	98.07	41.45
66.47	136.54	64.02	111.57	116.76	114.2	71.55	72.59	45.03	52.34	97.99	42.57
65.44	134.7	65.35	110.73	114.03	112.03	72.21	73.6	45.34	52.16	97.12	42.37
67.04	136.1	66.84	112.98	113.03	112.64	72.75	74.02	45.33	51.95	98.56	43.02
69.25	134.9	68.14	110.22	114.1	109.75	71.17	76.35	44.42	51.97	96.6	41.39
67.63	135.33	69.99	110.72	111.69	110.63	71.77	75.22	44.35	51.99	95.41	43.45
68.06	134.27	70.03	110.42	111.17	108.01	72.27	74.05	44.37	49.81	93.99	44.48
69.12	133.94	70.46	111.42	111.37	109.3	71.53	75.43	44.11	50.23	93.52	42.74
69.29	132.38	71.91	110.81	110.74	109.68	71.97	73.96	42.82	49.32	92.37	42.78
70.33	131.8	71.23	109.67	110.28	107.73	71.12	73.45	43.02	49.74	91.32	42.48
71.27	132.44	75.09	111.29	110.13	109.86	71.12	74.47	43.82	49.22	91.97	43.91
71.41	130.73	75.03	108.4	108.18	107.35	70	73.07	43.8	50.22	91.24	43.37
71.66	130.95	74.22	111.14	109.89	109.93	70.62	74.68	44.05	49.6	92.21	43.32
70.98	130.67	75.84	110.07	107.54	106.53	69.99	76.14	43.12	49.82	89.64	44.08
73.17	131.97	76.89	110.53	107.3	107.2	69.12	72.17	42.53	49.06	91.43	42.39
75.32	131.84	75.06	111.71	109.42	109.83	69.31	74.4	42.09	50.61	90.2	42.27
73.56	129.07	78.26	110.47	107.02	108.37	70.09	74.98	42.51	49.42	89.76	44.54
73.27	130.94	77.09	109.53	106.85	108.32	69	75.36	43.04	48.79	91.89	42.8
71.97	131.36	76.95	106.39	105.9	108.24	70.07	72.33	42.02	48.98	89.61	40.96
73.23	128.43	76.18	108.65	105.71	105.31	68.95	73.99	42.07	48.02	89.22	44.37
75.66	130.28	79.25	111.08	107.76	106.94	70.49	73.66	41.82	50.44	91.78	45.08
74.25	131.08	78.64	111.47	105.69	109.17	70.82	73.58	41.89	48.76	92.88	43.06
73.25	131.07	77.86	111.54	106.49	106.28	72.02	73.98	41.05	48.55	90.32	42.04
73.09	129.37	76.15	109.58	105.2	106.86	70.55	72.29	42.39	50.15	89.42	42.36
71.86	129.35	77.73	109.22	106.4	107.25	68.43	72.54	41.66	48.32	88.16	44.05
76.88	131.68	79.45	111.98	107.18	106.76	70.23	75.12	40.72	48.77	91.93	43.81
75.8	133.06	79.66	112.1	109.65	107.12	70.02	75.23	42.65	50.46	90.5	43.36
74.5	129.61	79.63	111.43	107.32	105.64	69.16	74.55	42	49.06	90.34	41.23
72.99	127.84	77.39	107.01	102.9	105.05	68.34	73.19	41.28	47.16	88.3	42.8
74.62	129.18	77.81	107.57	105.18	106.47	67.63	73.65	40.28	47.58	88.77	42.55
75.71	129.5	79.02	110.56	106.01	105.56	69.24	73.45	42.36	48.62	90.4	41.85
74.23	127.77	78.57	109.91	105.88	106.87	69.14	74.1	42.2	46.92	89.77	43.53
74.05	128.41	79.89	108.53	107.53	107.31	70.82	74.93	42.32	48.09	91.47	43.11
