"Clinopodium_vulgare_L__P_1"	"Clinopodium_vulgare_L__P_2"	"Clinopodium_vulgare_L__P_3"	"Clinopodium_vulgare_L__P_4"	"Hypericum_perforatum_L__P_1"	"Hypericum_perforatum_L__P_2"	"Hypericum_perforatum_L__P_3"	"Hypericum_perforatum_L__P_4"	"Galium_verum_L__P_1"	"Galium_verum_L__P_2"	"Trifolium_pratense_L__P_1"	"Trifolium_pratense_L__P_2"	"Trifolium_pratense_L__P_3"	"Leucanthemum_vulgare_L__P_1"	"Leucanthemum_vulgare_L__P_2"	"Leucanthemum_vulgare_L__P_3"	"Leucanthemum_vulgare_L__P_4"	"Leucanthemum_vulgare_L__P_5"	"Achillea_millefolium_L__P_1"	"Achillea_millefolium_L__P_2"	"Achillea_millefolium_L__P_3"	"Ranunculus_repens_L__P_1"	"Jasione_montana_L__P_1"	"Jasione_montana_L__P_2"	"Eupatorium_cannabinum_L__P_1"	"Eupatorium_cannabinum_L__P_2"	"Erica_tetralix_L__P_1"	"Erica_tetralix_L__P_2"	"Ulex_europaeus_L__P_1"	"Ulex_europaeus_L__P_2"	"Achillea_millefolium_L__P_4"	"Achillea_millefolium_L__P_5"	"Reynoutria_japonica_L__P_1"	"Reynoutria_japonica_L__P_2"	"Reynoutria_japonica_L__P_3"	"Reynoutria_japonica_L__P_4"	"Reynoutria_japonica_L__P_5"	"Reynoutria_japonica_L__P_6"	"Reynoutria_japonica_L__P_7"	"Reynoutria_japonica_L__P_8"	"Reynoutria_japonica_L__P_9"	"Reynoutria_japonica_L__P_10"	"Reynoutria_japonica_L__P_11"	"Thymus_praecox_L__P_1"	"Thymus_praecox_L__P_2"	"Trifolium_pratense_L__P_4"	"Trifolium_pratense_L__P_5"	"Centaurea_nigra_L__P_1"	"Centaurea_nigra_L__P_2"	"Centaurea_nigra_L__P_3"	"Centaurea_nigra_L__P_4"	"Rhinanthus_angustifolius_L__P_1"	"Rhinanthus_angustifolius_L__P_2"	"Prunella_vulgaris_L__P_1"
31.05	51.2	24.85	40.62	24.67	62.38	12.79	84.43	66.28	76.85	55.86	1.65	115.14	82.36	74.47	111.06	85.75	66.98	23.42	82.85	72.23	57.82	20.32	13.48	10.34	4.37	63.7	44.29	120.11	79.73	18.79	35.08	15.2	12.2	17.33	9.19	16.13	57.11	27.21	20.61	34.06	8.98	50.96	49.08	18.59	34.66	32.08	27.09	21.63	11.97	11.09	27.95	55.94	5.22
30.89	51.57	24.74	40.48	24.63	61.99	12.8	83.64	66.11	76.75	55.48	1.64	115.12	81.85	74.3	110.42	85.52	67.01	23.22	82.4	72.23	57.77	20.51	13.41	10.36	4.57	63.16	44.12	120.09	79.61	18.53	34.99	15.37	12.02	17.64	9.28	16.06	57.55	27.63	20.68	34.33	9.09	51.04	49	18.59	34.48	31.98	26.67	21.61	12.31	11.07	27.77	55.8	5.46
31.14	52.12	24.72	40.79	24.86	62.46	12.92	84.21	66.48	77.1	55.77	1.77	116.31	82.53	74.97	111.47	85.3	67.58	23.66	82.93	72.88	58.23	20.53	13.59	10.54	4.54	64.15	44.54	120.55	79.99	18.83	35.35	15.77	12.36	17.63	9.48	16.52	58.31	28.23	20.94	34.74	9.34	51.74	49.66	18.76	34.45	32.41	27.28	21.94	12.28	11.26	28.34	56.58	5.52
30.82	52.02	24.78	40.57	24.73	62.15	12.93	84.29	66.09	76.92	55.95	1.66	115.21	82.17	74.06	111.06	85.22	67.3	23.23	82.61	73.03	57.92	20.43	13.49	10.29	4.51	63.66	44.06	119.73	79.25	18.87	34.9	15.61	11.88	17.81	9.33	16.21	58.23	28.57	20.99	34.93	9.07	51.52	49.22	18.52	34.71	31.95	27.07	21.75	12.44	11.24	28	56.25	5.41
31.22	52.49	24.87	40.9	24.76	62.23	12.88	84.44	66.41	77.03	56.24	1.68	116.1	82.27	74.49	111.26	85.39	67.24	23.41	82.76	72.92	58.05	20.4	13.82	10.41	4.57	63.92	44.68	119.9	80.08	18.72	35.04	15.72	12.33	17.89	9.62	16.47	59.11	28.72	21.09	35.07	9.33	52.17	49.44	18.76	34.47	32.21	27.16	22.16	12.62	11.48	28.05	56.61	5.5
31.53	52.92	25.01	41.37	24.98	62.39	12.87	83.9	66.03	76.94	55.87	1.67	115.99	82.32	75.08	111.11	85.61	66.86	23.28	82.67	72.66	58.25	20.69	14.05	10.62	4.59	63.92	44.85	119.82	79.46	18.67	34.9	15.66	12.47	17.89	9.8	16.68	59.48	29.11	21.57	35.21	9.53	52.44	49.68	19.03	34.53	32.43	27.27	22.18	12.58	11.63	28.04	56.06	5.68
31.84	53.29	25.14	41.39	24.85	62.72	12.86	84.3	66.86	77.05	55.94	1.75	116.45	82.66	75.06	111.85	86.08	67.74	23.83	82.92	73.65	58.46	20.73	13.84	10.87	4.73	64.52	44.86	120.87	80.11	18.78	35.1	16.08	12.59	17.89	9.94	16.79	60.49	29.53	21.99	35.97	9.66	52.77	50.1	19.16	35.02	32.21	27.65	22.55	12.83	11.79	28.14	56.76	5.8
31.82	53.49	25.12	41.26	24.78	62.68	12.83	84.2	66.1	76.75	55.48	1.97	116.15	82.06	74.83	110.69	85.72	67.29	23.47	83.21	73.24	57.79	20.67	14.14	10.86	4.8	64.39	44.8	119.5	79.62	18.61	35.17	15.96	12.83	17.91	10.01	16.97	60.81	29.58	21.83	35.93	9.68	52.69	49.64	19.22	34.55	32.07	27.77	22.69	12.91	11.76	28.15	55.81	5.73
31.58	54.1	24.97	41.19	24.97	62.19	12.89	83.99	66.23	76.72	55.64	1.97	115.75	82.05	75.03	110.68	85.24	67.7	23.73	82.97	73.56	58.29	20.93	13.78	10.72	4.84	64.57	44.91	119.54	79.44	19.1	35.31	16.03	12.78	18.07	10.13	16.99	61.01	30.1	21.88	35.69	9.84	52.97	49.9	18.97	34.47	32.19	28.06	22.79	13.08	11.93	28.02	56.18	5.75
32.18	53.9	24.84	41.36	24.56	61.76	12.67	83.86	66.12	76.34	55.33	1.76	115.78	82.24	74.25	110.91	85	66.82	23.47	82.67	72.93	57.81	20.74	13.79	10.96	4.63	64.33	44.59	119.86	79.27	18.53	35.02	15.95	12.62	17.9	10.14	16.85	61.67	30.23	22.14	35.94	9.7	53.27	49.69	19.1	34.52	32.34	27.61	22.8	13.31	11.74	27.89	56.22	5.68
31.86	54.67	24.66	41.29	24.44	62.29	12.51	84.1	66.21	76.75	55.53	1.72	116.03	82.42	74.31	110.8	85.28	67.2	23.48	82.98	73.74	57.73	20.81	13.93	10.88	4.53	64.57	45.01	119.94	79.29	18.68	34.81	16.08	12.74	18.16	10.12	16.95	62.01	30.34	22.23	36.19	9.65	53.83	50.09	18.96	34.35	32.22	27.72	22.82	13.11	11.95	27.92	55.76	5.86
32.14	54.49	25.01	41.89	24.67	61.96	12.65	84.03	65.96	76.91	55.49	1.94	115.91	82.44	74.5	110.61	85.18	67.24	23.61	82.49	73.53	58.07	21.11	14.15	10.8	4.74	64.52	44.85	119.69	79.25	18.81	35.12	15.91	12.81	18.04	10.32	17.24	62.53	30.84	22.64	36.24	9.74	53.39	49.95	19	34.5	32.18	28.12	22.68	13.26	12	27.83	56.23	5.83
32.6	55.09	25.15	41.88	24.43	62.47	12.79	84.47	66.32	76.68	55.69	1.87	114.98	82.19	74.11	110.57	84.81	66.93	23.58	82.15	73.59	57.97	21.11	14.16	10.9	4.93	64.46	44.9	119.8	79.27	18.89	35.18	16.26	12.86	18.12	10.2	17.11	63.12	31.08	22.74	36.55	10.19	54.06	50.31	18.95	34.64	32.37	28.15	23.32	13.61	12.1	27.95	55.74	6.09
32.67	55.59	25.27	42.28	24.76	61.97	12.85	83.8	66.2	77.03	55.8	2.13	115.92	82.3	74.74	111.43	85.34	67.29	23.98	82.6	73.56	58.24	21.23	14.51	11.17	5.22	64.87	45.3	119.63	78.95	19.04	35.15	16.38	13.12	18.39	10.62	17.54	63.27	31.56	23.08	36.78	10.02	54.29	50.08	19.62	34.49	32.62	28.24	23.49	13.82	12.3	28.18	56.28	6.3
32.67	55.46	25.25	42.21	24.74	61.76	12.69	83.49	66.07	77.06	55.46	1.91	115.28	82.35	74.37	110.93	85.2	67.04	23.7	82.46	73.41	57.96	21.21	14.33	11.36	5.13	65.31	45.43	119.67	79.15	18.97	34.86	16.58	13.38	18.32	10.65	17.48	63.45	31.97	23.24	36.85	10.1	54.45	50.21	19.18	34.47	32.16	28.53	23.13	13.8	12.46	27.94	55.44	6.12
32.96	56.28	25.1	42.33	24.42	62.1	12.57	84.37	66.28	77.02	56.02	1.87	116.38	82.72	74.61	111.37	85.25	67.58	23.75	83.01	73.91	58.12	21.18	14.06	11.05	5.08	65.29	45.23	119.82	78.96	18.86	34.97	16.43	13.26	18.1	10.61	17.51	64.67	32.16	23.24	37.24	10	54.89	50.3	19.54	34.63	32.21	28.47	23.32	13.81	12.24	27.8	56.34	5.98
33.12	56.73	25.37	42.53	24.73	61.85	12.8	83.35	65.94	76.44	56	2.11	115.51	82.37	74.33	110.96	84.98	66.91	24.1	82.34	73.7	57.67	21.81	14.61	11.4	5.28	64.85	45.11	119.16	78.67	18.82	35.13	16.66	13.47	18.53	11.05	17.82	64.75	32.68	23.52	37.26	10.19	54.81	50.58	19.37	34.43	32.04	28.63	23.61	14.03	12.73	27.98	55.69	6.34
33.3	56.57	25.35	42.6	24.86	62.41	12.74	84.19	65.99	77.06	56.51	2.11	116.33	82.42	74.45	111.14	84.98	66.96	23.91	82.65	74.06	57.99	21.82	14.63	11.58	5.54	65.44	45.64	120.03	79.31	18.97	35.11	16.76	13.54	18.58	10.9	17.9	65.58	33.08	23.77	37.49	10.49	55.8	50.56	19.66	34.69	32.22	28.72	23.9	14.02	12.64	27.94	56.08	6.19
33.57	56.9	25.36	42.57	24.71	62.16	12.58	84	65.85	76.13	56.04	2.14	114.92	81.66	74.25	110.35	84.46	66.58	23.79	81.97	73.65	57.63	21.37	14.56	11.38	5.17	65.69	45.48	119.23	78.62	18.83	35.19	16.63	13.6	18.17	10.95	18.11	64.99	33.02	23.63	37.63	10.65	55.41	50.04	19.38	34.38	31.95	28.63	23.71	14.21	12.62	27.82	55.57	6.36
33.3	56.47	24.99	42.25	24.47	61.79	12.65	83.68	65.57	75.71	55.94	1.95	114.75	81.69	74.12	109.94	84.48	67.02	23.57	82	73.54	57.23	21.32	14.3	11.25	5.41	64.94	45.16	118.32	78.16	18.53	34.37	16.55	13.49	17.95	10.9	17.8	65.48	33.14	23.41	37.53	10.29	54.94	49.98	19.19	33.97	31.89	28.62	23.64	14.08	12.46	27.69	55.15	6.26
33.76	57.31	25.2	42.37	24.15	61.98	12.69	84.04	65.47	75.96	56.04	2.27	115.37	81.27	74.66	110.5	85.12	66.8	23.62	81.63	73	57.28	21.62	14.47	11.32	5.23	64.87	45.13	118.49	78.81	18.85	34.46	16.3	13.45	18.05	11.05	17.98	66.34	33.06	23.95	37.58	10.33	55.43	49.92	19.25	34.06	32	28.45	23.57	14.24	12.65	27.54	55.34	6.43
33.54	57.19	25.38	42.23	24.06	61.35	12.64	83.02	65.72	75.12	56.36	2.29	114.08	80.98	74.15	109.57	84.42	66.31	23.35	80.81	72.86	56.64	21.5	14.85	11.46	5.38	64.91	45.04	117.06	77.58	18.51	34.95	16.29	13.7	18.1	11.15	18.18	66.32	33.63	24.26	37.5	10.52	55.37	49.98	19.59	33.84	31.77	28.54	23.6	14.5	12.7	27.57	55.1	6.61
33.65	57.47	25.32	42.56	24.26	61.69	12.53	83.54	65.82	75.47	56.4	2.34	114.52	81.04	74.46	109.6	84.5	66.28	23.6	81.44	73.32	56.9	21.47	14.85	11.64	5.59	65.45	45.83	117.92	77.62	18.92	35.13	16.68	13.87	18.17	11.22	18.34	66.79	34.32	24.67	37.92	10.67	55.76	49.55	19.61	34	31.81	28.38	23.9	14.54	13.02	27.7	55.35	6.47
33.79	57.73	24.95	42.56	24.3	61.38	12.42	82.97	64.82	75.26	56.01	2.36	113.58	80.61	73.95	109.97	84.47	66.37	23.52	81.02	73.08	56.63	21.59	14.86	11.36	5.43	64.8	45.54	117.1	76.93	18.6	34.82	16.41	13.82	18.02	11.29	18.48	67.65	34.29	24.58	37.87	10.52	55.45	49.75	19.56	33.86	31.7	28.75	23.72	14.48	13.03	27.45	54.79	6.34
33.58	57.52	24.94	42.42	24	61.26	12.46	83.23	65.16	74.76	56.06	2.34	113.07	80.15	73.8	108.78	84.15	65.89	23.64	80.57	72.47	56.48	21.54	14.88	11.57	5.68	64.62	45.18	116.94	77.08	18.62	34.97	16.55	13.92	17.99	11.57	18.15	67.23	34.11	24.81	37.93	10.74	55.58	49.93	19.5	33.74	31.62	28.69	23.69	14.65	12.85	27.56	54.52	6.52
33.99	57.71	25.07	42.52	24.09	61.1	12.31	82.68	65.2	74.85	55.87	2.46	113.28	80.57	73.56	109.06	84.63	65.75	23.66	80.62	72.64	56.28	21.71	15.02	11.57	5.59	64.67	45.53	116.8	77.31	18.75	34.6	16.59	14.12	18.13	11.59	18.5	68.04	34.57	24.7	38.14	10.81	56.18	49.46	19.65	34.07	31.76	28.53	24.05	14.7	13.17	27.12	54.7	6.53
34.54	58.44	25.26	42.94	24.43	61.81	12.36	83.27	65.43	75.82	56.4	2.55	114.87	81.27	74.04	110.41	85.03	66.88	23.86	81.66	74.04	57.14	22.37	15.29	11.88	5.85	66.09	46.01	118.71	77.44	18.88	35.27	17.04	14.16	18.32	11.84	18.79	69.22	35.47	25.29	38.95	10.9	57.22	50.57	19.95	34.33	32.26	28.93	24.17	15.16	13.46	27.79	55.85	6.73
34.41	59.06	25.12	43.3	24.27	61.64	12.61	83.55	65.87	75.64	56.61	2.59	115.52	82	74.38	110.52	85.24	66.74	24.14	82.14	74.31	57.47	22.67	15.61	12.24	6.06	66.21	46.47	118.92	78.48	19.19	35.1	17.06	14.58	18.84	12.45	19.19	69.85	35.99	25.7	39.31	11.29	57.43	50.83	20.02	34.46	32.25	29.48	24.81	15.36	13.57	27.86	55.47	6.92
34.54	59.48	25.19	43.4	24.42	61.77	12.6	83.47	65.88	76.07	56.2	2.45	115.56	81.55	74.28	110.49	85.02	66.93	24.12	82	74.34	57.82	22.68	15.85	11.97	5.99	66.59	46.2	119.1	78.63	18.94	34.97	17.3	14.46	18.83	11.94	19.01	70.24	36.3	25.4	39.48	10.93	57.9	51.04	20.12	34.63	32.32	29.54	24.85	15.42	13.56	27.63	55.88	6.79
34.76	59.79	25.54	43.45	24.52	61.81	12.67	83.99	66.09	76.44	56.45	2.67	115.53	82.02	74.45	110.46	85.18	67.57	24.24	82.36	74.62	57.73	22.63	15.84	12.15	6.26	66.72	46.66	119.5	78.37	19.19	34.88	17.64	14.63	18.81	12.29	19.49	70.77	36.62	25.9	40.07	11.34	58.06	51.76	20.08	34.75	32.59	29.58	25.09	15.7	13.9	27.99	55.62	6.99
34.83	61.08	25.49	43.86	24.57	61.8	12.79	84.22	65.99	76.28	56.87	2.62	116.11	82.36	74.39	110.77	85.47	67.94	24.63	82.65	75.53	58.02	23.12	16.05	12.43	6.11	67.18	46.9	120.17	78.75	19.23	35.01	17.57	14.7	18.82	12.2	19.69	71.8	37.94	26.33	40.14	11.13	58.65	51.7	20.07	34.76	32.41	29.88	25.23	15.92	13.86	27.93	56.09	7.02
34.75	60.54	25.36	44.15	24.44	61.12	12.63	83.67	65.82	76.46	56.76	2.72	115.56	82.02	74.31	109.92	84.64	67.13	24.4	81.95	75.13	57.74	23.13	16	12.36	6.23	67.15	46.67	119.18	78.43	19.11	35.25	17.5	15.09	18.99	12.56	19.69	71.77	37.58	25.88	40.07	11.25	58.73	51.62	20.02	34.1	32.12	30.01	25.35	15.97	14.31	27.78	55.45	7.14
34.86	60.72	25.58	44.1	24.27	61.06	12.32	83.72	66.23	76.52	56.44	2.78	115.42	82.11	74.08	110.25	84.83	66.86	24.4	82.15	75.12	57.37	23.29	16.1	12.42	6.33	67.44	46.66	119.56	78.12	18.88	34.74	17.59	14.75	18.92	12.3	19.4	71.88	37.83	26.45	40.03	11.37	58.58	51.75	20.19	34.16	32.15	29.86	25.38	16.03	13.95	27.7	55.53	6.92
35.35	60.8	25.53	43.98	24.45	61.14	12.59	83.31	65.67	75.75	56.74	2.95	115.58	81.65	74.09	110.09	84.77	67.16	24.42	82.43	74.79	57.53	23.46	16.16	12.36	6.57	67	46.81	119.18	77.9	19.06	34.8	17.76	15.18	19.02	12.56	19.52	71.55	38.06	26.41	40.59	11.46	58.53	51.62	20.05	34.2	32.17	30.08	25.5	16.19	13.97	27.57	55.63	7.42
35.19	61.08	25.42	44.09	24.2	60.71	12.65	83.16	65.21	75.92	56.19	2.89	114.89	80.92	73.66	109.36	84.56	66.7	24.6	81.65	74.91	57.05	23.4	16.13	12.49	6.5	66.61	46.6	117.56	77.81	18.81	34.82	17.38	15.06	18.87	12.77	19.52	71.78	38.14	26.38	40.24	11.47	58.36	51.33	20.23	33.82	32	29.72	25.28	16.28	13.93	27.46	54.54	7.2
35.76	61.09	25.48	43.94	24.16	60.68	12.45	83.08	64.78	75.13	56.05	3.09	113.87	80.5	73.7	109.4	83.77	66.44	24.24	80.85	74.26	56.75	23.39	16.29	12.37	6.57	66.59	46.06	117.08	76.57	18.64	34.56	17.76	15.03	18.71	12.7	19.63	72.15	38.36	26.91	40.29	11.38	58.34	51.08	20.21	33.55	31.64	29.67	25.16	16.37	14.22	27.42	54.54	7.37
35.38	61.39	25.58	43.62	24.13	60.44	12.18	82.24	64.64	75.04	56.41	2.95	113.23	80.62	73.62	108.38	83.87	65.95	23.96	80.35	73.68	56.36	23.38	16.15	12.45	6.44	66.27	46.47	115.97	76.21	18.62	34.46	17.63	14.92	18.19	12.57	19.51	72.18	38.01	26.99	39.86	11.58	57.75	50.63	20.13	33.21	31.74	29.56	24.98	16.23	14.11	27.17	54.05	7.12
35.34	61.13	25.09	43.38	23.98	60.45	12.09	81.84	64.38	74.02	56.49	3.14	112.1	79.46	72.96	108.07	83.28	65.37	24.04	79.93	73.11	55.41	23.08	16.19	12.47	6.52	65.73	46.09	115.08	75.93	18.94	34.17	17.43	15.03	18.54	12.69	19.72	72.64	38.09	26.94	39.93	11.59	58.17	50.35	20.24	33.24	31.42	29.31	24.99	16.25	14.19	27.06	54.03	7.23
35.5	61.47	25.15	43.35	24.1	59.79	12.07	82.39	64.42	73.96	56.33	3.26	112.51	80.24	73.05	108.27	84.02	65.49	24.18	80.02	73.06	55.8	23.39	16.35	12.29	6.62	66.51	46.79	115.32	76.32	18.85	34.54	17.73	15.16	18.47	12.97	19.89	73.22	38.52	27.11	40.27	11.41	58.38	50.56	20.2	33.59	31.62	29.93	25.32	16.7	14.36	27.05	54.34	7.32
35.95	62.08	25.41	44.28	24.24	60.7	12.27	82.9	65.3	75.01	56.96	3.46	113.73	80.77	74.42	108.86	84.79	66.59	24.63	81.39	74.78	56.73	24.15	16.88	12.79	6.85	67.04	47.12	116.68	77.15	19.21	34.74	17.79	15.27	18.96	13.03	20.18	74.46	39.77	27.64	40.99	11.76	59.49	51.23	20.59	34.04	32.14	30.6	25.77	16.99	14.55	27.66	54.94	7.42
36.05	61.91	25.49	44.37	23.97	60.28	12.28	82.65	64.77	75.14	56.51	3.53	113.68	80.24	73.77	109.05	84	66.27	24.26	80.93	74.49	56.58	24.22	16.81	12.65	7	67.11	46.94	116.61	76.49	19.06	34.72	18.33	15.37	19.11	13.31	20.35	74.76	40.01	27.74	41.23	11.94	59.28	51.28	20.63	34.03	31.9	30.21	26.02	17.03	14.59	27.39	54.66	7.66
36.04	62.41	24.94	44	23.85	60.38	12.14	82.09	64.97	74.51	56.36	3.26	113.22	79.95	73.36	108.85	83.41	65.67	24.42	80.45	74.35	56.04	24.13	16.51	12.8	6.89	66.49	46.76	115.21	76.46	19.05	34.74	18.06	15.38	18.89	13.01	20.35	74.61	39.98	27.71	40.77	11.73	59.32	51.16	20.33	33.75	31.7	30.03	25.93	16.94	14.56	27.12	54.49	7.52
35.96	62.44	25.38	43.79	23.61	60	12.16	81.48	64.31	73.72	56.25	3.48	111.62	79.36	73.04	107.72	83.22	65.21	23.92	79.69	72.98	55.54	23.96	16.51	12.49	6.91	65.92	46.16	113.82	74.97	18.59	34.02	17.66	15.11	18.58	13.03	19.88	73.65	40.08	27.77	40.4	11.61	58.29	50.25	20.2	33.09	31.29	29.81	25.43	16.85	14.34	26.92	53.39	7.54
36.01	61.7	24.85	43.29	23.39	59.15	11.76	80.54	62.89	72.18	56.4	3.3	109.85	77.63	72.29	106.14	81.95	63.7	23.49	78.11	71.42	54.47	23.34	16.13	12.19	6.69	64.24	45.38	111.17	73.5	18.29	33.52	17.09	15.12	17.99	12.76	19.75	72.8	38.95	27.09	39.24	11.53	57.35	49.16	19.56	32.41	30.77	29.12	24.82	16.52	14.16	26.18	52.44	7.23
36.25	61.67	24.56	43.23	22.97	59.09	11.79	79.85	62.86	71.19	56.39	3.55	108.5	77.01	71.51	105.48	82	62.7	23.32	77.09	70.23	53.26	22.79	15.99	12.21	6.86	63.95	45.58	108.91	72.79	17.93	33.4	16.97	14.62	17.95	12.68	19.82	72.94	38.78	27.46	39.02	11.52	56.45	48.23	19.91	31.99	30.74	28.75	24.25	16.42	14.05	26.08	52.05	7.45
36.25	61.48	24.38	42.55	22.87	59.24	11.66	79.48	62.55	70.9	56.69	3.46	108.13	76.46	72.19	105.73	82.17	62.76	23.2	76.25	69.8	53.18	22.85	16.1	12.23	6.78	64.13	45.81	109.49	72.87	18.12	33.53	16.65	14.74	17.78	12.8	20	73.85	39.03	27.72	39.31	11.78	56.5	48.24	19.88	32.12	30.71	28.68	24.54	16.57	13.85	26.02	52.34	7.17
36.83	62.16	24.69	43.29	22.96	59.93	11.72	80.92	63.88	72.14	57.45	3.55	109.64	77.75	73.6	107.33	83.94	64.21	23.79	78.62	71.7	54.38	23.64	16.68	12.74	7.27	65.97	46.87	112.36	74.86	18.97	34.72	17.29	15.21	18.23	13.12	20.68	76.38	40.17	28.49	40.66	12.02	58.29	49.62	20.75	33.11	31.8	29.42	25.32	17.25	14.4	27.14	53.44	7.55
36.88	63.4	25.29	44.21	23.43	60.94	11.71	81.89	64.53	73.91	57.9	3.96	112.13	79.82	74.5	109.26	84.8	65.49	24.64	80.25	73.91	55.72	24.41	17.31	13.21	7.21	67.97	48.64	115.63	77.34	19.4	35.55	18.25	15.89	19	13.58	21.34	79.11	41.78	29.31	41.71	12.51	60.58	51.55	20.95	34.35	32.34	30.47	26.55	17.71	15.15	27.51	55.31	8.04
37.16	64.63	25.88	45.05	24.23	61.47	12.19	83.63	65.98	75.56	57.53	4.18	114.95	81.53	74.9	110.86	85.94	67.16	25.01	82.55	76.69	57.67	25.64	17.94	13.82	7.73	69.79	48.65	118.7	78.55	19.81	35.74	18.97	16.74	19.79	14.42	22	80.2	43.42	30.11	43.27	12.71	62.56	52.76	21.5	35.26	32.93	31.75	27.37	18.45	15.8	28.22	56.26	8.29
37.62	66.17	26.07	46.2	24.45	61.72	12.21	84.51	66.73	76.53	57.5	4.24	116.32	82.19	75.13	111.63	85.84	68.31	25.75	83.62	78.16	58.16	26.21	18.28	13.69	8.13	70.86	49.27	120.29	79.24	20.01	35.81	19.22	16.96	19.87	14.86	21.82	80.85	44.21	30.36	43.61	12.72	63.34	53.76	21.74	35.54	32.59	32.13	27.85	18.91	15.81	28.18	56.78	8.44
37.82	66.77	26.33	46.79	24.66	62	12.28	84.56	66.93	76.94	57.51	4.33	117.63	83.46	74.88	111.78	86.16	68.37	26.15	84.31	79.08	58.44	26.51	18.57	14.26	8.15	71.21	49.45	121.13	79.32	19.91	35.52	19.42	17.11	20.08	14.96	21.89	81.44	45.04	30.31	44.05	12.78	63.99	54.44	21.51	35.52	32.63	32.61	28.43	19.17	16.21	28.23	56.97	8.76
37.78	67.21	26.42	46.9	24.43	61.84	12.13	84.35	66.41	77.17	57.09	4.5	117.09	83.05	75.04	110.78	85.2	68.13	26.2	84.01	79.23	58.23	26.88	18.88	14.2	8.33	70.39	49.27	120.45	79.56	19.99	35.35	19.53	17.02	20.45	15.01	21.96	81.11	44.84	30.64	44.4	12.81	63.6	54.51	21.7	35.32	32.54	32.37	28.23	19.48	16.21	28.15	56.41	8.68
38.08	68.12	26.6	47.18	24.42	61.81	12.42	84.8	66.38	77.62	57.6	4.76	117.77	83.16	75.05	111.51	85.31	68.63	26.27	84.6	79.26	58.63	26.89	18.69	14.4	8.53	70.8	49.15	121.58	79.31	19.81	35.76	19.66	17.67	20.48	15.04	22.1	81.47	45.41	30.88	44.78	12.84	64.36	54.98	21.61	35.79	32.64	32.63	28.62	19.7	16.28	28.44	56.44	8.66
38.11	68.08	26.47	47.18	24.63	61.59	12.21	84.75	66.19	77.5	57.57	4.71	117.26	82.41	75.03	110.95	84.98	68.31	26.15	84.04	79.15	57.94	26.38	18.63	14.5	8.6	70.93	49.32	120.46	79.05	19.47	35.76	19.75	17.34	20.66	15.21	22.34	81.73	45.7	30.84	44.62	12.96	64.1	55.1	21.6	35.27	32.51	32.71	28.7	19.52	16.55	28.22	56.56	8.74
38.51	68.07	26.2	47.3	24.45	61.98	12.46	84.32	66.08	77.09	57.91	4.71	117.08	82.4	74.48	110.84	85.1	68.41	26.56	83.52	79.15	58.24	26.94	18.74	14.55	8.7	70.41	48.87	119.14	78.59	19.44	35.28	19.83	17.56	20.43	15.25	22.29	81.66	46.03	31.13	44.91	13.18	64.03	55.48	21.91	35.1	32.83	32.39	28.71	20.07	16.44	27.86	56.38	8.87
38.75	68.57	26.27	46.98	24.26	61.05	12.28	83.83	65.58	76.23	58.04	4.82	116.13	82.2	74.69	110.44	84.55	67.39	26.07	83.25	78.57	57.39	26.75	18.79	14.27	8.46	70.52	49.03	118.89	77.93	19.28	35.17	19.79	17.33	19.93	15.26	22.19	82.03	45.87	31.16	44.6	12.77	63.65	54.92	21.86	34.35	32.37	32.81	28.72	20.09	16.42	27.87	55.57	8.54
38.96	68.57	26.56	47.36	24.5	61.77	12.01	84.12	66.22	76.33	57.89	5.08	116.8	81.95	74.48	110.26	85.25	68.05	26.37	83.4	79.02	57.75	26.93	18.95	14.66	9.08	70.22	49.17	119.36	78	19.58	35.17	19.83	17.52	20.45	15.27	22.61	82.38	46.26	31.54	44.49	13.22	63.4	55.11	21.83	34.35	32.77	32.43	29.04	20.26	16.82	27.93	55.64	8.86
38.98	69.24	26.69	47.68	24.5	61.93	12.26	84.11	66.34	76.4	58.3	5.17	116.43	82.19	74.4	110.45	84.98	67.19	25.98	83.07	78.74	57.58	26.82	19.05	14.83	8.81	70.39	49.17	118.87	77.73	19.52	35.3	19.82	17.47	20.48	15.36	22.51	82.74	46.3	31.96	45.01	13	63.68	54.8	22.09	34.51	32.26	32.69	28.93	20.12	16.74	27.64	55.92	8.8
39.35	69.82	26.71	47.57	24.3	62.11	12.31	84.01	65.66	76.34	58.34	5.14	117.42	82.13	74.45	110.38	84.98	67.56	26.51	83.41	78.97	57.67	27.11	19.08	14.91	9.04	70.44	49.08	118.76	78.04	19.56	35.53	20.03	17.54	20.46	15.55	22.75	82.76	46.92	31.59	44.94	13.14	64.33	55.42	22.13	34.49	32.57	32.46	29.3	20.68	16.83	27.91	55.84	8.83
39.26	69.33	26.51	47.46	24.36	61.89	12.22	83.25	65.31	75.71	58.21	5.29	115.92	81.77	73.55	109.63	84.63	66.81	25.99	83.1	78.25	57.13	26.68	19.01	14.95	9.5	69.78	48.77	117.57	77.42	19.37	35.03	19.82	17.64	20.27	15.49	22.66	82.84	46.7	31.67	44.04	13.39	63.64	54.77	22.01	34.46	32.2	32.7	29.03	20.66	16.97	27.74	54.95	8.85
