"Centaurea_nigra_K__P_1"	"Centaurea_nigra_K__P_2"	"Centaurea_nigra_K__P_3"	"Centaurea_nigra_K__P_4"	"Hypochaeris_radicata_K__P_1"	"Hypochaeris_radicata_K__P_2"	"Hypochaeris_radicata_K__P_3"	"Hypochaeris_radicata_K__P_4"	"Scabiosa_columbaria_K__P_1"	"Scabiosa_columbaria_K__P_2"	"Oenothera_erythrosepala_K__P_1"	"Oenothera_erythrosepala_K__P_2"	"Oenothera_erythrosepala_K__P_3"	"Origanum_vulgare_K__P_1"	"Origanum_vulgare_K__P_2"	"Hypericum_maculatum_K__P_1"	"Buddleja_davidii_K__P_1"	"Buddleja_davidii_K__P_2"	"Buddleja_davidii_K__P_3"	"Buddleja_davidii_K__P_4"	"Geranium_robertianum_K__P_1"	"Daucus_carota_K__P_1"	"Daucus_carota_K__P_2"	"Daucus_carota_K__P_3"	"Aegopodium_podagraria_K__P_1"	"Aegopodium_podagraria_K__P_2"
27.5	46.45	47.26	47.45	21.71	21.73	70.17	35.42	26.84	50.72	75.94	76.59	48.43	60.99	38.22	91	22.35	40.88	57.28	38.4	78.43	51.87	53.35	92.37	25.43	60.7
27.16	46.05	46.47	47.09	21.02	21.35	68.85	34.67	25.95	49.17	74.91	75.16	47.96	60.31	38.04	89.66	21.74	40.6	56.44	38	78.32	51	52.42	91.42	25.02	59.61
27.09	45.64	46.81	46.81	20.57	21.38	68.97	34.43	26.22	49.31	75.11	75.83	47.94	60.73	37.99	89.68	21.98	40.08	56.84	38.13	78.7	50.84	51.33	91.4	24.44	58.94
27	46.29	47.18	47.47	21.07	21.39	69.01	34.77	26.66	49.54	75	75.72	48.06	60.4	38.18	89.93	22.52	40.48	57.57	38.05	80.24	51.29	51.98	91.32	24.63	58.98
26.91	45.9	46.41	47.38	20.77	21.4	68.81	34.27	26.31	49.6	74.72	75.52	47.61	59.96	38.25	89.91	22.76	40.75	57.63	38.58	80.23	50.69	52.25	90.86	24.79	59.11
27.05	46.23	46.81	47.13	20.94	21.26	68.72	34.41	26.48	49.61	74.39	75.93	47.28	60.15	37.91	89.86	22.85	40.97	58.06	38.72	80.77	50.77	51.63	91.5	25.02	59.46
26.8	45.95	46.72	47.27	20.46	21.41	68.22	34.51	26.38	49.71	74.54	75.28	47.31	59.77	37.81	89.84	23.1	40.97	58.83	38.69	80.89	50.96	51.55	90.69	24.52	58.22
27.1	46.53	47.17	47.04	20.79	21.24	68.46	34.42	26.65	49.67	74.76	75.8	47.25	59.51	38.21	89.17	23.43	41.33	59.44	38.83	81.04	50.59	51.95	90.33	24.48	58.99
27.45	46.41	46.67	47.51	20.92	21.31	68.74	34.68	27.15	50.3	74.76	75.58	47.39	59.29	37.94	88.67	24.01	42.36	60.25	39.15	81.53	50.7	52.22	89.99	24.79	59.37
27.97	46.47	46.91	48.07	21.42	21.63	69.16	34.8	27.85	51.52	75.45	75.6	47.76	59.5	38.21	89.12	24.82	43.61	61.36	39.95	81.94	50.83	53.58	90.38	25.3	61.44
28.52	47.11	47.55	48.81	22.02	21.75	70.06	35.4	28.29	51.83	75.4	75.85	48.39	59.92	38.26	89.32	25.42	44.99	62.68	40.4	82.51	50.75	54.16	90.28	25.97	61.53
29.2	46.97	47.27	48.92	22.16	21.86	70.56	35.02	28.35	51.81	75.92	75.85	48.35	59.84	38.58	89.13	25.68	45.93	63.53	41.19	82.86	50.81	54.9	90.63	26.14	61.86
29.85	47.74	48.22	49.41	22.47	22.11	70.59	35.62	28.94	52.57	75.78	76.48	48.31	59.87	38.89	89.95	26.57	47.29	64.75	41.63	83.69	51.43	55.37	91.53	26.25	62.16
29.8	47.53	48.16	49.91	22.85	22.19	71.24	35.56	28.88	52.53	75.72	76.85	48.43	60.12	39.18	89.85	27.29	47.97	65.65	42.15	84.53	51.39	55.39	91.61	26.57	62.42
29.61	47.48	48.25	49.72	22.54	21.89	70.61	35.41	28.65	52.37	75.66	76.43	48.65	60.43	39.16	89.81	27.17	48.01	65.99	42.17	85.06	51.42	54.51	91.49	26.07	61.67
29.71	46.79	47.9	50.01	21.96	21.95	70.76	35.72	28.52	51.99	75.7	76.33	48.03	59.41	39.39	89.32	27.22	48.11	66.29	42.72	85.41	51.34	54.48	91.34	26.13	60.9
29.49	47.2	48.62	49.93	22.37	22.01	70.39	35.64	29.02	52.56	76.14	76.35	48.35	59.72	39.56	89.9	27.55	48.45	66.96	43.35	86.34	51.45	54.21	91.42	25.62	61.29
29.47	47.32	48.69	49.24	21.67	21.71	69.87	35.73	28.89	52.33	75.52	75.6	47.81	59.46	39.33	90.1	27.71	48.61	67.67	43.21	86.67	51.67	54.1	91.5	25.51	61.26
28.69	46.99	48.9	49	21.28	21.71	69.05	35.09	28.72	51.59	75.3	75.49	47.75	59.03	39.37	89.55	27.72	48.26	67.78	42.95	86.72	51.14	53.39	91.47	25.02	60
28.93	47.21	48.61	48.98	20.76	21.37	68.74	34.6	28.21	51.25	74.99	75.86	47.48	59.14	39.44	90.21	28.3	47.37	67.97	42.9	87.49	51.18	52.07	91.59	25.1	59.25
28.37	46.64	48.78	48.41	20.45	21.34	68.45	34.47	28.1	51.08	74.73	75.46	47.51	58.28	39.24	89.04	27.76	47.17	67.47	42.59	87.4	50.57	50.82	90.7	24.14	58.33
28.34	47.09	48.73	48.66	20.67	21.17	68.46	34.31	28.35	51.09	74.77	75.38	47.79	58.42	39.31	89.5	28.28	47.33	68.31	42.68	87.93	51.05	51.64	90.72	24.46	58.49
28.77	47.19	49.02	49.19	21.08	21.17	69.23	34.52	29.13	52.14	75.66	76.08	48.04	58.89	39.11	89.59	28.9	48.82	69.36	43.66	88.85	50.63	52.41	90.63	24.89	59.46
29.77	47.53	48.95	49.64	21.26	21.48	69.3	34.81	29.53	52.51	74.86	76.14	47.69	58.43	38.97	89.34	29.3	50.03	70.51	43.92	88.32	50.73	53.22	90.54	25.18	60.25
30.45	47.26	49.24	50.76	21.78	21.72	69.67	35.18	29.3	52.61	74.68	76.19	47.88	58.47	39.58	89.39	30.21	51.03	71.87	43.89	88.51	50.58	53.81	90.81	25.61	61.07
30.69	47.98	49.78	50.9	22.33	22.03	70.13	35.43	30.41	53.9	75.01	76.26	48.31	58.98	39.62	89.32	30.65	52.06	73.27	44.7	89.07	51.36	54.51	91.48	26.24	61.57
31.04	48.44	50.53	51.38	22.25	22.11	71.08	35.87	30.43	54.33	76.2	76.08	48.53	59.04	39.73	89.91	31.41	53.23	73.85	45.48	89.73	51.29	55.06	91.56	25.84	61.85
31.52	48.38	50.4	51.36	22.83	22.44	71.3	35.74	30.34	54.45	76.08	75.88	48.79	58.95	40.21	89.99	31.9	53.82	75.02	46.2	90.08	52.05	55.02	91.64	26.27	62.19
31.34	48.51	50.44	51.39	22.43	22.04	70.7	35.76	30.56	54	75.85	76.56	48.65	59.13	40.39	89.5	32.18	54.61	74.84	46.16	91.16	51.49	54.81	91.3	26	62.04
31.44	48.31	50.68	51.66	22.46	22.37	71.23	35.84	30.94	54.31	75.85	76.76	48.73	59.16	40.84	89.77	32.44	54.77	76.72	46.77	91.36	52.08	55.13	91.8	26.48	61.76
32.04	48.31	51.37	51.92	22.33	22.24	71.23	35.84	31.15	54.44	75.39	76.07	48.98	58.78	40.66	90.33	33.24	55.42	76.13	46.88	91.97	51.54	55.21	92.12	26.11	62.15
31.97	48.95	51.37	51.65	22.54	22.28	70.29	35.57	31.43	54.45	75.86	76.7	48.69	59.11	41.02	90.25	33.34	56.23	77.58	47.51	92.09	51.95	55.55	92.06	26.31	62.05
32.14	49.03	51.64	52.72	22.04	22.75	71.79	36.15	31.1	54.86	76.5	77.09	49.08	58.35	41.03	90.53	33.93	56.38	78.71	47.96	92.5	52.25	55.39	93.09	26.41	62.11
32.79	48.83	51.6	52.61	22.54	22.26	71.18	36.16	31.68	54.44	75.73	75.96	48.57	59.1	40.79	90.58	34.26	56.94	78.82	47.54	92.47	51.5	55.17	92.12	26.48	61.56
32.51	49.28	52.32	52.51	22.39	22.31	71.31	36.63	31.82	55.59	76.66	77.54	48.9	58.93	41.48	91.03	34.63	57.73	79.85	47.85	94.06	51.85	55.21	92.54	26.42	62.55
33.24	50.39	52.44	53.07	23.27	22.76	72.25	37.35	31.92	55.81	77.02	78.05	49.76	59.8	42.26	91.47	35.69	58.96	81.13	49.22	95.49	52.86	56.02	93.65	26.71	62.88
32.95	49.75	52.2	52.95	22.59	22.42	71.5	36.38	32.4	55.34	76.6	76.76	49.17	58.77	41.6	90.88	35.13	58.4	81.03	48.61	94.08	52.51	55.66	91.96	26.2	62.25
33.12	49.49	52.69	53.24	22.41	22.34	71.66	35.83	32.44	54.86	75.69	76.53	48.63	58.65	41.3	90.29	35.77	58.96	81.24	49.26	94.27	52.19	54.81	92.77	25.99	62.1
33.25	49.89	52.41	53.48	22.54	22.36	71.43	36.19	32.52	55.43	76.36	76.78	48.72	58.56	41.65	90.85	36.24	59.41	82.29	49.67	94.72	52.34	54.88	92.18	26.76	62.24
33.38	49.34	52.61	52.91	22.4	22.29	71.62	36.47	32.51	55.32	76.36	76.2	48.65	58.36	41.53	90.35	36.19	60.01	82.25	49.51	95.55	51.86	55.1	92.15	26.13	62.04
33.45	49.72	53.71	53.33	22.89	22.28	71.56	36.2	32.61	55.98	76.81	76.78	48.9	57.96	41.9	90.39	37.04	60.43	82.82	49.77	96.26	52.52	55.63	92.65	26.68	62.01
33.82	49.65	53.03	53.86	22.82	22.24	71.12	36.28	32.47	55.76	76.24	76.37	48.52	57.83	41.63	90.54	37.03	60.32	83.5	49.99	95.46	51.57	54.88	91.93	26.27	61.44
33.49	49.52	53.83	53.51	22.32	21.72	72.12	36.12	32.71	56.2	76.25	76.55	48.33	58.03	42.06	90.65	37.36	61.34	84.36	50.2	96.86	51.95	55.47	93.41	26.4	62.45
33.53	50.04	53.5	53.59	22.56	22.77	70.79	36.24	33.14	55.3	75.97	76.04	48.9	57.53	42.02	90.71	37.57	61.03	84.39	50.09	96.44	52.26	55.13	92.34	26.43	61.8
33.84	50.02	53.62	53.57	22.13	22.3	70.95	36.5	33.11	55.72	75.85	76	48.78	57.73	42.55	89.76	37.79	61.36	85.39	50.85	95.88	51.78	54.88	91.81	25.83	61.44
34.07	50.28	53.63	53.8	22.31	22.7	70.65	36.17	33.29	55.95	75.39	76.92	48.63	58.2	42.43	90.77	38.41	62.14	85.9	51.03	97.24	52.09	55.33	91.81	26.18	61.8
33.68	50.52	54.61	54.29	22.48	21.95	71.24	36.26	33.65	56.66	75.93	76.42	48.61	57.72	42.47	91.28	38.48	62.44	86.98	50.91	98.14	52.3	55.3	92.83	26.08	62.06
34.25	50.69	54.01	54.02	22.79	22.33	71.31	36.56	33.49	56.47	76.56	76.73	48.62	57.99	42.6	90.37	39.73	62.78	86.65	50.67	97.16	52.09	55.25	91.72	26.65	61.53
34.52	50.53	54.35	54.58	22.93	22.35	71.03	36.35	33.39	56.67	75.71	76.51	48.89	57.67	42.64	90.08	39.78	62.94	87.38	51.4	98.42	52.56	55.3	92.21	26.09	62.47
34.65	50.52	54.15	54.04	22.7	21.49	71.39	36.2	34.02	56.6	76.07	76.63	48.67	57.53	42.4	90.83	39.89	63.52	88.08	51.62	98.24	52.5	55.03	92.01	26.46	61.81
34.64	50.55	54.15	54.73	22.23	22.31	71.54	36.31	34.19	56.91	76.43	76.61	48.89	57.55	42.41	91.15	39.7	64.06	88.17	52.14	98.69	52.42	55.81	93.07	26.47	62.01
34.76	50.13	54.16	54.73	22.5	21.79	70.7	37.02	33.76	56.38	75.33	76.57	48.23	57.01	41.97	90.53	40.38	63.76	87.92	51.4	97.81	52.27	54.92	91.44	25.83	61.53
34.66	50.48	55.18	54.17	22.25	22.15	71.63	36.01	33.98	56.71	75.46	76.16	48.29	57.16	42.44	90.54	40.38	64.46	89.23	52.18	98.73	52	54.84	91.95	26.01	61.6
35.31	50.98	55.71	54.7	22.37	22.48	71.75	36.63	34.8	58.02	76.22	76.86	48.94	57.63	42.9	90.96	40.51	65.07	89.81	52.5	100.09	52.74	55.83	92.31	26.28	62.35
34.86	51.11	54.87	54.8	22.6	21.98	71.08	36.81	34.6	57.18	76.22	76.94	48.98	56.81	42.88	90.87	40.95	65.18	90.31	52.72	99.67	52.65	55.23	92.66	26.25	61.3
35.57	51.14	55.63	54.82	22.74	22.43	71.54	36.48	34.7	57.89	75.86	76.53	48.74	57.44	43.1	90.37	41.62	65.05	90.7	52.8	99.8	51.94	55.3	92.75	25.91	62.25
34.93	51.18	55.26	54.88	22.34	21.8	71.22	36.08	34.13	57.06	75.33	76.28	48.91	56.57	42.78	89.79	41.44	65.82	90.32	52.45	99.38	51.92	54.87	92.42	26.18	61.43
35.31	51.32	55.52	54.76	22.31	22.24	71.66	36.39	34.96	57.01	75.39	76.72	49.31	57.19	42.51	89.97	41.69	65.69	91.3	53.2	100.26	52.38	55.81	92.43	26.25	61.42
35.37	51.12	55.78	55	22.58	22.2	71.9	36.35	34.86	57.02	76.3	76.83	48.76	57.15	43.12	90.96	42.42	66.31	92.64	53.63	101.39	52.95	55.42	93.1	26.08	61.72
35.7	51.72	55.37	55.28	22.93	21.86	71.64	36.08	34.61	57.68	76.43	76.14	48.53	56.97	43.01	91.03	42.17	66.09	92.83	53.07	101.21	52.13	55.46	92.45	26.25	62.23
36.04	51.64	56.9	55.96	22.77	22.36	71.62	35.96	35.92	57.87	76.45	77.07	48.96	57.45	43.61	90.6	43.24	67.36	93.04	53.87	102.41	52.56	55.07	93.86	26.52	62.4
35.97	51.49	55.78	55	22.55	21.98	71.07	36.26	35.41	57.74	75.87	76.26	48.63	56.67	43.05	90.33	43.06	66.49	92.78	53.66	101.6	52.74	55.28	92.32	26.25	61.88
36.4	51.14	56.13	55.15	22.71	22.33	70.74	36.28	36	57.53	76.05	76.86	48.25	56.17	43.05	90.76	43.3	67.35	93.46	53.48	102.09	52.34	55.43	92.39	26.43	62.27
35.97	51.82	56.45	54.96	22.63	22.19	71.78	36.02	35.89	57.85	76	76.87	49.02	56.54	43.47	90.75	43.45	67.07	94.04	54.33	102.25	52.68	55.15	92.32	26.21	62.12
35.96	51.76	56.97	55.62	22.33	22.26	71.4	35.78	36.05	58.21	76.5	76.52	48.41	56.37	43.35	90.59	43.73	67.4	94.67	54.25	102.26	52.38	55.16	92.88	26.67	61.86
36.16	52.09	56.66	55.62	22.52	22.26	70.83	36.15	35.82	57.79	75.53	76.6	48.51	56.61	43.47	90.27	43.83	67.62	93.59	54.22	102.79	52.61	54.85	92.44	26.2	61.34
36.34	52.01	56.47	54.98	22.26	21.78	71.31	35.89	36.51	58.12	75.69	76.96	48.44	55.91	43.11	90.05	43.92	66.92	94.8	54.07	103.39	52.5	54.92	92.92	26.4	61.78
35.88	51.82	57.09	55.02	21.97	21.64	71.09	35.73	36.36	57.89	75.79	76.31	49.03	56.4	43.36	90.94	43.93	67.32	94.09	54.07	102.39	52.09	54.29	92.5	26.01	61.09
36.13	51.77	56.9	55.01	22.34	21.57	70.75	36.31	36.51	57.59	75.61	76.37	48.31	56.27	43.38	90.8	44.52	66.98	94.62	54.01	103.62	52.02	54.55	92.22	26.03	61.41
35.72	52.15	56.65	55.3	21.91	21.97	70.27	35.85	36.3	58.36	75.25	76.14	48.16	56.43	43.36	90.17	44.35	65.88	94.81	54	103.66	52.55	54.54	92.86	26	61.09
35.32	51.5	56.53	54.63	21.51	22	69.25	35.05	35.86	57.61	75.25	76.13	47.82	55.35	43.41	90.6	43.76	65.03	94.19	54.46	103.87	52.06	53.39	92.32	25.44	60.9
35.21	51.86	57.17	54.44	20.59	21.36	69.38	35.11	35.75	57.23	75.39	76.17	47.71	56.05	43.27	90.71	43.52	65.36	94.87	53.71	104.57	52.25	53.06	92.85	25.22	59.73
34.82	51.27	56.54	54.47	21.34	21.25	69.02	35	35.72	57.04	75.28	75.74	47.7	55.29	43.33	89.77	43.76	64.64	94.06	53.29	103.51	52.14	52.79	91.69	25.34	60.27
34.69	51.59	56.46	54.41	21.39	21.85	69.6	35.16	35.98	57.16	75.06	75.98	47.86	55.3	43.42	89.46	43.95	64.99	94.8	53.57	103.43	52.12	53.05	91.64	25.64	59.85
35.82	52.06	56.95	54.65	21.44	21.71	69.88	35.45	36.57	57.49	75.69	76.51	47.63	55.29	43.32	89.66	44.68	66.16	95.5	53.94	104.76	52.07	53.73	91.67	25.58	60.8
36.33	52.2	57.62	55.11	22.06	21.86	70.15	35.36	37.25	58.66	76.03	76.75	48.03	55.55	43.86	90.07	45.09	66.9	96.59	54.54	104.05	52.08	54.21	91.87	26.06	61.07
36.01	51.9	57.58	55.63	21.87	21.81	70.41	35.6	37.38	59.02	75.73	76.18	47.87	55.04	43.1	89.98	45.18	67.73	96.28	54.93	104.1	51.86	54.41	91.26	25.95	62.04
37.2	52.68	57.95	56.03	22.5	22.24	71.18	35.94	37.67	59.57	75.94	77.09	48.6	56	43.7	90.06	46.54	68.72	97.79	55.78	104.23	51.85	55.34	92.1	26.74	62.68
37.07	52.57	58.13	55.84	22.55	22	71	35.99	37.17	59.11	75.64	76.76	48.34	55.78	43.58	90.02	46.2	69.06	98.26	55.62	104.55	52.5	55.73	92.45	26.37	62.26
37.44	52.48	58.06	56.08	22.31	21.75	71.05	35.36	37.44	59.21	75.93	76.47	48.51	55.79	44.07	89.81	46.68	70.02	98.38	55.92	104.64	52.08	55.4	92.14	26.57	62.35
37.33	53.01	58.75	56.29	22.51	21.63	70.44	35.96	38.15	59.47	75.95	76.41	48.52	55.77	43.75	89.92	47.01	69.74	98.39	56.29	104.26	52.28	55.48	92.04	26.52	61.84
37.62	53.16	58.84	56.74	22.26	21.79	70.95	36.29	38.14	59.51	76.14	77.39	48.35	56.02	44.67	89.98	46.94	70.67	98.99	56.77	105.64	52.68	55.92	93.01	26.97	62.57
37.7	53.07	58.84	56.88	22.18	21.84	71.35	36.12	38.25	60.04	76.3	76.8	48.66	55.9	44.22	90.57	47.22	70.6	99.9	56.79	105.87	52.71	54.77	92.69	26.25	62.36
38	53.27	59.05	56.91	22.49	21.69	71.35	35.57	38.75	59.53	76.05	76.67	48.81	55.94	44.37	90.58	47.29	70.9	99.48	56.92	105.27	52.65	55.44	92.52	26.43	62.32
37.58	53.13	58.9	56.57	22.46	21.83	70.86	35.99	38.4	59.99	76.36	75.9	48.94	55.9	44.48	90.17	47.38	71.02	99.69	57.4	105.89	52.52	55.78	92.21	26.74	61.76
38.52	53.82	59.76	56.44	22.46	21.8	71.86	36.5	38.92	60.52	76.38	77.86	48.64	56.35	44.16	90.51	48.37	72.07	100.72	57.46	105.76	52.79	55.9	92.97	26.5	62.35
39.07	53.39	59.58	58.16	22.8	22.16	71.69	36.25	38.71	60.01	76.53	76.91	49.14	56.18	45.06	90.23	48.1	72.85	101.35	57.76	106.25	52.82	56.04	92.24	26.87	62.78
38.95	53.64	59.93	57.78	22.64	22.02	71.02	36.22	39.29	60.77	75.8	76.79	48.8	55.84	44.58	91.61	48.67	73.04	101.57	57.52	106.07	53	56.5	93.02	27.02	62.14
38.81	53.85	60.12	57.39	22.3	21.72	71.09	36.04	38.75	60.22	76.15	77.01	48.68	56.16	44.81	90.4	48.79	72.92	102.14	57.87	106.76	53.14	55.73	92.83	26.92	62.28
38.37	53.6	59.94	57.3	22.59	22.1	71.28	36.55	38.65	60.26	75.92	76.17	49.35	55.93	45.15	90.9	48.49	72.47	102.6	57.84	106.3	53.16	55.7	92.45	26.53	61.99
38.33	53.45	60.53	57.26	22.32	21.93	70.91	36.21	39.32	60.01	75.63	76.19	48.71	55.63	44.92	89.84	49	72.58	101.61	58.33	106.38	52.56	55.09	92.03	26.41	61.87
39.02	53.57	60.27	56.99	22.25	21.79	70.78	35.84	38.98	60.49	75.54	76.89	48.56	56.26	44.78	90.6	48.59	72.15	101.99	58.3	107.41	52.96	55.72	92.3	25.89	61.95
38.75	54.04	60.62	57.09	22.18	21.68	70.99	35.92	39.11	59.52	76.07	77.26	48.83	56.02	44.94	89.91	48.96	72.12	101.79	58.39	108.01	53.3	55.9	92.23	26.49	62.34
38.53	54.34	60.37	57.22	21.66	21.78	70.67	35.77	39.75	59.9	75.97	77.39	49.02	55.71	44.87	90.85	48.75	71.78	101.34	58.14	107.44	53.4	54.88	92.76	26.67	61.12
38.24	54	60.34	57.03	21.83	21.68	70.48	35.17	38.88	59.85	75.52	75.95	48.3	55.02	44.79	90.57	48.74	70.51	102.05	58.34	107.23	53.33	54.58	92.25	25.91	60.84
38.14	54.31	60.35	56.61	22.29	21.67	70.15	35.36	39.14	59.86	75.89	76.52	48.32	54.99	45.21	90.2	48.55	71.1	101.24	58.44	108.23	52.58	54.6	92.46	25.9	60.79
38.24	53.92	60.74	56.58	21.74	21.68	70.23	35.81	39.55	59.95	75.65	75.89	48.29	54.92	45.09	89.76	48.85	72	101.81	58.7	106.78	51.97	54.28	91.74	26.41	61.18
38.61	53.54	60.79	57.32	22.43	21.82	70.6	35.69	39.7	60.53	75.8	76.81	48.09	55.37	44.97	90.19	49.32	73.41	102.19	58.31	106.8	52.5	54.91	92.39	26.33	61.86
38.78	54.3	61.02	57.8	21.8	21.57	71.17	35.27	39.81	61.01	75.78	76.24	48.59	55.35	44.77	89.98	50	73.92	103.03	59.02	107.31	52	55.34	92.08	26.08	61.71
39.41	54.6	61.77	58.31	22.43	21.8	72.07	35.81	40.39	60.94	76.45	77.26	48.76	55.14	45.35	90.72	50.47	73.74	103.89	59.72	107.68	52.81	55.34	91.74	26.82	61.47
39.46	54.82	61.29	57.67	22.64	21.65	70.89	35.85	40.15	60.72	76.75	76.82	47.94	54.82	45.12	90.57	50.22	74.5	104.55	59.43	107.29	52.97	55.93	92.53	26.82	61.59
40.06	54.14	61.07	57.52	22.01	21.39	71.17	35.99	40.38	61.2	75.43	77.17	48.8	54.69	44.88	90.37	51.01	74	104.59	59.65	107.62	52.97	55.17	92.56	26.44	62.09
39.46	54.45	61.75	57.64	22.27	21.64	71.28	35.49	40.02	61.11	76.2	77.08	48.99	54.48	45.44	90.7	50.59	74.75	104.32	60.11	108.16	53.38	55.14	92.58	26.22	62.07
39.2	54.68	61.89	57.42	22.26	21.78	70.98	35.38	40.36	61.31	75.55	76.65	48.12	54.23	45.39	90.69	50.68	74.4	104.39	60.17	106.92	52.94	55.27	91.79	26.23	62.07
39.3	54.9	61.5	58.32	22.32	21.71	70.73	35.36	40.04	60.75	75.76	76.58	48.83	54.17	45.25	90.26	51.09	74.84	104.28	59.67	108.17	52.83	54.36	92	26.2	61.99
40	54.68	61.88	58.3	22.28	21.88	70.45	36.17	40.89	61.26	75.84	76.97	48.54	54.35	45.33	90.09	50.81	75.16	104.61	60.58	107.8	53.29	55.1	92.55	27.05	62.36
39.93	55.26	62.04	58.7	22.71	21.44	70.42	36.21	40.69	60.96	76.38	76.4	48.64	54.13	44.86	90.12	51.11	76.15	106.01	60.29	108.5	53.07	55.49	92.24	27.06	62
39.81	54.49	61.54	57.9	22.83	21.5	71.12	35.94	41.02	61.3	76	76.63	48.25	53.97	45.4	89.91	50.98	76.2	104.43	61.16	108.59	52.32	55.11	92.16	26.4	62.27
39.68	54.78	63.12	58.48	22.69	21.99	71.36	36.15	41.3	61.32	75.92	77.21	48.57	54.32	45.48	90.25	52.05	75.77	105.88	61.22	108.35	52.42	55.67	92.53	26.72	62.41
40.42	54.77	62.51	58.65	22.8	22.04	70.63	36.24	40.97	61.26	75.76	76.21	48.3	53.76	45.11	90.06	51.14	76.34	105.9	61.69	107.76	52.69	55.05	92.82	26.51	61.58
40.25	55.38	62.3	57.31	22.51	21.4	70.62	35.95	41.57	61.26	75.52	75.42	48.67	53.19	44.93	91.3	51.67	77.49	105.76	61.64	108.29	52.55	54.96	91.84	26.47	62.26
40.58	55.07	62.93	58.51	22.89	21.84	71.55	35.72	41.45	61.76	76.48	76.82	47.96	53.47	45.9	90.99	52.35	77.47	106.61	62.68	109.3	53.39	54.76	92.79	27.02	61.3
40.36	54.84	62.7	57.83	22.61	22.24	70.54	35.99	41.3	61.23	74.98	76.12	48.69	52.16	45.42	89.98	52.55	77.11	105.94	61.67	107.97	52.64	55.63	91.86	26.62	62.43
40.13	55.2	62.83	58.54	21.88	21.06	71.1	35.05	41.53	61.49	75.08	76.92	48.8	52.7	45.81	90.6	52.41	77.68	106.9	62.65	109.15	52.91	55.32	92.31	26.12	62.27
41.33	55.15	63.08	58.59	22.78	22.41	70.86	35.96	41.6	61.19	75.32	76.64	48.54	52.06	45.35	89.98	52.93	78.36	106.59	62.89	108.42	53.38	55.44	91.5	26.86	62.43
40.54	55.97	63.07	58.44	22.75	21.48	71.47	36.5	41.57	61.91	75.74	76.76	49.12	52.97	45.52	89.97	53.51	78.43	108.27	62.9	109.54	53.34	55.25	92.37	26.05	62.94
41.36	56.2	63.95	58.92	22.77	21.98	71.79	36.48	42.8	62.33	76.76	77.16	49.25	53.09	45.92	91.52	53.42	79.8	108.9	63.62	110.11	53.53	55.81	93.19	27.17	62.77
40.56	55.37	63.6	58.64	22.46	22.5	71.85	35.96	41.86	62.38	76.86	77.06	48.91	52.05	46.27	91.6	53.79	78.9	108.85	63.35	110.18	52.69	55.24	92.69	26.88	62.19
41.15	55.79	63.43	58.7	22.26	21.87	71.62	36.85	42.25	61.3	75.73	76.04	49.08	51.81	45.83	90.01	53.63	79.83	108.58	64.31	109.92	52.85	55.4	92.53	26.53	61.54
41.71	57.06	64.52	59.55	22.56	21.67	73.09	36.05	43.54	62.8	77.2	77.91	49.52	52.68	47.16	91.57	54.48	81.56	109.85	64.89	111	54.09	56.7	94.07	27.13	62.92
41.29	55.83	63.47	59.38	23.6	22.06	71.73	36.19	42.6	61.95	75.87	76.68	48.84	52.06	45.95	90.39	54.48	80.75	109.69	65.16	109.8	52.84	56.18	93.17	27.03	62.83
41.76	55.94	63.79	59.85	22.87	22.02	72.05	36.14	42.24	62.41	75.85	76.18	48.99	51.32	46.7	90.54	54.78	80.82	109.69	65.01	109.71	52.43	55.63	92.95	26.8	61.99
41.41	56.04	63.36	59.62	22.65	22.27	71.45	36.01	42.37	61.6	75.56	76.69	48.94	50.79	46.15	90.61	54.08	80.57	110.18	64.91	109.8	52.99	54.87	92.95	26.16	62.09
41.12	55.17	64.11	58.78	22.6	21.77	71.46	35.87	42.45	62.59	75.97	76.27	49.03	50.32	46.25	90.43	54.54	80.88	109.63	65.81	109.5	53.31	54.98	92.59	27.06	61.76
41.75	56.19	64.84	59.47	22.63	21.27	72.3	35.98	42.79	62.88	76.04	77.51	49.59	50.42	46.24	90.78	54.79	81.75	110.53	65.71	110.97	53.08	55.48	92.07	26.73	62.07
41.62	56.05	64.25	58.95	23.23	21.34	70.02	35.69	42.84	62.09	76.46	76.97	49.07	50.59	46.59	90.37	54.8	81.78	110.39	66.05	110.95	52.87	54.99	92.58	26.47	62.93
41.35	56.23	64.74	59.09	22.56	21.33	71.01	35.92	43.12	61.97	75.07	76.35	49.31	49.91	46.73	89.67	54.32	80.81	110.73	66.48	108.99	53.14	55.51	92.54	27.04	62.55
41.95	56.47	65.46	59.54	22.29	21.69	71.6	36.03	43.05	62.62	77.22	77.43	49.18	50.83	46.27	91.29	54.7	82.33	111.3	66.51	110.25	52.93	55.4	93.09	26.65	62.52
42.54	57.26	65.4	59.82	22.47	21.34	72.07	35.73	43.75	62.21	75.99	77.04	49.22	50.42	46.46	91.08	55.9	84.28	111.79	66.77	110.01	52.97	56.11	93.52	27.37	62.91
42.07	56.85	65.3	60.07	22.52	21.46	72.07	35.78	43.16	63.12	76.54	77.22	49.47	50.24	46.77	91.46	55.87	84.13	112.37	67.6	110.82	53.34	55.53	94.23	26.87	62.54
