"Centaurea_nigra_K__P_1"	"Centaurea_nigra_K__P_2"	"Centaurea_nigra_K__P_3"	"Centaurea_nigra_K__P_4"	"Hypochaeris_radicata_K__P_1"	"Hypochaeris_radicata_K__P_2"	"Hypochaeris_radicata_K__P_3"	"Hypochaeris_radicata_K__P_4"	"Scabiosa_columbaria_K__P_1"	"Scabiosa_columbaria_K__P_2"	"Oenothera_erythrosepala_K__P_1"	"Oenothera_erythrosepala_K__P_2"	"Oenothera_erythrosepala_K__P_3"	"Origanum_vulgare_K__P_1"	"Origanum_vulgare_K__P_2"	"Hypericum_maculatum_K__P_1"	"Buddleja_davidii_K__P_1"	"Buddleja_davidii_K__P_2"	"Buddleja_davidii_K__P_3"	"Buddleja_davidii_K__P_4"	"Geranium_robertianum_K__P_1"	"Daucus_carota_K__P_1"	"Daucus_carota_K__P_2"	"Daucus_carota_K__P_3"	"Aegopodium_podagraria_K__P_1"	"Aegopodium_podagraria_K__P_2"
41.91	56.82	65.61	59.87	22.83	21.15	71.41	36.1	43.29	62.82	75.56	76.65	49.02	49.76	46.34	91.19	55.52	83.39	112.36	67.64	110.69	53.03	55.87	92.91	27.29	62.21
42.38	56.82	65.35	59.64	22.92	22.49	71.29	36.45	43.24	63.03	76.52	76.68	49.33	49.31	46.04	90.97	55.82	83.72	112.46	68	110.4	53.4	55.77	92.74	26.79	62.62
42.88	56.78	65.8	60.23	23.02	22.38	72.65	36.1	43.84	63.29	76.03	77.12	48.89	49.31	46.26	91.36	56.6	84.52	113.05	69.02	110.82	53.55	56.38	93.05	26.95	62.64
42.15	56.72	65.81	59.49	22.16	21.71	72.34	35.58	43.15	62.58	76.3	76.31	48.35	48.51	46.08	90.13	56.77	85.08	112.47	68.69	111.16	52.92	55.15	92.44	26.4	61.85
42.22	56.99	65.39	59.65	22.43	21.96	71.36	36.29	43.49	62.2	74.93	75.66	49.67	48.28	46.36	89.76	55.95	84.44	113.51	68.61	111.45	52.65	55.09	91.82	27.1	61.99
42.93	56.49	65.49	59.64	23.13	21.77	71.71	36.31	43.51	62.63	76.14	76.52	48.71	48.6	46.6	90.77	56.45	85.8	113.6	69.29	110.7	52.72	55.72	92.45	27.11	62.45
42.61	57.02	65.73	59.64	22.62	21.35	71.71	36.34	43.54	62.86	76.04	76.95	48.79	48.18	46.15	91	56.28	85.8	113.37	69.47	110.37	52.5	54.77	92.93	27.56	62.65
42.59	56.53	65.69	59.51	21.87	21.26	71.69	36.23	43.41	62.25	75.9	76.76	48.78	48.31	46.4	89.59	56.71	85.09	114.06	68.92	110.64	52.63	55.07	92	26.75	62.5
43.41	57.2	66.37	60.98	23.21	22.15	71.56	36.6	44.29	62.86	77.04	77.03	49.69	48.13	46.19	90.69	57.38	87.11	115.23	69.72	111.24	52.66	55.52	92.37	27.23	62.42
42.52	56.73	65.74	59.83	22.87	21.23	71.57	36.32	43.65	63.83	76.12	77.48	49.24	47.71	46.82	90.62	57.22	86.82	114.87	70.08	110.68	53.45	54.57	92.46	26.67	63
42.7	57.55	65.28	59.51	22.23	21.24	72.12	36.29	44.45	62.96	76.39	77.18	49.05	47.39	46.66	91.17	57.53	86.75	114.57	70.43	111.33	52.96	54.61	93.72	25.83	61.98
42.86	57.17	65.85	60.23	22.95	21.71	72.17	36.05	44.02	63.03	76.14	76.66	48.03	47.54	46.25	91.25	58.17	87.17	114.86	70.81	111.7	52.84	54.82	93.95	27.15	62.71
43.14	57.05	66.97	60.23	22.85	21.95	71.85	35.93	44.12	63.05	76.41	77.3	48.89	48.15	47.39	91.09	58.2	86.71	114.69	70.56	111.75	53.5	55.36	93.4	26.86	63
41.97	56.81	65.38	59.27	21.76	21.2	70.81	35.14	43.43	62.73	76.17	76.68	48.65	46.61	46.47	90.44	57.46	86.83	115	70.9	110.74	52.16	53.96	92.74	26.26	62.12
42.32	56.74	66.15	58.98	22.79	21.79	70.58	36.09	44.36	62.11	75.36	76.58	48.43	47.15	46.68	89.59	57.35	86.57	114.84	70.75	111.35	52.13	54.64	92.69	26.38	62.51
42.17	57.09	66.17	59.18	22.46	21.55	71.18	35.62	43.86	62.84	76.04	76.78	49.21	46.81	46.57	89.65	57.57	86.74	114.05	71.48	111.48	52.64	53.87	93.22	26.67	61.69
42.3	56.75	65.56	59.44	22.2	21.64	70.19	35.62	44	62.53	75.8	75.72	48.47	47.15	46.59	90.28	56.9	85.65	113.99	70.88	111.39	52.68	54.76	92.19	26.39	61.52
42.96	57.76	66.3	59.68	22.06	21.62	71.81	35.78	44.33	62.9	76.42	77.3	48.6	47.48	47.21	90.52	57.75	86.91	115.47	71.91	111.91	53.18	54.69	92.79	26.61	62.57
42.06	57.1	65.63	59.45	22.21	21.55	70.59	36.01	44	62.47	75.72	76.27	48.21	46.52	46.84	90.88	57.58	87.2	114.91	71.54	111.48	52.7	54.37	91.97	27.14	62
42.6	57.15	66.07	59.17	22.77	21.19	71.49	35.46	44.69	62.81	76.03	76.68	48.78	46.68	46.7	90.64	57.86	86.8	115.92	71.37	110.9	53.07	54.54	92.52	26.67	61.99
42.81	56.67	65.6	58.57	22.01	21.25	70.97	35.48	43.69	63.06	75.73	76.94	49.36	46.62	46.95	90.49	58.55	87.21	115.69	72.53	111.58	52.03	54.51	91.7	26.64	61.68
42.75	56.74	66.35	59.39	22.53	21.23	71.33	35.71	44.71	63.06	76.58	76.75	48.65	46.3	46.65	90.14	58.42	88.77	116.04	73.84	111.6	52.71	55.23	93.83	27.16	62.11
42.31	56.95	65.81	59.3	22.19	20.7	70.87	35.75	43.88	62.77	76.07	77.12	48.48	46.05	46.25	90.93	58.32	88.35	115.99	72.71	112.05	52.41	54.32	92.44	26.79	63.07
43.2	57.9	65.94	60.1	22.83	21.17	71.48	36.13	44.91	62.5	76.49	77.18	48.26	46.65	46.91	90.38	58.89	89.32	117.68	74.09	112.07	52.59	54.89	93.08	26.98	62.46
43.41	57.73	66.37	60.42	22.6	21.67	71.46	36.15	45.42	63.7	76.06	77.16	49.44	46.41	47.55	90.85	60	89.93	117.72	74.93	112.79	52.9	55.11	92.97	27.34	62.08
42.99	57.36	66.3	59.19	22.39	20.97	72.16	35.59	45.06	62.7	76.96	76.41	48.13	46.41	46.91	90.51	59.34	89.81	117.73	75.01	111.53	52.55	54.67	92.08	27.19	62.29
42.44	57.61	66.75	59.95	22.1	21	72.2	36.14	45	63.24	76.02	77.85	49.2	46.9	46.59	90.83	59.57	91.37	117.94	75.24	112.98	52.82	54.61	93.97	26.89	62.56
43.19	58.36	67.32	60.1	22.73	21.24	71.4	36.68	45.92	63.36	77.21	77.11	49.39	46.8	47.48	90.59	59.44	92.25	118.34	76.2	112.64	52.76	55.1	93.2	26.89	62.9
43.19	57.58	67.26	59.61	21.9	20.71	71.19	35.64	45.22	63.44	75.89	77.19	49.06	45.37	46.5	90.25	60.03	91.69	117.82	75.32	113.22	52.31	54.51	93.21	27.1	63.24
43.29	57.87	66.92	60.2	22.28	20.9	71.9	35.18	45.08	64.05	76.88	77.31	48.87	46.57	47.76	91.39	60.58	92.23	118.5	75.67	112.86	53.33	54.82	92.82	26.77	63.21
43.24	56.9	66.95	60.36	22.8	20.83	72.13	35.18	45.94	64.25	76.07	77.31	49.16	46.15	47.61	90.93	60	91.63	119.6	75.5	111.92	52.66	53.79	93.15	27.05	62.76
42.85	57.72	66.69	60.17	22.23	21.52	71.65	35.58	45.42	63.14	76.57	76.62	48.95	45.66	47.6	89.41	60.06	92.13	119.58	76.21	112.35	52.84	54.71	92.51	26.65	62.7
42.66	57.64	66.39	58.8	22.19	21.47	71.13	35.96	44.97	63.22	76.83	76.94	49.44	45.91	47.47	90.49	59.63	91.73	118.09	76.01	112.82	52.6	54.41	92.91	26.76	62.54
42.54	57.6	66.42	59.7	22.31	21.32	70.95	35.24	44.79	63.07	75.79	77.1	48.75	45.26	47.28	89.64	59.08	91.74	117.84	76.29	112.63	52.03	55.08	92.9	27.46	62.56
42.66	57.49	66.15	59.49	22.11	20.89	71.38	35.49	45.23	63.06	76.61	76.48	48.05	45.77	47.01	89.07	59.98	91.31	118.24	77.37	112.12	52.58	54.03	92.63	26.83	61.99
42.47	57.67	66.45	58.63	22.02	21.43	70.88	34.91	44.96	62.59	75.2	76.49	48.22	45.04	46.57	89.52	60.37	90.74	118.12	77	112.86	51.8	53.8	91.6	26.56	61.76
42.59	57.78	66.6	59.6	21.61	21.21	70.46	35.46	44.78	62.8	76.71	76.99	48.33	44.67	47.02	89.71	60.11	92.16	118.52	77.36	113.16	52.85	53.68	93.1	26.54	62.15
41.38	56.98	65.62	58.18	21.75	20.62	70.93	34.81	44.18	61.86	75.42	76.3	47.87	44.03	46.47	89.97	59.5	90.24	118.1	77.86	113.94	52.31	52.99	93.06	26.45	61.88
40.96	57.45	66.24	58.17	20.99	20.69	69.87	34.4	44.44	62.31	76.7	77.5	48.08	43.9	47.32	90.11	59.84	90.3	118	76.88	113.79	52.69	53.04	93.53	25.53	62.37
40.7	57.5	66.34	57.03	20.96	20.8	69.17	34.82	44.19	61.68	75.45	76.78	48.22	43.16	46.66	89.2	59.29	88.25	116.94	76.28	113.81	52.05	52.35	92.14	25.48	60.83
39.77	56.35	65.62	56.61	20.74	19.67	68.79	34.36	43.62	60.93	75.68	75.89	47.84	42.75	46.41	88.75	58.4	87.13	116.21	75.75	112.79	51.49	50.93	91.57	25.07	59.7
40.3	56.71	65.23	57.66	20.86	20.14	69.21	34	43.6	61.45	74.69	75.72	47.12	42.4	46.54	88.29	58.57	87.11	115.56	76.23	112.46	51.44	50.82	91.53	25.46	59.58
40.41	56.64	66.28	57.93	20.35	20.21	68.88	34.23	44.83	61.57	75.38	76.02	47.98	42.13	46.06	88.27	58.94	88.69	117.53	76.49	112.87	51.79	51.78	90.79	25.75	60.87
41.79	56.97	66.3	58.75	21.31	20.17	69.04	34.8	45.33	62.39	75.63	76.16	48.21	43.06	46.47	89.01	60.85	90.62	118.96	77.73	113.09	50.83	52.94	91.6	26.05	61.48
42.6	56.92	66.34	58.6	21.53	20.58	70.3	34.75	46	63.19	76.22	76.28	48.83	42.85	46.12	88.87	60.92	92.02	119.11	78.27	112.68	51.13	53.95	92.02	26.56	62.48
42.36	57.19	66.52	59.35	22.06	20.79	70.29	34.83	45.85	62.99	75.77	76.13	48.13	42.28	45.95	87.29	60.49	92.08	118.93	78.33	111.72	51.59	54.21	90.97	27.11	62.74
42.82	58.59	66.74	59.44	22.38	20.9	71.24	35.58	46.39	63.91	76.62	76.86	48.52	42.45	46.99	89.55	61.81	95.08	121.02	79.77	112.97	51.81	53.85	92.02	26.92	62.92
43.36	58.03	66.87	58.98	22.51	21.28	71.11	35.37	46.62	63.83	76.07	77.01	48.17	42.86	46.81	89.32	61.68	94.77	120.9	80.17	112.59	52.13	53.85	91.85	27.15	62.53
43.85	58.18	66.5	58.92	22.26	21.21	71.18	35.15	45.76	63.34	75.93	76.54	48.05	41.87	46.99	88.86	61.47	94.82	120.56	80.22	112.19	52.4	54.35	91.72	26.98	61.86
43.26	58.62	66.58	59.53	22.05	20.92	71.6	34.92	46.28	63.46	76.22	75.53	48.45	42.62	47.03	88.26	61.79	95.77	120.38	80.5	113.05	51.5	53.98	93.06	26.95	62.69
42.79	57.97	67.16	59.3	21.64	20.6	70.96	34.66	45.33	63.75	76.25	76.23	48.56	41.63	45.77	89.03	62.05	96.05	121.11	80.67	112.75	51.02	53.51	92.47	26.28	62.06
43.56	58.05	68.3	59.91	22.7	21.27	71.62	35.14	45.8	62.83	76.37	76.63	48.7	41.69	46.78	88.89	63.96	97.02	122.09	82.17	111.9	51.74	53.96	93.2	27.16	62.22
43.42	57.62	67.96	59.74	22.5	21.06	71.14	36.07	46.12	63.46	76.17	76	48.63	42.32	46.82	88.72	62.84	97.43	122.48	81.84	112.65	52.19	54.08	93.67	26.83	63.09
43.43	58.44	68.28	60.37	22.38	21.23	71.58	36.19	46.48	63.97	76.65	77.03	48.79	41.61	47	88.5	63.35	98.52	123.01	82.49	113.8	51.56	54.15	93.82	27.17	62.68
44.07	57.74	68.21	60.2	23.01	21.23	71.68	36.12	46.38	63.45	75.53	76.88	48.04	41.34	46.64	88.29	63.23	97.78	121.19	82.19	111.01	51.2	54.28	91.79	27.68	62.3
43.93	57.66	67.87	60.1	22.39	21.37	71.13	35.96	45.68	63.63	75.05	75.36	48.86	41.23	46.28	89.21	62.23	98.7	121.33	82.2	111.84	51.81	53.21	91.75	27.22	61.97
43.75	58.93	68.43	61.13	22.42	21.04	70.98	35.14	46.36	64.49	76.46	77.66	48.4	40.77	47.29	89.43	63.21	99.43	123.63	83	113.67	51.3	54.56	93.3	27.24	63.6
43.53	58.42	67.44	60.43	22.14	20.84	72	35.46	46.39	64.05	76	77.14	48.52	41.66	47.3	89.34	63.73	99.69	123.4	84.36	113.17	51.84	53.4	93.13	26.73	62.97
44.37	58.01	68.32	60.78	22.66	21.46	71.76	36.06	46.97	64.09	76.51	76.94	49.01	40.6	47.52	89.46	63.72	98.57	122.79	84.28	111.89	51.94	54.43	92.92	27.18	63.09
44.51	57.93	68.85	60.59	22.39	20.65	71.59	35.65	46.74	64.1	77.01	77.74	49.26	41.07	47.07	89.48	63.57	101	124.34	85.46	113.94	51.24	54.38	93.74	27.19	62.85
43.35	58.79	67.81	59.61	22.69	21.15	70.9	35.1	46.62	63.71	76	75.55	48.29	40.26	47.05	87.85	64.08	99.45	122.71	83.53	112.92	52.06	53.8	92.66	27.51	61.91
44.1	58.02	68.92	60.74	22.18	21.43	71.37	35.1	46.51	64.14	76.27	76.86	48.78	39.62	47.38	89.31	64.12	101.25	124.62	84.35	113.02	52.01	54.2	93.91	26.85	62.69
44.95	59.48	69.55	61.43	22.59	20.88	72.74	35.55	46.77	65.21	77.78	77.87	48.87	41.2	47.82	90.6	65.26	101.74	125.26	86.29	114.33	51.6	53.76	93.32	27.25	63.26
44.13	58.62	68.86	60.59	22.06	20.83	71.96	35.25	45.93	63.72	76.44	76.98	48.18	40.26	46.91	88.78	63.28	100.94	124.19	85.42	113.41	51.89	53.83	92.71	26.98	62.2
44.64	58.45	69.09	61.37	22.49	20.6	71.32	35.57	46.69	64.21	76.85	77.48	49.15	40.21	47.49	88.94	64.17	102.22	125.18	86.38	113.43	51.6	53.22	93.48	27.12	63.29
44.1	57.05	68.04	59.51	21.47	19.94	71.46	35.21	45.53	62.73	74.98	75.62	48.18	39.37	47.03	88.51	62.81	100.3	123.97	84.74	113.29	50.64	53.7	91.99	26.62	62.18
43.74	57.54	67.72	58.63	21.99	20.55	70.76	35.19	46.3	63.19	76.31	76.94	48.6	38.86	47.3	88.04	63.4	99.15	123.48	83.32	111.53	51.52	53.69	92.09	26.51	61.78
43.09	58.8	68.24	60.15	22.37	21.36	72.25	34.88	46.34	64.27	76.16	77.14	49.49	39.14	47.82	88.55	64.47	100.92	124.24	84.11	113.13	51.03	54.21	92.39	26.51	62.09
43.5	57.97	68.4	59.87	22.26	20.26	70.93	34.44	46.05	63.41	75.19	76.74	48.57	38.83	46.8	88.56	63.93	100.16	125.1	85.93	112.77	51.39	53.53	93.2	26.71	61.85
43.57	57.8	68.25	59.69	21.69	19.59	70.75	34.81	46.25	63.81	75.95	77.14	48.31	38.4	47.14	88.88	64.15	100.23	124.75	85.67	115.07	51.69	53.15	93.49	26.4	62.2
43.12	57.48	68.15	58.82	21.98	20.25	70.76	34.88	45.87	63.43	75.96	76.18	48.42	38.78	47.21	88.08	63.93	99.49	123.65	85.14	113.72	51.05	52.36	93.1	25.62	61.37
44.23	58.86	69.46	60.03	21.89	20.65	71.17	34.82	47.07	63.85	76.58	77.21	48.99	38.65	48.16	89.09	63.44	100.19	124.37	86.11	115.12	51.36	53.28	93.51	26.12	61.3
43.02	57.55	68.07	59.23	22	20.68	69.62	34.79	46.34	62.91	75.72	76.9	48.03	38.03	46.72	86.88	63.27	100.02	122.47	84.48	111.39	50.5	52.7	91.41	26.5	61.56
42.39	57.65	67.99	59.54	22.22	20.26	70.1	34.87	45.9	62.36	75.73	76.14	47.88	37.67	47.15	86.54	62.57	99.43	122.82	84.79	112.29	50.71	52.55	91.06	26.49	61.74
43.11	58.24	67.78	59.99	22.14	19.97	69.95	34.48	45.48	63.38	75.11	75.52	48.38	38.34	46.9	87.29	64.17	100.35	123.17	86	112.52	49.94	53.35	90.35	26.84	62.14
44.44	58.5	68.59	59.76	22.44	20.49	70.89	35.56	46.27	64.25	75.56	76.96	49.48	38.49	47.53	88.28	64.94	102.47	124.9	87.56	112.42	51.21	52.08	91.54	27.18	63.17
44.8	58.38	68.18	60.55	22.36	20.98	71.21	35.52	46.63	64.38	75.17	76.27	49.04	39.36	47.66	88.35	64.75	101.11	123.78	86.43	113.46	51.2	53.67	93.01	27.72	62.24
44.4	58.57	67.88	60.49	22.46	20.64	71.5	35.44	47.42	64.42	76.82	77.23	49.55	39.02	47.35	88.35	65.77	103.2	125.99	87.82	113.64	50.74	54.2	93.89	27.39	63.03
43.71	58.19	68.01	59.84	22.12	20.29	69.89	34.95	47.4	63.46	76.03	76.54	48.43	38.05	46.68	87.84	64.28	103.08	125.33	87.37	113.6	50.86	52.7	92.59	27.62	62.45
44.18	58.02	68.53	60.58	22.38	20.93	70.49	35.33	46.98	63.88	76.29	76.7	48.84	38.71	47.5	87.88	65.09	104.22	126.32	88.71	113.85	50.79	53.79	93.39	27.14	62.32
44.27	58.46	69.86	60.36	22.92	20.71	71.14	36.04	46.26	63.97	76.75	77.18	49.17	39.2	46.55	89.04	65.86	104.08	126.95	88.4	114.21	51.64	52.75	93.3	27.3	63.74
44.23	56.7	68.74	59.98	22.09	19.99	70.67	35.64	46.62	63.3	75.68	75.29	48.26	38.89	46.83	87.3	65.69	102.31	124.92	87.96	112.25	50.39	52.77	92.16	27.29	61.96
44.44	58.5	70.16	61.52	22.74	20.74	71.93	35.25	46.8	64.04	76.59	77.62	49.29	39.08	48.4	89.59	65.96	105.58	127.63	89.12	115.03	51.91	53.15	95.4	27.71	62.38
43.8	58.8	69.98	60.73	22.68	20.42	70.86	35.41	46.58	64.63	76.68	76.57	49.07	39.27	47.88	88.03	65.96	104.95	127.63	89.39	114.06	51.92	52.7	92.87	26.98	62.54
44.09	58.44	69.19	60.31	22.16	20.03	70.99	35.04	46.63	63.76	75.91	77.46	47.65	39.22	48.06	88.35	65	105.22	127.58	89.33	113.87	51.5	52.75	93.23	26.12	62.73
44.03	57.86	68.53	60.21	22.62	20.22	71.75	34.51	46.29	63.54	75.87	76.48	48.08	39.06	46.99	88.87	65.58	104.44	126.16	89.03	112.68	51.3	52.5	92.53	27.08	62.7
44.91	58.85	69.74	59.59	22.29	20.75	71.32	35.18	47.01	63.95	75.51	75.71	48.81	39.61	48.44	88.01	65.09	104.09	125.68	89.08	112.63	50.61	53.6	93.11	26.86	62.05
44.54	58.48	69.43	60.53	21.92	20.24	71.27	35.36	47.05	64.11	76.45	77.42	49.47	39.5	47.74	89.93	65.64	104.95	127.28	89.59	113.57	51.08	54.17	93.4	26.54	62.65
44.49	58.71	69.23	60.29	22.28	20.45	70.39	35.03	46.06	63.64	75.45	76.8	48.88	38.94	47.64	88.07	65.14	104.76	126.15	89.24	113.29	51.74	53.42	92.69	27.47	61.81
43.93	58.56	68.69	60.18	22.39	20.01	71.25	34.95	46.6	63.8	75.92	77.51	48.72	40.17	47.17	87.99	65.57	104.71	126.88	88.69	112.84	50.46	54.47	92.45	26.75	62.54
43.94	58.99	69.23	60.99	22.7	19.5	71.15	34.78	47.19	63.8	76.6	76.62	49.18	40.44	47.62	88.08	66.06	104.82	126.58	89.92	112.29	51.82	52.48	92.13	27.54	62.37
44.78	58.8	69.51	61.03	22.08	19.57	71.27	34.99	47.22	64.91	76.17	76.13	49.09	40.03	47.6	88.32	64.77	105.33	128.19	89.45	113.74	51.51	52.88	92.56	26.97	62.64
44.34	58.31	68.79	60.23	22.98	20.34	71.66	35.1	47.34	64.15	76.7	76.83	50.33	40.46	48.28	88.62	66.92	105.33	127.19	90.75	113.39	51.34	54.87	93.6	26.6	62.58
44.23	58.79	68.69	60.23	22.51	20.49	70.96	35.25	46.85	64.42	75.52	76.53	48.3	40.74	47.09	87.28	65.39	103.54	125.77	90.35	112.49	51.1	53.51	92.36	27.71	62.87
44.57	58.64	69.19	60.5	21.74	20.41	70.58	34.95	46.79	63.49	76.08	76.53	48.73	41.02	47.17	88.33	66.9	104.21	127.91	89.75	114.17	50.76	53.26	92.01	26.97	62.27
44.17	58.34	68.8	61.79	21.94	19.87	71.6	34.49	46.4	64.7	76.44	77.02	48.91	41.01	47.72	87.7	65.87	104.23	127.21	90.21	113.66	50.95	53.4	92.59	27.17	62.11
43.11	58.02	68.01	59.34	21.83	20.34	70.69	34.21	46.63	62.81	75.64	75.09	47.52	40.27	46.42	86.67	65.23	103.31	125.9	88.62	112.18	51.18	52.82	91.08	26.3	61.91
43.47	59.69	68.9	60.62	22.59	20.72	71.06	35.07	46.9	64.08	76.13	77.4	48.74	40.45	47.48	88.64	65.82	103.99	127.16	90.6	114.22	52.08	53.05	92.83	26.97	62.9
43.12	58.01	68.11	59.96	21.79	19.61	70.85	34.11	46.23	63.66	76.44	76.8	47.85	39.88	47.73	87.81	64.67	102.36	123.94	88.98	113.75	50.8	52.48	91.86	27.16	61.76
43.63	58.3	69.06	60.39	22.44	20.59	71.73	34.93	47.29	64.28	76.47	77	49.44	41.19	48.42	88.57	65.08	102.82	126.71	90.12	114.36	50.95	52.97	92.54	27.24	62.2
43.18	59.42	68.69	59.34	21.51	19.9	70.42	34.9	46.61	63.43	75.85	76.95	48.76	40.64	46.81	88.5	64.67	103.61	124.89	89.18	115.2	51.75	51.89	92.15	26.97	62.14
43.19	58.2	68.06	59.25	22.13	19.34	70.73	34.76	47.2	63.72	74.48	76.49	48.32	41.09	47.48	87.7	64.92	103.24	125.9	90.35	113.97	51.06	52.76	92.5	26.02	61.69
42.81	57.5	67.5	58.28	21.08	19.19	69.65	34.05	45.92	62	74.98	75.83	47.35	40.91	47.02	87.61	63.42	101.93	125.23	88.93	113.25	50.81	51.18	92.15	26.27	60.94
41.76	58.01	67.61	57.94	20.11	18.95	69.1	33.42	45.8	62.12	74.42	75.84	47.42	40.08	46.74	87.52	64.33	100.12	125.19	88.66	113.88	50.17	50.03	91.34	25.42	60.31
41.87	57.91	67.81	58.06	20.59	19.76	69.8	33.47	46.18	62.21	75.33	75.74	47.92	40.03	47.34	87.24	63.74	99.7	125.01	89.74	113.07	50.07	50.98	91.43	26.26	60.5
42.7	57.79	68.27	57.72	21.32	20.07	69.28	34.01	46.07	62.92	75.56	75.94	48.17	39.39	47.25	88.03	64.21	100.37	124.91	88.62	113.38	50.67	51.42	91.53	26.01	60.81
41.74	57.46	68.01	58.4	21.52	19.37	69.35	33.99	46.48	63.23	75.05	76.02	47.31	40.63	46.34	87.35	64.04	100.51	124.64	88.83	113.3	50	50.86	91.43	25.85	60.69
42.99	57.46	68.15	59.03	21.33	19.6	69.83	34.35	46.77	64.31	76.64	77.18	47.59	41.5	47.57	88.54	65.26	103.44	127.64	90.02	113.61	51.17	52.71	91.35	26.44	62.09
44	58.52	68.46	59.71	21.8	19.57	70.1	34.53	46.66	63.9	76	76.64	47.16	41.93	47.12	87.26	65.74	104.08	125.76	89.86	113.27	50.96	53.43	92.19	26.91	62.56
44.48	58.28	68.82	59.77	22.3	20.28	71.4	34.58	47.1	64.85	76.19	77.27	47.95	42.26	47.34	88.93	65.53	105.66	127.06	91.6	114.08	51.08	53.67	93.03	26.79	63.39
43.94	58.76	68.55	59.87	21.42	19.57	71.89	34.3	45.96	63.81	75.26	76.3	47.8	42.79	47.4	88.41	65.86	107.27	128.92	91.51	114.21	50.9	54.41	91.86	26.6	63.16
44.94	58.48	68.67	60.51	22.56	19.57	70.86	35.41	46.63	65	75.59	76.31	48.59	43.83	47.15	88.19	66.35	107.37	128.87	90.68	112.81	51.31	53.72	92.31	27.02	61.94
45.73	59.51	69.25	60.45	21.92	20.3	71.32	34.66	46.96	64.74	77.01	76.38	48.97	45.2	48.03	88.53	66	107.5	128.34	92.53	112.75	51.64	54.71	93.15	27.82	62.76
43.87	59.29	68.96	60.38	21.72	20.2	71.35	35.27	46.96	64.05	75.36	76.2	47.88	45.28	46.97	88.35	66.25	107.92	128.95	92.85	113.08	50.96	54.24	92.45	27.56	62.97
44.95	59.36	69.56	61.06	22.74	20.15	72.37	36.03	47.34	65.41	76.12	76.7	47.65	46.88	47.85	90.01	67.24	108.84	129.71	92.96	113.42	51.91	54.61	93.65	27.3	62.48
45.81	58.73	70.1	60.87	22.5	20.53	72.47	35.51	47.84	64.49	76.49	77.25	48.92	48.11	47.67	90.33	68.05	110.59	130.74	94.2	114.03	51.14	55.34	93.52	27.44	64.07
45.47	59.62	69.95	60.87	23.51	19.54	72.2	35.45	48.59	65.35	75.96	77.56	49.35	47.63	48.2	90.89	67.73	109.43	130.41	93.26	112.37	52.42	54.54	93.32	27.39	63.71
43.12	58.81	69.1	61.26	22	19.48	70.83	34.11	46.27	64.51	75.36	75.46	46.88	48.23	46.34	88.52	66.17	108.22	128.5	91.35	113.42	51.96	53.83	91.93	27.43	62.75
45.31	59.75	70.17	61.24	22.37	20.13	71.03	35.54	47.18	63.51	75.07	76.95	48.3	48.47	47.71	89.33	67.06	109.01	129.12	92.82	113.25	51.98	54.24	92.16	27.17	62.54
44.37	59.2	70.26	60.63	22.22	19.85	70.93	34.55	46.92	64.48	76.02	76.02	48.64	49.43	47.14	89.45	67.55	109.14	128.6	92.82	113.65	52.43	53.98	92.83	26.99	63.29
45.23	59.06	70.12	61.55	22.11	19.24	71.3	34.72	47.68	64	76.27	76.54	48.51	50.54	46.68	90	67.93	108.26	129.21	92.02	113.69	52.75	53.71	92.02	27.06	62.16
45.58	59.32	71.12	60.62	23.1	19.63	72.75	34.74	47.3	64.88	76.94	76.99	48.83	52.41	47.87	89.83	68.46	109.93	131.25	94.5	114.44	52.49	55.99	93.5	27.33	63.9
45.94	60.39	71.03	61.75	22.17	19.9	72.86	35.86	47.62	64.71	77.34	77.89	49.33	51.77	48.07	92.13	67.67	111.37	130.84	94.39	114.45	52.6	55.18	93.56	26.49	63.45
44.3	59.37	69.88	60.46	22.17	19.34	72.12	35.32	47.18	64	74.54	76.89	49.32	52.98	47.56	89.95	67.32	109	129.44	93.35	113.47	52.96	54.64	92.48	27.02	62.37
45.37	57.7	70.69	60.79	21.62	19.32	71.55	34.01	46.62	63.18	75.33	77.07	47.72	52.89	47.75	89.57	67.64	110.98	129.93	94.44	113.13	52.46	54.64	93.04	27.2	62.32
45.49	59.47	70.85	62	22.51	21.39	72.91	35.13	47.81	64.59	76.61	77.19	49.35	53.99	49.18	91.25	67.6	111.44	130.88	94.67	114.92	53.68	55.88	93.1	28.94	63.58
45.72	58.64	70.2	61.43	22.43	19.96	72.05	34.69	46.52	63.9	75.72	76.4	48.69	54.11	47.92	90.55	67.94	110.75	130.42	93.11	112.55	53.11	55.47	93.23	26.89	62.55
44.83	59.52	71.34	61.84	22.01	20.06	72.48	35.25	47.54	64.17	75.62	77.51	48.92	55.2	48.7	91.52	68.1	111.9	131.48	95.45	114.34	53.55	56.06	94.27	26.34	62.56
46.6	59.26	70.17	62.22	23.08	20.16	72.14	36.03	47.42	64.73	76.39	77.58	48.55	56.65	48.82	92.24	67.04	112.56	132.28	94.71	115.16	53.41	56.62	93.23	27.61	62.92
46.6	60.55	71.48	62.15	22.59	19.51	72.5	36.04	48.15	65.06	75.28	77.34	49.18	55.34	47.93	91.42	68.22	111.96	130.8	94.92	114.54	54.22	55.94	93.36	27.73	63.49
