"Rubus_caesius_F_1"	"Taraxacum_officinale_F_1"	"Corylus_avellana_F_1"	"Impatiens_glandulifera_F_1"	"Buddleja_davidii_F_1"	"Buddleja_davidii_F_2"	"Buddleja_davidii_F_3"	"Reynoutria_japonica_F_1"	"Reynoutria_japonica_F_2"	"Taraxacum_officinale_F_2"	"Prunus_cerasifera_F_1"	"Eupatorium_cannabinum_F_1"	"Fraxinus_excelsior_F_1"	"Plantago_major_F_1"	"Impatiens_glandulifera_F_2"	"Rosa_canina_F_1"	"Rubus_caesius_F_2"	"Hedera_helix_F_1"	"Hedera_helix_F_2"	"Corylus_avellana_F_2"	"Plantago_major_F_2"	"Cornus_sanguinea_F_1"	"Prunus_cerasifera_F_2"	"Juglans_regia_F_1"	"Prunus_spinoza_F_1"	"Wavelength"
16.29	15.1	5.58	16.17	15.4	8.52	12.29	20.9	18.53	28.18	13.16	15.65	24.29	26.72	19.65	11.27	19.5	4.07	6.57	6.86	13.2	9.7	11.32	7.88	8.79	539.916
16.15	15.15	5.82	15.94	15.18	8.42	12.03	20.44	18.09	27.61	12.89	15.2	23.46	25.79	19.03	10.93	18.93	4.18	6.4	6.79	12.86	9.54	11.21	7.65	8.66	540.261
16.06	14.87	5.71	15.87	15.05	8.44	11.89	20.09	18.09	27.34	12.54	15.04	23.24	25.4	18.4	10.68	18.73	4.1	6.4	6.75	12.81	9.48	11.07	7.5	8.68	540.606
16	14.92	5.72	15.84	15.16	8.41	11.89	20.32	18.17	27.62	12.52	15.14	23.64	25.85	18.41	10.93	19.18	4.26	6.51	6.92	13.09	9.69	11.49	7.8	8.84	540.951
16.17	15.15	5.74	16.09	15.56	8.59	12.38	20.94	18.8	28.5	13.07	15.86	24.51	26.7	19.22	11.33	19.97	4.35	6.83	7.27	13.57	10.08	11.88	8.09	9.28	541.296
16.53	15.38	5.94	16.41	15.97	8.88	12.86	21.74	19.36	28.96	13.61	16.43	25.45	27.65	20.45	11.74	20.69	4.58	7.1	7.47	14.13	10.5	12.3	8.5	9.63	541.641
16.74	15.68	6.04	16.54	16.29	9.12	13.09	22.05	19.7	29.02	13.93	16.79	25.72	27.97	21.12	11.91	21.06	4.6	7.18	7.57	14.25	10.59	12.4	8.47	9.87	541.986
16.98	15.8	5.94	16.63	16.18	9.12	13.39	22.26	19.79	29.1	14.07	16.8	25.82	28	21.56	12.04	21.27	4.59	7.1	7.5	14.19	10.42	12.44	8.56	9.72	542.331
16.8	15.7	5.88	16.42	16.08	9	13.04	21.94	19.55	28.94	13.94	16.57	25.54	28.07	21.36	11.85	20.94	4.52	6.99	7.4	13.92	10.32	12.24	8.29	9.48	542.676
16.81	15.47	5.88	16.48	16.26	8.98	13.38	22.05	19.66	29.14	13.89	16.65	25.46	27.9	21.45	11.96	20.83	4.53	7.12	7.41	14.04	10.44	12.3	8.36	9.54	543.021
16.98	15.73	5.87	16.72	16.39	9.12	13.45	22.35	19.98	29.51	14.15	17.07	25.97	28.4	21.71	11.89	21.45	4.5	7.14	7.64	14.26	10.55	12.46	8.51	9.73	543.366
17.14	15.86	5.87	16.8	16.4	9.16	13.41	22.62	20.08	29.84	14.35	17.05	26.15	28.64	22.17	12.11	21.55	4.58	7.2	7.66	14.27	10.63	12.74	8.64	9.74	543.711
16.9	15.72	5.74	16.67	16.53	8.92	13.53	22.42	19.98	29.63	14.18	17.02	26.13	28.6	22.23	12.18	21.32	4.54	7.03	7.26	14.22	10.58	12.47	8.39	9.62	544.055
17.18	15.97	6.08	16.79	16.47	9.23	13.65	22.69	20.08	29.71	14.35	17.18	26.02	28.56	22.37	12.25	21.48	4.66	7.32	7.65	14.23	10.52	12.68	8.59	9.78	544.4
17.01	15.69	5.66	16.44	16.05	8.77	13.28	22.5	19.74	29.6	14.03	16.94	25.69	28.17	21.79	11.67	20.97	4.35	6.86	7.2	13.73	10.26	12.13	8.14	9.46	544.745
16.73	15.83	5.92	16.53	16.3	8.9	13.33	22.09	19.8	29.06	13.86	16.61	25.62	28.14	21.57	11.77	20.91	4.51	6.96	7.47	13.79	10.38	12.29	8.31	9.52	545.089
16.87	15.62	5.69	16.52	16.09	8.88	13.26	22.1	19.65	29.18	13.83	16.66	25.41	28.03	21.34	11.65	20.75	4.5	6.98	7.31	13.86	10.35	12.22	8.2	9.44	545.434
16.92	15.67	5.8	16.58	16.16	8.99	13.15	22.09	19.77	29.12	14.02	16.73	25.35	28.02	21.13	11.75	20.8	4.46	6.91	7.47	13.93	10.29	12.31	8.31	9.49	545.778
16.68	15.54	5.62	16.31	15.89	8.78	12.91	21.82	19.35	28.97	13.79	16.61	25.18	27.8	20.9	11.55	20.45	4.24	6.76	7.16	13.71	10.17	12.03	8.21	9.22	546.123
16.73	15.5	5.69	16.47	15.9	8.82	13.01	21.63	19.4	28.94	13.66	16.53	25.05	27.59	20.92	11.61	20.65	4.24	6.85	7.28	13.78	10.15	12.29	8.15	9.55	546.467
17.11	15.9	5.87	16.73	16.33	8.96	13.44	22.34	19.92	29.44	14.14	16.93	25.77	28.44	21.49	11.99	21.13	4.63	7.12	7.62	14.13	10.57	12.48	8.56	9.77	546.812
17.4	16.04	6.05	17.01	16.48	9.22	13.65	23.05	20.48	30.2	14.61	17.27	26.46	28.99	22.34	12.41	21.9	4.61	7.34	7.75	14.66	10.81	13.06	8.77	10.12	547.156
17.07	15.88	5.91	16.93	16.73	9.19	13.74	22.86	20.71	30.32	14.7	17.53	26.45	29.28	22.44	12.39	22.03	4.72	7.13	7.82	14.41	10.71	12.94	8.61	10.04	547.5
17.58	15.97	6.07	17.15	16.99	9.34	13.95	23.39	20.72	30.42	14.98	17.91	26.88	29.75	22.92	12.47	22.02	4.82	7.39	7.73	14.74	10.78	13.1	8.65	10.01	547.845
17.48	16.24	5.91	17.05	16.69	9.28	14.06	23.36	20.81	30.73	14.81	17.83	27.01	29.66	23.47	12.65	22.25	4.71	7.3	7.74	14.54	10.7	12.76	8.59	9.88	548.189
17.62	15.97	5.81	16.92	16.71	9.16	13.94	23.29	20.68	30.54	14.7	17.75	26.43	29.66	23.47	12.35	22.12	4.6	7.13	7.47	14.43	10.56	12.86	8.56	9.87	548.533
17.53	16.17	5.87	17.06	16.93	9.45	14.29	23.53	21.02	30.73	14.78	17.88	26.76	29.82	23.52	12.4	22.24	4.77	7.39	7.78	14.42	10.54	13.02	8.64	9.9	548.877
17.64	16.36	5.73	16.84	16.74	9.27	14.3	23.42	20.59	30.85	15	17.73	26.86	29.95	23.43	12.41	22.22	4.55	7.27	7.74	14.32	10.56	12.87	8.71	9.9	549.221
17.29	16.04	5.71	16.64	16.43	8.97	13.81	23.17	20.52	30.32	14.59	17.51	26.48	29.34	23.23	12.17	22.1	4.36	6.96	7.41	14.23	10.48	12.75	8.21	9.88	549.565
17.52	16.14	5.87	16.88	16.53	9.21	13.9	23.25	20.35	30.39	14.8	17.52	26.52	29.86	23.04	12.38	22.01	4.57	7.28	7.7	14.42	10.53	12.89	8.24	9.49	549.909
16.96	15.56	5.56	16.45	16.44	8.89	13.62	22.68	19.96	29.83	14.25	17.07	26.08	28.7	22.66	11.93	21.37	4.18	7.06	7.23	13.92	10.4	12.55	8.12	9.64	550.253
17.52	16.15	5.79	17.08	16.63	9.25	13.98	23.27	20.65	30.35	14.88	17.62	26.49	29.47	23.11	12.32	21.95	4.52	7.41	7.56	14.31	10.61	12.9	8.61	9.71	550.597
17.51	15.98	6.03	16.98	16.7	9.29	13.96	23.2	20.5	30.52	14.71	17.77	26.51	29.66	23.02	12.29	22	4.57	7.31	7.66	14.09	10.41	12.86	8.52	9.91	550.941
17.25	16.2	5.7	16.62	16.42	9.26	13.86	22.99	20.39	30.06	14.33	17.51	26.09	29.04	22.83	12.15	21.8	4.33	7.02	7.43	14.18	10.24	12.63	8.59	9.74	551.284
17.1	15.95	5.71	16.43	16.14	8.85	13.54	22.65	20.02	29.61	14.19	16.93	25.87	28.71	22.47	12.02	21.3	4.24	6.94	7.48	13.85	10.03	12.4	8.15	9.55	551.628
16.77	15.75	5.52	16.2	15.77	8.7	13.28	22.23	19.84	29.22	13.93	16.75	25.45	28.54	21.64	11.65	20.79	3.97	6.77	7.11	13.53	9.91	12.08	7.98	9.16	551.972
17.08	15.71	5.84	16.57	16.24	8.98	13.39	22.31	19.95	29.4	14.03	16.88	25.68	28.6	21.74	11.79	21.24	4.31	7.15	7.54	13.98	10.43	12.65	8.24	9.54	552.315
17.32	15.96	6.02	16.9	16.65	9.2	13.83	22.89	20.44	30.12	14.31	17.44	26.1	29.19	22.19	12.32	21.8	4.57	7.29	7.76	14.47	10.82	13.08	8.57	9.85	552.659
17.49	16.21	6.15	17	16.95	9.41	14.04	23.28	20.82	30.55	14.78	17.77	26.72	29.64	22.89	12.4	22.24	4.8	7.5	8.03	14.62	10.84	13.17	8.91	10.25	553.003
17.54	16.23	5.87	16.94	16.65	9.32	13.98	23.31	20.55	30.29	14.55	17.53	26.57	29.64	22.57	12.38	21.7	4.6	7.28	7.73	14.48	10.64	13.04	8.64	9.97	553.346
17.71	16.29	5.92	16.91	16.88	9.4	14.18	23.49	20.82	30.65	14.77	17.85	26.91	30.05	23.4	12.54	22.2	4.69	7.41	7.81	14.57	10.78	13.27	8.63	10.03	553.69
17.44	15.91	5.77	16.54	16.68	9.2	14.31	23.41	20.82	30.25	14.75	17.82	26.67	29.83	23.44	12.28	22.18	4.49	7.25	7.8	14.32	10.53	12.96	8.5	9.81	554.033
17.68	16.19	5.85	16.9	16.75	9.26	14.16	23.42	20.54	30.74	14.94	17.56	26.65	30.04	23.45	12.5	22.17	4.54	7.29	7.81	14.36	10.56	12.99	8.61	9.79	554.376
17.33	15.86	5.84	16.87	16.64	9.08	14.14	23.19	20.74	30.38	14.78	17.63	26.32	29.69	23.27	12.24	22.03	4.44	7.13	7.55	14.28	10.41	12.64	8.35	9.69	554.72
17.82	16.3	6.09	17.04	16.93	9.36	14.23	23.58	20.67	30.92	14.78	17.86	26.75	30	23.39	12.3	22.25	4.54	7.2	7.82	14.44	10.67	13.11	8.49	10.05	555.063
17.3	15.83	5.75	16.8	16.71	9.01	14	23.31	20.86	30.7	14.61	17.71	26.63	29.81	23.29	12.23	22.13	4.24	7.1	7.63	14.34	10.36	12.97	8.37	9.64	555.406
17.5	16.17	5.87	16.83	16.96	9.18	13.82	23.46	20.59	30.55	14.76	17.81	26.78	30.06	22.94	12.2	22.02	4.42	7.25	7.82	14.66	10.61	13	8.34	9.89	555.749
17.06	15.62	5.58	16.66	16.38	8.97	13.56	22.9	20.1	30.05	14.17	17.31	25.94	29.48	22.73	12.06	21.62	3.99	6.96	7.52	13.93	10.16	12.49	8.11	9.53	556.093
17.1	15.75	5.66	16.57	16.45	8.77	13.69	23.11	20.26	30.19	14.16	17.53	26.36	29.28	22.76	12.02	21.97	4.29	6.98	7.27	14.21	10.33	12.49	8.04	9.66	556.436
17.16	15.75	5.53	16.53	16.77	8.98	13.71	23.15	20.4	29.93	14.53	17.34	26.36	29.52	22.7	12.14	21.66	4.57	6.98	7.62	14.24	10.1	12.69	8.13	9.54	556.779
17.27	15.9	5.94	16.93	16.59	9.14	13.84	23.12	20.37	30.51	14.6	17.58	26.5	29.54	23.1	12.29	21.97	4.57	7.2	7.82	14.39	10.66	12.85	8.54	9.92	557.122
17.03	15.84	5.92	16.55	16.46	9.03	13.78	22.93	20.19	30.27	14.4	17.51	26.29	29.28	22.91	12.29	21.94	4.41	7.04	7.66	14.32	10.39	12.76	8.3	9.72	557.465
17.1	15.62	5.71	16.4	16.66	9.15	13.52	23.21	20.53	30.24	14.42	17.34	26.33	29.66	22.9	12.08	21.8	4.18	7.02	7.43	14.27	10.2	12.37	8.31	9.49	557.808
16.91	15.58	5.36	16.44	16.42	8.78	13.24	22.79	20.23	30.03	14.09	16.8	26.26	29.55	22.38	11.97	21.47	3.94	6.69	7.21	13.94	10.18	12.44	8.01	9.48	558.15
17.29	15.93	5.93	16.76	16.77	8.93	13.83	23.44	20.62	30.36	14.28	17.53	26.34	29.28	23.08	12.25	22.04	4.55	7.22	7.79	14.53	10.62	12.75	8.39	9.68	558.493
17	15.73	5.72	16.67	16.46	8.71	13.51	23.07	20.19	30.31	14.14	17	26.28	29.52	22.56	11.54	21.71	4.28	7.03	7.42	14.3	10.26	12.58	8.07	9.58	558.836
17	15.65	5.75	16.7	16.31	8.97	13.54	22.99	20.24	29.82	14.18	17.22	26.29	29.46	22.83	11.85	21.54	4.17	7.06	7.27	14.26	10.42	12.59	8.23	9.45	559.179
16.83	15.54	5.74	16.36	16.51	8.68	13.31	22.92	20.08	29.57	13.86	16.81	25.97	29.18	22.06	11.99	21.44	4.08	6.66	7.4	14.33	10.04	12.41	8.05	9.4	559.521
16.37	15.1	5.08	16.06	15.81	8.34	12.71	22.43	19.54	29.27	13.43	16.47	25.48	28.65	21.72	11.25	21.07	3.81	6.49	7.1	13.64	9.72	12.02	7.62	9.03	559.864
16.86	15.54	5.77	16.51	16.39	8.79	13.07	22.94	20.04	29.43	13.88	17.03	26.11	29.07	21.62	11.9	21.26	4.1	6.87	7.46	14.38	10.42	12.29	8.11	9.37	560.207
16.4	15.2	5.78	16.09	16.2	8.46	12.86	22.14	19.6	29	13.45	16.5	25.32	28.49	21.23	11.42	20.64	4.07	6.41	7.16	13.74	9.7	12.06	7.88	9.21	560.549
16.46	15.32	5.58	16.04	16	8.5	12.78	22.42	19.65	29.32	13.51	16.58	25.63	28.7	21.33	11.13	21.04	4.04	6.53	7.02	13.85	9.88	12.1	7.76	8.98	560.892
16.1	14.95	5.29	15.92	15.86	8.16	12.46	22.11	19.31	28.94	13.38	16.29	25.4	28.12	21.11	11.21	20.44	3.94	6.36	6.93	13.81	9.7	11.86	7.57	8.97	561.234
16.6	15.28	5.72	16.17	16.27	8.43	12.8	22.91	20.12	29.05	13.53	16.79	25.79	28.46	21.64	11.42	21.03	4.16	6.85	7.27	13.83	9.99	12.07	8.17	9.19	561.577
16.51	15.71	5.73	16.41	16.41	8.72	13.21	22.99	19.92	29.49	13.75	16.74	26	29.08	21.56	11.69	21.1	4.26	6.99	7.41	14.16	10.3	12.12	7.98	9.56	561.919
16.37	15.48	5.64	16.24	16.29	8.6	13.04	22.51	19.87	29.5	13.55	16.8	25.88	28.59	21.65	11.5	20.91	4.07	6.77	7.45	14.13	10.07	12.16	7.86	9.37	562.261
16.06	14.91	5.49	15.89	16.03	8.2	12.34	22.26	19.67	29	13.43	16.4	25.33	28.1	21.43	11.13	20.77	3.87	6.36	7	14.11	9.92	11.69	7.44	8.71	562.603
16.3	15.12	5.38	16	15.96	8.47	12.46	22	19.39	29.12	13.36	16.51	25.29	28.09	21.17	11.42	20.56	3.88	6.31	7.11	13.69	9.64	12.14	7.61	8.92	562.946
16.26	15.06	5.57	16.04	16.08	8.54	12.45	22.1	19.66	28.9	13.44	16.15	25.2	28.28	21.04	11.31	20.86	4.07	6.55	7.19	13.94	9.9	12.2	7.86	9.15	563.288
15.99	15.14	5.48	15.93	15.96	8.44	12.47	22.26	19.34	28.88	13.29	16.24	25.45	28.07	20.88	11.15	20.43	3.83	6.26	7	13.68	9.61	11.9	7.53	8.98	563.63
15.96	14.5	5.34	15.53	15.4	8.09	12.21	21.88	18.82	28.33	13.03	15.67	24.9	27.5	20.45	10.97	20.49	3.82	6.33	6.81	13.59	9.45	11.42	7.62	8.81	563.972
15.79	14.48	5.2	15.37	15.59	7.9	11.82	21.56	18.67	28.07	12.75	15.74	24.82	27.29	19.58	11.04	19.83	3.7	6.11	6.72	13.3	9.19	11.33	7.08	8.56	564.314
15.49	14.27	5.05	15.16	15.03	7.79	11.64	21.08	18.29	27.67	12.26	15.26	24.37	27.09	19.34	10.52	19.6	3.44	5.91	6.52	13.04	8.95	11.31	6.93	8.5	564.656
15.62	14.51	5.17	15.4	15.34	7.83	11.5	21.03	18.17	27.34	12.24	15.33	24.23	26.84	19.26	10.57	19.35	3.57	6.16	6.74	13.33	9.29	11.32	7.27	8.44	564.998
15.08	14.08	5.16	14.93	14.97	7.48	11.06	20.61	17.68	27	11.89	14.68	23.57	26.08	18.68	10.43	19.1	3.41	5.69	6.36	13	8.83	10.77	6.81	8.14	565.34
15.17	14.29	5.46	15.2	15.2	7.79	11.25	20.63	18.08	27.29	12.19	15.06	24.05	26.2	18.6	10.33	19.07	3.65	6.06	6.74	13.21	9.21	11.08	7.07	8.35	565.682
15.28	14.38	5.77	15.26	15.44	7.86	11.36	21.06	18.23	27.09	12.34	15.18	24.36	26.33	18.53	10.47	19.27	3.84	6.19	6.84	13.5	9.19	11.09	7.11	8.58	566.024
14.79	13.94	5.1	14.95	15.11	7.61	11.14	20.77	17.77	26.83	11.99	14.94	24.06	25.76	18.46	10.44	18.97	3.51	5.69	6.64	13.06	9.07	10.98	7.01	8.25	566.365
15.01	14.05	5.34	15.29	15.21	7.47	11.3	21.2	18.27	27.27	12.14	15.07	24.6	26.63	19.14	10.24	19.46	3.57	5.92	6.74	13.38	9.26	11.11	6.88	8.36	566.707
15.1	14.17	5.19	15.11	15.35	7.78	11.21	21.23	18.38	27.4	12.26	15.22	24.58	26.9	19.33	10.32	19.57	3.52	5.84	6.67	13.51	9.13	11.04	6.82	8.32	567.049
15.12	13.87	5.47	15.09	15.6	7.81	11.14	21.23	18.36	27.43	12.23	15.21	24.33	26.93	19.18	10.58	19.71	3.62	6.13	6.69	13.65	9.08	11.3	6.98	8.24	567.39
14.77	13.82	5.16	14.69	14.94	7.64	11.09	20.85	17.96	27.16	11.8	14.83	24.16	26.59	19	10.16	19.5	3.18	5.64	6.4	13.19	8.77	10.84	6.52	7.97	567.732
14.61	13.55	4.93	14.6	14.74	7.29	10.6	20.78	17.41	26.49	11.57	14.47	23.93	26.05	18.78	9.87	18.59	2.94	5.44	6.26	12.77	8.52	10.39	6.45	8	568.074
14.94	13.97	5.08	15	15.35	7.54	10.78	20.85	17.6	26.71	11.71	14.86	24.29	26.2	18.75	10.3	18.86	3.27	5.57	6.38	13.15	8.97	10.69	6.65	8.18	568.415
14.55	13.52	5.3	14.68	14.86	7.28	10.56	20.32	17.58	26.03	11.44	14.34	23.58	25.57	18.07	9.93	18.52	3.37	5.65	6.63	13.21	8.8	10.48	6.49	7.93	568.756
14.18	13.18	4.86	14.37	14.59	7.12	10.2	19.81	17.03	25.83	11.13	14.28	23.24	25.43	17.73	9.7	18.15	2.77	5.14	6.08	12.72	8.33	10.21	6.21	7.66	569.098
14.06	13.19	4.95	14.52	14.81	7.11	10.41	20.03	17.16	25.87	11.17	13.83	23.36	25.26	17.94	9.96	18.38	2.99	5.51	6.13	12.88	8.42	10.05	6.58	7.63	569.439
14	13.25	5.09	14.14	14.42	7.16	10.33	20.33	17.06	25.46	11.02	13.7	23.07	25.02	17.63	9.95	17.95	3.14	5.27	6.05	12.59	8.43	10.25	6.13	7.54	569.78
13.83	12.99	4.71	13.92	14.24	6.88	9.64	19.53	16.72	25.1	10.86	13.42	22.74	24.81	17.16	9.3	17.65	2.84	5.2	5.72	12.31	7.99	9.95	5.82	7.14	570.122
13.6	12.58	4.77	13.74	14.13	6.72	9.62	19.18	16.3	25.01	10.64	13.4	22.48	24.32	16.52	9.1	17.48	2.89	5.07	5.75	12.24	7.86	9.52	5.77	7.06	570.463
13.6	12.78	5.04	14.01	14.27	6.88	9.72	19.61	16.12	24.67	10.76	13.42	22.72	23.79	16.56	9.42	17.25	3.12	5.27	5.87	12.51	8.33	9.96	5.96	7.31	570.804
13.35	12.67	4.84	13.63	14.27	6.87	9.52	19.09	16.13	24.63	10.45	13.27	22.23	23.75	16.29	9.41	17.17	3.08	5.23	5.96	12.32	8.04	9.45	5.93	7.14	571.145
13.06	12.15	4.74	13.49	13.62	6.49	8.97	18.87	15.87	24.2	9.99	12.82	21.93	23.55	15.79	8.79	17.02	2.67	4.82	5.55	12.06	7.83	9.39	5.53	6.8	571.486
13.47	12.61	4.98	13.78	14.15	6.62	9.4	19.03	15.88	24.44	10.33	13.18	22.27	23.72	15.97	9.29	17.14	2.93	5.09	5.83	12.5	8.04	9.6	5.89	7.15	571.827
12.88	12.13	4.45	13.3	13.45	6.19	8.66	18.54	15.7	24.13	9.86	12.55	21.84	23.2	15.66	8.83	16.74	2.57	4.64	5.34	12.16	7.73	9.25	5.48	6.88	572.168
13.22	12.36	4.7	13.54	13.72	6.4	9.11	18.99	15.86	24.59	10.26	12.92	22.31	23.91	16.01	9.08	17.06	2.81	4.94	5.83	12.38	7.99	9.21	5.88	6.84	572.509
13.11	12.33	4.83	13.78	14.14	6.48	9.17	19.11	15.97	24.3	10.25	12.95	22.56	23.67	16.18	8.89	17.23	2.69	5.02	5.63	12.31	8.03	9.45	5.69	7.09	572.85
13.11	11.9	4.59	13.34	14.02	6.38	9.01	18.73	15.71	24.05	10.04	12.73	22.2	23.52	15.88	8.79	16.9	2.49	4.79	5.29	11.95	7.71	9.12	5.39	6.78	573.191
13.12	12.28	4.67	13.51	14.01	6.58	9.28	18.93	15.81	24.18	10.12	12.91	22.27	23.74	15.91	9.02	17.23	2.92	4.78	5.63	12.23	7.9	9.08	5.57	6.84	573.532
12.93	11.79	4.61	13.26	13.65	6.28	8.5	18.47	15.47	23.4	9.75	12.46	21.8	23.03	15.52	8.8	16.7	2.56	4.57	5.47	12.14	7.69	9.03	5.44	6.73	573.873
12.68	11.83	4.76	13.22	13.69	6.23	8.72	18.35	15.26	23.35	9.5	12.27	21.49	22.85	15.12	8.68	16.74	2.78	4.76	5.48	12.04	7.68	8.81	5.3	6.79	574.213
12.69	11.83	4.8	13.05	13.41	6.17	8.5	18.07	15.03	23.14	9.48	12.08	21.21	22.69	15.14	8.69	16.12	2.61	4.66	5.46	11.78	7.5	8.81	5.1	6.58	574.554
12.49	11.82	4.63	13.28	13.35	6.21	8.36	18.07	15.05	23.15	9.56	12.21	21.37	22.59	14.85	8.52	16.08	2.75	4.66	5.54	11.93	7.52	9.06	5.4	6.65	574.894
12.54	11.54	4.57	13.08	13.35	6.46	8.55	18.16	15.04	23.34	9.35	12.14	21.41	22.8	15.02	8.67	16.4	2.51	4.67	5.41	11.93	7.55	8.83	5.28	6.67	575.235
12.6	11.73	4.61	13.14	13.4	6.02	8.38	18.16	15.2	23.22	9.52	12.4	21.56	22.62	14.99	8.63	16.25	2.52	4.6	5.49	12.09	7.61	8.7	5.23	6.69	575.576
12.41	11.46	4.41	12.97	13.42	6.07	8.36	18.33	15.21	23.43	9.35	11.92	21.49	22.74	14.92	8.61	16.47	2.13	4.52	5.32	11.8	7.37	8.82	5.11	6.56	575.916
12.59	11.85	4.63	12.79	13.5	5.96	8.34	18.21	14.93	22.93	9.59	12.09	21.25	22.65	15.11	8.45	16.1	2.49	4.54	5.46	11.9	7.41	8.68	5.17	6.49	576.256
12.45	11.62	4.49	12.74	13.37	5.8	8	18.08	14.64	23.18	9.03	12.25	21.52	22.53	14.81	8.45	15.98	2.38	4.51	5.33	11.76	7.32	8.59	5.1	6.24	576.597
12.21	11.46	4.45	12.76	13.26	5.88	8.25	18.15	14.95	23.05	9.18	12.14	21.22	22.74	14.96	8.28	16	2.3	4.57	5.29	12.16	7.37	8.48	4.86	6.58	576.937
12.08	11.22	4.23	12.37	13.11	5.59	7.89	17.99	14.86	22.74	8.95	11.84	20.78	21.98	14.41	8.18	15.78	2.11	4.2	5.15	11.47	6.94	8.28	4.8	5.7	577.277
12.07	11.2	4.41	12.53	13.07	5.86	8.05	17.7	14.52	22.86	8.85	11.49	20.88	22.07	14.34	8.2	15.69	2.05	4.38	5.03	11.89	7.07	8.16	4.78	6.04	577.618
12.27	11.53	4.65	12.62	13.21	6.07	8.18	18.03	14.79	22.76	9.27	12.05	21.34	22.47	15.03	8.56	16.09	2.47	4.61	5.21	11.78	7.53	8.36	5.18	6.33	577.958
11.61	10.59	4.17	12.24	13.05	5.69	7.69	17.63	14.23	22.57	9.06	11.58	20.8	21.9	14.45	8.07	15.38	2.27	4.06	5.07	11.52	7.25	7.96	4.92	5.84	578.298
12	11.19	4.85	12.6	13.49	5.93	8.1	18.12	14.81	22.7	9.03	12.16	20.91	22.36	14.93	8.63	15.83	2.51	4.78	5.47	11.86	7.19	8.34	5.23	6.54	578.638
11.58	11.03	4.31	12.42	13.23	5.77	7.81	17.65	14.59	22.79	8.56	11.63	21.08	22.16	14.68	8.18	15.88	2.12	4.1	5.05	11.46	6.81	8.19	4.77	6.11	578.978
11.79	10.64	4.04	11.83	12.88	5.48	7.42	17.16	14.17	22.13	8.55	11.19	20.75	21.37	14.24	7.86	15.29	1.96	4.13	4.61	11.4	6.72	7.85	4.19	5.58	579.318
11.53	10.74	4.35	11.96	12.61	5.67	7.7	17.41	14.25	22.32	8.73	11.63	20.93	21.7	14.13	8.37	15.24	2.42	4.36	4.9	11.44	6.87	7.97	4.57	6.14	579.658
11.92	10.92	4.47	12.14	13.03	5.81	7.69	17.12	14.24	22.23	8.65	11.56	20.84	21.73	14.23	8.05	15.44	2.53	4.3	4.78	11.62	6.94	7.74	4.71	5.91	579.998
11.04	10.58	3.68	11.86	12.25	5.03	7	16.68	13.82	21.33	7.97	10.87	20.35	21.02	13.64	7.61	14.9	1.62	3.9	4.68	11	6.88	7.54	4.04	5.37	580.338
11.68	10.83	4.34	12.12	13	5.87	7.53	17.09	14.27	21.96	8.34	11.41	20.72	21.56	14.08	8.07	15.36	2.37	4.6	5.24	11.81	6.8	7.87	4.55	6.07	580.678
11.23	10.46	3.98	11.94	12.48	5.57	7.14	16.95	13.88	21.59	7.97	10.94	20.39	20.87	13.61	7.94	14.83	1.95	3.88	4.8	11.12	6.66	7.44	4.28	5.38	581.017
11.39	10.31	4.07	11.98	12.42	5.61	7.03	16.88	13.74	21.29	8.14	10.72	20.38	21.01	13.52	7.53	14.84	1.92	4.1	4.74	11.17	6.54	7.77	4.24	5.54	581.357
11.08	10.26	4.05	11.72	12.58	5.2	7.15	16.66	13.43	21.35	8.29	10.93	20.39	20.94	13.48	7.46	14.77	1.84	3.95	4.62	11.13	6.57	7.36	4.27	5.56	581.697
11.45	10.46	4.14	11.55	12.77	5.49	7.34	17.13	13.95	21.82	8.16	10.91	20.27	21.55	13.85	7.88	15.23	2.24	4.07	4.92	11.23	6.69	7.66	4.37	5.61	582.036
10.96	10.63	4.27	11.61	12.47	5.35	7.25	16.79	13.46	21.35	8.04	10.96	20.07	20.88	13.71	7.78	14.83	2.17	4.08	4.94	10.99	6.6	7.59	4.56	5.81	582.376
11.03	10.34	4.05	11.62	12.28	5.21	6.93	16.4	13.68	21.31	7.93	10.96	20.25	20.61	13.62	7.49	14.69	1.92	3.7	4.71	11.15	6.12	7.46	4.22	5.33	582.716
10.94	10.21	4.14	11.82	12.54	5.29	6.83	16.57	13.6	21.08	7.72	10.67	20.13	20.73	13.33	7.66	14.74	1.75	3.84	4.48	10.92	6.26	7.37	4.14	5.38	583.055
10.73	9.93	3.54	11.41	12.02	5	6.5	16.37	13.2	21.12	7.28	10.07	19.78	20.53	13.27	6.85	14.28	1.7	3.45	4.21	10.85	6.11	6.98	3.87	4.92	583.395
10.42	9.83	3.7	10.84	11.89	4.85	6.27	16.33	12.98	21.18	7.85	10.03	19.57	20.46	13.14	7.12	13.87	1.4	3.66	4.18	10.62	6.18	6.9	3.88	5.09	583.734
11.31	10.52	4.34	12.08	12.57	5.59	7.01	16.77	13.76	21.41	8.26	10.86	20.47	20.83	13.22	7.95	14.44	2.39	4.38	4.88	11.43	6.72	7.77	4.63	5.63	584.073
10.89	10.05	4.17	11.22	12.17	5.11	6.7	16.17	13	20.68	7.95	10.4	19.52	19.96	12.93	7.55	14.17	1.66	3.89	4.39	10.72	6.3	7.35	4.16	4.99	584.413
