"Rubus_caesius_F_1"	"Taraxacum_officinale_F_1"	"Corylus_avellana_F_1"	"Impatiens_glandulifera_F_1"	"Buddleja_davidii_F_1"	"Buddleja_davidii_F_2"	"Buddleja_davidii_F_3"	"Reynoutria_japonica_F_1"	"Reynoutria_japonica_F_2"	"Taraxacum_officinale_F_2"	"Prunus_cerasifera_F_1"	"Eupatorium_cannabinum_F_1"	"Fraxinus_excelsior_F_1"	"Plantago_major_F_1"	"Impatiens_glandulifera_F_2"	"Rosa_canina_F_1"	"Rubus_caesius_F_2"	"Hedera_helix_F_1"	"Hedera_helix_F_2"	"Corylus_avellana_F_2"	"Plantago_major_F_2"	"Cornus_sanguinea_F_1"	"Prunus_cerasifera_F_2"	"Juglans_regia_F_1"	"Prunus_spinoza_F_1"	"Wavelength"
2.88	1.61	1.37	2.59	3.82	2.62	1.17	4.87	4.09	7.34	1.07	0.96	5.97	4.46	2.42	2.95	4.26	0.68	1.72	1.4	5.09	1.94	1.85	0.79	0.12	386.318
2.87	1.54	1.36	2.7	3.78	2.18	0.99	4.48	4.06	7.16	1.03	0.69	6.04	4.38	2.3	3.07	4.24	0.34	1.35	1.19	4.91	1.88	1.46	0.56	0.1	386.682
3.04	1.74	1.41	2.49	3.9	2.35	1.4	4.88	4.2	7.41	0.97	0.87	6.12	4.5	2.24	2.98	4.43	0.46	1.58	1.38	5.27	2.08	1.96	0.86	0.41	387.046
2.85	1.6	1.22	2.78	3.86	2.48	1.42	4.58	4.11	7.5	0.96	0.94	6.13	4.52	2.27	3.17	4.39	0.56	1.61	1.38	5.29	1.89	1.67	0.7	0.17	387.41
2.99	1.88	1.64	2.77	4.13	2.64	1.28	4.89	4.26	7.62	1.21	1.11	6.43	4.62	2.61	3.36	4.68	0.72	1.84	1.55	5.47	2.44	2.06	0.98	0.45	387.773
2.92	1.92	1.53	2.6	4.22	2.64	1.12	4.84	4.38	7.82	1.02	1.22	6.51	4.4	2.5	3.27	4.62	0.55	1.74	1.47	5.37	2.25	1.77	0.84	0.41	388.137
3.21	1.87	1.43	2.82	4.17	2.68	1.47	4.88	4.41	7.6	1.17	1.06	6.52	4.68	2.61	3.23	4.49	0.58	1.88	1.65	5.74	2.25	2	1	0.33	388.501
2.97	1.9	1.38	2.92	3.97	2.7	1.16	4.87	4.31	7.63	0.92	1.06	6.39	4.63	2.51	3.22	4.21	0.43	1.78	1.47	5.55	2.05	1.95	0.83	0.23	388.864
2.91	1.68	1.28	2.68	3.82	2.46	0.92	4.64	3.98	7.68	0.79	0.81	6.17	4.44	2.27	3.21	4.4	0.26	1.62	1.28	5.12	1.98	1.41	0.8	-0.07	389.228
2.66	1.86	1.61	2.42	3.88	2.51	1.2	4.68	4.08	7.49	0.91	0.75	6.37	4.44	2.17	3.04	4.2	0.48	1.48	1.3	5.27	2.15	1.54	0.73	0.26	389.591
2.73	1.7	1.16	2.71	3.75	2.62	1.05	4.5	4.02	7.67	0.9	0.83	6.17	4.48	2.07	3.1	4.19	0.47	1.57	0.99	5.24	2.07	1.84	0.7	0.16	389.955
2.9	1.9	1.31	2.67	3.93	2.62	1.34	4.76	4.17	7.68	0.98	1.16	6.34	4.4	2.28	3.09	4.53	0.45	1.54	1.49	5.56	2.31	1.8	0.92	0.19	390.318
3.02	1.86	1.24	2.52	4.04	2.58	1.2	4.77	4.16	7.69	0.77	0.96	6.47	4.31	2.18	2.87	4.46	0.35	1.49	1.41	5.4	2.12	1.77	0.86	0.11	390.682
2.84	2	1.58	2.74	4.31	2.74	1.23	4.77	4.25	7.76	0.92	0.98	6.46	4.38	2.25	3.04	4.45	0.63	1.65	1.45	5.29	2.03	1.74	1.05	0.35	391.045
3.36	2.17	1.83	2.99	4.22	3.06	1.44	4.89	4.41	8.17	1.24	1.34	6.68	4.87	2.53	3.43	4.65	0.67	2.09	2	5.79	2.54	2.17	1.06	0.66	391.408
2.94	2.12	1.54	2.68	4.3	2.79	1.24	4.72	4.39	7.88	1.17	1.11	6.74	4.66	2.49	3.49	4.5	0.54	1.65	1.7	5.32	2.61	2.24	1.05	0.42	391.772
3.1	2.08	1.69	2.86	4.33	2.69	1.26	4.74	4.47	7.99	1.12	1.02	6.77	4.66	2.54	3.26	4.66	0.63	1.66	1.52	5.7	2.33	2.17	0.97	0.52	392.135
2.85	1.84	1.5	2.69	4.07	2.67	1.3	4.66	4.01	7.86	0.8	1.11	6.74	4.57	2.3	2.98	4.15	0.48	1.49	1.44	5.48	2.18	1.67	0.94	0.2	392.498
3.15	2.14	1.52	2.65	4.01	2.84	1.27	4.79	4.17	8.22	0.84	1.05	6.8	4.72	2.35	3.19	4.57	0.51	1.77	1.52	5.68	2.31	2.14	0.97	0.62	392.861
3.02	2.1	1.29	2.76	4.03	2.68	1.17	4.67	4.06	7.97	0.98	0.98	6.83	4.74	2.31	3.07	4.27	0.46	1.81	1.53	5.61	2.32	1.88	1.02	0.34	393.224
3.46	2.47	1.78	3.04	4.46	3.11	1.75	5.15	4.76	8.58	1.43	1.41	7.41	4.96	2.78	3.53	4.78	1.01	2.14	2.04	5.91	2.65	2.32	1.42	0.91	393.587
2.94	2	1.47	2.67	3.84	2.6	1.19	4.52	4.08	7.92	0.72	0.71	6.72	4.45	2.14	2.9	4.24	0.34	1.69	1.42	5.51	1.99	1.77	0.7	0.33	393.95
3.39	2.45	1.83	3.09	4.42	3.12	1.71	5.08	4.47	8.36	1.41	1.26	7.21	4.7	2.53	3.53	4.76	0.97	1.95	1.66	5.92	2.39	2.31	1.07	0.73	394.313
2.79	1.95	1.45	2.49	3.95	2.73	1.16	4.62	4.07	7.88	0.7	0.92	6.79	4.47	2.37	2.93	4.4	0.33	1.48	1.56	5.64	2.13	1.66	0.72	0.21	394.676
2.8	2.09	1.67	2.68	3.97	2.7	1.19	4.68	4.11	8.24	0.97	1.04	7.02	4.54	2.36	3.05	4.38	0.4	1.44	1.33	5.85	2.34	1.82	0.84	0.31	395.039
3.33	2.46	1.81	3.08	4.66	3.09	1.81	5.14	4.4	8.68	1.45	1.31	7.47	5.02	2.8	3.74	4.82	0.84	1.99	1.84	5.94	2.65	2.45	1.33	0.79	395.402
3.25	2.4	1.82	2.98	4.51	3.08	1.7	5.25	4.82	8.75	1.21	1.6	7.38	5	2.63	3.55	5.17	0.96	2.1	1.84	6.09	2.49	2.27	1.35	0.83	395.765
3	2.5	1.67	2.74	4.45	2.69	1.67	4.75	4.32	8.35	1.22	1.45	7.18	4.96	2.55	3.28	4.61	0.75	1.87	1.73	6.03	2.41	2.15	1.07	0.55	396.128
3.23	2.16	1.51	2.7	4.32	3	1.46	4.66	4.44	8.22	1.04	1.14	7.27	4.85	2.35	3.36	4.58	0.63	1.59	1.79	5.56	2.23	1.98	1.01	0.48	396.49
2.84	2.11	1.49	2.47	4.37	2.7	1.07	4.58	4.04	8.11	0.81	1.05	7.1	4.6	2.36	3.16	4.22	0.25	1.56	1.61	5.61	1.95	1.7	0.7	0.3	396.853
3.27	2.41	1.78	2.89	4.49	2.98	1.56	4.84	4.51	8.67	1.17	1.46	7.7	5.08	2.66	3.58	4.81	0.6	1.89	1.83	6.12	2.59	2.1	1.27	0.63	397.216
3.36	2.46	2.01	3.01	4.42	3	1.65	5.22	4.71	8.71	1.28	1.35	7.66	5.24	2.67	3.51	4.59	0.9	1.79	1.68	5.98	2.61	1.99	1.19	0.63	397.578
2.73	1.91	1.28	2.21	3.92	2.02	0.94	4.36	3.65	7.95	0.61	0.61	6.84	4.24	2.07	2.91	4	0.22	1.48	1.17	5.55	1.8	1.67	0.69	0.06	397.941
2.85	2.02	1.37	2.53	4.12	2.57	1.14	4.44	4.21	8.11	0.9	0.81	7.29	4.42	2.16	3.06	4.28	0.28	1.44	1.3	5.56	1.86	1.8	0.93	0.2	398.304
3.21	2.35	1.6	2.72	4.57	2.79	1.32	4.6	4.24	8.32	1.26	1.28	7.45	4.77	2.45	3.09	4.4	0.67	1.84	1.55	5.86	2.26	1.92	0.9	0.42	398.666
2.65	1.87	1.2	2.46	3.9	2.39	1.02	4.37	4.01	8.04	0.77	0.74	7.04	4.55	2.39	2.93	4.16	0.19	1.25	1.36	5.68	1.89	1.62	0.68	0.04	399.029
3.07	2.14	1.45	2.62	4.04	2.47	1.3	4.54	4.17	8.46	0.92	0.99	7.52	4.79	2.3	3.3	4.34	0.49	1.57	1.58	5.7	2.11	2.06	0.89	0.25	399.391
2.96	2.12	1.19	2.07	3.92	2.41	1.29	4.37	3.93	8.42	0.5	0.79	7.11	4.37	1.99	3.02	4.36	0.22	1.57	1.28	5.61	2.02	1.46	0.48	0.18	399.753
3.27	2.34	1.58	2.75	4.54	2.81	1.36	4.86	4.45	8.52	1.07	1.3	7.7	5.1	2.47	3.37	4.55	0.77	1.79	1.62	6.21	2.46	1.99	1.36	0.57	400.116
2.5	1.95	0.9	2.26	3.86	2.32	0.78	4.51	3.97	7.85	0.38	0.65	7.08	4.41	1.98	2.86	3.97	-0.24	1.16	1.03	5.72	1.87	1.52	0.43	-0.02	400.478
2.52	1.61	1.12	2.06	3.95	2.15	0.72	4.05	3.73	7.72	0.64	0.72	7.05	4.34	1.44	2.74	3.94	-0.19	0.93	0.96	5.6	1.46	1.2	0.25	0.01	400.84
2.82	1.86	1.38	2.29	4.06	2.26	1.23	4.25	3.99	7.93	0.75	0.95	7.26	4.63	2.17	3.17	4.37	0.3	1.33	1.16	5.75	1.92	1.64	0.69	0.12	401.202
3.06	2.09	1.49	2.78	4.41	2.61	1.38	4.61	4.31	8.36	0.9	0.97	7.55	4.66	2.25	3.1	4.44	0.37	1.64	1.3	5.74	2.43	1.84	1.02	0.42	401.565
2.48	1.7	0.9	1.86	3.54	2.08	0.46	4.02	3.58	7.64	0.11	0.48	6.76	4.1	1.69	2.37	3.53	-0.26	0.86	0.78	5.34	1.35	1.05	0.22	-0.27	401.927
3.25	2.1	1.56	2.56	4.34	2.65	1.53	4.8	4.34	8.17	1.04	1.21	7.39	4.39	2.17	3.46	4.56	0.46	1.62	1.37	6.05	2.12	1.77	0.88	0.47	402.289
2.61	1.53	1	1.96	3.81	2.01	0.65	3.92	3.78	7.89	0.3	0.65	7.07	4	1.8	2.68	3.82	-0.24	1.15	1.06	5.38	1.68	1.29	0.32	-0.23	402.651
2.66	1.59	1.11	1.99	3.75	2.04	1.02	4.16	3.64	7.83	0.5	0.68	7.21	4.18	1.89	2.84	3.91	-0.1	1.32	1	5.32	1.87	1.36	0.45	0.05	403.013
2.62	1.69	1.26	2.12	3.87	2.23	0.9	4.26	3.6	8.08	0.8	0.79	7.4	4.28	1.85	2.74	4.12	-0.18	1.39	1.2	5.39	1.79	1.55	0.55	0.12	403.375
2.98	1.9	1.49	2.43	4.27	2.4	1.08	4.44	3.82	8.03	0.77	0.95	7.23	4.48	1.85	3.16	4.18	0.16	1.51	1.4	5.83	1.97	1.65	0.73	0.28	403.737
2.82	1.58	1.27	2.08	3.95	2.26	1.04	4.26	3.73	7.83	0.57	0.87	7.35	4.43	1.88	2.73	3.88	-0.03	1.04	1.15	5.56	2.03	1.25	0.66	-0.14	404.099
3.43	2.27	1.83	2.68	4.39	2.82	1.45	4.69	4.39	8.34	1.05	1.27	7.97	4.83	2.39	3.34	4.48	0.55	1.58	1.75	6.21	2.35	1.99	1.27	0.56	404.46
3.19	2.17	1.54	2.61	4.45	2.88	1.5	4.78	4.29	8.32	1.06	1.31	7.76	5	2.27	3.51	4.49	0.38	1.65	1.53	6.18	2.37	2.04	1.07	0.29	404.822
3.39	2.58	1.91	2.91	4.75	3.04	1.68	5.12	4.49	8.52	1.2	1.37	8.11	5.19	2.63	3.55	4.71	0.81	1.98	1.87	6.41	2.65	2.22	1.13	0.97	405.184
3.23	2.17	1.62	2.51	4.49	2.74	1.48	4.72	4.2	8.18	1.04	1.25	7.86	4.8	2.34	3.39	4.51	0.36	1.73	1.46	6.24	2.32	1.94	1.05	0.54	405.546
3.04	2.04	1.43	2.48	4.25	2.44	1.19	4.73	4.25	8.33	0.93	1.05	7.66	4.82	2.23	3.06	4.15	0.26	1.46	1.49	5.9	2.06	1.65	0.97	0.3	405.907
3.34	2.2	1.84	2.65	4.37	2.75	1.25	5.01	4.27	8.37	1.23	1.46	8.09	5.16	2.48	3.33	4.58	0.5	1.55	1.58	6.42	2.48	2.22	1.17	0.62	406.269
3.55	2.22	1.99	2.83	4.61	3.1	1.5	5.15	4.48	8.75	1.41	1.63	8.25	5.28	2.65	3.49	4.53	0.6	1.96	2	6.59	2.53	2.24	1.18	0.66	406.631
3.28	2.06	1.38	2.52	4.41	2.43	1.32	4.81	4.35	8.31	0.98	1.58	7.81	4.91	2.37	3.33	4.34	0.46	1.61	1.55	6.21	2.39	1.73	1.02	0.5	406.992
3.19	2.15	1.55	2.41	4.49	2.55	1.47	4.92	4.33	8.14	1.15	1.3	7.98	5	2.43	3.25	4.36	0.36	1.66	1.71	6.16	2.34	1.84	1.03	0.25	407.354
2.96	1.95	1.4	2.6	4.13	2.44	1.15	4.56	3.91	8.29	1.02	1.14	7.76	4.88	2.17	3.35	4.27	-0.12	1.36	1.45	6.26	1.95	1.47	0.89	0.3	407.715
3	1.76	1.21	2.16	4.09	2.12	1.07	4.45	3.96	7.97	0.76	1.06	7.52	4.78	2.12	2.97	4.18	-0.06	1.1	1.26	5.93	1.69	1.49	0.43	0.2	408.077
3.35	2.16	1.75	2.74	4.41	2.74	1.51	4.91	4.22	8.58	1.01	1.5	7.97	5.02	2.42	3.47	4.57	0.49	1.69	1.73	6.36	2.25	1.99	1.13	0.68	408.438
2.83	1.78	1.19	2.27	3.86	2.25	0.89	4.37	3.59	7.84	0.76	1.04	7.6	4.68	2.05	2.98	4.09	-0.09	1.17	0.99	5.92	1.99	1.41	0.65	-0.04	408.799
3.44	2.32	1.89	2.85	4.82	2.88	1.46	5.24	4.43	8.31	1.43	1.65	8.23	5.14	2.74	3.77	4.74	0.76	1.86	1.92	6.37	2.56	2.14	1.4	0.89	409.161
3.03	2.05	1.53	2.64	4.34	2.51	1.26	4.64	4.12	8.23	1.1	1.51	7.78	5.03	2.18	3.13	4.44	0.31	1.59	1.48	6.26	2.1	1.7	1.01	0.29	409.522
3.56	2.21	1.6	2.91	4.5	2.68	1.44	4.87	4.35	8.28	1.21	1.46	8.18	4.9	2.47	3.58	4.52	0.28	1.74	1.66	6.31	2.3	2.03	1.02	0.64	409.883
3.08	1.79	1.37	2.28	4.23	2.27	0.87	4.62	4.01	8.02	0.82	1.19	7.71	4.69	1.89	3	4.09	0.11	1.22	1.21	5.89	1.84	1.49	0.64	0.07	410.244
3.27	1.94	1.57	2.66	4.1	2.53	1.31	4.97	4.37	8.18	0.89	1.33	8.24	4.97	2.45	3.41	4.64	0.44	1.6	1.45	6.32	2.11	1.92	0.91	0.5	410.605
3.43	1.9	1.66	2.51	4.42	2.62	1.37	4.88	4.28	8.22	1.13	1.43	8.29	5.15	2.47	3.49	4.55	0.32	1.49	1.58	6.22	2.15	1.86	1.04	0.41	410.967
3.28	2.05	1.68	2.44	4.4	2.64	1.57	4.91	4.34	8.21	1.15	1.72	8.31	4.74	2.4	3.5	4.53	0.28	1.41	1.69	6.37	2.16	1.81	1.01	0.42	411.328
3.15	1.91	1.42	2.39	4.46	2.35	1.28	4.6	4.17	8.34	1.09	1.46	8.09	5.02	2.43	3.35	4.55	0.08	1.31	1.28	6.25	1.93	1.86	0.95	0.42	411.689
3.27	1.89	1.5	2.44	4.37	2.53	1.22	4.7	4.33	8.09	0.93	1.53	8.1	4.95	2.27	3.02	4.32	0.23	1.51	1.48	5.95	2.23	1.54	0.84	0.34	412.05
3.49	2.01	1.68	2.82	4.44	2.72	1.63	5.01	4.5	8.34	1.11	1.88	8.18	5.31	2.4	3.71	4.78	0.42	1.54	1.73	6.33	2.36	1.81	1	0.58	412.41
3.64	2.27	1.68	3.14	4.66	2.77	1.46	5.22	4.52	8.28	1.1	1.71	8.42	5.19	2.78	3.69	4.9	0.34	1.84	1.65	6.19	2.53	1.85	1.02	0.57	412.771
3.34	1.97	1.47	2.37	4.37	2.44	1.2	4.82	4.12	8.25	1.2	1.57	8.3	4.97	2.43	3.54	4.56	0.23	1.63	1.39	6.08	2.15	1.79	0.87	0.29	413.132
3.16	1.79	1.25	2.32	4.19	2.43	1.06	4.71	3.93	7.92	1.05	1.33	8	4.79	2.37	3.23	4.53	0.04	1.35	1.43	6.01	2.07	1.74	0.68	0.14	413.493
3.62	2.3	1.95	2.87	4.5	2.98	1.67	5.55	4.74	8.54	1.42	1.93	8.58	5.21	2.84	3.77	4.9	0.52	1.6	1.78	6.35	2.46	2.19	1.21	0.87	413.854
3.56	2.11	1.73	3	4.4	2.7	1.45	4.85	4.37	8.48	1.27	1.92	8.27	5.1	2.57	3.66	4.63	0.34	1.79	1.57	6.31	2.33	2	1.1	0.45	414.215
3.81	2.12	1.6	2.93	4.43	2.65	1.38	5.19	4.34	8.4	1.4	1.95	8.07	5.01	2.58	3.48	4.62	0.44	1.81	1.7	6.34	2.43	2.16	0.84	0.73	414.575
3.44	1.91	1.53	2.62	4.23	2.44	0.99	4.95	4.18	7.98	1.01	1.45	7.85	4.81	2.52	3.28	4.55	0.09	1.33	1.48	5.96	1.96	1.65	0.62	0.4	414.936
3.96	2.42	1.86	3.11	4.54	2.9	1.67	5.24	4.51	8.34	1.49	2.03	8.46	5.13	2.82	3.77	4.85	0.57	1.96	1.93	6.54	2.63	2.22	1.18	0.87	415.296
3.76	2.24	1.9	2.92	4.47	2.68	1.49	5.2	4.58	8.17	1.44	1.95	8.36	5.17	2.9	3.76	4.64	0.5	1.79	1.75	6.41	2.55	2.28	1.28	0.79	415.657
3.74	2.34	1.91	3.12	4.43	2.56	1.45	5.29	4.49	8.08	1.74	1.91	8.42	4.97	2.85	3.81	4.74	0.49	1.79	1.94	6.27	2.55	2.19	1.31	0.84	416.018
4.06	2.41	2.05	3.11	4.74	2.89	1.53	5.46	4.52	8.24	1.65	2.19	8.47	5.26	3.05	3.87	4.79	0.5	2.04	1.85	6.59	2.43	2.29	1.33	0.83	416.378
4.19	2.35	2.31	3.48	4.87	2.96	1.69	5.5	4.76	8.41	1.88	2.39	8.75	5.29	3.2	3.92	4.91	0.78	2.14	2.14	6.6	2.78	2.39	1.52	1.18	416.738
3.92	2.23	1.96	3.18	4.68	2.78	1.58	5.31	4.51	8.19	1.59	2.16	8.16	5.18	2.94	3.7	4.86	0.44	1.75	1.97	6.44	2.47	2.16	1.28	0.81	417.099
3.66	1.97	1.9	3.06	4.57	2.59	1.28	5.25	4.5	8.05	1.35	1.94	8.18	4.87	2.83	3.69	4.65	0.28	1.65	1.7	6.18	2.41	2.02	1.01	0.72	417.459
3.96	2.41	2.01	3.45	4.68	2.9	1.39	5.43	4.65	8.15	1.62	2.2	8.42	5.12	3.12	3.95	4.82	0.71	1.84	2.03	6.49	2.62	2.38	1.37	0.96	417.819
3.85	2.45	2.2	3.46	4.76	2.82	1.62	5.47	4.52	8.33	1.74	2.39	8.39	5.12	3.2	3.9	4.96	0.65	1.83	2.01	6.57	2.53	2.37	1.44	1.08	418.18
3.71	2.26	2.02	3.36	4.68	2.75	1.43	5.28	4.41	8.15	1.56	2.19	8.28	5.17	2.89	3.81	4.8	0.54	1.76	1.8	6.53	2.49	2.26	1.21	0.92	418.54
3.82	2.17	2.08	3.46	4.62	2.75	1.57	5.41	4.51	8.13	1.61	2.24	8.43	5.03	2.98	3.87	4.93	0.53	1.93	1.91	6.56	2.55	2.26	1.23	0.91	418.9
3.78	2.03	2.01	3.39	4.48	2.64	1.48	5.31	4.43	8.11	1.47	2.13	8.29	4.97	2.85	3.61	4.74	0.47	1.82	1.8	6.47	2.37	2.16	1.2	0.78	419.26
4.07	2.28	2.15	3.55	4.69	2.79	1.68	5.47	4.63	8.21	1.7	2.36	8.44	5.16	3.19	3.9	4.82	0.81	1.86	2.03	6.42	2.7	2.38	1.29	0.98	419.62
3.76	2.02	1.96	3.32	4.46	2.68	1.42	5.25	4.39	7.89	1.52	2.1	8.01	4.85	2.91	3.72	4.77	0.46	1.73	1.79	6.21	2.4	2.08	1.19	0.8	419.98
4.1	2.27	2.15	3.51	4.72	2.9	1.56	5.47	4.6	8.11	1.57	2.35	8.48	5.06	3.14	3.95	4.81	0.66	1.87	2.01	6.46	2.73	2.32	1.41	0.98	420.34
4.08	2.2	2.15	3.56	4.83	2.85	1.52	5.49	4.62	8.28	1.71	2.35	8.37	5.13	3.08	3.95	4.88	0.55	1.8	2.02	6.62	2.65	2.42	1.46	1	420.7
3.85	2.12	1.97	3.52	4.67	2.66	1.44	5.45	4.5	8.14	1.6	2.1	8.37	5.02	3.07	3.9	4.81	0.51	1.76	1.87	6.56	2.54	2.27	1.22	0.87	421.06
3.7	1.98	1.83	3.31	4.47	2.51	1.3	5.24	4.34	7.86	1.44	2.07	8.35	5.05	3.11	3.63	4.77	0.35	1.55	1.78	6.25	2.41	2.04	1.03	0.71	421.42
4.15	2.28	2.1	3.9	4.83	2.76	1.63	5.64	4.64	8.31	1.68	2.45	8.67	5.33	3.42	3.97	4.98	0.61	1.94	2.03	6.65	2.76	2.38	1.36	0.95	421.78
4.2	2.28	2.14	3.81	4.81	2.89	1.72	5.7	4.72	8.27	1.91	2.52	8.63	5.48	3.55	4.16	5.2	0.74	1.98	2.17	6.72	2.87	2.46	1.45	1.08	422.14
3.83	2.14	1.98	3.65	4.52	2.55	1.52	5.57	4.49	8.04	1.6	2.22	8.4	5.12	3.26	3.88	4.86	0.36	1.7	1.78	6.52	2.62	2.15	1.15	0.89	422.5
4.03	2.22	2.09	3.81	4.72	2.71	1.53	5.52	4.5	8.09	1.75	2.38	8.35	5.11	3.32	3.93	4.9	0.47	1.83	1.98	6.42	2.65	2.32	1.15	0.93	422.859
3.96	2.12	2.03	3.77	4.71	2.66	1.49	5.51	4.34	7.93	1.63	2.29	8.29	5.12	3.35	3.89	4.75	0.48	1.77	1.95	6.32	2.64	2.28	1.28	0.94	423.219
4.13	2.23	2.21	4.04	4.7	2.81	1.65	5.59	4.54	8.26	1.79	2.45	8.34	5.13	3.46	4.05	4.86	0.65	1.92	2.02	6.5	2.75	2.31	1.46	1.14	423.579
4.01	2.16	2.05	3.94	4.63	2.72	1.47	5.5	4.51	8.06	1.62	2.33	8.46	5.04	3.38	3.96	4.85	0.5	1.77	1.99	6.45	2.58	2.31	1.24	0.86	423.938
4.18	2.33	2.23	4.18	4.86	2.88	1.66	5.79	4.7	8.31	1.91	2.59	8.64	5.29	3.64	4.22	5.11	0.75	2	2.08	6.63	2.84	2.4	1.44	1.2	424.298
4.23	2.25	2.1	4.08	4.83	2.88	1.66	5.78	4.74	8.26	1.88	2.61	8.77	5.29	3.79	4.17	5.05	0.66	1.89	2.13	6.72	2.82	2.42	1.41	1.13	424.657
4.31	2.35	2.28	4.26	5.1	2.94	1.75	6.06	4.87	8.35	1.87	2.71	8.99	5.53	3.88	4.19	5.28	0.73	1.93	2.21	6.81	2.87	2.52	1.58	1.15	425.017
4.22	2.35	2.19	4.25	4.84	2.86	1.63	5.9	4.61	8.25	1.74	2.63	8.9	5.47	3.8	4.24	5.2	0.43	1.88	2.13	6.86	2.82	2.39	1.41	1.06	425.376
4.3	2.29	2.11	4.18	4.85	2.84	1.6	5.83	4.73	8.33	1.81	2.67	8.84	5.66	3.87	4.13	5.21	0.54	1.9	2.09	6.87	2.87	2.44	1.28	1.07	425.736
4.35	2.31	2.22	4.42	4.87	3.04	1.8	5.93	4.95	8.5	1.94	2.74	8.98	5.74	4.08	4.3	5.36	0.76	1.98	2.2	7	2.85	2.46	1.46	1.14	426.095
4.6	2.41	2.25	4.33	4.97	2.92	1.85	5.95	4.73	8.51	2.09	2.82	9.13	5.76	4.34	4.41	5.5	0.79	2.23	2.24	7.05	2.96	2.41	1.35	1.2	426.454
4.26	2.24	1.95	4.41	4.97	2.95	1.67	6.06	4.82	8.46	1.91	2.63	9.18	5.57	4.13	4.43	5.25	0.46	1.99	1.97	6.77	2.87	2.11	1.18	0.97	426.814
4.26	2.07	1.99	4.33	4.91	2.9	1.54	5.85	4.75	8.4	1.8	2.46	8.9	5.57	4.11	3.98	5.08	0.43	1.82	1.86	6.86	2.63	2.24	1.2	0.98	427.173
4.35	2.45	2.32	4.58	4.91	2.9	1.56	5.93	4.78	8.47	1.86	2.71	8.92	5.75	4.38	4.28	5.29	0.69	1.99	2.21	6.84	2.8	2.57	1.36	1.26	427.532
4.36	2.22	2.22	4.69	4.98	3.15	1.58	5.98	4.85	8.66	1.83	2.81	8.88	5.7	4.48	4.32	5.59	0.56	2.12	2.29	6.93	2.88	2.39	1.35	1.08	427.891
4.27	2.2	2.03	4.48	4.82	2.71	1.48	5.91	4.62	8.57	1.84	2.79	8.84	5.57	4.24	4.29	5.21	0.46	1.85	1.91	6.49	2.83	2.3	1.18	0.84	428.25
4.45	2.33	2.34	4.84	4.77	3.11	1.83	6	4.79	8.55	1.96	2.93	8.77	5.74	4.32	4.46	5.32	0.67	2.14	2.39	6.76	2.96	2.47	1.51	1.28	428.609
4.24	2.32	2.06	4.7	4.89	2.76	1.54	5.71	4.79	8.34	1.82	2.6	8.87	5.54	4.39	4.26	5.48	0.42	2.08	2.13	6.66	2.83	2.39	1.29	0.97	428.968
4.73	2.56	2.52	5.11	5.36	3.25	2.03	6.43	5.18	8.74	2.38	3.29	9.17	5.93	4.81	4.68	5.51	0.9	2.29	2.43	7.11	3.04	2.8	1.79	1.47	429.327
4.25	2.23	2.1	4.59	4.67	2.57	1.55	6.08	4.61	8.46	1.59	2.74	8.75	5.48	4.37	4.21	5.3	0.33	1.95	1.97	6.64	2.78	2.19	1.14	0.86	429.686
4.4	2.31	2.16	4.79	4.98	2.64	1.64	5.86	4.5	8.41	1.79	2.57	8.85	5.64	4.58	4.32	5.35	0.35	1.94	2.19	6.67	2.78	2.27	1.22	0.96	430.045
4.17	2.16	2.02	4.62	4.79	2.7	1.51	5.94	4.63	8.35	1.85	2.66	8.61	5.55	4.42	4.19	5.18	0.41	1.96	2.25	6.66	2.84	2.32	1.18	0.94	430.404
4.54	2.29	2.35	5.03	4.95	2.92	1.67	6.12	4.98	8.43	1.99	2.87	8.96	5.8	4.54	4.43	5.48	0.65	2.03	2.24	6.79	2.91	2.37	1.32	1.22	430.763
4.09	1.89	1.94	4.6	4.6	2.47	1.41	5.74	4.52	8.14	1.63	2.41	8.38	5.33	4.34	4.08	5.11	0.35	1.78	1.79	6.26	2.57	2.39	1.1	0.89	431.122
4.24	2.06	2.13	4.93	4.7	2.58	1.59	5.94	4.54	8.14	1.84	2.85	8.65	5.21	4.51	4.28	5.21	0.25	1.89	2	6.5	2.78	2.41	1.18	1.02	431.48
4.23	2.2	2.24	4.65	4.73	2.84	1.55	5.8	4.63	8.14	1.76	2.6	8.58	5.3	4.38	4.31	5.05	0.42	1.82	1.99	6.47	2.65	2.31	1.2	1.02	431.839
4.41	2.17	2.24	5.03	4.78	2.91	1.68	5.88	4.69	8.21	1.89	2.63	8.58	5.47	4.44	4.11	5.43	0.56	1.95	2.16	6.42	2.8	2.42	1.27	1.24	432.198
4.31	2.13	2.21	4.96	4.69	2.76	1.67	5.97	4.78	8.16	1.85	2.78	8.7	5.27	4.33	4.18	5.29	0.54	1.9	2.28	6.65	2.85	2.49	1.45	1.02	432.556
4.17	2	2.11	4.92	4.62	2.5	1.44	5.66	4.57	8	1.69	2.75	8.51	5.28	4.31	4.18	5.14	0.48	1.77	1.99	6.39	2.77	2.3	1.31	0.89	432.915
4.31	2.16	2.24	5.03	4.76	2.83	1.53	5.78	4.67	8.15	1.84	2.73	8.56	5.32	4.45	4.12	5.14	0.56	1.96	2.04	6.44	2.78	2.32	1.32	0.97	433.273
